,what,is,the,position,of,the,satellite,that,allowed,sky,to,broadcast,channels,almost,elclusively,for,the,united,kingdom,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3183514177799225,0.733189046382904,1.0,0.22563834488391876,0.5473989248275757,0.2985120713710785,0.26521286368370056,0.535392165184021,0.2713715434074402,0.27277594804763794,0.3341992199420929,0.3051997721195221,0.4739971458911896,1.0,0.34367692470550537,0.3143408000469208,0.22068053483963013
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.04340384900569916,0.30522194504737854,0.31849798560142517,0.13716301321983337,0.2827931344509125,0.18308454751968384,0.1535978466272354,0.2412436157464981,0.09532137215137482,0.08116578310728073,0.20726051926612854,0.1895686686038971,0.2211335301399231,0.31849798560142517,0.23403705656528473,0.24223244190216064,0.20577076077461243
position,0.22031237185001373,0.19614431262016296,0.3183514177799225,1.0000001192092896,0.23636478185653687,0.3183514177799225,0.10977485775947571,0.2627577483654022,0.17903999984264374,0.20771640539169312,0.2374807894229889,0.13592807948589325,0.1621919423341751,0.14645282924175262,0.14858122169971466,0.27123650908470154,0.3183514177799225,0.15401709079742432,0.13912008702754974,0.15529610216617584
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.23203803598880768,0.4069072902202606,0.48711544275283813,0.21137270331382751,0.33670201897621155,0.27499085664749146,0.181777685880661,0.3636345863342285,0.24068336188793182,0.11888814717531204,0.2474903166294098,0.22669458389282227,0.3863949179649353,0.48711544275283813,0.31727492809295654,0.27756404876708984,0.18412111699581146
shared,0.18776313960552216,0.15255604684352875,0.21652492880821228,0.11617039144039154,0.2307819277048111,0.21652492880821228,0.15277594327926636,0.21939103305339813,0.1982787698507309,0.057304125279188156,0.14570777118206024,0.1784643828868866,0.17922550439834595,0.13450562953948975,0.14556267857551575,0.21537260711193085,0.21652492880821228,0.16979476809501648,0.1520238220691681,0.18310070037841797
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.16771268844604492,0.41827285289764404,0.4223487675189972,0.10434363782405853,0.4154358208179474,0.2694357633590698,0.20754678547382355,0.4239959120750427,0.1932039111852646,0.1873491257429123,0.3421899080276489,0.2907198965549469,0.39140474796295166,0.4223487675189972,0.19869105517864227,0.16312327980995178,0.2433311939239502
broadcasters,0.19592861831188202,0.18187583982944489,0.27276062965393066,0.23827986419200897,0.21280793845653534,0.27276062965393066,0.314313143491745,0.28455498814582825,0.22453653812408447,0.2275647073984146,0.2560518682003021,0.7125352025032043,0.3952423930168152,0.16479653120040894,0.20643827319145203,0.32303348183631897,0.27276062965393066,0.31909558176994324,0.2023770660161972,0.20347130298614502
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.23697097599506378,0.4249346852302551,0.40150508284568787,0.2617102265357971,0.3477667272090912,0.24006792902946472,0.1670776903629303,0.4069952368736267,0.1824430525302887,0.14713366329669952,0.3103662431240082,0.17595861852169037,0.314039945602417,0.40150508284568787,0.27339106798171997,0.2127424031496048,0.19969791173934937
several,0.22446060180664062,0.20361857116222382,0.40559855103492737,0.18000197410583496,0.3271615505218506,0.40559855103492737,0.15427915751934052,0.40009650588035583,0.2115916758775711,0.1806287318468094,0.36196985840797424,0.22704444825649261,0.22726163268089294,0.31026291847229004,0.31908097863197327,0.3891045153141022,0.40559855103492737,0.24735265970230103,0.2313879132270813,0.15595775842666626
european,0.15324164927005768,0.16083641350269318,0.3423081040382385,0.11087920516729355,0.2507138252258301,0.3423081040382385,0.18672874569892883,0.2049320936203003,0.2122574895620346,0.17049792408943176,0.21011990308761597,0.142008438706398,0.11475852876901627,0.14597450196743011,0.1799977570772171,0.2838500738143921,0.3423081040382385,0.28714028000831604,0.23560549318790436,0.14560863375663757
countries,0.22319257259368896,0.254234254360199,0.33290645480155945,0.18561023473739624,0.2800094783306122,0.33290645480155945,0.23845066130161285,0.31063947081565857,0.29875171184539795,0.16076892614364624,0.3111797273159027,0.23805029690265656,0.27050918340682983,0.2100435197353363,0.22687667608261108,0.299202024936676,0.33290645480155945,0.38267436623573303,0.322317510843277,0.15128466486930847
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1771278828382492,0.4946078956127167,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.2785535454750061,0.22621183097362518,0.44245919585227966,0.24917922914028168,0.2199012041091919,0.3425607979297638,0.2398930788040161,0.4464869201183319,0.4933079481124878,0.3053959608078003,0.2585166394710541,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.25766754150390625,0.3366928696632385,0.39804592728614807,0.08371679484844208,0.43523597717285156,0.33135196566581726,0.16203784942626953,0.43899232149124146,0.15562666952610016,0.12863855063915253,0.4101530611515045,0.3676275610923767,0.4232339859008789,0.39804592728614807,0.22924698889255524,0.1742800623178482,0.21076419949531555
the,0.42745697498321533,0.5823672413825989,1.0,0.3183514177799225,0.733189046382904,1.0,0.22563834488391876,0.5473989248275757,0.2985120713710785,0.26521286368370056,0.535392165184021,0.2713715434074402,0.27277594804763794,0.3341992199420929,0.3051997721195221,0.4739971458911896,1.0,0.34367692470550537,0.3143408000469208,0.22068053483963013
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.14689169824123383,0.343457967042923,0.3845241069793701,0.18229526281356812,0.29177987575531006,0.19549238681793213,0.08702775835990906,0.33159172534942627,0.19357985258102417,0.1410730928182602,0.22357848286628723,0.1705407202243805,0.2700757384300232,0.3845241069793701,0.3118351995944977,0.21878820657730103,0.14782847464084625
position,0.22031237185001373,0.19614431262016296,0.3183514177799225,1.0000001192092896,0.23636478185653687,0.3183514177799225,0.10977485775947571,0.2627577483654022,0.17903999984264374,0.20771640539169312,0.2374807894229889,0.13592807948589325,0.1621919423341751,0.14645282924175262,0.14858122169971466,0.27123650908470154,0.3183514177799225,0.15401709079742432,0.13912008702754974,0.15529610216617584
