,western,imperialism,divided,the,globe,according,to,which,theory,?
european,0.29314106702804565,0.29965823888778687,0.10195150971412659,0.3423081040382385,0.2064351737499237,0.14247439801692963,0.21011990308761597,0.2234036773443222,0.22632630169391632,0.14560863375663757
expansion,0.17238765954971313,0.25386905670166016,0.19997701048851013,0.31353142857551575,0.08184822648763657,0.15777413547039032,0.2769574522972107,0.2851024270057678,0.2681492269039154,0.18286365270614624
caused,0.0928611010313034,0.13251832127571106,0.20229509472846985,0.24990202486515045,0.1390715390443802,0.16518539190292358,0.2414499819278717,0.310800164937973,0.13597631454467773,0.20679491758346558
the,0.37920868396759033,0.2716025412082672,0.34601110219955444,1.0,0.23490066826343536,0.3202974498271942,0.535392165184021,0.6521818041801453,0.2277156263589859,0.22068053483963013
world,0.2709965109825134,0.2946701943874359,0.1899833381175995,0.33604270219802856,0.22868527472019196,0.20016628503799438,0.26213452219963074,0.29213306307792664,0.16740041971206665,0.17579582333564758
to,0.18838192522525787,0.21685542166233063,0.17007847130298615,0.535392165184021,0.17164061963558197,0.28520727157592773,1.0,0.5345056653022766,0.21947365999221802,0.29463258385658264
be,0.15455764532089233,0.15657790005207062,0.2212335467338562,0.4248143136501312,0.18275780975818634,0.2703677713871002,0.4972836375236511,0.476310670375824,0.2076098620891571,0.3324260413646698
divided,0.26636791229248047,0.22758249938488007,1.0000001192092896,0.34601110219955444,0.09255164861679077,0.2508338987827301,0.17007847130298615,0.35539376735687256,0.17524510622024536,0.10190024226903915
by,0.20149661600589752,0.21250218152999878,0.27156126499176025,0.4408751428127289,0.19021250307559967,0.2975466847419739,0.33534231781959534,0.40543368458747864,0.17579947412014008,0.17966607213020325
how,0.08635379374027252,0.19419045746326447,0.1862497329711914,0.33890387415885925,0.12738117575645447,0.29424387216567993,0.44169697165489197,0.4852597713470459,0.31550133228302,0.4024120569229126
developed,0.21616452932357788,0.2730332016944885,0.2784661054611206,0.24490751326084137,0.09878506511449814,0.21510614454746246,0.19491806626319885,0.2803538739681244,0.34694910049438477,0.10763012617826462
and,0.27210789918899536,0.19073538482189178,0.29203352332115173,0.5171257257461548,0.23076726496219635,0.30645591020584106,0.48971283435821533,0.506277859210968,0.1765792816877365,0.20544172823429108
developing,0.21320420503616333,0.2727699279785156,0.21915991604328156,0.3203009068965912,0.11555561423301697,0.15344753861427307,0.285153865814209,0.3343001902103424,0.3368403911590576,0.1301516592502594
nation,0.21815797686576843,0.32804927229881287,0.20929867029190063,0.39486879110336304,0.1564709097146988,0.21666914224624634,0.2556411623954773,0.28205931186676025,0.2143576294183731,0.17865248024463654
are,0.19592507183551788,0.10887809097766876,0.2984093725681305,0.40399202704429626,0.1617909073829651,0.22847512364387512,0.3504326641559601,0.42922598123550415,0.1918308287858963,0.24591213464736938
portrayed,0.14012852311134338,0.22141408920288086,0.13072335720062256,0.2243347316980362,0.20686447620391846,0.20870891213417053,0.15473300218582153,0.13247063755989075,0.17487874627113342,0.10189887881278992
through,0.177813321352005,0.13557466864585876,0.2602043151855469,0.44071322679519653,0.13566875457763672,0.19898328185081482,0.4062686562538147,0.40321648120880127,0.1415928453207016,0.16913433372974396
the,0.37920868396759033,0.2716025412082672,0.34601110219955444,1.0,0.23490066826343536,0.3202974498271942,0.535392165184021,0.6521818041801453,0.2277156263589859,0.22068053483963013
world,0.2709965109825134,0.2946701943874359,0.1899833381175995,0.33604270219802856,0.22868527472019196,0.20016628503799438,0.26213452219963074,0.29213306307792664,0.16740041971206665,0.17579582333564758
systems,0.17292079329490662,0.2123699188232422,0.15935112535953522,0.28089964389801025,0.1048542857170105,0.20003679394721985,0.2514978349208832,0.31837889552116394,0.285675972700119,0.1575973927974701
theory,0.0700143501162529,0.3653029799461365,0.17524510622024536,0.2277156263589859,0.12060028314590454,0.2092074304819107,0.21947365999221802,0.3127335011959076,0.9999999403953552,0.1387292891740799
.,0.2816847264766693,0.22279119491577148,0.21858547627925873,0.5934505462646484,0.25011956691741943,0.29052162170410156,0.4645031690597534,0.45942068099975586,0.18047811090946198,0.4130953550338745
