,what,does,graham,twigg,propose,about,the,spread,of,disease,?
twigg,0.20210035145282745,0.1951012909412384,0.2621676027774811,0.9999999403953552,0.1598518192768097,0.16285917162895203,0.2632475197315216,0.20085090398788452,0.22761499881744385,0.24155952036380768,0.2193375676870346
suggested,0.30050885677337646,0.2637547552585602,0.16564837098121643,0.16293305158615112,0.5452337265014648,0.295116662979126,0.28443726897239685,0.1641155481338501,0.29373469948768616,0.1404513567686081,0.2549840807914734
that,0.6297725439071655,0.4764937460422516,0.1919187754392624,0.2112509310245514,0.3755408823490143,0.4500710964202881,0.5473989248275757,0.2891821265220642,0.41498205065727234,0.2282186597585678,0.32716336846351624
the,0.42745697498321533,0.35928019881248474,0.20041067898273468,0.2632475197315216,0.2302119880914688,0.37995871901512146,1.0,0.28994160890579224,0.733189046382904,0.22720423340797424,0.22068053483963013
cause,0.24883218109607697,0.342450886964798,0.19413825869560242,0.1543475091457367,0.27363166213035583,0.2648109793663025,0.2551237642765045,0.35008475184440613,0.25979894399642944,0.38188058137893677,0.240532785654068
was,0.22111038863658905,0.19302551448345184,0.2738287150859833,0.25360462069511414,0.2099517434835434,0.2577359974384308,0.48711544275283813,0.16506560146808624,0.4069072902202606,0.1844245046377182,0.18412111699581146
a,0.3320399522781372,0.38201746344566345,0.24513362348079681,0.26934510469436646,0.2968803346157074,0.34171196818351746,0.5829201340675354,0.17979469895362854,0.5052502155303955,0.18050196766853333,0.23916715383529663
form,0.15868011116981506,0.26710256934165955,0.07609198987483978,0.13819143176078796,0.18449801206588745,0.13729865849018097,0.29286009073257446,0.16446445882320404,0.29600051045417786,0.10435135662555695,0.1463010311126709
of,0.33290785551071167,0.3119818866252899,0.1767251193523407,0.22761499881744385,0.2539187967777252,0.40939709544181824,0.733189046382904,0.2895529866218567,1.0,0.22984620928764343,0.1826142966747284
anthrax,0.16195808351039886,0.16798020899295807,0.17560982704162598,0.22824759781360626,0.1786639243364334,0.21813102066516876,0.24893595278263092,0.34419751167297363,0.25370290875434875,0.34185609221458435,0.17561925947666168
",",0.3087472915649414,0.28617382049560547,0.27060064673423767,0.31409451365470886,0.25586456060409546,0.3877100944519043,0.4933079481124878,0.24950742721557617,0.4946078956127167,0.29627472162246704,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.23618346452713013,0.2821139693260193,0.2163882553577423,0.3875081241130829,0.5171257257461548,0.2815358638763428,0.5116966962814331,0.19961869716644287,0.20544172823429108
norman,0.12319435924291611,0.1348014622926712,0.26932889223098755,0.13976413011550903,0.08063142001628876,0.13953733444213867,0.23459704220294952,0.13544242084026337,0.15827171504497528,0.1786840409040451,0.12243545055389404
cantor,0.16117540001869202,0.2189915031194687,0.2882978618144989,0.15102003514766693,0.19738268852233887,0.12261727452278137,0.2872921824455261,0.10014218091964722,0.25930967926979065,0.11679534614086151,0.11217422783374786
(,0.2411840260028839,0.2728188931941986,0.2114674299955368,0.2833290994167328,0.22151732444763184,0.27495184540748596,0.33289089798927307,0.12046412378549576,0.35032153129577637,0.18480074405670166,0.40561532974243164
2001,-0.11417052894830704,-0.13043271005153656,-0.20705531537532806,-0.08509736508131027,-0.13899022340774536,-0.1371750682592392,-0.07246288657188416,-0.08921315521001816,-0.08535187691450119,0.028841234743595123,-0.08740651607513428
),0.26259949803352356,0.2575884759426117,0.19504685699939728,0.29110249876976013,0.21001864969730377,0.2775460183620453,0.3456730246543884,0.13198035955429077,0.3680361211299896,0.17245085537433624,0.42300865054130554
thought,0.4469435214996338,0.2166185975074768,0.17088352143764496,0.10173533856868744,0.37720605731010437,0.3717701733112335,0.3509289622306824,0.21773678064346313,0.34673458337783813,0.1932169795036316,0.2600135803222656
it,0.45803478360176086,0.34188351035118103,0.2007957249879837,0.18426060676574707,0.25680044293403625,0.4291239380836487,0.6251175999641418,0.2943859398365021,0.38761502504348755,0.2126798927783966,0.25732165575027466
may,0.25739946961402893,0.35508081316947937,0.15251176059246063,0.2540838122367859,0.25005558133125305,0.2019033581018448,0.2694292366504669,0.16676124930381775,0.26447007060050964,0.25845733284950256,0.2768254578113556
have,0.39808809757232666,0.3709583580493927,0.19057874381542206,0.2116669863462448,0.3824501037597656,0.3940475583076477,0.40389683842658997,0.27420684695243835,0.3802283704280853,0.19266600906848907,0.32991164922714233
been,0.2567804455757141,0.22925697267055511,0.2385447472333908,0.21759548783302307,0.2953353822231293,0.2887439727783203,0.3563927710056305,0.27444249391555786,0.31685134768486023,0.1958676129579544,0.24354910850524902
a,0.3320399522781372,0.38201746344566345,0.24513362348079681,0.26934510469436646,0.2968803346157074,0.34171196818351746,0.5829201340675354,0.17979469895362854,0.5052502155303955,0.18050196766853333,0.23916715383529663
combination,0.2204057276248932,0.18718022108078003,0.07563327252864838,0.1899654120206833,0.20625437796115875,0.12944893538951874,0.2879151701927185,0.19059918820858002,0.2990131080150604,0.13242526352405548,0.1620941311120987
of,0.33290785551071167,0.3119818866252899,0.1767251193523407,0.22761499881744385,0.2539187967777252,0.40939709544181824,0.733189046382904,0.2895529866218567,1.0,0.22984620928764343,0.1826142966747284
anthrax,0.16195808351039886,0.16798020899295807,0.17560982704162598,0.22824759781360626,0.1786639243364334,0.21813102066516876,0.24893595278263092,0.34419751167297363,0.25370290875434875,0.34185609221458435,0.17561925947666168
and,0.31309178471565247,0.3461615741252899,0.23618346452713013,0.2821139693260193,0.2163882553577423,0.3875081241130829,0.5171257257461548,0.2815358638763428,0.5116966962814331,0.19961869716644287,0.20544172823429108
other,0.341873437166214,0.2947014272212982,0.0914686769247055,0.22056032717227936,0.2689996063709259,0.3130497336387634,0.44152235984802246,0.30261480808258057,0.38583824038505554,0.25277337431907654,0.24682199954986572
pandemics,0.22295908629894257,0.17029421031475067,0.12360435724258423,0.14070171117782593,0.19959524273872375,0.2618294656276703,0.22383008897304535,0.42464542388916016,0.25230011343955994,0.38705673813819885,0.19305606186389923
