,in,an,adjustable,spring-loaded,valve,",",what,needs,to,be,broken,to,allow,an,operator,to,tamper,with,it,?
the,0.6662389636039734,0.4207492768764496,0.20627537369728088,0.3433961868286133,0.22700907289981842,0.4933079481124878,0.42745697498321533,0.24302323162555695,0.535392165184021,0.4248143136501312,0.27700477838516235,0.535392165184021,0.27822166681289673,0.4207492768764496,0.22986549139022827,0.535392165184021,0.2041141241788864,0.4223487675189972,0.6251175999641418,0.22068053483963013
more,0.32563260197639465,0.316240519285202,0.2821379005908966,0.2856689393520355,0.155741885304451,0.3696524500846863,0.3484537899494171,0.40033766627311707,0.47084665298461914,0.5445363521575928,0.22021283209323883,0.47084665298461914,0.3118424117565155,0.316240519285202,0.12136170268058777,0.47084665298461914,0.24677953124046326,0.3535402715206146,0.42550966143608093,0.27894994616508484
recent,0.2857761085033417,0.1707610934972763,0.23217575252056122,0.15670600533485413,0.1815061718225479,0.26883119344711304,0.24256184697151184,0.24378681182861328,0.31205716729164124,0.2750273644924164,0.21732090413570404,0.31205716729164124,0.25672823190689087,0.1707610934972763,0.08288275450468063,0.31205716729164124,0.17660321295261383,0.2035779356956482,0.229965478181839,0.2544887959957123
type,0.20604541897773743,0.21485474705696106,0.23100103437900543,0.19851821660995483,0.2608834207057953,0.1804078221321106,0.2722663879394531,0.2467174381017685,0.19930607080459595,0.25716274976730347,0.13572247326374054,0.19930607080459595,0.1604451686143875,0.21485474705696106,0.1849071979522705,0.19930607080459595,0.12669292092323303,0.1964726597070694,0.22145579755306244,0.17536182701587677
of,0.5696388483047485,0.32280945777893066,0.17855295538902283,0.29266929626464844,0.18834803998470306,0.4946078956127167,0.33290785551071167,0.17594867944717407,0.41548454761505127,0.33904364705085754,0.2097586691379547,0.41548454761505127,0.28057926893234253,0.32280945777893066,0.178121879696846,0.41548454761505127,0.14664916694164276,0.41827285289764404,0.38761502504348755,0.1826142966747284
safety,0.182920441031456,0.165121391415596,0.25510451197624207,0.2924906015396118,0.21318268775939941,0.22221899032592773,0.1898718774318695,0.2891979217529297,0.254177987575531,0.21974404156208038,0.20096613466739655,0.254177987575531,0.22653940320014954,0.165121391415596,0.19614768028259277,0.254177987575531,0.22923816740512848,0.2208736687898636,0.17963945865631104,0.1443338692188263
valve,0.1291256695985794,0.17777954041957855,0.33837267756462097,0.28048112988471985,1.0000001192092896,0.1931651532649994,0.20161333680152893,0.2727445960044861,0.23422010242938995,0.26354271173477173,0.2477593570947647,0.23422010242938995,0.24034322798252106,0.17777954041957855,0.27879685163497925,0.23422010242938995,0.26174503564834595,0.2250760942697525,0.23760496079921722,0.19203683733940125
uses,0.2516363263130188,0.2683957815170288,0.3331657350063324,0.30037721991539,0.21579550206661224,0.28387847542762756,0.1933930367231369,0.4386586546897888,0.3010925054550171,0.25802361965179443,0.17618943750858307,0.3010925054550171,0.36612099409103394,0.2683957815170288,0.26353248953819275,0.3010925054550171,0.23363593220710754,0.2903013229370117,0.2638168931007385,0.18407079577445984
an,0.2605783939361572,1.0,0.23352813720703125,0.19677691161632538,0.17777954041957855,0.3581022024154663,0.2821882665157318,0.2547606825828552,0.3138085603713989,0.33041056990623474,0.19161412119865417,0.3138085603713989,0.17340564727783203,1.0,0.21579548716545105,0.3138085603713989,0.19980986416339874,0.2730048894882202,0.39472338557243347,0.19793890416622162
adjustable,0.1438436359167099,0.23352813720703125,1.0,0.3888380825519562,0.33837267756462097,0.1652163714170456,0.22927924990653992,0.34133896231651306,0.2425764948129654,0.33256852626800537,0.2699308395385742,0.2425764948129654,0.4060346484184265,0.23352813720703125,0.24611903727054596,0.2425764948129654,0.30094876885414124,0.24127207696437836,0.20167666673660278,0.17421135306358337
