,what,gets,transferred,to,students,who,are,receptive,to,the,teacher,?
on,0.34226128458976746,0.2469671219587326,0.268031507730484,0.41031414270401,0.2211644947528839,0.2340552806854248,0.268924742937088,0.16333059966564178,0.41031414270401,0.5107308030128479,0.1997784823179245,0.2714994251728058
teacher/course,0.36849039793014526,0.25063520669937134,0.20303428173065186,0.3136243224143982,0.595234751701355,0.3663835823535919,0.27772659063339233,0.24509423971176147,0.3136243224143982,0.27657264471054077,0.8140777945518494,0.3479911684989929
evaluations,0.23622684180736542,0.11497717350721359,0.20083357393741608,0.26413118839263916,0.36477208137512207,0.18328501284122467,0.3151344656944275,0.27476322650909424,0.26413118839263916,0.2452331930398941,0.23702207207679749,0.23634342849254608
",",0.3087472915649414,0.23885928094387054,0.27208399772644043,0.44245919585227966,0.26501646637916565,0.3365725874900818,0.4062570035457611,0.22110427916049957,0.44245919585227966,0.4933079481124878,0.2884024977684021,0.31091248989105225
it,0.45803478360176086,0.2709062099456787,0.2110253870487213,0.513711154460907,0.2610231041908264,0.2868398427963257,0.3617996573448181,0.16802456974983215,0.513711154460907,0.6251175999641418,0.18879914283752441,0.25732165575027466
was,0.22111038863658905,0.2432592511177063,0.2860136330127716,0.3636345863342285,0.19959072768688202,0.3318818509578705,0.3076191842556,0.12320245057344437,0.3636345863342285,0.48711544275283813,0.2929542362689972,0.18412111699581146
found,0.1796332150697708,0.1773070991039276,0.2438761293888092,0.25225648283958435,0.1005776897072792,0.17055200040340424,0.2740558087825775,0.1610204428434372,0.25225648283958435,0.3452354073524475,0.11534658819437027,0.16790300607681274
that,0.6297725439071655,0.28066617250442505,0.26569053530693054,0.5436353087425232,0.2510627210140228,0.45444270968437195,0.45265161991119385,0.24393264949321747,0.5436353087425232,0.5473989248275757,0.1985531747341156,0.32716336846351624
teachers,0.2526462972164154,0.16662292182445526,0.1593223363161087,0.2668606638908386,0.7183375358581543,0.34250906109809875,0.2565288841724396,0.11691602319478989,0.2668606638908386,0.22025763988494873,0.7334206104278564,0.19522249698638916
who,0.40942975878715515,0.21394678950309753,0.15804070234298706,0.42656609416007996,0.3510516881942749,0.9999998807907104,0.27294138073921204,0.14343230426311493,0.42656609416007996,0.3733934462070465,0.35707929730415344,0.26220351457595825
have,0.39808809757232666,0.3009401857852936,0.17829863727092743,0.4544740617275238,0.2558421790599823,0.39246654510498047,0.6577680706977844,0.2778093218803406,0.4544740617275238,0.40389683842658997,0.1317407637834549,0.32991164922714233
a,0.3320399522781372,0.3092389404773712,0.26272115111351013,0.45503583550453186,0.2676560878753662,0.36608949303627014,0.265255331993103,0.19773928821086884,0.45503583550453186,0.5829201340675354,0.31202319264411926,0.23916715383529663
positive,0.2491111010313034,0.20398366451263428,0.12336914986371994,0.24421703815460205,0.14601564407348633,0.14807094633579254,0.2170984148979187,0.46211013197898865,0.24421703815460205,0.20502062141895294,0.10744694620370865,0.16532565653324127
disposition,0.28007417917251587,0.1353963315486908,0.21685343980789185,0.23945552110671997,0.11485033482313156,0.22595082223415375,0.24164152145385742,0.22643667459487915,0.23945552110671997,0.2593120038509369,0.15405263006687164,0.2138298749923706
towards,0.281793475151062,0.23790974915027618,0.1747264713048935,0.3675195574760437,0.17948201298713684,0.1973830610513687,0.243723064661026,0.23716574907302856,0.3675195574760437,0.31815874576568604,0.10588987171649933,0.13023285567760468
the,0.42745697498321533,0.29983434081077576,0.34201255440711975,0.535392165184021,0.25268980860710144,0.3733934462070465,0.40399202704429626,0.18549497425556183,0.535392165184021,1.0,0.17760860919952393,0.22068053483963013
course,0.3412042260169983,0.19960489869117737,0.15459157526493073,0.30525898933410645,0.38257765769958496,0.23641245067119598,0.2734511196613312,0.19600443542003632,0.30525898933410645,0.32268625497817993,0.3196853995323181,0.28826573491096497
content,0.3614070415496826,0.24482595920562744,0.16987034678459167,0.2765587866306305,0.2171596884727478,0.17492562532424927,0.3049631118774414,0.2252330631017685,0.2765587866306305,0.21174471080303192,0.11741571873426437,0.37093979120254517
