,how,many,crank,rotations,are,there,in,an,engine,cycle,?
the,0.33890387415885925,0.4335206151008606,0.24867531657218933,0.24634993076324463,0.40399202704429626,0.47025805711746216,0.6662389636039734,0.4207492768764496,0.21651263535022736,0.2701641917228699,0.22068053483963013
complete,0.2646922171115875,0.18256250023841858,0.11516106128692627,0.25324884057044983,0.18877997994422913,0.2479284703731537,0.2201821506023407,0.2157072126865387,0.21221603453159332,0.2512502372264862,0.11962060630321503
engine,0.15099172294139862,0.16697712242603302,0.3653657138347626,0.3033471703529358,0.10557017475366592,0.17012296617031097,0.18885408341884613,0.18337401747703552,1.0,0.21644321084022522,0.17739196121692657
cycle,0.24716903269290924,0.20147281885147095,0.10715533792972565,0.2739045321941376,0.17850318551063538,0.16144436597824097,0.20483464002609253,0.18539637327194214,0.21644321084022522,1.0000001192092896,0.07156776636838913
occupies,0.051303379237651825,0.11096222698688507,0.06661292165517807,0.1929807960987091,0.19740472733974457,0.2273608148097992,0.2995873689651489,0.1878138780593872,0.061728134751319885,0.09035734832286835,0.054502952843904495
one,0.3213292360305786,0.4223630726337433,0.21338149905204773,0.3178446590900421,0.42537835240364075,0.43285492062568665,0.4129433035850525,0.2829729914665222,0.22089767456054688,0.21576738357543945,0.2673267424106598
rotation,0.2923182249069214,0.15417318046092987,0.3012537956237793,0.9118666052818298,0.1947619616985321,0.1442411094903946,0.13272948563098907,0.15781210362911224,0.2979732155799866,0.3224014937877655,0.1310587376356125
of,0.2480744868516922,0.37253960967063904,0.15949107706546783,0.2060316950082779,0.39081433415412903,0.44397735595703125,0.5696388483047485,0.32280945777893066,0.17095594108104706,0.255176842212677,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.24867531657218933,0.24634993076324463,0.40399202704429626,0.47025805711746216,0.6662389636039734,0.4207492768764496,0.21651263535022736,0.2701641917228699,0.22068053483963013
crank,0.2122766077518463,0.1870950609445572,1.0000001192092896,0.32435142993927,0.18419437110424042,0.13494357466697693,0.16199585795402527,0.15719707310199738,0.3653657138347626,0.10715533792972565,0.17595389485359192
and,0.33647966384887695,0.5296266674995422,0.24966706335544586,0.20979906618595123,0.48576638102531433,0.4242868423461914,0.4954058527946472,0.2838519215583801,0.18437977135181427,0.2020994871854782,0.20544172823429108
two,0.2499001920223236,0.5147606730461121,0.20928210020065308,0.34218931198120117,0.46276170015335083,0.40416133403778076,0.36463531851768494,0.1867314726114273,0.1915048211812973,0.19822879135608673,0.19645625352859497
piston,0.2277766615152359,0.18214593827724457,0.40980198979377747,0.37456944584846497,0.187038853764534,0.21756723523139954,0.21022552251815796,0.22473524510860443,0.4761192500591278,0.2225024402141571,0.17207856476306915
strokes,0.24774499237537384,0.28061816096305847,0.29451942443847656,0.2569138705730438,0.18785658478736877,0.20186039805412292,0.2029685527086258,0.2018372267484665,0.3375588357448578,0.15637755393981934,0.16504856944084167
;,0.07230665534734726,0.11763367056846619,0.013746615499258041,-0.018614361062645912,0.15315808355808258,0.04754718393087387,0.092739537358284,-0.0424368716776371,0.0016585135599598289,-0.08780737966299057,0.10349778085947037
the,0.33890387415885925,0.4335206151008606,0.24867531657218933,0.24634993076324463,0.40399202704429626,0.47025805711746216,0.6662389636039734,0.4207492768764496,0.21651263535022736,0.2701641917228699,0.22068053483963013
cycle,0.24716903269290924,0.20147281885147095,0.10715533792972565,0.2739045321941376,0.17850318551063538,0.16144436597824097,0.20483464002609253,0.18539637327194214,0.21644321084022522,1.0000001192092896,0.07156776636838913
also,0.43506327271461487,0.6258217096328735,0.20896753668785095,0.22327986359596252,0.4565894305706024,0.44705238938331604,0.5073733329772949,0.36835694313049316,0.1801549643278122,0.18395966291427612,0.21848613023757935
comprises,0.09174761921167374,0.19863204658031464,0.09771732985973358,0.1636704057455063,0.3709706664085388,0.258556067943573,0.2665193974971771,0.15741592645645142,0.09736961871385574,0.13022667169570923,0.037654489278793335
four,0.1955733299255371,0.4139232039451599,0.1928739994764328,0.27867960929870605,0.3568944036960602,0.29540538787841797,0.3085027039051056,0.17310436069965363,0.23402813076972961,0.24580426514148712,0.14532537758350372
events,0.23171864449977875,0.26760736107826233,0.12464801967144012,0.29121625423431396,0.21850600838661194,0.24689601361751556,0.2690284550189972,0.12980467081069946,0.08041655272245407,0.2081032544374466,0.09835197776556015
–,0.13681066036224365,0.12880176305770874,0.10970069468021393,0.12717705965042114,0.08885963261127472,0.07815942913293839,0.23687128722667694,0.19806897640228271,0.11415558308362961,0.09902258217334747,0.2714554965496063
admission,0.24385643005371094,0.19783027470111847,0.1038152277469635,0.1580517441034317,0.17487461864948273,0.23706018924713135,0.2778421938419342,0.17835788428783417,0.14126728475093842,0.09155187010765076,0.19312289357185364
",",0.22659391164779663,0.40610817074775696,0.24444027245044708,0.21178725361824036,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.3581022024154663,0.19789794087409973,0.16122886538505554,0.31091248989105225
expansion,0.1856977343559265,0.18235675990581512,0.11242082715034485,0.2525917589664459,0.1472935825586319,0.2411421686410904,0.20021484792232513,0.12082995474338531,0.2244432121515274,0.10471343994140625,0.18286365270614624
",",0.22659391164779663,0.40610817074775696,0.24444027245044708,0.21178725361824036,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.3581022024154663,0.19789794087409973,0.16122886538505554,0.31091248989105225
exhaust,0.2941373884677887,0.2543764114379883,0.32832950353622437,0.3550172448158264,0.1797659993171692,0.19770020246505737,0.16454721987247467,0.24624352157115936,0.47334933280944824,0.2250516414642334,0.1444300264120102
",",0.22659391164779663,0.40610817074775696,0.24444027245044708,0.21178725361824036,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.3581022024154663,0.19789794087409973,0.16122886538505554,0.31091248989105225
compression,0.24256198108196259,0.2259862720966339,0.3425579369068146,0.3929745852947235,0.2215346246957779,0.19080892205238342,0.14698553085327148,0.25507739186286926,0.4182755649089813,0.27004173398017883,0.18572697043418884
.,0.3287222981452942,0.3974229395389557,0.2846280336380005,0.1930471807718277,0.3452940285205841,0.43897318840026855,0.5591574311256409,0.3581749200820923,0.21814921498298645,0.19143328070640564,0.4130953550338745
