,who,mapped,the,alta,vista,tract,?
the,0.3733934462070465,0.2484939992427826,1.0,0.21644072234630585,0.19021748006343842,0.2717020511627197,0.22068053483963013
alta,0.10768904536962509,0.16009263694286346,0.21644072234630585,0.9999999403953552,0.36811429262161255,0.19173619151115417,0.15983480215072632
vista,0.11072398722171783,0.2015485316514969,0.19021748006343842,0.36811429262161255,1.0,0.13086426258087158,0.15661835670471191
tract,0.1542559713125229,0.022988326847553253,0.2717020511627197,0.19173619151115417,0.13086426258087158,0.9999999403953552,0.1459975689649582
",",0.3365725874900818,0.1873064637184143,0.4933079481124878,0.27779361605644226,0.25796017050743103,0.22688284516334534,0.31091248989105225
as,0.3923053741455078,0.20424684882164001,0.48381632566452026,0.15074744820594788,0.16872943937778473,0.13274075090885162,0.27043893933296204
the,0.3733934462070465,0.2484939992427826,1.0,0.21644072234630585,0.19021748006343842,0.2717020511627197,0.22068053483963013
land,0.2111203372478485,0.18837954103946686,0.28587454557418823,0.17097173631191254,0.0890505313873291,0.21285699307918549,0.1432059109210968
would,0.3632977604866028,0.2195131778717041,0.4133751392364502,0.08685486018657684,0.10902714729309082,0.2197265923023224,0.37178951501846313
become,0.36563706398010254,0.12860806286334991,0.31731709837913513,0.04094249755144119,0.0808449238538742,0.15772800147533417,0.19511328637599945
known,0.24757125973701477,0.13226120173931122,0.3624623417854309,0.1380663514137268,0.10012953728437424,0.15357033908367157,0.18314571678638458
",",0.3365725874900818,0.1873064637184143,0.4933079481124878,0.27779361605644226,0.25796017050743103,0.22688284516334534,0.31091248989105225
was,0.3318818509578705,0.16764895617961884,0.48711544275283813,0.2014552801847458,0.20584401488304138,0.13074944913387299,0.18412111699581146
mapped,0.1642555296421051,1.0,0.2484939992427826,0.16009263694286346,0.2015485316514969,0.022988326847553253,0.1308191567659378
by,0.39727845788002014,0.22392652928829193,0.4408751428127289,0.08062548190355301,0.12578287720680237,0.21239453554153442,0.17966607213020325
william,0.32068803906440735,0.16149605810642242,0.21537061035633087,0.12961308658123016,0.058956995606422424,0.09908459335565567,0.14462219178676605
stranahan,0.2752165198326111,0.19644047319889069,0.24072329699993134,0.2847563624382019,0.22396960854530334,0.23828765749931335,0.16443847119808197
for,0.37110671401023865,0.17052003741264343,0.4739971458911896,0.11923681199550629,0.16387240588665009,0.0944834053516388,0.264628142118454
the,0.3733934462070465,0.2484939992427826,1.0,0.21644072234630585,0.19021748006343842,0.2717020511627197,0.22068053483963013
pacific,0.18245628476142883,0.20337150990962982,0.28543707728385925,0.21451599895954132,0.1645580530166626,0.15209372341632843,0.13060949742794037
improvement,0.1683027446269989,0.13874182105064392,0.2938322424888611,0.04987058788537979,0.2596377432346344,0.18964777886867523,0.29089033603668213
corporation,0.15684109926223755,0.2102413922548294,0.26837587356567383,0.20511394739151,0.22403965890407562,0.18773804605007172,0.13731837272644043
",",0.3365725874900818,0.1873064637184143,0.4933079481124878,0.27779361605644226,0.25796017050743103,0.22688284516334534,0.31091248989105225
and,0.41279885172843933,0.2460329830646515,0.5171257257461548,0.17345282435417175,0.19163765013217926,0.22782114148139954,0.20544172823429108
was,0.3318818509578705,0.16764895617961884,0.48711544275283813,0.2014552801847458,0.20584401488304138,0.13074944913387299,0.18412111699581146
officially,0.1786022186279297,0.16614048182964325,0.36343514919281006,0.15670734643936157,0.16210612654685974,0.0950799435377121,0.15603435039520264
platted,0.24363404512405396,0.296581506729126,0.2864142060279846,0.2446194291114807,0.2835732400417328,0.2849673330783844,0.1936854124069214
in,0.2792111933231354,0.21031403541564941,0.6662389636039734,0.2098454236984253,0.20975296199321747,0.1937946081161499,0.20430970191955566
1911,0.09690246731042862,0.03271952271461487,-0.07777401804924011,0.015710905194282532,-0.014341623522341251,-0.1351591944694519,-0.07144306600093842
.,0.3541337847709656,0.2652280330657959,0.5934505462646484,0.24957479536533356,0.20176298916339874,0.19527077674865723,0.4130953550338745
