,when,are,the,new,sky,q,products,going,to,be,available,?
on,0.37706470489501953,0.268924742937088,0.5107308030128479,0.31106263399124146,0.18642869591712952,0.17244118452072144,0.2342795729637146,0.34139618277549744,0.41031414270401,0.37900757789611816,0.3133032023906708,0.2714994251728058
18,-0.16991649568080902,-0.09796016663312912,-0.07796193659305573,-0.0464940071105957,-0.12991395592689514,-0.08406984061002731,-0.12260864675045013,-0.06972313672304153,-0.17942632734775543,-0.11057574301958084,0.044439271092414856,-0.04919438064098358
november,0.2606481611728668,0.08200456947088242,0.25734350085258484,0.2514415979385376,0.09501748532056808,0.1258680373430252,0.09549620747566223,0.2561788558959961,0.2179545760154724,0.18873494863510132,0.18012593686580658,0.3159552216529846
2015,0.006577361840754747,-0.08777643740177155,0.1466771513223648,-0.04652296006679535,0.10472188144922256,0.0878785103559494,-0.07467491924762726,-0.050007544457912445,-0.0031493064016103745,-0.05046864226460457,-0.019958045333623886,-0.029954981058835983
",",0.36674630641937256,0.4062570035457611,0.4933079481124878,0.36073189973831177,0.22621183097362518,0.23311607539653778,0.2251427173614502,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.2614012062549591,0.31091248989105225
sky,0.22495415806770325,0.18122971057891846,0.26521286368370056,0.08702775835990906,1.0,0.18591025471687317,0.06488092243671417,0.13230518996715546,0.17630793154239655,0.17031224071979523,0.09013044834136963,0.11270341277122498
announced,0.15404565632343292,0.049626804888248444,0.2277132272720337,0.2897240221500397,0.14871138334274292,0.124054916203022,0.17420952022075653,0.31275931000709534,0.20247882604599,0.18421369791030884,0.2678789794445038,0.17416009306907654
sky,0.22495415806770325,0.18122971057891846,0.26521286368370056,0.08702775835990906,1.0,0.18591025471687317,0.06488092243671417,0.13230518996715546,0.17630793154239655,0.17031224071979523,0.09013044834136963,0.11270341277122498
q,0.14155569672584534,0.15306033194065094,0.17467540502548218,0.08356598764657974,0.18591025471687317,0.9999998807907104,0.18742085993289948,0.16452722251415253,0.17006663978099823,0.1806275099515915,0.20848973095417023,0.31306079030036926
",",0.36674630641937256,0.4062570035457611,0.4933079481124878,0.36073189973831177,0.22621183097362518,0.23311607539653778,0.2251427173614502,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.2614012062549591,0.31091248989105225
a,0.44397395849227905,0.265255331993103,0.5829201340675354,0.3214259147644043,0.20541532337665558,0.17719541490077972,0.20830485224723816,0.3356470763683319,0.45503583550453186,0.39883795380592346,0.19077399373054504,0.23916715383529663
range,0.1757686734199524,0.31786245107650757,0.2311336100101471,0.18719550967216492,0.16448265314102173,0.2016577273607254,0.2691161632537842,0.15608081221580505,0.2767433524131775,0.23725727200508118,0.2667670249938965,0.1204894632101059
of,0.3757161796092987,0.39081433415412903,0.733189046382904,0.343457967042923,0.16284865140914917,0.142526313662529,0.21450084447860718,0.2849585711956024,0.41548454761505127,0.33904364705085754,0.2416580766439438,0.1826142966747284
products,0.18804733455181122,0.34028032422065735,0.2547704577445984,0.1833249032497406,0.06488092243671417,0.18742085993289948,0.9999998807907104,0.20803885161876678,0.2591564655303955,0.29074129462242126,0.37033718824386597,0.20429900288581848
and,0.4716290831565857,0.48576638102531433,0.5171257257461548,0.31402453780174255,0.2200697511434555,0.22011294960975647,0.27309057116508484,0.34511667490005493,0.48971283435821533,0.41766801476478577,0.24201975762844086,0.20544172823429108
services,0.22728264331817627,0.26135778427124023,0.2381475418806076,0.19463425874710083,0.12436226010322571,0.16149723529815674,0.4283795654773712,0.23081406950950623,0.27867045998573303,0.25824883580207825,0.33985206484794617,0.1328447163105011
to,0.5423505902290344,0.3504326641559601,0.535392165184021,0.33159172534942627,0.17630793154239655,0.17006663978099823,0.2591564655303955,0.5117058157920837,1.0,0.4972836375236511,0.2394571453332901,0.29463258385658264
be,0.4451393485069275,0.5556803941726685,0.4248143136501312,0.22046978771686554,0.17031224071979523,0.1806275099515915,0.29074129462242126,0.3445846438407898,0.4972836375236511,1.0,0.3507455885410309,0.3324260413646698
available,0.1828819364309311,0.31910744309425354,0.26723232865333557,0.20730333030223846,0.09013044834136963,0.20848973095417023,0.37033718824386597,0.24222443997859955,0.2394571453332901,0.3507455885410309,1.0000001192092896,0.2501629889011383
in,0.4431333839893341,0.3841303884983063,0.6662389636039734,0.3758552670478821,0.20324937999248505,0.10273436456918716,0.21192872524261475,0.2837577760219574,0.45010748505592346,0.3481820821762085,0.1939793825149536,0.20430970191955566
2016,0.09859830886125565,0.11165402084589005,0.11571308970451355,0.040458112955093384,0.06133640184998512,-0.073000468313694,0.03006691299378872,0.015323962084949017,0.1695822924375534,0.06743061542510986,0.0025181754026561975,-0.12147852033376694
.,0.475719153881073,0.3452940285205841,0.5934505462646484,0.35031336545944214,0.19117935001850128,0.3175239861011505,0.223800927400589,0.3473944664001465,0.4645031690597534,0.4383580684661865,0.3383464217185974,0.4130953550338745
