,where,is,kenya,located,?
kenya,0.20705291628837585,0.17591087520122528,1.0,0.14901871979236603,0.17197901010513306
(,0.1970011591911316,0.35393038392066956,0.10727446526288986,0.21025894582271576,0.40561532974243164
/ˈkɛnjə/,0.1622546911239624,0.13520526885986328,0.10589445382356644,0.07617756724357605,0.35686802864074707
;,-0.020392686128616333,0.05324986204504967,0.0019817061256617308,0.03696584329009056,0.10349778085947037
locally,0.28717222809791565,0.3363647758960724,0.15745830535888672,0.27798646688461304,0.21358361840248108
[,0.09494096785783768,-0.06921151280403137,-0.005438144318759441,0.07227116823196411,0.011015460826456547
ˈkɛɲa,0.20563407242298126,0.1898343712091446,0.22068089246749878,0.3179817497730255,0.21855288743972778
],-0.015714233741164207,-0.02998926118016243,0.0001010681880870834,0.041169580072164536,-0.0022520492784678936
(,0.1970011591911316,0.35393038392066956,0.10727446526288986,0.21025894582271576,0.40561532974243164
listen,0.18111951649188995,0.0984208956360817,0.06636884808540344,0.09445284307003021,0.23244893550872803
),0.20711064338684082,0.37732169032096863,0.12372948974370956,0.19755883514881134,0.42300865054130554
),0.20711064338684082,0.37732169032096863,0.12372948974370956,0.19755883514881134,0.42300865054130554
",",0.3149496018886566,0.4691906273365021,0.23432263731956482,0.2678719460964203,0.31091248989105225
officially,0.18591265380382538,0.2830421030521393,0.20154735445976257,0.23078203201293945,0.15603435039520264
the,0.5003893971443176,0.5823672413825989,0.21657514572143555,0.407527357339859,0.22068053483963013
republic,0.1493246704339981,0.17956054210662842,0.2751295268535614,0.1660439521074295,0.16880398988723755
of,0.38066378235816956,0.4854315221309662,0.22226637601852417,0.32520920038223267,0.1826142966747284
kenya,0.20705291628837585,0.17591087520122528,1.0,0.14901871979236603,0.17197901010513306
",",0.3149496018886566,0.4691906273365021,0.23432263731956482,0.2678719460964203,0.31091248989105225
is,0.3586711287498474,1.0,0.17591087520122528,0.35717159509658813,0.22961433231830597
a,0.40997210144996643,0.658733606338501,0.1701713502407074,0.2605401277542114,0.23916715383529663
country,0.2450796216726303,0.24409033358097076,0.2935680150985718,0.19386409223079681,0.12647280097007751
in,0.5344807505607605,0.5394441485404968,0.23621977865695953,0.35149815678596497,0.20430970191955566
africa,0.23793575167655945,0.18992355465888977,0.4904056489467621,0.1629420816898346,0.12926554679870605
and,0.43859338760375977,0.3859752118587494,0.20742860436439514,0.24183952808380127,0.20544172823429108
a,0.40997210144996643,0.658733606338501,0.1701713502407074,0.2605401277542114,0.23916715383529663
founding,0.18326593935489655,0.26780420541763306,0.233821302652359,0.21111176908016205,0.1416333168745041
member,0.1601654589176178,0.2522773742675781,0.18366804718971252,0.1573009341955185,0.06826172769069672
of,0.38066378235816956,0.4854315221309662,0.22226637601852417,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,0.21657514572143555,0.407527357339859,0.22068053483963013
east,0.28155818581581116,0.2596127688884735,0.2637212574481964,0.35773882269859314,0.10070597380399704
african,0.1340457797050476,0.17217126488685608,0.3880566954612732,0.0712185800075531,0.11862778663635254
community,0.19878703355789185,0.26023760437965393,0.16584056615829468,0.30318552255630493,0.2380419820547104
(,0.1970011591911316,0.35393038392066956,0.10727446526288986,0.21025894582271576,0.40561532974243164
eac,0.16580456495285034,0.22350899875164032,0.2714400291442871,0.2576338052749634,0.18416853249073029
),0.20711064338684082,0.37732169032096863,0.12372948974370956,0.19755883514881134,0.42300865054130554
.,0.41390106081962585,0.4569662809371948,0.24234211444854736,0.28226932883262634,0.4130953550338745
