,what,publication,called,doctor,who,``,the,greatest,uk,science,fiction,series,ever,'',?
in,0.30808621644973755,0.2110367715358734,0.40847352147102356,0.25567495822906494,0.2792111933231354,0.04765888676047325,0.6662389636039734,0.22416065633296967,0.2261405885219574,0.269875705242157,0.2784067988395691,0.2914260923862457,0.31014615297317505,0.07432962208986282,0.20430970191955566
2005,0.0704459398984909,0.09186332672834396,0.01643560826778412,0.07635467499494553,0.18423187732696533,0.1478952169418335,0.037273142486810684,0.16372783482074738,0.019863268360495567,-0.057239554822444916,-0.046674106270074844,0.04714697599411011,0.05419126898050308,0.0050271013751626015,0.10709824413061142
",",0.3087472915649414,0.2531280815601349,0.26549121737480164,0.20407600700855255,0.3365725874900818,0.09681109338998795,0.4933079481124878,0.21757464110851288,0.2632971405982971,0.2623405158519745,0.23848076164722443,0.24060699343681335,0.2519058883190155,-0.037358131259679794,0.31091248989105225
the,0.42745697498321533,0.24080322682857513,0.489897221326828,0.2820442318916321,0.3733934462070465,0.029072100296616554,1.0,0.2877289056777954,0.2143084555864334,0.24037593603134155,0.20230287313461304,0.31376904249191284,0.3474041819572449,0.041273195296525955,0.22068053483963013
series,0.17328087985515594,0.2157861739397049,0.24021844565868378,0.2712797522544861,0.21484537422657013,-0.08478077501058578,0.31376904249191284,0.16942468285560608,0.17710000276565552,0.2972274720668793,0.42153650522232056,1.0000001192092896,0.23702597618103027,-0.014226003549993038,0.1709602326154709
came,0.2728535234928131,0.11906005442142487,0.3242399990558624,0.13989770412445068,0.26680538058280945,0.009134616702795029,0.39390382170677185,0.243419349193573,0.1433645337820053,0.12427258491516113,0.1336461454629898,0.16943703591823578,0.16062982380390167,0.06486699730157852,0.1739392727613449
first,0.28086137771606445,0.23369821906089783,0.39303290843963623,0.27244147658348083,0.39065709710121155,0.006519378628581762,0.49448907375335693,0.3373993933200836,0.205926313996315,0.22399280965328217,0.22164806723594666,0.3264976441860199,0.4429802894592285,-0.03874251991510391,0.18701928853988647
in,0.30808621644973755,0.2110367715358734,0.40847352147102356,0.25567495822906494,0.2792111933231354,0.04765888676047325,0.6662389636039734,0.22416065633296967,0.2261405885219574,0.269875705242157,0.2784067988395691,0.2914260923862457,0.31014615297317505,0.07432962208986282,0.20430970191955566
a,0.3320399522781372,0.1690656691789627,0.4868806302547455,0.22883038222789764,0.36608949303627014,0.07272057235240936,0.5829201340675354,0.15944629907608032,0.19665123522281647,0.2378881424665451,0.20890182256698608,0.23966510593891144,0.27561625838279724,0.04890415817499161,0.23916715383529663
survey,0.2753312289714813,0.31742098927497864,0.19972816109657288,0.10314498096704483,0.17594945430755615,-0.02716526947915554,0.2448187917470932,0.16143235564231873,0.23508141934871674,0.26113519072532654,0.1529846489429474,0.16149504482746124,0.16496512293815613,0.0102574797347188,0.17650416493415833
by,0.2455483376979828,0.2610563039779663,0.3092815577983856,0.13681447505950928,0.39727845788002014,-0.030704375356435776,0.4408751428127289,0.21669237315654755,0.1589900702238083,0.20686732232570648,0.21986433863639832,0.267352432012558,0.22504442930221558,-0.010275691747665405,0.17966607213020325
sfx,0.3216639459133148,0.3071948289871216,0.2882031202316284,0.19276855885982513,0.25465431809425354,0.09364127367734909,0.3914564251899719,0.2205229252576828,0.27098196744918823,0.2746007442474365,0.2628815770149231,0.32115426659584045,0.2635360360145569,0.09606271982192993,0.2904711663722992
magazine,0.16423653066158295,0.4516606032848358,0.204849973320961,0.17507511377334595,0.21138475835323334,-0.037552610039711,0.19931171834468842,0.32858407497406006,0.2002406120300293,0.2585166096687317,0.29205775260925293,0.23200319707393646,0.1640801727771759,-0.08468794077634811,0.15570664405822754
of,0.33290785551071167,0.20938149094581604,0.4222904443740845,0.16895952820777893,0.2827862501144409,0.06780257821083069,0.733189046382904,0.30395472049713135,0.21513383090496063,0.2616958022117615,0.1798480898141861,0.22268271446228027,0.22901833057403564,0.13035868108272552,0.1826142966747284
``,0.008517155423760414,0.012944514863193035,0.00907047651708126,0.03718610852956772,0.02397952415049076,1.0,0.029072100296616554,-0.014712675474584103,-0.03477985039353371,0.008533534593880177,-0.04913746193051338,-0.08478077501058578,0.0008641238673590124,-0.09173435717821121,0.0685480609536171
the,0.42745697498321533,0.24080322682857513,0.489897221326828,0.2820442318916321,0.3733934462070465,0.029072100296616554,1.0,0.2877289056777954,0.2143084555864334,0.24037593603134155,0.20230287313461304,0.31376904249191284,0.3474041819572449,0.041273195296525955,0.22068053483963013
greatest,0.22948481142520905,0.17402033507823944,0.21601009368896484,0.16524848341941833,0.28345996141433716,-0.014712675474584103,0.2877289056777954,1.0,0.17016752064228058,0.19625549018383026,0.16776615381240845,0.16942468285560608,0.43352532386779785,0.00975537858903408,0.13661223649978638
uk,0.17163191735744476,0.281887412071228,0.12047560513019562,0.08348814398050308,0.10701356083154678,-0.03477985039353371,0.2143084555864334,0.17016752064228058,1.0,0.16495533287525177,0.14887456595897675,0.17710000276565552,0.21735645830631256,0.015838660299777985,0.20222434401512146
science,0.2612018585205078,0.27635133266448975,0.20768842101097107,0.3319964110851288,0.19709691405296326,0.008533534593880177,0.24037593603134155,0.19625549018383026,0.16495533287525177,1.0,0.6595393419265747,0.2972274720668793,0.1891491711139679,0.07709507644176483,0.17974960803985596
fiction,0.2169971615076065,0.2775171101093292,0.22682388126850128,0.32431042194366455,0.22704675793647766,-0.04913746193051338,0.20230287313461304,0.16776615381240845,0.14887456595897675,0.6595393419265747,1.0,0.42153650522232056,0.2057538479566574,0.11822526156902313,0.19665013253688812
and,0.31309178471565247,0.19146108627319336,0.3251761794090271,0.21673844754695892,0.41279885172843933,0.036644238978624344,0.5171257257461548,0.22727768123149872,0.2701246440410614,0.2865735590457916,0.24175362288951874,0.26972857117652893,0.22324110567569733,0.021612688899040222,0.20544172823429108
fantasy,0.1693263053894043,0.19325365126132965,0.17670640349388123,0.18068693578243256,0.20600542426109314,-0.09698205441236496,0.20843781530857086,0.24930697679519653,0.18941630423069,0.40978434681892395,0.5792623162269592,0.41715845465660095,0.20246385037899017,0.07009810209274292,0.19511307775974274
television,0.19838058948516846,0.21396081149578094,0.1759958118200302,0.31410008668899536,0.2515988349914551,-0.06242398917675018,0.24569597840309143,0.1875632107257843,0.1726880967617035,0.3329824209213257,0.4098784923553467,0.6111506819725037,0.21403832733631134,0.06711827218532562,0.16825827956199646
series,0.17328087985515594,0.2157861739397049,0.24021844565868378,0.2712797522544861,0.21484537422657013,-0.08478077501058578,0.31376904249191284,0.16942468285560608,0.17710000276565552,0.2972274720668793,0.42153650522232056,1.0000001192092896,0.23702597618103027,-0.014226003549993038,0.1709602326154709
ever,0.3486426770687103,0.15780697762966156,0.16707022488117218,0.15791432559490204,0.362372487783432,0.0008641238673590124,0.3474041819572449,0.43352532386779785,0.21735645830631256,0.1891491711139679,0.2057538479566574,0.23702597618103027,1.0,-0.05928192287683487,0.3358461856842041
'',0.08143015950918198,-0.00846774410456419,0.021102847531437874,0.06782495975494385,0.024401003494858742,-0.09173435717821121,0.041273195296525955,0.00975537858903408,0.015838660299777985,0.07709507644176483,0.11822526156902313,-0.014226003549993038,-0.05928192287683487,1.0,0.018684765323996544
.,0.3567904531955719,0.18035659193992615,0.300344854593277,0.22361043095588684,0.3541337847709656,0.05720457062125206,0.5934505462646484,0.2034384310245514,0.24075214564800262,0.21781636774539948,0.20628853142261505,0.3121925890445709,0.3149608373641968,-0.07181349396705627,0.4130953550338745
