,what,provided,an,incentive,to,western,empires,to,colonize,africa,?
this,0.5489566326141357,0.3166451156139374,0.41881775856018066,0.33864858746528625,0.5759071707725525,0.2114744484424591,0.21831342577934265,0.5759071707725525,0.2711719572544098,0.2115257978439331,0.3155723512172699
provided,0.2206064909696579,1.0,0.24971148371696472,0.2799740433692932,0.28066325187683105,0.0395316481590271,0.1630329042673111,0.28066325187683105,0.12321050465106964,0.10781902074813843,0.16893617808818817
incentives,0.30329629778862,0.24313218891620636,0.17982378602027893,0.8980665802955627,0.36760520935058594,0.1186099648475647,0.2067955881357193,0.36760520935058594,0.22625914216041565,0.15185824036598206,0.28297707438468933
for,0.3017193675041199,0.38938868045806885,0.3236706852912903,0.3406147360801697,0.4451248347759247,0.15054884552955627,0.2089620977640152,0.4451248347759247,0.1656801402568817,0.18971428275108337,0.264628142118454
imperial,0.09280271828174591,0.19179914891719818,0.1424962282180786,0.19459447264671326,0.20807525515556335,0.1930314302444458,0.2776940166950226,0.20807525515556335,0.17879441380500793,0.1835242658853531,0.10900196433067322
and,0.31309178471565247,0.35591721534729004,0.2838519215583801,0.2532825469970703,0.48971283435821533,0.27210789918899536,0.3538569211959839,0.48971283435821533,0.26045313477516174,0.2685798704624176,0.20544172823429108
colonial,0.15791663527488708,0.08339496701955795,0.16837069392204285,0.16209635138511658,0.22932834923267365,0.2598869502544403,0.34823086857795715,0.22932834923267365,0.6287145018577576,0.293906569480896,0.10191229730844498
powers,0.24108682572841644,0.15673477947711945,0.17228426039218903,0.24385279417037964,0.26181724667549133,0.2063036859035492,0.3768492341041565,0.26181724667549133,0.20767636597156525,0.16563084721565247,0.17269276082515717
to,0.455847829580307,0.28066325187683105,0.3138085603713989,0.37372854351997375,1.0,0.18838192522525787,0.21986529231071472,1.0,0.36184147000312805,0.23667606711387634,0.29463258385658264
obtain,0.18337780237197876,0.37879499793052673,0.13956351578235626,0.2951616048812866,0.34578439593315125,0.03084728680551052,0.22088316082954407,0.34578439593315125,0.22054113447666168,0.1368246227502823,0.15655191242694855
``,0.008517155423760414,-0.016301145777106285,0.03770720958709717,0.06746126711368561,0.06720756739377975,0.04298152029514313,0.04234898462891579,0.06720756739377975,0.09317775070667267,0.07715797424316406,0.0685480609536171
information,0.35283446311950684,0.4149455726146698,0.21876345574855804,0.32336145639419556,0.3299184739589691,0.13460056483745575,0.21268777549266815,0.3299184739589691,0.14772789180278778,0.1351947784423828,0.24875912070274353
to,0.455847829580307,0.28066325187683105,0.3138085603713989,0.37372854351997375,1.0,0.18838192522525787,0.21986529231071472,1.0,0.36184147000312805,0.23667606711387634,0.29463258385658264
fill,0.28293126821517944,0.2860582768917084,0.16824525594711304,0.24297012388706207,0.34689682722091675,0.0571124404668808,0.12021563202142715,0.34689682722091675,0.18724673986434937,0.12284455448389053,0.24294917285442352
in,0.30808621644973755,0.19033823907375336,0.2605783939361572,0.1867595762014389,0.45010748505592346,0.35160520672798157,0.23194746673107147,0.45010748505592346,0.2625111937522888,0.27806714177131653,0.20430970191955566
blank,0.2176256626844406,0.19177740812301636,0.16306984424591064,0.14053934812545776,0.2217026799917221,0.15150484442710876,0.10271388292312622,0.2217026799917221,0.12455618381500244,0.11474328488111496,0.21930930018424988
spaces,0.161638543009758,0.21740855276584625,0.2003500908613205,0.2362450361251831,0.21541902422904968,0.06643208116292953,0.2015869915485382,0.21541902422904968,0.16074182093143463,0.10494956374168396,0.18342448770999908
on,0.34226128458976746,0.24629086256027222,0.3192969560623169,0.2295781821012497,0.41031414270401,0.21336692571640015,0.19450223445892334,0.41031414270401,0.17858505249023438,0.167466402053833,0.2714994251728058
contemporary,0.20300830900669098,0.2416192591190338,0.21317511796951294,0.24174435436725616,0.19410967826843262,0.2392331212759018,0.2185998409986496,0.19410967826843262,0.1446084827184677,0.16541390120983124,0.09539991617202759
maps,0.24177676439285278,0.2994212508201599,0.1652921587228775,0.16879455745220184,0.19708162546157837,0.17523716390132904,0.301399290561676,0.19708162546157837,0.20552410185337067,0.14082908630371094,0.1744592785835266
'',0.08143015950918198,0.04798015207052231,0.09471100568771362,0.05537501722574234,-0.009905828163027763,0.07816781103610992,0.08285501599311829,-0.009905828163027763,0.0015067863278090954,-0.06821451336145401,0.018684765323996544
.,0.3567904531955719,0.22066283226013184,0.3581749200820923,0.22652357816696167,0.4645031690597534,0.2816847264766693,0.2821316719055176,0.4645031690597534,0.2596159875392914,0.25634920597076416,0.4130953550338745
,what,provided,an,incentive,to,western,empires,to,colonize,africa,?
he,0.3114890456199646,0.1310708373785019,0.281929612159729,0.1876385658979416,0.385390967130661,0.21872544288635254,0.21059836447238922,0.385390967130661,0.1424189805984497,0.170254185795784,0.2089974731206894
states,0.21526020765304565,0.22039666771888733,0.2041347622871399,0.18755362927913666,0.2828785181045532,0.2300054430961609,0.25706252455711365,0.2828785181045532,0.23189795017242432,0.2616387605667114,0.16272737085819244
that,0.6297725439071655,0.3600626289844513,0.365763783454895,0.37570807337760925,0.5436353087425232,0.21672776341438293,0.23880229890346527,0.5436353087425232,0.2604964077472687,0.2020931839942932,0.32716336846351624
maps,0.24177676439285278,0.2994212508201599,0.1652921587228775,0.16879455745220184,0.19708162546157837,0.17523716390132904,0.301399290561676,0.19708162546157837,0.20552410185337067,0.14082908630371094,0.1744592785835266
``,0.008517155423760414,-0.016301145777106285,0.03770720958709717,0.06746126711368561,0.06720756739377975,0.04298152029514313,0.04234898462891579,0.06720756739377975,0.09317775070667267,0.07715797424316406,0.0685480609536171
contributed,0.2441394031047821,0.3370441794395447,0.21342341601848602,0.31079360842704773,0.2686880826950073,0.15931367874145508,0.1657896339893341,0.2686880826950073,0.23391081392765045,0.18243595957756042,0.21200142800807953
