,at,which,super,bowl,did,beyonce,headline,the,halftime,show,?
the,0.457212895154953,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.34736719727516174,0.31173306703567505,0.25353825092315674,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.11449114978313446,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.16038043797016144,0.2681482434272766,0.15548408031463623,0.21959073841571808,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.2709662914276123,0.23468568921089172,0.4848237931728363,1.0,0.18569406867027283,0.11158835142850876,0.16854079067707062,0.21576224267482758,0.4822790324687958,0.19135026633739471,0.21118052303791046
50,-0.018447641283273697,0.022181637585163116,0.0833745002746582,0.005446359980851412,0.03749820590019226,0.06393442302942276,0.07997605949640274,0.03602437674999237,0.010851318016648293,0.13040520250797272,0.030512850731611252
halftime,0.2724454700946808,0.27708420157432556,0.4056760370731354,0.4822790324687958,0.25294193625450134,0.43242013454437256,0.41964447498321533,0.31780552864074707,1.0000001192092896,0.3664279878139496,0.21138669550418854
show,0.2018483579158783,0.32096749544143677,0.16737808287143707,0.19135026633739471,0.1697595715522766,0.2594076693058014,0.2563035190105438,0.319829523563385,0.3664279878139496,0.9999999403953552,0.2520138621330261
was,0.36707764863967896,0.2830964922904968,0.21420986950397491,0.21915455162525177,0.41399896144866943,0.2976820468902588,0.1784944385290146,0.48711544275283813,0.3564006984233856,0.20142383873462677,0.18412111699581146
headlined,0.20168453454971313,0.23312006890773773,0.18724042177200317,0.1954048126935959,0.2925143241882324,0.3361152410507202,0.9197332859039307,0.2894550859928131,0.4387337267398834,0.2542087435722351,0.26601076126098633
by,0.2368064820766449,0.40543368458747864,0.15233319997787476,0.12992306053638458,0.18574509024620056,0.27974733710289,0.1672752946615219,0.4408751428127289,0.3021155297756195,0.2779667377471924,0.17966607213020325
the,0.457212895154953,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.34736719727516174,0.31173306703567505,0.25353825092315674,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
british,0.21751968562602997,0.2002234309911728,0.09609456360340118,0.07435981184244156,0.2039594054222107,0.12902340292930603,0.10839182883501053,0.28973397612571716,0.15968884527683258,0.23710712790489197,0.09711728990077972
rock,0.24824769794940948,0.2919301390647888,0.1722574681043625,0.18685930967330933,0.12287086248397827,0.3420235812664032,0.19838333129882812,0.23786304891109467,0.4056971073150635,0.2837616503238678,0.13172835111618042
group,0.13662685453891754,0.32466647028923035,0.19919921457767487,0.07137768715620041,0.13719572126865387,0.24830622971057892,0.14181464910507202,0.30795547366142273,0.1973573863506317,0.24681155383586884,0.13827809691429138
coldplay,0.1992928683757782,0.266986221075058,0.1792786419391632,0.2318706214427948,0.2094622254371643,0.4912792444229126,0.3748598098754883,0.2809646725654602,0.5025559067726135,0.28030601143836975,0.2499987930059433
with,0.29126521944999695,0.46403205394744873,0.1518537551164627,0.18353787064552307,0.25472134351730347,0.2728530466556549,0.2578902244567871,0.4223487675189972,0.3187163174152374,0.3004990220069885,0.2433311939239502
special,0.19355125725269318,0.3709421753883362,0.2675681412220001,0.188632994890213,0.20785176753997803,0.1730799823999405,0.15588396787643433,0.3027077615261078,0.2269991636276245,0.2602277398109436,0.29623302817344666
guest,0.1567322015762329,0.15326280891895294,0.14743146300315857,0.15391510725021362,0.1848963052034378,0.28291037678718567,0.30628570914268494,0.17925196886062622,0.3126589357852936,0.4285869300365448,0.23479853570461273
performers,0.21228130161762238,0.24250949919223785,0.18863414227962494,0.21752095222473145,0.25341367721557617,0.32171690464019775,0.33789917826652527,0.2311975508928299,0.4207268953323364,0.358512282371521,0.1344873309135437
beyoncé,0.12913228571414948,0.17179223895072937,0.24138446152210236,0.12174837291240692,0.18132297694683075,0.8928335905075073,0.3722745478153229,0.2099055051803589,0.4306446313858032,0.2562267482280731,0.25188755989074707
and,0.3571503460407257,0.506277859210968,0.18368244171142578,0.1698254644870758,0.34479495882987976,0.292753130197525,0.18137897551059723,0.5171257257461548,0.34601953625679016,0.3455478549003601,0.20544172823429108
bruno,0.15660102665424347,0.12552030384540558,0.18888013064861298,0.16676555573940277,0.12515291571617126,0.23727603256702423,0.11835707724094391,0.15010739862918854,0.26777195930480957,0.0929812416434288,0.1273501217365265
mars,0.12732480466365814,0.1841440051794052,0.07628661394119263,0.10299471765756607,0.12220901995897293,0.3039340674877167,0.10835026949644089,0.22427980601787567,0.1926746964454651,0.2031152993440628,0.1826961636543274
",",0.38314947485923767,0.3658004403114319,0.22322475910186768,0.1810409277677536,0.3015086054801941,0.31463828682899475,0.24134214222431183,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.31091248989105225
who,0.22096660733222961,0.3688730001449585,0.1819351613521576,0.09189514070749283,0.34038686752319336,0.3036949634552002,0.12414567917585373,0.3733934462070465,0.19379067420959473,0.2095358669757843,0.26220351457595825
headlined,0.20168453454971313,0.23312006890773773,0.18724042177200317,0.1954048126935959,0.2925143241882324,0.3361152410507202,0.9197332859039307,0.2894550859928131,0.4387337267398834,0.2542087435722351,0.26601076126098633
the,0.457212895154953,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.34736719727516174,0.31173306703567505,0.25353825092315674,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.11449114978313446,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.16038043797016144,0.2681482434272766,0.15548408031463623,0.21959073841571808,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.2709662914276123,0.23468568921089172,0.4848237931728363,1.0,0.18569406867027283,0.11158835142850876,0.16854079067707062,0.21576224267482758,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlvii,0.23379087448120117,0.2609062194824219,0.5601666569709778,0.5970584154129028,0.22147855162620544,0.23337335884571075,0.24510133266448975,0.2988950312137604,0.5093367695808411,0.21301409602165222,0.19350703060626984
and,0.3571503460407257,0.506277859210968,0.18368244171142578,0.1698254644870758,0.34479495882987976,0.292753130197525,0.18137897551059723,0.5171257257461548,0.34601953625679016,0.3455478549003601,0.20544172823429108
super,0.11449114978313446,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.16038043797016144,0.2681482434272766,0.15548408031463623,0.21959073841571808,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.2709662914276123,0.23468568921089172,0.4848237931728363,1.0,0.18569406867027283,0.11158835142850876,0.16854079067707062,0.21576224267482758,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlviii,0.20768016576766968,0.25636178255081177,0.5269481539726257,0.5582984089851379,0.20195414125919342,0.21130114793777466,0.23309646546840668,0.2765132784843445,0.46320661902427673,0.1775490939617157,0.18409758806228638
halftime,0.2724454700946808,0.27708420157432556,0.4056760370731354,0.4822790324687958,0.25294193625450134,0.43242013454437256,0.41964447498321533,0.31780552864074707,1.0000001192092896,0.3664279878139496,0.21138669550418854
shows,0.23829592764377594,0.33303946256637573,0.09714256972074509,0.16048383712768555,0.22659285366535187,0.22724033892154694,0.20971976220607758,0.36348509788513184,0.23730841279029846,0.6561359167098999,0.2040930688381195
",",0.38314947485923767,0.3658004403114319,0.22322475910186768,0.1810409277677536,0.3015086054801941,0.31463828682899475,0.24134214222431183,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.31091248989105225
respectively,0.20997761189937592,0.28874409198760986,0.17725007236003876,0.08850861340761185,0.1659265011548996,0.2681686282157898,0.1668461114168167,0.3498423993587494,0.2488977015018463,0.1875137835741043,0.1307799071073532
.,0.4549728035926819,0.45942068099975586,0.2757420241832733,0.21516893804073334,0.35288307070732117,0.2772672474384308,0.22271622717380524,0.5934505462646484,0.33941835165023804,0.3016606271266937,0.4130953550338745
