,besides,baptism,",",what,shows,the,future,of,heaven,to,christians,?
the,0.367077499628067,0.18082354962825775,0.4933079481124878,0.42745697498321533,0.36348509788513184,1.0,0.2337762415409088,0.733189046382904,0.2808520495891571,0.535392165184021,0.24734680354595184,0.22068053483963013
ten,0.1990378051996231,0.10485003888607025,0.23681947588920593,0.1616830825805664,0.2183646261692047,0.3256247341632843,0.07930359989404678,0.2743614614009857,0.18450021743774414,0.2618066668510437,0.1400195062160492,0.14471080899238586
commandments,0.23732836544513702,0.35271087288856506,0.26035192608833313,0.3296407163143158,0.28458091616630554,0.3037950396537781,0.19836834073066711,0.23104912042617798,0.4869450032711029,0.29559826850891113,0.4477251172065735,0.25463607907295227
",",0.340058833360672,0.20469237864017487,1.0000001192092896,0.3087472915649414,0.26986414194107056,0.4933079481124878,0.2609160840511322,0.4946078956127167,0.22840608656406403,0.44245919585227966,0.255241334438324,0.31091248989105225
and,0.3610946238040924,0.11527413129806519,0.6633074283599854,0.31309178471565247,0.34104886651039124,0.5171257257461548,0.28619977831840515,0.5116966962814331,0.24302132427692413,0.48971283435821533,0.2351800501346588,0.20544172823429108
the,0.367077499628067,0.18082354962825775,0.4933079481124878,0.42745697498321533,0.36348509788513184,1.0,0.2337762415409088,0.733189046382904,0.2808520495891571,0.535392165184021,0.24734680354595184,0.22068053483963013
beginnings,0.24191762506961823,0.13625012338161469,0.30872026085853577,0.292460173368454,0.26025325059890747,0.40150946378707886,0.2626873254776001,0.30638226866722107,0.2759029269218445,0.2897152304649353,0.27744975686073303,0.16794390976428986
of,0.3665722906589508,0.25157880783081055,0.4946078956127167,0.33290785551071167,0.3410852253437042,0.733189046382904,0.25455814599990845,1.0,0.19315502047538757,0.41548454761505127,0.25621283054351807,0.1826142966747284
the,0.367077499628067,0.18082354962825775,0.4933079481124878,0.42745697498321533,0.36348509788513184,1.0,0.2337762415409088,0.733189046382904,0.2808520495891571,0.535392165184021,0.24734680354595184,0.22068053483963013
renewed,0.1922711879014969,0.2595506012439728,0.1589210331439972,0.17414875328540802,0.23141376674175262,0.3146619200706482,0.25621721148490906,0.2304973006248474,0.16754020750522614,0.2594389319419861,0.22980816662311554,0.1604815125465393
life,0.12983083724975586,0.19161754846572876,0.24050940573215485,0.24693015217781067,0.21840816736221313,0.23528170585632324,0.24020206928253174,0.2788603901863098,0.2591685950756073,0.24560359120368958,0.20710773766040802,0.21677987277507782
of,0.3665722906589508,0.25157880783081055,0.4946078956127167,0.33290785551071167,0.3410852253437042,0.733189046382904,0.25455814599990845,1.0,0.19315502047538757,0.41548454761505127,0.25621283054351807,0.1826142966747284
christians,0.12732990086078644,0.5186824798583984,0.255241334438324,0.302469938993454,0.2118082344532013,0.24734680354595184,0.1566561609506607,0.25621283054351807,0.44877856969833374,0.2587539851665497,1.0,0.20289786159992218
accorded,0.20721207559108734,0.17777502536773682,0.27180296182632446,0.22493161261081696,0.18551693856716156,0.27426597476005554,0.21348662674427032,0.278217613697052,0.16996532678604126,0.2940165400505066,0.27110883593559265,0.2173735797405243
to,0.3272998631000519,0.1986982375383377,0.44245919585227966,0.455847829580307,0.23382455110549927,0.535392165184021,0.3191963732242584,0.41548454761505127,0.23186542093753815,1.0,0.2587539851665497,0.29463258385658264
them,0.40207844972610474,0.20271769165992737,0.3985835015773773,0.4994642734527588,0.24648506939411163,0.4788833558559418,0.27948930859565735,0.34503093361854553,0.29265472292900085,0.5916602611541748,0.35234150290489197,0.35435691475868225
by,0.23799698054790497,0.16151270270347595,0.3680937886238098,0.2455483376979828,0.21424074470996857,0.4408751428127289,0.17252910137176514,0.3646814823150635,0.16407574713230133,0.33534231781959534,0.2433931976556778,0.17966607213020325
the,0.367077499628067,0.18082354962825775,0.4933079481124878,0.42745697498321533,0.36348509788513184,1.0,0.2337762415409088,0.733189046382904,0.2808520495891571,0.535392165184021,0.24734680354595184,0.22068053483963013
sacrament,0.1426929533481598,0.4506922662258148,0.2308664321899414,0.26787394285202026,0.1371888369321823,0.2597883939743042,0.1519252508878708,0.22873786091804504,0.38632068037986755,0.2604728043079376,0.4309493601322174,0.1619669646024704
of,0.3665722906589508,0.25157880783081055,0.4946078956127167,0.33290785551071167,0.3410852253437042,0.733189046382904,0.25455814599990845,1.0,0.19315502047538757,0.41548454761505127,0.25621283054351807,0.1826142966747284
baptism,0.11998473852872849,1.0000001192092896,0.20469237864017487,0.23295360803604126,0.18478773534297943,0.18082354962825775,0.10307695716619492,0.25157880783081055,0.3174605369567871,0.1986982375383377,0.5186824798583984,0.18744641542434692
",",0.340058833360672,0.20469237864017487,1.0000001192092896,0.3087472915649414,0.26986414194107056,0.4933079481124878,0.2609160840511322,0.4946078956127167,0.22840608656406403,0.44245919585227966,0.255241334438324,0.31091248989105225
are,0.4436670243740082,0.13698863983154297,0.4062570035457611,0.29724663496017456,0.29522567987442017,0.40399202704429626,0.21288591623306274,0.39081433415412903,0.15338446199893951,0.3504326641559601,0.2346511036157608,0.24591213464736938
a,0.26277080178260803,0.14281411468982697,0.427140474319458,0.3320399522781372,0.3360818326473236,0.5829201340675354,0.16284751892089844,0.5052502155303955,0.19999592006206512,0.45503583550453186,0.19183890521526337,0.23916715383529663
present,0.1338091939687729,0.12200324982404709,0.267320841550827,0.30940163135528564,0.22434400022029877,0.2829846143722534,0.3000738024711609,0.3116828501224518,0.08801645785570145,0.2453051209449768,0.16313010454177856,0.21759982407093048
foreshadowing,0.2854596674442291,0.23830778896808624,0.29217952489852905,0.28595227003097534,0.31341925263404846,0.366698294878006,0.2772959768772125,0.3702566921710968,0.27721500396728516,0.27751055359840393,0.2756529152393341,0.1358974725008011
of,0.3665722906589508,0.25157880783081055,0.4946078956127167,0.33290785551071167,0.3410852253437042,0.733189046382904,0.25455814599990845,1.0,0.19315502047538757,0.41548454761505127,0.25621283054351807,0.1826142966747284
the,0.367077499628067,0.18082354962825775,0.4933079481124878,0.42745697498321533,0.36348509788513184,1.0,0.2337762415409088,0.733189046382904,0.2808520495891571,0.535392165184021,0.24734680354595184,0.22068053483963013
believers,0.19003097712993622,0.5155332088470459,0.2485993355512619,0.32188862562179565,0.22334396839141846,0.2839444577693939,0.20649686455726624,0.3132140040397644,0.37613874673843384,0.2910199761390686,0.6492217779159546,0.2148078978061676
',0.27424952387809753,0.1806769222021103,0.5178600549697876,0.3245812654495239,0.20966199040412903,0.474788099527359,0.21177491545677185,0.39136970043182373,0.2379409670829773,0.34544456005096436,0.14671210944652557,0.330942302942276
future,0.1633763611316681,0.10307695716619492,0.2609160840511322,0.29700374603271484,0.1804656833410263,0.2337762415409088,0.9999999403953552,0.25455814599990845,0.18612739443778992,0.3191963732242584,0.1566561609506607,0.3367180824279785
angel-like,0.25458723306655884,0.2932341396808624,0.2884114980697632,0.2527589201927185,0.2489016354084015,0.2737008333206177,0.19784946739673615,0.24471330642700195,0.3454790413379669,0.24595053493976593,0.3353399336338043,0.2124703973531723
