,where,are,the,upper,rhine,and,upper,danube,crossed,?
the,0.5003893971443176,0.40399202704429626,1.0,0.35289278626441956,0.30735138058662415,0.5171257257461548,0.35289278626441956,0.275310754776001,0.3004564642906189,0.22068053483963013
southern,0.2580642104148865,0.18306338787078857,0.3282862603664398,0.2357340008020401,0.16047069430351257,0.24232792854309082,0.2357340008020401,0.2332780808210373,0.2538057267665863,0.11225555837154388
part,0.3328706920146942,0.3086032569408417,0.527681291103363,0.21153129637241364,0.23044916987419128,0.35301485657691956,0.21153129637241364,0.24671132862567902,0.2515263855457306,0.08557961881160736
was,0.20731619000434875,0.3076191842556,0.48711544275283813,0.16268539428710938,0.18681856989860535,0.3740963041782379,0.16268539428710938,0.10471870005130768,0.2745274007320404,0.18412111699581146
different,0.3571959137916565,0.5170795917510986,0.36412742733955383,0.17056597769260406,0.14278019964694977,0.39536112546920776,0.17056597769260406,0.10965267568826675,0.16079342365264893,0.24476227164268494
.,0.41390106081962585,0.3452940285205841,0.5934505462646484,0.23727275431156158,0.2089352011680603,0.588965117931366,0.23727275431156158,0.18596573173999786,0.22504174709320068,0.4130953550338745
,where,are,the,upper,rhine,and,upper,danube,crossed,?
the,0.5003893971443176,0.40399202704429626,1.0,0.35289278626441956,0.30735138058662415,0.5171257257461548,0.35289278626441956,0.275310754776001,0.3004564642906189,0.22068053483963013
frontier,0.24278222024440765,0.1308537721633911,0.303574800491333,0.1853911429643631,0.21634887158870697,0.2990935742855072,0.1853911429643631,0.23253466188907623,0.3109405040740967,0.13416144251823425
which,0.5477990508079529,0.42922598123550415,0.6521818041801453,0.2984105050563812,0.18744276463985443,0.506277859210968,0.2984105050563812,0.22702528536319733,0.2499014139175415,0.25814583897590637
they,0.43078136444091797,0.610666811466217,0.49925389885902405,0.19890227913856506,0.13165149092674255,0.5073080658912659,0.19890227913856506,0.1964186429977417,0.21223857998847961,0.2753053903579712
form,0.25177764892578125,0.29983413219451904,0.29286009073257446,0.1515580117702484,0.1300014853477478,0.30469027161598206,0.1515580117702484,0.16661269962787628,0.13283996284008026,0.1463010311126709
is,0.3586711287498474,0.5330929756164551,0.5823672413825989,0.2177516371011734,0.15617261826992035,0.3859752118587494,0.2177516371011734,0.15012827515602112,0.14904583990573883,0.22961433231830597
inconveniently,0.31337764859199524,0.38885995745658875,0.2876877784729004,0.15554136037826538,0.12350443005561829,0.37067902088165283,0.15554136037826538,0.12438497692346573,0.18716904520988464,0.341359943151474
long,0.22579649090766907,0.23909839987754822,0.3075225353240967,0.18395861983299255,0.1596824824810028,0.3395216166973114,0.18395861983299255,0.15194979310035706,0.2268049120903015,0.19699987769126892
",",0.3149496018886566,0.4062570035457611,0.4933079481124878,0.22235287725925446,0.167837992310524,0.6633074283599854,0.22235287725925446,0.20530886948108673,0.2472541779279709,0.31091248989105225
enclosing,0.30791720747947693,0.27100831270217896,0.3295447826385498,0.29816702008247375,0.10274173319339752,0.24490341544151306,0.29816702008247375,0.16973690688610077,0.2177795171737671,0.11895917356014252
an,0.24824833869934082,0.1556541919708252,0.4207492768764496,0.12120983749628067,0.07200640439987183,0.2838519215583801,0.12120983749628067,0.08522966504096985,0.15463237464427948,0.19793890416622162
acute-angled,0.21274544298648834,0.2838205099105835,0.31081464886665344,0.24824728071689606,0.169740691781044,0.2320205718278885,0.24824728071689606,0.17889705300331116,0.17861780524253845,0.21430909633636475
wedge,0.16566656529903412,0.17794957756996155,0.2632540762424469,0.23270457983016968,0.22729969024658203,0.20657047629356384,0.23270457983016968,0.20019309222698212,0.2546687722206116,0.13553494215011597
of,0.38066378235816956,0.39081433415412903,0.733189046382904,0.25818127393722534,0.2548927664756775,0.5116966962814331,0.25818127393722534,0.2120739221572876,0.21417555212974548,0.1826142966747284
foreign,0.19932687282562256,0.18581871688365936,0.2946566939353943,0.11701298505067825,0.13911594450473785,0.25234511494636536,0.11701298505067825,0.1648760885000229,0.17420899868011475,0.13770383596420288
territory,0.22353333234786987,0.17954841256141663,0.3000710904598236,0.15503795444965363,0.26093393564224243,0.278890460729599,0.15503795444965363,0.20455732941627502,0.27550989389419556,0.09435105323791504
between,0.38496607542037964,0.2766000032424927,0.39067012071609497,0.2323344200849533,0.17755062878131866,0.40645647048950195,0.2323344200849533,0.20667196810245514,0.3364509642124176,0.12887074053287506
the,0.5003893971443176,0.40399202704429626,1.0,0.35289278626441956,0.30735138058662415,0.5171257257461548,0.35289278626441956,0.275310754776001,0.3004564642906189,0.22068053483963013
modern,0.2249264419078827,0.21159417927265167,0.3283970355987549,0.21926358342170715,0.15564224123954773,0.3277876079082489,0.21926358342170715,0.19025255739688873,0.20229022204875946,0.12475407868623734
baden,0.17641004920005798,0.1379677653312683,0.23630788922309875,0.26558899879455566,0.534640908241272,0.20127391815185547,0.26558899879455566,0.3486981689929962,0.18995706737041473,0.14106453955173492
and,0.43859338760375977,0.48576638102531433,0.5171257257461548,0.2172592729330063,0.22029656171798706,1.0,0.2172592729330063,0.2255319207906723,0.27164381742477417,0.20544172823429108
württemberg,0.1681383103132248,0.14885859191417694,0.24578194320201874,0.24531987309455872,0.5749004483222961,0.24311786890029907,0.24531987309455872,0.40550270676612854,0.1623651385307312,0.1278245449066162
.,0.41390106081962585,0.3452940285205841,0.5934505462646484,0.23727275431156158,0.2089352011680603,0.588965117931366,0.23727275431156158,0.18596573173999786,0.22504174709320068,0.4130953550338745
