,what,did,baran,develop,during,research,at,rand
baran,0.11883194744586945,0.048253823071718216,1.0,0.09724517911672592,0.17252042889595032,0.1839037984609604,0.14187674224376678,0.26310282945632935
developed,0.15555569529533386,0.24445466697216034,0.137728750705719,0.6529664397239685,0.21984022855758667,0.29304683208465576,0.1761963814496994,0.1760486364364624
the,0.42745697498321533,0.34736719727516174,0.20225991308689117,0.26276466250419617,0.4838213622570038,0.24391183257102966,0.457212895154953,0.16493244469165802
concept,0.28724339604377747,0.2316831350326538,0.07234027236700058,0.2570488750934601,0.15643540024757385,0.20544573664665222,0.12958785891532898,0.22674758732318878
of,0.33290785551071167,0.2513895630836487,0.19897006452083588,0.2259741723537445,0.3869180977344513,0.22573977708816528,0.42558613419532776,0.18197889626026154
distributed,0.12753748893737793,0.15478676557540894,0.16691161692142487,0.2605593800544739,0.1514073610305786,0.18023842573165894,0.1142214685678482,0.2282518893480301
adaptive,0.22806508839130402,0.16779272258281708,0.22060956060886383,0.3176173269748688,0.2196044623851776,0.21892529726028442,0.15969303250312805,0.139037624001503
message,0.35757336020469666,0.1851978302001953,0.21445982158184052,0.057516828179359436,0.12698231637477875,0.12487369775772095,0.16653941571712494,0.2093663513660431
block,0.33229514956474304,0.17439137399196625,0.11995917558670044,0.09988933056592941,0.16038095951080322,0.15561014413833618,0.14899460971355438,0.26322194933891296
switching,0.24737738072872162,0.17849217355251312,0.1476963311433792,0.2960894703865051,0.21029828488826752,0.1878446489572525,0.2566874027252197,0.11601178348064423
during,0.24137552082538605,0.30679523944854736,0.17252042889595032,0.1946844905614853,1.0,0.17499478161334991,0.372769296169281,0.08054034411907196
his,0.26976513862609863,0.3546801507472992,0.13499024510383606,0.23913675546646118,0.36789870262145996,0.21244090795516968,0.27659502625465393,0.22898636758327484
research,0.237140491604805,0.2046227902173996,0.1839037984609604,0.3805612325668335,0.17499478161334991,1.0,0.21588429808616638,0.27823901176452637
at,0.2838611304759979,0.28390252590179443,0.14187674224376678,0.1719626486301422,0.372769296169281,0.21588429808616638,1.0,0.10682752728462219
the,0.42745697498321533,0.34736719727516174,0.20225991308689117,0.26276466250419617,0.4838213622570038,0.24391183257102966,0.457212895154953,0.16493244469165802
rand,0.23037707805633545,0.16993215680122375,0.26310282945632935,0.15084749460220337,0.08054034411907196,0.27823901176452637,0.10682752728462219,1.0000001192092896
corporation,0.1715448498725891,0.10538096725940704,0.18043258786201477,0.22467242181301117,0.12353195250034332,0.28041794896125793,0.11262912303209305,0.2839350700378418
for,0.3017193675041199,0.318512886762619,0.1477230191230774,0.2540854215621948,0.3448435664176941,0.29481053352355957,0.34237727522850037,0.2529878616333008
the,0.42745697498321533,0.34736719727516174,0.20225991308689117,0.26276466250419617,0.4838213622570038,0.24391183257102966,0.457212895154953,0.16493244469165802
us,0.32081687450408936,0.23250600695610046,0.10088943690061569,0.12330974638462067,0.14974015951156616,0.20192117989063263,0.2341633439064026,0.2187654972076416
air,0.10361403971910477,0.12297173589468002,0.19263207912445068,0.12812674045562744,0.24089480936527252,0.15260235965251923,0.18523330986499786,0.19994208216667175
force,0.16915984451770782,0.1680130809545517,0.11589477211236954,0.13932591676712036,0.2255992889404297,0.19177357852458954,0.17609930038452148,0.1221919059753418
into,0.2180619090795517,0.14888085424900055,0.23013974726200104,0.29686856269836426,0.2686498165130615,0.12866802513599396,0.2095452845096588,0.13001418113708496
survivable,0.3223760724067688,0.22945919632911682,0.12594521045684814,0.3752751052379608,0.24167703092098236,0.3285045325756073,0.14447370171546936,0.244714617729187
communications,0.18950708210468292,0.18106533586978912,0.22490209341049194,0.19368892908096313,0.17344127595424652,0.3498486578464508,0.17414209246635437,0.23825012147426605
networks,0.18279550969600677,0.06869131326675415,0.2125736027956009,0.2265007644891739,0.16397282481193542,0.24240992963314056,0.2001681923866272,0.1667037457227707
",",0.3087472915649414,0.3015086054801941,0.25993672013282776,0.17652153968811035,0.3225448727607727,0.2764695882797241,0.38314947485923767,0.33328965306282043
first,0.28086137771606445,0.33691170811653137,0.187789648771286,0.1773870289325714,0.45377472043037415,0.19972166419029236,0.3138778805732727,0.1858312040567398
presented,0.23381416499614716,0.24108581244945526,0.17005199193954468,0.11760073155164719,0.2672111988067627,0.1538708209991455,0.25958916544914246,0.19170868396759033
to,0.455847829580307,0.4452643394470215,0.19148242473602295,0.3375980854034424,0.2828781306743622,0.2667310833930969,0.36524343490600586,0.29172608256340027
the,0.42745697498321533,0.34736719727516174,0.20225991308689117,0.26276466250419617,0.4838213622570038,0.24391183257102966,0.457212895154953,0.16493244469165802
air,0.10361403971910477,0.12297173589468002,0.19263207912445068,0.12812674045562744,0.24089480936527252,0.15260235965251923,0.18523330986499786,0.19994208216667175
force,0.16915984451770782,0.1680130809545517,0.11589477211236954,0.13932591676712036,0.2255992889404297,0.19177357852458954,0.17609930038452148,0.1221919059753418
in,0.30808621644973755,0.2593238651752472,0.20557019114494324,0.22882415354251862,0.4627237319946289,0.21249429881572723,0.4374977946281433,0.24292322993278503
the,0.42745697498321533,0.34736719727516174,0.20225991308689117,0.26276466250419617,0.4838213622570038,0.24391183257102966,0.457212895154953,0.16493244469165802
summer,0.16213102638721466,0.2209298312664032,0.1606287956237793,0.17420193552970886,0.3307880461215973,0.11995448172092438,0.31800585985183716,0.10786657780408859
