,on,what,date,was,super,bowl,50,given,to,levi,'s,stadium,?
on,0.9999999403953552,0.34226128458976746,0.21806180477142334,0.3909217119216919,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2107619345188141,0.41031414270401,0.1284046620130539,0.0026888418942689896,0.16608425974845886,0.2714994251728058
may,0.3428080081939697,0.25739946961402893,0.27594587206840515,0.3388521671295166,0.06435030698776245,0.13486415147781372,-0.09536082297563553,0.258301317691803,0.391582727432251,0.16717766225337982,-0.07006479054689407,0.13503223657608032,0.2768254578113556
21,-0.02347504533827305,-0.09070611000061035,0.0034489918034523726,0.03990492597222328,0.0765494555234909,0.057394351810216904,0.026449495926499367,-0.11289992928504944,-0.14846622943878174,0.12100505828857422,0.07130758464336395,0.18187688291072845,-0.01186173316091299
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2843315005302429,0.44245919585227966,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.31091248989105225
2013,-0.3310580551624298,-0.3886653184890747,-0.19075731933116913,-0.16685336828231812,-0.19311918318271637,-0.1821834146976471,-0.09575455635786057,-0.18681277334690094,-0.4248543977737427,0.06179529428482056,-0.05552978441119194,-0.13161684572696686,-0.2969330847263336
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2843315005302429,0.44245919585227966,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.31091248989105225
nfl,0.18523651361465454,0.12579965591430664,0.15048417448997498,0.20145657658576965,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.1340031772851944,0.1526731252670288,0.12570512294769287,0.01630374602973461,0.28547149896621704,0.10610254108905792
owners,0.20769436657428741,0.20311963558197021,0.10917919874191284,0.23518425226211548,0.09338007122278214,0.16314508020877838,-0.03137011080980301,0.1898309886455536,0.3001708984375,0.11089672893285751,-0.01466303039342165,0.19397324323654175,0.15586642920970917
at,0.4806317389011383,0.2838611304759979,0.24779295921325684,0.36707764863967896,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.286662220954895,0.36524343490600586,0.1250557154417038,-0.08481216430664062,0.22218671441078186,0.21978627145290375
their,0.3598666191101074,0.35142919421195984,0.13137733936309814,0.2396296262741089,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.2688690721988678,0.44619059562683105,0.18888302147388458,-0.005530759692192078,0.2116764336824417,0.1898253709077835
spring,0.15691092610359192,0.17833508551120758,0.1220335140824318,0.19448593258857727,0.12306609004735947,0.1362941861152649,0.006738591473549604,0.15091638267040253,0.21336959302425385,0.09724780917167664,0.03135906532406807,0.111058808863163,0.06767474114894867
meetings,0.2744849622249603,0.24949911236763,0.14641959965229034,0.21595045924186707,0.08251890540122986,0.1173693910241127,0.06948060542345047,0.19933414459228516,0.2931969165802002,0.08586817234754562,0.06512222439050674,0.18193319439888,0.17293356359004974
in,0.46853652596473694,0.30808621644973755,0.21362407505512238,0.45514053106307983,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.2528568208217621,0.45010748505592346,0.13398480415344238,-0.037580832839012146,0.21361783146858215,0.20430970191955566
boston,0.2302081137895584,0.1650117039680481,0.11409199982881546,0.23957559466362,0.1332802176475525,0.22450120747089386,0.030019111931324005,0.12050776183605194,0.13532760739326477,0.19127795100212097,0.007058150600641966,0.12260022014379501,0.14705288410186768
voted,0.22236128151416779,0.26488763093948364,0.12793265283107758,0.3353792428970337,0.18915559351444244,0.20243211090564728,0.018370142206549644,0.26160094141960144,0.22957871854305267,0.09592310339212418,0.060291141271591187,0.1547851413488388,0.22732289135456085
and,0.4077630043029785,0.31309178471565247,0.21585220098495483,0.3740963041782379,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.30185943841934204,0.48971283435821533,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.20544172823429108
awarded,0.1811772733926773,0.0973663404583931,0.13400641083717346,0.30614012479782104,0.12568415701389313,0.1685333251953125,-0.04696100950241089,0.4357461929321289,0.17180772125720978,0.1197320744395256,-0.07524323463439941,0.14651374518871307,0.1431703418493271
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.37508252263069153,0.535392165184021,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.22068053483963013
game,0.22967135906219482,0.2246788740158081,0.15443380177021027,0.2568269371986389,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1819697618484497,0.2540906071662903,0.06744404137134552,0.07448072731494904,0.27498841285705566,0.1829071193933487
to,0.41031414270401,0.455847829580307,0.2530132532119751,0.3636345863342285,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.3428947925567627,1.0,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.29463258385658264
levi,0.1284046620130539,0.13056978583335876,0.07824651896953583,0.22001278400421143,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.14314572513103485,0.18474219739437103,0.9999999403953552,0.0004511454317253083,0.16388165950775146,0.09252339601516724
's,0.0026888418942689896,0.02692362666130066,-0.028415024280548096,0.008974763564765453,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.024429189041256905,0.03782717138528824,0.0004511454317253083,0.9999999403953552,0.06718146800994873,-0.023395681753754616
stadium,0.16608425974845886,0.12456028908491135,0.1263650506734848,0.20318599045276642,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.10434480011463165,0.2075904905796051,0.16388165950775146,0.06718146800994873,1.0,0.07579939067363739
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.40146201848983765,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.3169408142566681,0.4645031690597534,0.16844750940799713,-0.003708066651597619,0.1958179920911789,0.4130953550338745
