,what,is,another,way,of,learning,that,is,not,formal,?
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.36217406392097473,0.733189046382904,0.2504628002643585,0.5473989248275757,0.5823672413825989,0.4310511648654938,0.245810866355896,0.22068053483963013
objective,0.3859251141548157,0.23534484207630157,0.287841796875,0.3651788830757141,0.2389526516199112,0.26314234733581543,0.36134687066078186,0.23534484207630157,0.3387414515018463,0.37542057037353516,0.2514022886753082
is,0.28837618231773376,1.0,0.41278526186943054,0.31685471534729004,0.4854315221309662,0.19600103795528412,0.3995479643344879,1.0,0.3776007890701294,0.21914683282375336,0.22961433231830597
typically,0.2460547685623169,0.3483496606349945,0.32188716530799866,0.273854523897171,0.28964799642562866,0.1940203756093979,0.34845292568206787,0.3483496606349945,0.38655707240104675,0.354927122592926,0.14485043287277222
accomplished,0.2744372487068176,0.20168790221214294,0.28762921690940857,0.28122594952583313,0.25853025913238525,0.28596028685569763,0.32188719511032104,0.20168790221214294,0.309911847114563,0.29074937105178833,0.2554141879081726
through,0.23167094588279724,0.27805060148239136,0.2753884196281433,0.392598956823349,0.3647414743900299,0.21562239527702332,0.3152649402618408,0.27805060148239136,0.2175942063331604,0.15811169147491455,0.16913433372974396
either,0.3851809501647949,0.3086068034172058,0.41866961121559143,0.453403115272522,0.24225673079490662,0.148910790681839,0.44538983702659607,0.3086068034172058,0.5441312193870544,0.29240256547927856,0.31498292088508606
an,0.2821882665157318,0.4654068350791931,0.47266486287117004,0.2338123321533203,0.32280945777893066,0.25262343883514404,0.365763783454895,0.4654068350791931,0.3722182512283325,0.24771077930927277,0.19793890416622162
informal,0.31096258759498596,0.23649168014526367,0.250237375497818,0.23720957338809967,0.2598820626735687,0.32248014211654663,0.24608808755874634,0.23649168014526367,0.2526390850543976,0.6011091470718384,0.17082542181015015
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.3864600956439972,0.3792596757411957,0.23352448642253876,0.4729836881160736,0.41870999336242676,0.5119067430496216,0.3239913880825043,0.32389625906944275
formal,0.26485171914100647,0.21914683282375336,0.2622602880001068,0.2551468014717102,0.2704104781150818,0.29891058802604675,0.30228835344314575,0.21914683282375336,0.2716798782348633,1.0000001192092896,0.1989586055278778
approach,0.2636874318122864,0.2353363335132599,0.24805423617362976,0.33768540620803833,0.20773443579673767,0.2946220636367798,0.24670064449310303,0.2353363335132599,0.20324954390525818,0.14866861701011658,0.181949645280838
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.4772548973560333,0.41548454761505127,0.2609867453575134,0.5436353087425232,0.42745086550712585,0.5149973034858704,0.27394044399261475,0.29463258385658264
learning,0.29806870222091675,0.19600103795528412,0.2391904890537262,0.28867724537849426,0.23709416389465332,0.9999998807907104,0.2574402689933777,0.19600103795528412,0.2633654773235321,0.29891058802604675,0.25810256600379944
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2861018478870392,0.4946078956127167,0.22680731117725372,0.4137537479400635,0.4691906273365021,0.3769696354866028,0.2519475817680359,0.31091248989105225
including,0.18328791856765747,0.25093933939933777,0.19852253794670105,0.21653905510902405,0.44195112586021423,0.19977763295173645,0.31577053666114807,0.25093933939933777,0.22746461629867554,0.16186146438121796,0.1633303165435791
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.3330821096897125,0.5052502155303955,0.23662391304969788,0.47537946701049805,0.658733606338501,0.3791346549987793,0.29366669058799744,0.23916715383529663
course,0.3412042260169983,0.2551652491092682,0.30527517199516296,0.3583908975124359,0.2579863667488098,0.33392640948295593,0.3840329051017761,0.2551652491092682,0.35158511996269226,0.2696232199668884,0.28826573491096497
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.266871839761734,1.0,0.23709416389465332,0.41498205065727234,0.4854315221309662,0.3307090103626251,0.2704104781150818,0.1826142966747284
study,0.3123835027217865,0.20457550883293152,0.24196870625019073,0.224570170044899,0.29377859830856323,0.4337146580219269,0.31241273880004883,0.20457550883293152,0.24789275228977203,0.2744199335575104,0.15902167558670044
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.32150545716285706,0.5116966962814331,0.2687397301197052,0.4731321930885315,0.3859752118587494,0.39099299907684326,0.2337617129087448,0.20544172823429108
lesson,0.3164811134338379,0.14142636954784393,0.2410917580127716,0.20810800790786743,0.16795259714126587,0.44823184609413147,0.3165140151977539,0.14142636954784393,0.20708633959293365,0.2546653747558594,0.24912706017494202
plan,0.2947953939437866,0.16803590953350067,0.2758849263191223,0.3456401228904724,0.2742128372192383,0.19358886778354645,0.3379872739315033,0.16803590953350067,0.30275988578796387,0.19501712918281555,0.1961054503917694
that,0.6297725439071655,0.3995479643344879,0.5273378491401672,0.5086538195610046,0.41498205065727234,0.2574402689933777,1.0,0.3995479643344879,0.6600887179374695,0.30228835344314575,0.32716336846351624
teaches,0.26125696301460266,0.2536129355430603,0.1565885990858078,0.23727299273014069,0.274461567401886,0.4929656386375427,0.27677881717681885,0.2536129355430603,0.21567857265472412,0.21106639504432678,0.2008351981639862
skills,0.28520897030830383,0.15945598483085632,0.22631511092185974,0.3382328748703003,0.1968628317117691,0.5900623798370361,0.3036186695098877,0.15945598483085632,0.29171231389045715,0.27185454964637756,0.1864275485277176
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2861018478870392,0.4946078956127167,0.22680731117725372,0.4137537479400635,0.4691906273365021,0.3769696354866028,0.2519475817680359,0.31091248989105225
