,what,theorem,was,implicated,by,manuel,blum,'s,axioms,?
in,0.30808621644973755,0.12508544325828552,0.45514053106307983,0.16849865019321442,0.370934396982193,0.14263835549354553,0.2552191913127899,-0.037580832839012146,0.20749112963676453,0.20430970191955566
1967,-0.0218155886977911,0.03811179846525192,0.059212569147348404,-0.007198645733296871,-0.0349467396736145,-0.004379256162792444,-0.05058872327208519,0.024123668670654297,0.03408252075314522,0.017933469265699387
",",0.3087472915649414,0.16003508865833282,0.45456063747406006,0.2046668380498886,0.3680937886238098,0.22100703418254852,0.33248889446258545,-0.0016132977325469255,0.25349950790405273,0.31091248989105225
manuel,0.11395766586065292,0.07464887946844101,0.23290926218032837,0.017131784930825233,0.1687743067741394,0.9999999403953552,0.09138303250074387,-0.016268499195575714,0.11825857311487198,0.138501837849617
blum,0.23436635732650757,0.2342705875635147,0.26803267002105713,0.04158451780676842,0.18438205122947693,0.09138303250074387,1.0,0.00452531548216939,0.20073367655277252,0.18929219245910645
developed,0.15555569529533386,0.2542751729488373,0.3253139555454254,0.359929621219635,0.2796236276626587,0.1742563545703888,0.10291200131177902,0.04590931162238121,0.20368824899196625,0.10763012617826462
an,0.2821882665157318,0.16890296339988708,0.3694365322589874,0.19945107400417328,0.2719563841819763,0.11199283599853516,0.09527400881052017,0.025255560874938965,0.20746785402297974,0.19793890416622162
axiomatic,0.3849882483482361,0.4753531515598297,0.1491338610649109,0.4576590359210968,0.16454017162322998,0.07973361760377884,0.14847491681575775,-0.10644727200269699,0.7466102242469788,0.26521316170692444
complexity,0.33747240900993347,0.42983105778694153,0.17062535881996155,0.5508649349212646,0.17643122375011444,0.15583516657352448,0.1384519636631012,0.04128362610936165,0.5042864680290222,0.23062916100025177
theory,0.297923743724823,0.6171321868896484,0.18278326094150543,0.3722810447216034,0.17579947412014008,0.12095463275909424,0.1522085964679718,-0.0025054612196981907,0.4969887435436249,0.1387292891740799
based,0.274813175201416,0.14133666455745697,0.2870393395423889,0.2752194106578827,0.3462308943271637,0.039770711213350296,0.11587388068437576,0.06600074470043182,0.23693621158599854,0.134929820895195
on,0.34226128458976746,0.09592781960964203,0.3909217119216919,0.15463565289974213,0.33887791633605957,0.149488165974617,0.17836494743824005,0.0026888418942689896,0.18115578591823578,0.2714994251728058
his,0.26976513862609863,0.1499321013689041,0.4405253231525421,0.1541983187198639,0.3107621967792511,0.28747689723968506,0.2165955901145935,0.047556519508361816,0.21013900637626648,0.18075084686279297
axioms,0.384296178817749,0.6364521384239197,0.1848793774843216,0.4704393744468689,0.1690305471420288,0.11825857311487198,0.20073367655277252,-0.05041196942329407,1.0,0.2685662508010864
and,0.31309178471565247,0.10136619955301285,0.3740963041782379,0.23081675171852112,0.4289871156215668,0.19194099307060242,0.21787427365779877,0.06895173341035843,0.20792458951473236,0.20544172823429108
proved,0.23704653978347778,0.42541757225990295,0.3044681251049042,0.3853071630001068,0.266084223985672,0.11050529032945633,0.16845694184303284,0.02317718043923378,0.3978218734264374,0.1678566187620163
an,0.2821882665157318,0.16890296339988708,0.3694365322589874,0.19945107400417328,0.2719563841819763,0.11199283599853516,0.09527400881052017,0.025255560874938965,0.20746785402297974,0.19793890416622162
important,0.31164905428886414,0.12838546931743622,0.24924467504024506,0.3104512095451355,0.1897295117378235,0.17305175960063934,0.1118738055229187,-0.0359678789973259,0.2624413073062897,0.17812499403953552
result,0.19945499300956726,0.17544567584991455,0.18558235466480255,0.26461124420166016,0.21075581014156342,0.1297941356897354,0.1291748285293579,0.06641998142004013,0.26438355445861816,0.17218433320522308
",",0.3087472915649414,0.16003508865833282,0.45456063747406006,0.2046668380498886,0.3680937886238098,0.22100703418254852,0.33248889446258545,-0.0016132977325469255,0.25349950790405273,0.31091248989105225
the,0.42745697498321533,0.18430666625499725,0.48711544275283813,0.1815115362405777,0.4408751428127289,0.17707346379756927,0.2301393300294876,-0.01540423184633255,0.2399795800447464,0.22068053483963013
so-called,0.361295610666275,0.22266261279582977,0.41175779700279236,0.3377295136451721,0.3580913543701172,0.1851886659860611,0.19574566185474396,0.009286198765039444,0.3124889135360718,0.28986620903015137
",",0.3087472915649414,0.16003508865833282,0.45456063747406006,0.2046668380498886,0.3680937886238098,0.22100703418254852,0.33248889446258545,-0.0016132977325469255,0.25349950790405273,0.31091248989105225
speed-up,0.2963975965976715,0.2623108923435211,0.2513706088066101,0.15375742316246033,0.1884855479001999,0.15085425972938538,0.16566886007785797,0.05763567239046097,0.30429214239120483,0.2909458577632904
theorem,0.27076783776283264,1.0,0.15394875407218933,0.3673097491264343,0.1199604943394661,0.07464887946844101,0.2342705875635147,0.006648248061537743,0.6364521384239197,0.18729111552238464
.,0.3567904531955719,0.19165870547294617,0.40146201848983765,0.16689614951610565,0.3936232924461365,0.17021550238132477,0.22495336830615997,-0.003708066651597619,0.22714318335056305,0.4130953550338745
