,which,festival,is,held,in,newcastle,'s,gay,community,in,mid-july,?
the,0.6521818041801453,0.20982226729393005,0.5823672413825989,0.32185450196266174,0.6662389636039734,0.2253497689962387,-0.01540423184633255,0.21040017902851105,0.2601400911808014,0.6662389636039734,0.3721409738063812,0.22068053483963013
northern,0.2470913678407669,0.17614591121673584,0.25616052746772766,0.2350970208644867,0.3545122444629669,0.22333604097366333,-0.01687377691268921,0.08565829694271088,0.18853338062763214,0.3545122444629669,0.24594746530056,0.13149388134479523
rock,0.2919301390647888,0.17133724689483643,0.1981455236673355,0.1620987057685852,0.19663549959659576,0.2196812480688095,0.051966436207294464,0.1206730529665947,0.15870769321918488,0.19663549959659576,0.17748406529426575,0.13172835111618042
cyclone,0.21606673300266266,0.1418626755475998,0.18244455754756927,0.1532735526561737,0.16352514922618866,0.08238619565963745,0.04137983173131943,0.09906111657619476,0.0982695072889328,0.16352514922618866,0.3035530149936676,0.1818336695432663
",",0.3658004403114319,0.25094273686408997,0.4691906273365021,0.2880980372428894,0.5201468467712402,0.251589834690094,-0.0016132977325469255,0.22805914282798767,0.2761111557483673,0.5201468467712402,0.40326979756355286,0.31091248989105225
a,0.56894451379776,0.16281212866306305,0.658733606338501,0.22326228022575378,0.539380669593811,0.21405641734600067,0.04866964742541313,0.22624655067920685,0.2694961726665497,0.539380669593811,0.36771512031555176,0.23916715383529663
cycling,0.24999932944774628,0.1991862952709198,0.1759120374917984,0.21974201500415802,0.22398041188716888,0.11167410761117935,0.03556479886174202,0.13528704643249512,0.191195547580719,0.22398041188716888,0.22727034986019135,0.06800638884305954
festival,0.21862797439098358,0.9999999403953552,0.1853252649307251,0.3763343393802643,0.27311140298843384,0.14734795689582825,0.0892886146903038,0.1578567773103714,0.15410493314266205,0.27311140298843384,0.21870650351047516,0.17767390608787537
",",0.3658004403114319,0.25094273686408997,0.4691906273365021,0.2880980372428894,0.5201468467712402,0.251589834690094,-0.0016132977325469255,0.22805914282798767,0.2761111557483673,0.5201468467712402,0.40326979756355286,0.31091248989105225
takes,0.2339950054883957,0.23679088056087494,0.4061736762523651,0.28118035197257996,0.2945663630962372,0.14696292579174042,-0.01955745369195938,0.06220807135105133,0.11812292784452438,0.2945663630962372,0.24953943490982056,0.10935472697019577
place,0.31738516688346863,0.2607501149177551,0.3122972249984741,0.3675558865070343,0.38128477334976196,0.11422941833734512,-0.03236493840813637,0.07231210172176361,0.23580199480056763,0.38128477334976196,0.2766280174255371,0.2455766350030899
within,0.43539655208587646,0.11446519196033478,0.30135563015937805,0.21524296700954437,0.40576374530792236,0.18909280002117157,-0.01527355331927538,0.09517775475978851,0.2614595592021942,0.40576374530792236,0.1887904554605484,0.1870293766260147
",",0.3658004403114319,0.25094273686408997,0.4691906273365021,0.2880980372428894,0.5201468467712402,0.251589834690094,-0.0016132977325469255,0.22805914282798767,0.2761111557483673,0.5201468467712402,0.40326979756355286,0.31091248989105225
or,0.5105096101760864,0.14665554463863373,0.41870999336242676,0.16831013560295105,0.3586423695087433,0.1669546514749527,0.06871571391820908,0.14468486607074738,0.26749277114868164,0.3586423695087433,0.28410741686820984,0.32389625906944275
starting,0.2860249876976013,0.1626870334148407,0.2560509443283081,0.24205079674720764,0.3013272285461426,0.17222170531749725,-0.013342699967324734,0.1735733449459076,0.12552614510059357,0.3013272285461426,0.30031266808509827,0.19133803248405457
from,0.38755592703819275,0.15214519202709198,0.27355384826660156,0.2241152971982956,0.4274188280105591,0.1747848093509674,-0.01936490088701248,0.2018648087978363,0.17429347336292267,0.4274188280105591,0.26669320464134216,0.19969791173934937
",",0.3658004403114319,0.25094273686408997,0.4691906273365021,0.2880980372428894,0.5201468467712402,0.251589834690094,-0.0016132977325469255,0.22805914282798767,0.2761111557483673,0.5201468467712402,0.40326979756355286,0.31091248989105225
newcastle,0.19934645295143127,0.14734795689582825,0.1841045320034027,0.16754475235939026,0.19270820915699005,1.0000001192092896,-0.017262522131204605,0.17524045705795288,0.14818978309631348,0.19270820915699005,0.3112657070159912,0.0902252271771431
in,0.4840516746044159,0.27311140298843384,0.5394441485404968,0.3127288818359375,1.0,0.19270820915699005,-0.037580832839012146,0.19720076024532318,0.21838891506195068,1.0,0.3519599139690399,0.20430970191955566
june,0.13273821771144867,0.1534830629825592,0.2469720095396042,0.2284766286611557,0.29047903418540955,0.25722774863243103,-0.0547623410820961,0.11181497573852539,0.1513427197933197,0.29047903418540955,0.574447751045227,0.31416764855384827
.,0.45942068099975586,0.16963402926921844,0.4569662809371948,0.2628571093082428,0.5591574311256409,0.2714749276638031,-0.003708066651597619,0.19971729815006256,0.2594514787197113,0.5591574311256409,0.3640061020851135,0.4130953550338745
