,how,has,civil,disobedience,evolved,in,current,times,?
indeed,0.3765771985054016,0.30854514241218567,0.07131480425596237,0.2623243033885956,0.24844689667224884,0.24151849746704102,0.116277314722538,0.22471432387828827,0.3642158806324005
",",0.22659391164779663,0.3734780251979828,0.24795588850975037,0.2878543734550476,0.19764257967472076,0.5201468467712402,0.29341426491737366,0.2897866368293762,0.31091248989105225
for,0.3308170735836029,0.450642853975296,0.1685788929462433,0.23370130360126495,0.1660974621772766,0.4322226941585541,0.27481377124786377,0.2999500632286072,0.264628142118454
vice,0.13988451659679413,0.15852034091949463,0.2224077582359314,0.23930075764656067,0.11546650528907776,0.14977192878723145,0.28739336133003235,0.15212219953536987,0.1369185745716095
president,0.1342112123966217,0.19723163545131683,0.2570957541465759,0.25404196977615356,0.09449612349271774,0.18811661005020142,0.23194746673107147,0.10561548173427582,0.14148259162902832
agnew,0.12760399281978607,0.1671193540096283,0.22436077892780304,0.260567843914032,0.09642409533262253,0.24824512004852295,0.22495119273662567,0.15205615758895874,0.23769177496433258
it,0.36714982986450195,0.41962623596191406,0.17707513272762299,0.2648297846317291,0.2711755037307739,0.5130809545516968,0.21736566722393036,0.21116118133068085,0.25732165575027466
has,0.26820555329322815,1.0,0.14805923402309418,0.11896127462387085,0.2690497636795044,0.4173259735107422,0.23727068305015564,0.37720999121665955,0.15994466841220856
become,0.25223416090011597,0.30010637640953064,0.17076370120048523,0.2244395911693573,0.21346786618232727,0.23238378763198853,0.14224553108215332,0.1666330248117447,0.19511328637599945
a,0.29312583804130554,0.4670248031616211,0.21693918108940125,0.25352153182029724,0.25640028715133667,0.539380669593811,0.1987239569425583,0.2745400369167328,0.23916715383529663
code-word,0.32607755064964294,0.21186420321464539,0.2086368054151535,0.29778173565864563,0.20415760576725006,0.2331826537847519,0.16200199723243713,0.1688370406627655,0.31435078382492065
describing,0.3097846210002899,0.25449860095977783,0.05936732143163681,0.2434319108724594,0.22646711766719818,0.30198803544044495,0.22887718677520752,0.2461375892162323,0.20341216027736664
the,0.33890387415885925,0.4177538752555847,0.2477465271949768,0.30963727831840515,0.28945574164390564,0.6662389636039734,0.3314409554004669,0.29093852639198303,0.22068053483963013
activities,0.24978172779083252,0.2125958651304245,0.18966788053512573,0.3213273584842682,0.15224546194076538,0.2027697116136551,0.16194073855876923,0.1398184448480606,0.11289679259061813
of,0.2480744868516922,0.3909035325050354,0.24698495864868164,0.31932318210601807,0.2530018985271454,0.5696388483047485,0.31470298767089844,0.24352745711803436,0.1826142966747284
muggers,0.21846319735050201,0.20162330567836761,0.12254425138235092,0.25855904817581177,0.1445924937725067,0.2472863793373108,0.03876589983701706,0.2915278673171997,0.17581060528755188
",",0.22659391164779663,0.3734780251979828,0.24795588850975037,0.2878543734550476,0.19764257967472076,0.5201468467712402,0.29341426491737366,0.2897866368293762,0.31091248989105225
arsonists,0.24765990674495697,0.14429064095020294,0.2833743989467621,0.4095745086669922,0.14601938426494598,0.2071123719215393,0.07067988067865372,0.2648206651210785,0.18881018459796906
",",0.22659391164779663,0.3734780251979828,0.24795588850975037,0.2878543734550476,0.19764257967472076,0.5201468467712402,0.29341426491737366,0.2897866368293762,0.31091248989105225
draft,0.23340849578380585,0.1557413637638092,0.14474128186702728,0.1815602332353592,0.11927804350852966,0.19735127687454224,0.19542832672595978,0.1409175843000412,0.1941390335559845
evaders,0.3408178389072418,0.21456816792488098,0.16236600279808044,0.2835673689842224,0.27892398834228516,0.1785224974155426,0.15680783987045288,0.31946027278900146,0.29756230115890503
",",0.22659391164779663,0.3734780251979828,0.24795588850975037,0.2878543734550476,0.19764257967472076,0.5201468467712402,0.29341426491737366,0.2897866368293762,0.31091248989105225
campaign,0.13740511238574982,0.14920614659786224,0.29422688484191895,0.3105100393295288,0.011505006812512875,0.2438942790031433,0.0802474170923233,0.1803337186574936,0.162482351064682
hecklers,0.20759254693984985,0.22683551907539368,0.20997512340545654,0.23161457479000092,0.18372105062007904,0.24058671295642853,0.08327958732843399,0.2728169560432434,0.2168487161397934
",",0.22659391164779663,0.3734780251979828,0.24795588850975037,0.2878543734550476,0.19764257967472076,0.5201468467712402,0.29341426491737366,0.2897866368293762,0.31091248989105225
campus,0.049072764813899994,0.24317584931850433,0.15955428779125214,0.19437547028064728,0.11175825446844101,0.2525809109210968,0.1834622472524643,0.09662646800279617,0.06952692568302155
militants,0.12742553651332855,0.1675654500722885,0.33235156536102295,0.41548991203308105,0.15431825816631317,0.24092897772789001,0.15983814001083374,0.15925878286361694,0.17739415168762207
",",0.22659391164779663,0.3734780251979828,0.24795588850975037,0.2878543734550476,0.19764257967472076,0.5201468467712402,0.29341426491737366,0.2897866368293762,0.31091248989105225
anti-war,0.22421500086784363,0.19964829087257385,0.2542538344860077,0.3513261079788208,0.17819282412528992,0.19367888569831848,0.20658090710639954,0.18601594865322113,0.21516640484333038
demonstrators,0.18875478208065033,0.12089461088180542,0.23160062730312347,0.3469274640083313,0.1118445098400116,0.17594315111637115,0.14143352210521698,0.14395959675312042,0.2206319272518158
",",0.22659391164779663,0.3734780251979828,0.24795588850975037,0.2878543734550476,0.19764257967472076,0.5201468467712402,0.29341426491737366,0.2897866368293762,0.31091248989105225
juvenile,0.10916507989168167,0.24172502756118774,0.13236741721630096,0.2728765904903412,0.2909230589866638,0.20077736675739288,0.10270766168832779,0.12505896389484406,0.1817030906677246
