,in,addition,to,the,traveling,salesman,problem,",",what,is,another,example,of,a,function,problem,?
notable,0.25145605206489563,0.1917611062526703,0.18140920996665955,0.20948168635368347,0.1556103527545929,0.1336618959903717,0.214340478181839,0.31026551127433777,0.31026893854141235,0.20672309398651123,0.21093539893627167,0.18953588604927063,0.1985267549753189,0.21731382608413696,0.15100234746932983,0.214340478181839,0.31928157806396484
examples,0.25567561388015747,0.3339281976222992,0.23809245228767395,0.30092597007751465,0.16961607336997986,0.17596061527729034,0.33469587564468384,0.2687304615974426,0.26665759086608887,0.29282552003860474,0.25803130865097046,0.7060196995735168,0.3054686188697815,0.2633219361305237,0.19676169753074646,0.33469587564468384,0.19976599514484406
include,0.28694382309913635,0.31201136112213135,0.1820748895406723,0.2951717972755432,0.12555070221424103,0.16538438200950623,0.15122845768928528,0.35606324672698975,0.1535889357328415,0.28863582015037537,0.13732361793518066,0.3811541199684143,0.37431180477142334,0.18765322864055634,0.10728996992111206,0.15122845768928528,0.14925788342952728
the,0.6662389636039734,0.32955414056777954,0.535392165184021,1.0,0.2753162384033203,0.18677568435668945,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3755223751068115,0.733189046382904,0.5829201340675354,0.2037137746810913,0.24928659200668335,0.22068053483963013
traveling,0.20478862524032593,0.15730032324790955,0.2899523079395294,0.2753162384033203,1.0000001192092896,0.36820679903030396,0.1737433224916458,0.19962750375270844,0.22746403515338898,0.16917747259140015,0.33212390542030334,0.2260030210018158,0.2297215312719345,0.26968079805374146,0.0478026419878006,0.1737433224916458,0.09575265645980835
salesman,0.2544902563095093,0.19733823835849762,0.28244882822036743,0.18677568435668945,0.36820679903030396,1.0,0.31256964802742004,0.19904711842536926,0.20377150177955627,0.23787350952625275,0.25852441787719727,0.22500985860824585,0.1335330307483673,0.3150462508201599,0.206125408411026,0.31256964802742004,0.09633269906044006
problem,0.16969570517539978,0.28497010469436646,0.2502208352088928,0.24928659200668335,0.1737433224916458,0.31256964802742004,1.0,0.23938199877738953,0.42183366417884827,0.23238427937030792,0.279262900352478,0.3561607897281647,0.20464475452899933,0.2605542540550232,0.33479827642440796,1.0,0.3762950301170349
and,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.5171257257461548,0.24387767910957336,0.21448032557964325,0.24328261613845825,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.22180378437042236,0.24328261613845825,0.20544172823429108
the,0.6662389636039734,0.32955414056777954,0.535392165184021,1.0,0.2753162384033203,0.18677568435668945,0.24928659200668335,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3755223751068115,0.733189046382904,0.5829201340675354,0.2037137746810913,0.24928659200668335,0.22068053483963013
integer,0.14432935416698456,0.28255337476730347,0.18582624197006226,0.14182277023792267,0.13621026277542114,0.20013447105884552,0.32351139187812805,0.20468677580356598,0.23293888568878174,0.2086324691772461,0.2544764578342438,0.33317652344703674,0.158325657248497,0.22195649147033691,0.44515174627304077,0.32351139187812805,0.2503974437713623
factorization,0.24751658737659454,0.3238036036491394,0.29614752531051636,0.2827453017234802,0.23923657834529877,0.29187723994255066,0.4367295503616333,0.2755889594554901,0.27966898679733276,0.2635040879249573,0.3151971995830536,0.433638334274292,0.3057559132575989,0.31564444303512573,0.39327099919319153,0.4367295503616333,0.27631670236587524
problem,0.16969570517539978,0.28497010469436646,0.2502208352088928,0.24928659200668335,0.1737433224916458,0.31256964802742004,1.0,0.23938199877738953,0.42183366417884827,0.23238427937030792,0.279262900352478,0.3561607897281647,0.20464475452899933,0.2605542540550232,0.33479827642440796,1.0,0.3762950301170349
.,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.5934505462646484,0.2175574004650116,0.21122685074806213,0.22562150657176971,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.41217929124832153,0.5352458953857422,0.50484299659729,0.253307044506073,0.22562150657176971,0.4130953550338745
