,what,do,coastal,beroids,not,have,that,other,ctenophora,have,?
the,0.42745697498321533,0.30239659547805786,0.2718130946159363,0.20716099441051483,0.4310511648654938,0.40389683842658997,0.5473989248275757,0.44152235984802246,0.2430446892976761,0.40389683842658997,0.22068053483963013
phylum,0.20018324255943298,0.26568078994750977,0.22768984735012054,0.45914167165756226,0.27578505873680115,0.33056172728538513,0.2630477547645569,0.2072000503540039,0.6852492094039917,0.33056172728538513,0.18758688867092133
has,0.20338068902492523,0.22084827721118927,0.19329409301280975,0.15019048750400543,0.32239022850990295,0.6353569626808167,0.41272613406181335,0.3162766396999359,0.14346441626548767,0.6353569626808167,0.15994466841220856
a,0.3320399522781372,0.26237669587135315,0.23232294619083405,0.23724429309368134,0.3791346549987793,0.338716596364975,0.47537946701049805,0.2806335389614105,0.24843408167362213,0.338716596364975,0.23916715383529663
wide,0.22181174159049988,0.16336190700531006,0.24127671122550964,0.16015353798866272,0.21798112988471985,0.2795906066894531,0.25266513228416443,0.2384442389011383,0.2437404990196228,0.2795906066894531,0.12719376385211945
range,0.19613829255104065,0.1469113826751709,0.247073695063591,0.1461990475654602,0.18248917162418365,0.2598983347415924,0.2156076580286026,0.22632557153701782,0.20419591665267944,0.2598983347415924,0.1204894632101059
of,0.33290785551071167,0.26150479912757874,0.29121753573417664,0.2541283667087555,0.3307090103626251,0.3802283704280853,0.41498205065727234,0.38583824038505554,0.241486594080925,0.3802283704280853,0.1826142966747284
body,0.2143840193748474,0.1887626349925995,0.09853404015302658,0.29467111825942993,0.2930580973625183,0.27852192521095276,0.32291916012763977,0.30363401770591736,0.25287044048309326,0.27852192521095276,0.20136451721191406
forms,0.16334041953086853,0.22607646882534027,0.21219398081302643,0.2939680814743042,0.2827751338481903,0.2902635931968689,0.31152746081352234,0.30812856554985046,0.27034443616867065,0.2902635931968689,0.1196754202246666
",",0.3087472915649414,0.3283645510673523,0.21444359421730042,0.24022561311721802,0.3769696354866028,0.3541618287563324,0.4137537479400635,0.4446498453617096,0.20480060577392578,0.3541618287563324,0.31091248989105225
including,0.18328791856765747,0.18796655535697937,0.24375882744789124,0.20694153010845184,0.22746461629867554,0.41958683729171753,0.31577053666114807,0.5162608623504639,0.18748880922794342,0.41958683729171753,0.1633303165435791
the,0.42745697498321533,0.30239659547805786,0.2718130946159363,0.20716099441051483,0.4310511648654938,0.40389683842658997,0.5473989248275757,0.44152235984802246,0.2430446892976761,0.40389683842658997,0.22068053483963013
flattened,0.17925192415714264,0.22649505734443665,0.2736636698246002,0.2870982587337494,0.2558380961418152,0.3746383488178253,0.31785181164741516,0.24500472843647003,0.42278674244880676,0.3746383488178253,0.14000996947288513
",",0.3087472915649414,0.3283645510673523,0.21444359421730042,0.24022561311721802,0.3769696354866028,0.3541618287563324,0.4137537479400635,0.4446498453617096,0.20480060577392578,0.3541618287563324,0.31091248989105225
deep-sea,0.2213214784860611,0.16941651701927185,0.3928852677345276,0.1664072722196579,0.2318309098482132,0.2940061390399933,0.29227834939956665,0.19957886636257172,0.3041926324367523,0.2940061390399933,0.21262329816818237
platyctenids,0.20016786456108093,0.2775275409221649,0.30802226066589355,0.4998035430908203,0.2800546884536743,0.34953534603118896,0.2573326826095581,0.25651824474334717,0.7224407196044922,0.34953534603118896,0.1917940229177475
",",0.3087472915649414,0.3283645510673523,0.21444359421730042,0.24022561311721802,0.3769696354866028,0.3541618287563324,0.4137537479400635,0.4446498453617096,0.20480060577392578,0.3541618287563324,0.31091248989105225
in,0.30808621644973755,0.23402775824069977,0.2924878001213074,0.18317624926567078,0.3403114080429077,0.36843645572662354,0.435920387506485,0.39989137649536133,0.1502838283777237,0.36843645572662354,0.20430970191955566
which,0.5261979103088379,0.31153854727745056,0.26179441809654236,0.25427964329719543,0.46766895055770874,0.49652695655822754,0.6894589066505432,0.50507652759552,0.31720638275146484,0.49652695655822754,0.25814583897590637
the,0.42745697498321533,0.30239659547805786,0.2718130946159363,0.20716099441051483,0.4310511648654938,0.40389683842658997,0.5473989248275757,0.44152235984802246,0.2430446892976761,0.40389683842658997,0.22068053483963013
adults,0.2567427158355713,0.2945818305015564,0.199190154671669,0.2585012912750244,0.32987040281295776,0.3424038589000702,0.2682126760482788,0.2691018283367157,0.30858519673347473,0.3424038589000702,0.22581297159194946
of,0.33290785551071167,0.26150479912757874,0.29121753573417664,0.2541283667087555,0.3307090103626251,0.3802283704280853,0.41498205065727234,0.38583824038505554,0.241486594080925,0.3802283704280853,0.1826142966747284
most,0.3219912350177765,0.31522849202156067,0.2806214392185211,0.2425249069929123,0.419027179479599,0.44364631175994873,0.4497850239276886,0.4585079252719879,0.23040354251861572,0.44364631175994873,0.2107497900724411
species,0.14617158472537994,0.20613440871238708,0.3119371235370636,0.3339831531047821,0.24377579987049103,0.3239450752735138,0.22146284580230713,0.22766293585300446,0.5797459483146667,0.3239450752735138,0.1957087516784668
lack,0.28247135877609253,0.3394893705844879,0.15443147718906403,0.18707512319087982,0.4460451304912567,0.4883601665496826,0.3709861636161804,0.3231990933418274,0.2472570836544037,0.4883601665496826,0.16953514516353607
combs,0.16265150904655457,0.22223100066184998,0.0851888656616211,0.19716063141822815,0.22377799451351166,0.30578628182411194,0.21876102685928345,0.24828316271305084,0.18287192285060883,0.30578628182411194,0.24039559066295624
",",0.3087472915649414,0.3283645510673523,0.21444359421730042,0.24022561311721802,0.3769696354866028,0.3541618287563324,0.4137537479400635,0.4446498453617096,0.20480060577392578,0.3541618287563324,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.2637535333633423,0.2475491464138031,0.39099299907684326,0.4711785912513733,0.4731321930885315,0.5504306554794312,0.15281255543231964,0.4711785912513733,0.20544172823429108
the,0.42745697498321533,0.30239659547805786,0.2718130946159363,0.20716099441051483,0.4310511648654938,0.40389683842658997,0.5473989248275757,0.44152235984802246,0.2430446892976761,0.40389683842658997,0.22068053483963013
coastal,0.18264484405517578,0.1405515819787979,1.0000001192092896,0.11846580356359482,0.1826660931110382,0.20162180066108704,0.20089487731456757,0.19473424553871155,0.24415268003940582,0.20162180066108704,0.13777320086956024
beroids,0.19189316034317017,0.26919740438461304,0.11846580356359482,1.0,0.29614925384521484,0.34929314255714417,0.2788164019584656,0.3153514862060547,0.4110408425331116,0.34929314255714417,0.2394029200077057
",",0.3087472915649414,0.3283645510673523,0.21444359421730042,0.24022561311721802,0.3769696354866028,0.3541618287563324,0.4137537479400635,0.4446498453617096,0.20480060577392578,0.3541618287563324,0.31091248989105225
which,0.5261979103088379,0.31153854727745056,0.26179441809654236,0.25427964329719543,0.46766895055770874,0.49652695655822754,0.6894589066505432,0.50507652759552,0.31720638275146484,0.49652695655822754,0.25814583897590637
lack,0.28247135877609253,0.3394893705844879,0.15443147718906403,0.18707512319087982,0.4460451304912567,0.4883601665496826,0.3709861636161804,0.3231990933418274,0.2472570836544037,0.4883601665496826,0.16953514516353607
tentacles,0.17259258031845093,0.2578895092010498,0.2564155161380768,0.3984718322753906,0.2661753296852112,0.3148491680622101,0.2598695456981659,0.25959864258766174,0.5346735119819641,0.3148491680622101,0.15145425498485565
and,0.31309178471565247,0.276123583316803,0.2637535333633423,0.2475491464138031,0.39099299907684326,0.4711785912513733,0.4731321930885315,0.5504306554794312,0.15281255543231964,0.4711785912513733,0.20544172823429108
prey,0.21349354088306427,0.1948252022266388,0.28381600975990295,0.3648061752319336,0.2093145102262497,0.2883533239364624,0.2647857367992401,0.2398376613855362,0.41640129685401917,0.2883533239364624,0.15793472528457642
on,0.34226128458976746,0.3025321364402771,0.17405883967876434,0.19121618568897247,0.3516409695148468,0.36494916677474976,0.42569106817245483,0.3410046398639679,0.13134071230888367,0.36494916677474976,0.2714994251728058
other,0.341873437166214,0.34946969151496887,0.19473424553871155,0.3153514862060547,0.4341118037700653,0.559082567691803,0.5570666193962097,0.9999999403953552,0.20437055826187134,0.559082567691803,0.24682199954986572
ctenophores,0.2505159080028534,0.33553314208984375,0.27554091811180115,0.46320903301239014,0.3236076831817627,0.3612369894981384,0.3005664348602295,0.2790910303592682,0.8903113007545471,0.3612369894981384,0.2054179310798645
by,0.2455483376979828,0.1481526494026184,0.10084307193756104,0.19356419146060944,0.291808545589447,0.3359639644622803,0.37496164441108704,0.3321913778781891,0.10170978307723999,0.3359639644622803,0.17966607213020325
