,who,wrote,a,resounding,letter,to,the,elector,praising,luther,?
after,0.32549580931663513,0.1785324513912201,0.3831600844860077,0.18219530582427979,0.2318795621395111,0.37890323996543884,0.4565047025680542,0.23364420235157013,0.19647426903247833,0.17198127508163452,0.16608688235282898
the,0.3733934462070465,0.2426944375038147,0.5829201340675354,0.3084014058113098,0.26056721806526184,0.535392165184021,1.0,0.22412441670894623,0.29378533363342285,0.1759674996137619,0.22068053483963013
sixth,0.1677349954843521,0.15372788906097412,0.27807560563087463,0.1516123116016388,0.23208701610565186,0.25924211740493774,0.36289259791374207,0.15220962464809418,0.18515810370445251,0.1200617104768753,0.11620894819498062
sermon,0.20328930020332336,0.3130345940589905,0.19296108186244965,0.22141116857528687,0.21668708324432373,0.2613533139228821,0.2812419533729553,0.14517664909362793,0.31321054697036743,0.36996790766716003,0.24739065766334534
",",0.3365725874900818,0.27225261926651,0.427140474319458,0.247667595744133,0.2439996749162674,0.44245919585227966,0.4933079481124878,0.2712562382221222,0.23747362196445465,0.23255878686904907,0.31091248989105225
the,0.3733934462070465,0.2426944375038147,0.5829201340675354,0.3084014058113098,0.26056721806526184,0.535392165184021,1.0,0.22412441670894623,0.29378533363342285,0.1759674996137619,0.22068053483963013
wittenberg,0.21210268139839172,0.19152553379535675,0.24799036979675293,0.14322508871555328,0.17479419708251953,0.20284001529216766,0.31221258640289307,0.39168280363082886,0.20406189560890198,0.42518264055252075,0.15716047585010529
jurist,0.2599886357784271,0.24667829275131226,0.18330229818820953,0.10246234387159348,0.1645185500383377,0.10434243828058243,0.17712846398353577,0.40795084834098816,0.07701995223760605,0.2914852499961853,0.1687871366739273
jerome,0.2169465273618698,0.2019517421722412,0.16027633845806122,0.15115568041801453,0.18098889291286469,0.15107719600200653,0.16523043811321259,0.1898430734872818,0.10313041508197784,0.32871830463409424,0.17408518493175507
schurf,0.2216101735830307,0.27659010887145996,0.26933470368385315,0.25096288323402405,0.2023450881242752,0.23405161499977112,0.2569614052772522,0.3307640552520752,0.2920716106891632,0.4208891689777374,0.20584744215011597
wrote,0.2670581638813019,0.9999999403953552,0.232523575425148,0.1743893325328827,0.3277185559272766,0.18888387084007263,0.2426944375038147,0.2204517126083374,0.37996652722358704,0.24184277653694153,0.19322504103183746
to,0.42656609416007996,0.18888387084007263,0.45503583550453186,0.3348051905632019,0.19918757677078247,1.0,0.535392165184021,0.24809673428535461,0.25996989011764526,0.18029534816741943,0.29463258385658264
the,0.3733934462070465,0.2426944375038147,0.5829201340675354,0.3084014058113098,0.26056721806526184,0.535392165184021,1.0,0.22412441670894623,0.29378533363342285,0.1759674996137619,0.22068053483963013
elector,0.32356366515159607,0.2204517126083374,0.2362654209136963,0.15669722855091095,0.18553826212882996,0.24809673428535461,0.22412441670894623,0.9999999403953552,0.1785784810781479,0.23163655400276184,0.18877160549163818
:,-0.0025186005514115095,-0.14690157771110535,-0.0007584693375974894,-0.09931071847677231,-0.04207957908511162,-0.09243495017290115,-0.03403344005346298,-0.03391650691628456,-0.06264860183000565,-0.0567622147500515,-0.07156077772378922
``,0.02397952415049076,0.0734158530831337,0.07272057235240936,0.08574368804693222,0.2225748598575592,0.06720756739377975,0.029072100296616554,0.07435309886932373,-0.0016440495382994413,-0.013964727520942688,0.0685480609536171
oh,0.14885494112968445,0.1455477774143219,0.17160223424434662,0.2023043930530548,0.1376316100358963,0.18856507539749146,0.15165968239307404,0.0818626806139946,0.17545965313911438,0.04121582955121994,0.36657753586769104
",",0.3365725874900818,0.27225261926651,0.427140474319458,0.247667595744133,0.2439996749162674,0.44245919585227966,0.4933079481124878,0.2712562382221222,0.23747362196445465,0.23255878686904907,0.31091248989105225
what,0.40942975878715515,0.2664989233016968,0.3320399522781372,0.33690303564071655,0.18726862967014313,0.455847829580307,0.42745697498321533,0.2378963828086853,0.2801215648651123,0.2134782373905182,0.5051238536834717
joy,0.18808896839618683,0.1945808082818985,0.19107560813426971,0.1803550273180008,0.12685619294643402,0.11586610227823257,0.15077771246433258,0.14028236269950867,0.22857427597045898,0.21238698065280914,0.07834404706954956
