,which,tfeu,article,defines,the,ordinary,legislative,procedure,that,applies,for,majority,of,eu,acts,?
to,0.5345056653022766,0.144119530916214,0.361922025680542,0.2542583644390106,0.535392165184021,0.2614358067512512,0.2195226103067398,0.2539461851119995,0.5436353087425232,0.3004893660545349,0.4451248347759247,0.26316750049591064,0.41548454761505127,0.1539587825536728,0.2012343853712082,0.29463258385658264
make,0.4280063211917877,0.08510719239711761,0.291926771402359,0.22694073617458344,0.3146495521068573,0.2690752148628235,0.18641340732574463,0.23998594284057617,0.48783382773399353,0.2621506154537201,0.386745423078537,0.20264728367328644,0.2912110388278961,0.15295514464378357,0.26154378056526184,0.28314751386642456
new,0.33739399909973145,0.04917173087596893,0.24096214771270752,0.19600972533226013,0.3845241069793701,0.22696158289909363,0.24549748003482819,0.10117274522781372,0.29177987575531006,0.11978239566087723,0.2700757384300232,0.2115890234708786,0.343457967042923,0.07127421349287033,0.18293516337871552,0.14782847464084625
legislation,0.3041580617427826,0.1272505521774292,0.30483174324035645,0.26568803191185,0.2839483618736267,0.2248787134885788,0.8590786457061768,0.3919738233089447,0.2797568440437317,0.26565879583358765,0.21200993657112122,0.34311336278915405,0.3114430606365204,0.24656285345554352,0.2919820547103882,0.21123437583446503
",",0.3658004403114319,0.2276109755039215,0.28605279326438904,0.21206256747245789,0.4933079481124878,0.2568533420562744,0.24434074759483337,0.17129342257976532,0.4137537479400635,0.35769712924957275,0.4464869201183319,0.30214112997055054,0.4946078956127167,0.1565755307674408,0.2014220803976059,0.31091248989105225
tfeu,0.19778072834014893,1.0,0.15887261927127838,0.15732735395431519,0.23805710673332214,0.08672216534614563,0.1291130632162094,0.20301562547683716,0.15542970597743988,0.12824620306491852,0.20382551848888397,0.2051216959953308,0.19117312133312225,0.43249499797821045,0.0883072018623352,0.2193283885717392
article,0.3171063959598541,0.15887261927127838,0.9999999403953552,0.2897508442401886,0.3329811692237854,0.24425898492336273,0.19669628143310547,0.32507655024528503,0.41666144132614136,0.3349744379520416,0.31357312202453613,0.23771968483924866,0.25720444321632385,0.21028774976730347,0.11870573461055756,0.4948462247848511
294,0.1094907745718956,0.18478767573833466,0.04778283089399338,0.010506351478397846,0.09913051873445511,0.08512572199106216,-0.022407231852412224,0.11720496416091919,0.08600904792547226,0.032934777438640594,0.164439395070076,0.041824426501989365,0.015512283891439438,0.13895338773727417,0.06870823353528976,0.1256578266620636
defines,0.3352338373661041,0.15732735395431519,0.2897508442401886,1.0000001192092896,0.27586790919303894,0.22592514753341675,0.20885789394378662,0.2949923872947693,0.3000619411468506,0.4518194794654846,0.3308708965778351,0.14924031496047974,0.3077020049095154,0.20731821656227112,0.27750205993652344,0.2590562403202057
the,0.6521818041801453,0.23805710673332214,0.3329811692237854,0.27586790919303894,1.0,0.2741096615791321,0.27501925826072693,0.2383023202419281,0.5473989248275757,0.2765985429286957,0.4739971458911896,0.28757327795028687,0.733189046382904,0.14126400649547577,0.2568269371986389,0.22068053483963013
``,0.05178012326359749,0.18464727699756622,0.025853512808680534,0.054840389639139175,0.029072100296616554,0.13359837234020233,0.15034718811511993,0.1022334098815918,0.05285148695111275,0.11053863912820816,0.01270448137074709,0.12641161680221558,0.06780257821083069,0.179834246635437,0.04806357994675636,0.0685480609536171
ordinary,0.3046126961708069,0.08672216534614563,0.24425898492336273,0.22592514753341675,0.2741096615791321,1.0000001192092896,0.20895719528198242,0.21999946236610413,0.3726402521133423,0.28158777952194214,0.2522071301937103,0.21007996797561646,0.3156825006008148,0.07129049301147461,0.20364297926425934,0.22565332055091858
legislative,0.2521616220474243,0.1291130632162094,0.19669628143310547,0.20885789394378662,0.27501925826072693,0.20895719528198242,1.0,0.3200930655002594,0.2155666947364807,0.19438974559307098,0.1881977766752243,0.3778544068336487,0.34083476662635803,0.22844341397285461,0.18873456120491028,0.1654243916273117
procedure,0.29341667890548706,0.20301562547683716,0.32507655024528503,0.2949923872947693,0.2383023202419281,0.21999946236610413,0.3200930655002594,1.0,0.3051101565361023,0.40783771872520447,0.2905808389186859,0.2514772415161133,0.19142384827136993,0.27966177463531494,0.17554573714733124,0.2520322799682617
'',-0.03332270681858063,0.0001324573822785169,0.08483149111270905,0.1176753118634224,0.041273195296525955,0.03789348900318146,0.05005847290158272,0.014357781037688255,0.007880004122853279,0.049931351095438004,-0.04479556903243065,-0.035316724330186844,0.13035868108272552,0.0652511790394783,0.006066964007914066,0.018684765323996544
