,brownlee,argues,disobedience,can,be,justified,toward,what,institutions,?
brownlee,1.0000001192092896,0.142769917845726,0.2422027885913849,0.09660103172063828,0.15279430150985718,0.15456430613994598,0.10956941545009613,0.1723894327878952,0.2633514106273651,0.27307888865470886
argues,0.142769917845726,1.0,0.3338176906108856,0.1908799111843109,0.18555113673210144,0.29717788100242615,0.2600689232349396,0.3211183547973633,0.3125703036785126,0.20733967423439026
that,0.12388560175895691,0.3249100148677826,0.3551425039768219,0.4522190988063812,0.6036020517349243,0.4198513627052307,0.29561343789100647,0.6297725439071655,0.2494417130947113,0.32716336846351624
disobedience,0.2422027885913849,0.3338176906108856,1.0,0.15718160569667816,0.2944406270980835,0.30395132303237915,0.2830926775932312,0.3298627436161041,0.33166858553886414,0.19890835881233215
in,0.29509007930755615,0.1981038600206375,0.3054615259170532,0.26527702808380127,0.3481820821762085,0.17641499638557434,0.2282264530658722,0.30808621644973755,0.2592448890209198,0.20430970191955566
opposition,0.23418010771274567,0.2910563349723816,0.35063114762306213,0.2096005380153656,0.2400110512971878,0.2643508017063141,0.28265365958213806,0.2798226773738861,0.33191603422164917,0.15647298097610474
to,0.17288076877593994,0.2515730559825897,0.30665844678878784,0.4979398250579834,0.4972836375236511,0.18677540123462677,0.3459627032279968,0.455847829580307,0.21708254516124725,0.29463258385658264
the,0.23145073652267456,0.22893615067005157,0.30963727831840515,0.312528520822525,0.4248143136501312,0.20756277441978455,0.3341628313064575,0.42745697498321533,0.2776423394680023,0.22068053483963013
decisions,0.19574014842510223,0.476217657327652,0.3744994103908539,0.3189864754676819,0.34317532181739807,0.37058258056640625,0.23386123776435852,0.3351972997188568,0.45072829723358154,0.29068708419799805
of,0.2697301208972931,0.24239063262939453,0.31932318210601807,0.2603091299533844,0.33904364705085754,0.21700510382652283,0.25209522247314453,0.33290785551071167,0.3371490240097046,0.1826142966747284
non-governmental,0.3206898272037506,0.3062867224216461,0.4362923204898834,0.18256491422653198,0.2146458774805069,0.22142162919044495,0.14117403328418732,0.22915460169315338,0.5524784326553345,0.2302026003599167
agencies,0.15761522948741913,0.22979575395584106,0.24546565115451813,0.2697497308254242,0.22214919328689575,0.14628209173679352,0.16673313081264496,0.2035544514656067,0.48414337635040283,0.1637895703315735
such,0.12654002010822296,0.14193139970302582,0.20085255801677704,0.396209716796875,0.5239806771278381,0.23817038536071777,0.24815388023853302,0.23989605903625488,0.30743464827537537,0.17851735651493073
as,0.27616727352142334,0.19524139165878296,0.25773370265960693,0.3245031237602234,0.5230465531349182,0.25866401195526123,0.288866251707077,0.31749409437179565,0.2748543620109558,0.27043893933296204
trade,0.1404363512992859,0.2107754349708557,0.21154998242855072,0.20083941519260406,0.17317168414592743,0.13209082186222076,0.1528441607952118,0.1555381417274475,0.26596978306770325,0.09336511790752411
unions,0.18211811780929565,0.2221786379814148,0.4490469694137573,0.22990083694458008,0.2356393039226532,0.14991219341754913,0.18207848072052002,0.19864864647388458,0.4576817750930786,0.1424994021654129
",",0.3889319896697998,0.23710490763187408,0.2878543734550476,0.3139454126358032,0.39254459738731384,0.2919631898403168,0.22729860246181488,0.3087472915649414,0.25403106212615967,0.31091248989105225
banks,0.2819017767906189,0.1437760293483734,0.1402074098587036,0.13433067500591278,0.11477268487215042,0.06413577497005463,0.10474102199077606,0.11580011993646622,0.2889450788497925,0.11048095673322678
",",0.3889319896697998,0.23710490763187408,0.2878543734550476,0.3139454126358032,0.39254459738731384,0.2919631898403168,0.22729860246181488,0.3087472915649414,0.25403106212615967,0.31091248989105225
and,0.28160586953163147,0.27027055621147156,0.3041999638080597,0.3675691485404968,0.41766801476478577,0.2443014681339264,0.31878143548965454,0.31309178471565247,0.2943127751350403,0.20544172823429108
private,0.27837589383125305,0.1901574283838272,0.25349682569503784,0.15051504969596863,0.1834806501865387,0.15125690400600433,0.17151927947998047,0.16778090596199036,0.40646421909332275,0.14389030635356903
universities,0.22304269671440125,0.2417537271976471,0.21679674088954926,0.18755777180194855,0.20562826097011566,0.13090041279792786,0.11350413411855698,0.1630716770887375,0.5808476805686951,0.16836881637573242
can,0.09660103172063828,0.1908799111843109,0.15718160569667816,1.0,0.5791122913360596,0.19653040170669556,0.19616834819316864,0.34502777457237244,0.19003279507160187,0.3226337134838104
be,0.15279430150985718,0.18555113673210144,0.2944406270980835,0.5791122913360596,1.0,0.3197648227214813,0.23769114911556244,0.3929833769798279,0.23006395995616913,0.3324260413646698
justified,0.15456430613994598,0.29717788100242615,0.30395132303237915,0.19653040170669556,0.3197648227214813,0.9999999403953552,0.12396319955587387,0.3712652921676636,0.19258026778697968,0.38761505484580994
if,0.10553058236837387,0.25607624650001526,0.20446431636810303,0.5903681516647339,0.5628611445426941,0.32570314407348633,0.2301325500011444,0.5277165174484253,0.17832688987255096,0.4441644251346588
it,0.1759246587753296,0.16716185212135315,0.2648297846317291,0.3819273114204407,0.5203388929367065,0.2145586907863617,0.2763417363166809,0.45803478360176086,0.19739089906215668,0.25732165575027466
reflects,0.12417621165513992,0.3000083565711975,0.20951804518699646,0.27537593245506287,0.24854449927806854,0.16178308427333832,0.3019859790802002,0.2569086253643036,0.21199393272399902,0.13998140394687653
``,-0.029954057186841965,0.003483326407149434,0.06214885041117668,0.12428006529808044,0.07670000940561295,0.06717963516712189,0.0103345001116395,0.008517155423760414,0.02035221830010414,0.0685480609536171
a,0.24838541448116302,0.21543139219284058,0.25352153182029724,0.3915780484676361,0.39883795380592346,0.24778977036476135,0.2229166328907013,0.3320399522781372,0.20288343727588654,0.23916715383529663
larger,0.07179906964302063,0.12255743145942688,0.11257342249155045,0.31163960695266724,0.319801926612854,0.10428396612405777,0.25437888503074646,0.23663538694381714,0.2395012080669403,0.1602165699005127
challenge,0.16798198223114014,0.2881714999675751,0.27969086170196533,0.2317964881658554,0.25039684772491455,0.25486230850219727,0.1579165905714035,0.2741846442222595,0.16036033630371094,0.2207598239183426
to,0.17288076877593994,0.2515730559825897,0.30665844678878784,0.4979398250579834,0.4972836375236511,0.18677540123462677,0.3459627032279968,0.455847829580307,0.21708254516124725,0.29463258385658264
the,0.23145073652267456,0.22893615067005157,0.30963727831840515,0.312528520822525,0.4248143136501312,0.20756277441978455,0.3341628313064575,0.42745697498321533,0.2776423394680023,0.22068053483963013
legal,0.29468926787376404,0.2231694906949997,0.37078002095222473,0.2145235538482666,0.2273482084274292,0.3364710807800293,0.1280737966299057,0.26388198137283325,0.4163651466369629,0.2143220454454422
system,0.14502671360969543,0.17196734249591827,0.16900348663330078,0.25937724113464355,0.24878063797950745,0.16171792149543762,0.25210481882095337,0.23557309806346893,0.3197580873966217,0.15556083619594574
that,0.12388560175895691,0.3249100148677826,0.3551425039768219,0.4522190988063812,0.6036020517349243,0.4198513627052307,0.29561343789100647,0.6297725439071655,0.2494417130947113,0.32716336846351624
permits,0.13266600668430328,0.1855808049440384,0.3114771544933319,0.3651067614555359,0.27213287353515625,0.21853184700012207,0.1976301223039627,0.25703537464141846,0.3320576846599579,0.1309078186750412
those,0.12109853327274323,0.22556063532829285,0.2966557443141937,0.4185016453266144,0.4287525415420532,0.2773440480232239,0.23727835714817047,0.44466671347618103,0.3387613892555237,0.3328189253807068
decisions,0.19574014842510223,0.476217657327652,0.3744994103908539,0.3189864754676819,0.34317532181739807,0.37058258056640625,0.23386123776435852,0.3351972997188568,0.45072829723358154,0.29068708419799805
to,0.17288076877593994,0.2515730559825897,0.30665844678878784,0.4979398250579834,0.4972836375236511,0.18677540123462677,0.3459627032279968,0.455847829580307,0.21708254516124725,0.29463258385658264
be,0.15279430150985718,0.18555113673210144,0.2944406270980835,0.5791122913360596,1.0,0.3197648227214813,0.23769114911556244,0.3929833769798279,0.23006395995616913,0.3324260413646698
taken,0.08003316819667816,0.14636698365211487,0.20292720198631287,0.26005715131759644,0.3335878551006317,0.27289506793022156,0.1845034658908844,0.26014965772628784,0.144843190908432,0.17662954330444336
'',0.03317704051733017,0.035097599029541016,0.003403886454179883,0.008988718502223492,0.08835477381944656,0.03715356066823006,-0.06728251278400421,0.08143015950918198,0.02348349429666996,0.018684765323996544
.,0.3626750409603119,0.20865966379642487,0.2603943943977356,0.35783761739730835,0.4383580684661865,0.25329241156578064,0.21516545116901398,0.3567904531955719,0.22790031135082245,0.4130953550338745
