,when,did,hitler,order,the,annihilation,of,the,warsaw,ghetto,?
when,0.9999999403953552,0.3228907287120819,0.2201540172100067,0.2338472604751587,0.5091903209686279,0.203787162899971,0.3757161796092987,0.5091903209686279,0.1615014374256134,0.14344099164009094,0.22841128706932068
the,0.5091903209686279,0.34736719727516174,0.2337159663438797,0.3284194767475128,1.0,0.2876872718334198,0.733189046382904,1.0,0.23137180507183075,0.20106086134910583,0.22068053483963013
order,0.2338472604751587,0.22891858220100403,0.19859419763088226,1.0000001192092896,0.3284194767475128,0.2022567093372345,0.31287699937820435,0.3284194767475128,0.12403468042612076,0.1002039909362793,0.13725648820400238
came,0.2824265956878662,0.4016856253147125,0.225210040807724,0.1157669946551323,0.39390382170677185,0.1949950009584427,0.3201526999473572,0.39390382170677185,0.11472894251346588,0.23307429254055023,0.1739392727613449
to,0.5423505902290344,0.4452643394470215,0.28389492630958557,0.35544881224632263,0.535392165184021,0.2058190554380417,0.41548454761505127,0.535392165184021,0.1953994333744049,0.1876654475927353,0.29463258385658264
annihilate,0.23374362289905548,0.2204153686761856,0.235717311501503,0.210174560546875,0.2888490557670593,0.9015563130378723,0.2816465198993683,0.2888490557670593,0.1991579830646515,0.2885095477104187,0.14894917607307434
the,0.5091903209686279,0.34736719727516174,0.2337159663438797,0.3284194767475128,1.0,0.2876872718334198,0.733189046382904,1.0,0.23137180507183075,0.20106086134910583,0.22068053483963013
ghetto,0.14344099164009094,0.14965032041072845,0.33106711506843567,0.1002039909362793,0.20106086134910583,0.3008423447608948,0.1721765398979187,0.20106086134910583,0.3894329071044922,0.9999999403953552,0.1595032513141632
as,0.4437963366508484,0.3596470057964325,0.15155431628227234,0.21579164266586304,0.48381632566452026,0.24492789804935455,0.3886612355709076,0.48381632566452026,0.14492812752723694,0.11160386353731155,0.27043893933296204
part,0.35435768961906433,0.23558001220226288,0.19487211108207703,0.12520186603069305,0.527681291103363,0.2154865264892578,0.452393114566803,0.527681291103363,0.151543989777565,0.20058763027191162,0.08557961881160736
of,0.3757161796092987,0.2513895630836487,0.20085355639457703,0.31287699937820435,0.733189046382904,0.28491026163101196,1.0,0.733189046382904,0.19253842532634735,0.1721765398979187,0.1826142966747284
hitler,0.2201540172100067,0.2941477596759796,1.0000001192092896,0.19859419763088226,0.2337159663438797,0.18135330080986023,0.20085355639457703,0.2337159663438797,0.3572941720485687,0.33106711506843567,0.22639022767543793
's,-0.03368149697780609,0.05069678649306297,0.08302460610866547,-0.07080218195915222,-0.01540423184633255,-0.01132887788116932,-0.03817026689648628,-0.01540423184633255,0.02839025668799877,0.09824059903621674,-0.023395681753754616
``,0.07174111902713776,-0.029888948425650597,0.09571180492639542,0.15392346680164337,0.029072100296616554,0.06814757734537125,0.06780257821083069,0.029072100296616554,0.12440727651119232,-0.021705448627471924,0.0685480609536171
final,0.235932394862175,0.24226084351539612,0.12437862157821655,0.16749140620231628,0.3543182611465454,0.16783025860786438,0.24563951790332794,0.3543182611465454,0.1318834125995636,0.23310813307762146,0.17315025627613068
solution,0.30962073802948,0.1800597757101059,0.23796981573104858,0.25922396779060364,0.20422548055648804,0.28744208812713623,0.18098624050617218,0.20422548055648804,0.15817652642726898,0.17113004624843597,0.28505614399909973
'',-0.07688097655773163,0.01978493109345436,-0.06150718033313751,0.053128328174352646,0.041273195296525955,-0.05182074382901192,0.13035868108272552,0.041273195296525955,-0.05188906192779541,0.05176727473735809,0.018684765323996544
on,0.37706470489501953,0.2670976221561432,0.16849397122859955,0.17813007533550262,0.5107308030128479,0.20222969353199005,0.3966929316520691,0.5107308030128479,0.19170401990413666,0.15456146001815796,0.2714994251728058
19,-0.114084392786026,-0.056934259831905365,-0.020235856994986534,-0.03883938118815422,-0.17766842246055603,0.19007396697998047,-0.18954584002494812,-0.17766842246055603,-0.1216399222612381,-0.05440916121006012,0.008002291433513165
