,from,what,project,groups,were,the,apollo,astronauts,selected,?
the,0.40150508284568787,0.42745697498321533,0.2027820199728012,0.27790749073028564,0.3906462490558624,1.0,0.2169172167778015,0.197182759642601,0.31003430485725403,0.22068053483963013
apollo,0.14872027933597565,0.13561789691448212,0.27027878165245056,0.05522546172142029,0.183358833193779,0.2169172167778015,0.9999999403953552,0.5551470518112183,0.17875351011753082,0.191528782248497
astronauts,0.1742604821920395,0.1784883290529251,0.2938985824584961,0.1548808515071869,0.2418980598449707,0.197182759642601,0.5551470518112183,0.9999999403953552,0.15651175379753113,0.15138289332389832
were,0.29991888999938965,0.22298263013362885,0.13263660669326782,0.3214126229286194,1.0000001192092896,0.3906462490558624,0.183358833193779,0.2418980598449707,0.18268117308616638,0.17890112102031708
chosen,0.17282035946846008,0.24263155460357666,0.15394075214862823,0.10646827518939972,0.18266253173351288,0.32853078842163086,0.14230285584926605,0.13992129266262054,0.5752210021018982,0.18667186796665192
from,1.0,0.2737620174884796,0.17965814471244812,0.23281575739383698,0.29991888999938965,0.40150508284568787,0.14872027933597565,0.1742604821920395,0.19913285970687866,0.19969791173934937
the,0.40150508284568787,0.42745697498321533,0.2027820199728012,0.27790749073028564,0.3906462490558624,1.0,0.2169172167778015,0.197182759642601,0.31003430485725403,0.22068053483963013
project,0.17965814471244812,0.27033838629722595,1.0,0.12967678904533386,0.13263660669326782,0.2027820199728012,0.27027878165245056,0.2938985824584961,0.17178228497505188,0.30569031834602356
mercury,0.14818979799747467,0.15752404928207397,0.25413432717323303,0.1416589468717575,0.12138005346059799,0.2059478461742401,0.41751042008399963,0.2987719476222992,0.159561425447464,0.10977116972208023
and,0.3601827025413513,0.31309178471565247,0.23249590396881104,0.29783302545547485,0.42175528407096863,0.5171257257461548,0.15251155197620392,0.20313000679016113,0.25557422637939453,0.20544172823429108
gemini,0.17135921120643616,0.16078095138072968,0.33019912242889404,0.1283779740333557,0.12325634807348251,0.24857638776302338,0.5220452547073364,0.4803893566131592,0.14287345111370087,0.14296509325504303
veterans,0.20378831028938293,0.1860266625881195,0.17571961879730225,0.1452421247959137,0.2785716950893402,0.3290243446826935,0.13727416098117828,0.2082212269306183,0.21036629378795624,0.17911319434642792
",",0.39760664105415344,0.3087472915649414,0.24875426292419434,0.2671695053577423,0.36755475401878357,0.4933079481124878,0.19808128476142883,0.23683924973011017,0.21025213599205017,0.31091248989105225
plus,0.22746771574020386,0.1906411051750183,0.10354272276163101,0.17923802137374878,0.16602718830108643,0.2724461257457733,0.1030578762292862,0.16984178125858307,0.23077787458896637,0.143734410405159
from,1.0,0.2737620174884796,0.17965814471244812,0.23281575739383698,0.29991888999938965,0.40150508284568787,0.14872027933597565,0.1742604821920395,0.19913285970687866,0.19969791173934937
two,0.25732070207595825,0.23363454639911652,0.1081111952662468,0.2852407395839691,0.4493520259857178,0.43858039379119873,0.10775979608297348,0.12179265916347504,0.27993422746658325,0.19645625352859497
later,0.34398579597473145,0.2517229914665222,0.17198823392391205,0.16883455216884613,0.46195727586746216,0.4060266613960266,0.24869990348815918,0.18432623147964478,0.19386090338230133,0.1417175978422165
astronaut,0.14329110085964203,0.09130282700061798,0.23589164018630981,0.06608735024929047,0.15170077979564667,0.12738145887851715,0.5247572660446167,0.8921055793762207,0.14376850426197052,0.13949722051620483
groups,0.23281575739383698,0.23137421905994415,0.12967678904533386,1.0,0.3214126229286194,0.27790749073028564,0.05522546172142029,0.1548808515071869,0.17678925395011902,0.14349548518657684
.,0.41536515951156616,0.3567904531955719,0.23938670754432678,0.2408272922039032,0.3378238379955292,0.5934505462646484,0.22384987771511078,0.23320762813091278,0.25913435220718384,0.4130953550338745
