,what,magazine,criticized,abc,'s,programming,strategy,in,may,1961,?
in,0.30808621644973755,0.17267684638500214,0.20261619985103607,0.1697147786617279,-0.037580832839012146,0.17145347595214844,0.2451205551624298,1.0,0.3424151837825775,0.09056709706783295,0.20430970191955566
may,0.25739946961402893,0.1451556384563446,0.11638365685939789,0.11823318153619766,-0.07006479054689407,0.22027108073234558,0.18993450701236725,0.3424151837825775,0.9999998807907104,-0.020507246255874634,0.2768254578113556
1961,-0.03442762792110443,0.005963096395134926,-0.019227279350161552,0.031247682869434357,-0.007136933505535126,0.037825509905815125,0.09348982572555542,0.09056709706783295,-0.020507246255874634,1.0,0.009729373268783092
",",0.3087472915649414,0.2281705141067505,0.20557846128940582,0.2097204476594925,-0.0016132977325469255,0.255766898393631,0.20894098281860352,0.5201468467712402,0.5007920861244202,0.04366050660610199,0.31091248989105225
life,0.24693015217781067,0.1418599933385849,0.2007640153169632,0.20232120156288147,0.03983813151717186,0.16511428356170654,0.24760255217552185,0.27054134011268616,0.206627756357193,0.013128837570548058,0.21677987277507782
criticized,0.26304760575294495,0.24588443338871002,1.0,0.13788186013698578,-0.041429582983255386,0.1619497388601303,0.25688788294792175,0.20261619985103607,0.11638365685939789,-0.019227279350161552,0.1673501580953598
the,0.42745697498321533,0.19931171834468842,0.21370236575603485,0.2068762183189392,-0.01540423184633255,0.17869283258914948,0.2895500361919403,0.6662389636039734,0.2694292366504669,0.0738944262266159,0.22068053483963013
public,0.1729622185230255,0.26234301924705505,0.2560744881629944,0.1555427610874176,0.060657959431409836,0.19425328075885773,0.1794729381799698,0.29074716567993164,0.212143212556839,0.0630342960357666,0.19872993230819702
enthusiasm,0.24652187526226044,0.21477605402469635,0.3127099573612213,0.2045731097459793,0.07478470355272293,0.19581876695156097,0.23586873710155487,0.15427449345588684,0.15972766280174255,0.04112928733229637,0.20266079902648926
and,0.31309178471565247,0.15210320055484772,0.21213674545288086,0.16453155875205994,0.06895173341035843,0.23146864771842957,0.2313271015882492,0.4954058527946472,0.34598252177238464,0.07862084358930588,0.20544172823429108
sponsorship,0.15210172533988953,0.1854938566684723,0.302005410194397,0.21948803961277008,0.025666171684861183,0.17657294869422913,0.1834014356136322,0.210419699549675,0.17339274287223816,0.05914529040455818,0.1444881558418274
for,0.3017193675041199,0.1829415112733841,0.29010632634162903,0.22510288655757904,-0.07241261005401611,0.24722188711166382,0.30354321002960205,0.4322226941585541,0.29255861043930054,0.014115508645772934,0.264628142118454
these,0.4164220690727234,0.13748404383659363,0.24057604372501373,0.11797529458999634,0.026068098843097687,0.19766095280647278,0.18108555674552917,0.3791837692260742,0.31939980387687683,0.012889678589999676,0.2571668326854706
types,0.25706279277801514,0.10724639147520065,0.1746169924736023,0.09402751177549362,0.007124748546630144,0.20134767889976501,0.16492947936058044,0.18516337871551514,0.23463654518127441,-0.041493214666843414,0.1285012811422348
of,0.33290785551071167,0.16736742854118347,0.20767788589000702,0.14607268571853638,-0.03817026689648628,0.14286333322525024,0.27697277069091797,0.5696388483047485,0.26447007060050964,0.07470385730266571,0.1826142966747284
shows,0.30282244086265564,0.14237231016159058,0.2144947052001953,0.3304527997970581,0.02703757770359516,0.2502341568470001,0.15964335203170776,0.3289647698402405,0.18453530967235565,0.026355773210525513,0.2040930688381195
at,0.2838611304759979,0.16858796775341034,0.17523816227912903,0.12953892350196838,-0.08481216430664062,0.12503835558891296,0.2468128204345703,0.4374977946281433,0.2711789011955261,-0.029475152492523193,0.21978627145290375
the,0.42745697498321533,0.19931171834468842,0.21370236575603485,0.2068762183189392,-0.01540423184633255,0.17869283258914948,0.2895500361919403,0.6662389636039734,0.2694292366504669,0.0738944262266159,0.22068053483963013
expense,0.17551767826080322,0.10218846797943115,0.24066324532032013,0.1836550533771515,0.11944860219955444,0.1926313191652298,0.1576080024242401,0.17097248136997223,0.14864282310009003,0.009919670410454273,0.09512275457382202
of,0.33290785551071167,0.16736742854118347,0.20767788589000702,0.14607268571853638,-0.03817026689648628,0.14286333322525024,0.27697277069091797,0.5696388483047485,0.26447007060050964,0.07470385730266571,0.1826142966747284
news,0.2584491968154907,0.39465048909187317,0.2887641191482544,0.40620431303977966,0.037588585168123245,0.3007381856441498,0.24115262925624847,0.19753123819828033,0.18224342167377472,0.008679973892867565,0.1899169683456421
programming,0.22725710272789001,0.20026804506778717,0.1619497388601303,0.3165910840034485,0.011488005518913269,0.9999999403953552,0.18754959106445312,0.17145347595214844,0.22027108073234558,0.037825509905815125,0.22249025106430054
and,0.31309178471565247,0.15210320055484772,0.21213674545288086,0.16453155875205994,0.06895173341035843,0.23146864771842957,0.2313271015882492,0.4954058527946472,0.34598252177238464,0.07862084358930588,0.20544172823429108
denounced,0.1807350069284439,0.12087275087833405,0.4412006139755249,0.09858807176351547,0.017344553023576736,0.08374587446451187,0.27289819717407227,0.23337700963020325,0.1706114113330841,0.05135246366262436,0.1610281616449356
an,0.2821882665157318,0.16344915330410004,0.20039595663547516,0.16561369597911835,0.025255560874938965,0.21554845571517944,0.16136430203914642,0.2605783939361572,0.30457955598831177,-0.05315724387764931,0.19793890416622162
unofficial,0.10222475975751877,0.14081652462482452,0.1983879953622818,0.06805713474750519,0.05428542569279671,0.21923336386680603,0.19686417281627655,0.22732679545879364,0.11728309839963913,0.058016110211610794,0.1605871468782425
law,0.2145031988620758,0.09659960120916367,0.1845983862876892,0.19518327713012695,-0.06109188124537468,0.15156714618206024,0.18185706436634064,0.24850773811340332,0.16718333959579468,0.03604685142636299,0.1528988480567932
``,0.008517155423760414,-0.037552610039711,-0.1150706335902214,-0.04806871339678764,-0.03416389226913452,-0.03942643105983734,-0.0046146162785589695,0.04765888676047325,0.13614267110824585,0.07813151180744171,0.0685480609536171
replacing,0.1711706519126892,0.11865389347076416,0.15071932971477509,0.21317262947559357,-0.06730478256940842,0.23210199177265167,0.13327232003211975,0.19875891506671906,0.19863228499889374,0.1778670847415924,0.16467362642288208
the,0.42745697498321533,0.19931171834468842,0.21370236575603485,0.2068762183189392,-0.01540423184633255,0.17869283258914948,0.2895500361919403,0.6662389636039734,0.2694292366504669,0.0738944262266159,0.22068053483963013
good,0.3916934132575989,0.1934937685728073,0.2824660837650299,0.1982276886701584,0.09279277920722961,0.1818086802959442,0.24504932761192322,0.2152448445558548,0.263968288898468,-0.018243806436657906,0.3187684714794159
programs,0.23178155720233917,0.22061516344547272,0.2748764455318451,0.3454950749874115,0.06997905671596527,0.5994382500648499,0.19384536147117615,0.2276356965303421,0.1716950684785843,0.008185314945876598,0.16452431678771973
with,0.2464839518070221,0.13328766822814941,0.15234260261058807,0.17432008683681488,-0.04624466598033905,0.17035330832004547,0.19335609674453735,0.4080928862094879,0.23512546718120575,0.1074872761964798,0.2433311939239502
the,0.42745697498321533,0.19931171834468842,0.21370236575603485,0.2068762183189392,-0.01540423184633255,0.17869283258914948,0.2895500361919403,0.6662389636039734,0.2694292366504669,0.0738944262266159,0.22068053483963013
bad,0.3832245469093323,0.1321839988231659,0.3013024926185608,0.22766466438770294,0.12390833348035812,0.08441421389579773,0.12261085212230682,0.21662156283855438,0.23400801420211792,0.022694993764162064,0.2560768127441406
ones,0.28536954522132874,0.22809800505638123,0.20596039295196533,0.09569308161735535,0.04911305382847786,0.1833118200302124,0.15192006528377533,0.232247456908226,0.25714781880378723,-0.01990300603210926,0.28155767917633057
'',0.08143015950918198,-0.08468794077634811,0.016497572883963585,-0.05768610164523125,-0.04859459400177002,-0.024113938212394714,-0.05622294172644615,0.07432962208986282,0.020231230184435844,-0.14953182637691498,0.018684765323996544
.,0.3567904531955719,0.1843809336423874,0.20633642375469208,0.2567209303379059,-0.003708066651597619,0.1874377578496933,0.24061113595962524,0.5591574311256409,0.35826805233955383,-0.015748420730233192,0.4130953550338745
