,what,part,of,the,umc,calls,for,its,bishops,to,uphold,opposition,to,capital,punishment,?
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.21262750029563904,0.25462979078292847,0.4739971458911896,0.559237003326416,0.30482447147369385,0.535392165184021,0.29104143381118774,0.26783087849617004,0.535392165184021,0.3049491047859192,0.2503047287464142,0.22068053483963013
united,0.20036718249320984,0.221727192401886,0.3187655806541443,0.34367692470550537,0.1928277611732483,0.18429400026798248,0.30487096309661865,0.25747814774513245,0.16433951258659363,0.2715383470058441,0.2560616135597229,0.185051828622818,0.2715383470058441,0.1753271371126175,0.19906409084796906,0.17266890406608582
methodist,0.17637217044830322,0.1633438766002655,0.28458893299102783,0.21922016143798828,0.2650960683822632,0.19999565184116364,0.1716444343328476,0.1760474145412445,0.37873566150665283,0.21503986418247223,0.15736395120620728,0.24404461681842804,0.21503986418247223,0.09459087997674942,0.10906179249286652,0.1436992734670639
church,0.1944202184677124,0.20504266023635864,0.3079429268836975,0.23846197128295898,0.20494024455547333,0.15974748134613037,0.15542230010032654,0.19295279681682587,0.5199357867240906,0.24439501762390137,0.2312592715024948,0.21788401901721954,0.24439501762390137,0.22717313468456268,0.11263202875852585,0.18081501126289368
also,0.42747777700424194,0.3594053089618683,0.4924938678741455,0.6021018624305725,0.2866799235343933,0.28525272011756897,0.5373267531394958,0.41668900847435,0.25335466861724854,0.5348826050758362,0.2548946142196655,0.25369539856910706,0.5348826050758362,0.22019171714782715,0.2367543876171112,0.21848613023757935
believes,0.35397860407829285,0.17946302890777588,0.2518882751464844,0.2598399519920349,0.23888243734836578,0.33331000804901123,0.22571489214897156,0.18483729660511017,0.2219940721988678,0.33072027564048767,0.36871692538261414,0.276227205991745,0.33072027564048767,0.07987634092569351,0.33031851053237915,0.21439975500106812
that,0.6297725439071655,0.37747326493263245,0.41498205065727234,0.5473989248275757,0.26325681805610657,0.27156001329421997,0.4137635827064514,0.416561484336853,0.18710669875144958,0.5436353087425232,0.36063846945762634,0.2671529948711395,0.5436353087425232,0.13548922538757324,0.35341644287109375,0.32716336846351624
jesus,0.307744562625885,0.16061364114284515,0.21039734780788422,0.23073002696037292,0.30839401483535767,0.08865614235401154,0.17945149540901184,0.1578071564435959,0.290229856967926,0.20926058292388916,0.22750559449195862,0.1317511349916458,0.20926058292388916,0.06815773993730545,0.2406933456659317,0.19975169003009796
explicitly,0.3763854503631592,0.1467837393283844,0.1696290224790573,0.24453070759773254,0.24143892526626587,0.15460899472236633,0.2587217688560486,0.22751475870609283,0.22717727720737457,0.391989141702652,0.37683069705963135,0.23353229463100433,0.391989141702652,0.11993372440338135,0.27635473012924194,0.2977891266345978
repudiated,0.2367813140153885,0.3012489676475525,0.31325238943099976,0.34500056505203247,0.2246582955121994,0.21093174815177917,0.19441474974155426,0.217244490981102,0.28335893154144287,0.260769784450531,0.30172911286354065,0.3426898419857025,0.260769784450531,0.145256906747818,0.3110639452934265,0.15507285296916962
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.21262750029563904,0.25462979078292847,0.4739971458911896,0.559237003326416,0.30482447147369385,0.535392165184021,0.29104143381118774,0.26783087849617004,0.535392165184021,0.3049491047859192,0.2503047287464142,0.22068053483963013
lex,0.11470181494951248,0.12625738978385925,0.11181413382291794,0.19222110509872437,0.10376225411891937,0.18259932100772858,0.19656910002231598,0.10292312502861023,0.12226936966180801,0.15495695173740387,0.12714211642742157,0.1319095492362976,0.15495695173740387,0.08882848918437958,0.17965199053287506,0.12254848331212997
talionis,0.1860053688287735,0.1790808141231537,0.24675731360912323,0.29099759459495544,0.2784687578678131,0.1843755692243576,0.18265552818775177,0.19639992713928223,0.21343886852264404,0.2560178339481354,0.2976616621017456,0.3390902578830719,0.2560178339481354,0.15402992069721222,0.2142883539199829,0.13133226335048676
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.15436193346977234,0.23785459995269775,0.4322226941585541,0.3793783485889435,0.24887874722480774,0.45010748505592346,0.21598096191883087,0.21703043580055237,0.45010748505592346,0.3233928978443146,0.19258901476860046,0.20430970191955566
matthew,0.22658760845661163,0.14005541801452637,0.16816847026348114,0.22876815497875214,0.11235349625349045,0.1753142923116684,0.18628497421741486,0.11756012588739395,0.17504525184631348,0.21404333412647247,0.142197385430336,0.14645825326442719,0.21404333412647247,0.06642021238803864,0.1521175503730774,0.08641620725393295
5:38-39,0.1374175250530243,0.10777848213911057,0.05789105221629143,0.13578994572162628,0.17038777470588684,0.10812761634588242,0.14065517485141754,0.11240866780281067,0.10713212937116623,0.0491567961871624,0.21580618619918823,0.2160816490650177,0.0491567961871624,0.18945811688899994,0.142105832695961,0.035909418016672134
and,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.21982228755950928,0.28851065039634705,0.5064792633056641,0.3841775357723236,0.23329396545886993,0.48971283435821533,0.29013994336128235,0.23348990082740784,0.48971283435821533,0.218168243765831,0.2325662225484848,0.20544172823429108
abolished,0.16060853004455566,0.27081188559532166,0.3066045939922333,0.3050917983055115,0.16285422444343567,0.1899070143699646,0.19406889379024506,0.238519087433815,0.3250466585159302,0.15845997631549835,0.33059412240982056,0.30683067440986633,0.15845997631549835,0.3611973226070404,0.3067176938056946,0.14427442848682404
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.21262750029563904,0.25462979078292847,0.4739971458911896,0.559237003326416,0.30482447147369385,0.535392165184021,0.29104143381118774,0.26783087849617004,0.535392165184021,0.3049491047859192,0.2503047287464142,0.22068053483963013
death,0.2267695665359497,0.1022755354642868,0.23778599500656128,0.21438048779964447,0.03921859711408615,0.11505796760320663,0.19869662821292877,0.12417992204427719,0.18450357019901276,0.19568277895450592,0.21319253742694855,0.21161089837551117,0.19568277895450592,0.1567194014787674,0.3335295021533966,0.21149799227714539
penalty,0.24059176445007324,0.11945222318172455,0.17319345474243164,0.21881432831287384,0.12373359501361847,0.1445521116256714,0.22955355048179626,0.1811084747314453,0.21463368833065033,0.21031762659549713,0.21599812805652618,0.24605701863765717,0.21031762659549713,0.22343061864376068,0.5552096962928772,0.1639929711818695
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.15436193346977234,0.23785459995269775,0.4322226941585541,0.3793783485889435,0.24887874722480774,0.45010748505592346,0.21598096191883087,0.21703043580055237,0.45010748505592346,0.3233928978443146,0.19258901476860046,0.20430970191955566
john,0.18237407505512238,0.10001262277364731,0.2407056987285614,0.2230520099401474,0.09613364934921265,0.18819351494312286,0.22649751603603363,0.10544935613870621,0.21866513788700104,0.2070634365081787,0.1492721438407898,0.1237315759062767,0.2070634365081787,0.11814949661493301,0.09398975968360901,0.13162356615066528
