,in,what,year,did,jerónimo,de,ayanz,y,beaumont,receive,a,steam,engine,patent,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.17035865783691406,0.23491892218589783,0.1931198239326477,0.1503237932920456,0.23672111332416534,0.2726488411426544,0.5829201340675354,0.23105813562870026,0.21651263535022736,0.1728275567293167,0.22068053483963013
spanish,0.15696977078914642,0.13950122892856598,0.08939675986766815,0.15913060307502747,0.49903714656829834,0.35663941502571106,0.3258330225944519,0.3504544794559479,0.21551485359668732,0.11570101976394653,0.1956731081008911,0.1162535771727562,0.06673978269100189,0.06679964810609818,0.14750491082668304
inventor,0.18350328505039215,0.1433403640985489,0.12867265939712524,0.14229783415794373,0.18870261311531067,0.15620015561580658,0.18015803396701813,0.09896115958690643,0.16065993905067444,0.1977885216474533,0.27090972661972046,0.3006623089313507,0.2885926067829132,0.5571460723876953,0.1474177986383438
jerónimo,0.18312808871269226,0.14595863223075867,0.21946538984775543,0.1984822005033493,0.9999999403953552,0.41464534401893616,0.43358415365219116,0.40729647874832153,0.18407048285007477,0.14194543659687042,0.15593361854553223,0.10261587053537369,0.1457139551639557,0.09266608953475952,0.19551105797290802
de,0.24818959832191467,0.10476839542388916,0.14729079604148865,0.09745011478662491,0.41464534401893616,1.0,0.2955676019191742,0.35246846079826355,0.3837452828884125,0.11578734219074249,0.19532008469104767,0.09886984527111053,0.0831836611032486,0.10535701364278793,0.11064168810844421
ayanz,0.11600732058286667,0.18191128969192505,0.12821754813194275,0.11174498498439789,0.43358415365219116,0.2955676019191742,0.9999998807907104,0.25154897570610046,0.1416088342666626,0.1264241486787796,0.23582632839679718,0.1589377522468567,0.15821509063243866,0.13209161162376404,0.17175792157649994
y,0.14807109534740448,0.1446227878332138,0.10160621255636215,0.17974042892456055,0.40729647874832153,0.35246846079826355,0.25154897570610046,0.9999998807907104,0.11657262593507767,0.12006530910730362,0.1800517588853836,0.07366275042295456,0.09566500037908554,0.0663832500576973,0.2510884404182434
beaumont,0.27074894309043884,0.17193405330181122,0.13042989373207092,0.1378289759159088,0.18407048285007477,0.3837452828884125,0.1416088342666626,0.11657262593507767,1.0000001192092896,0.11398708075284958,0.2180626392364502,0.16287195682525635,0.11329220980405807,0.12083403766155243,0.1629330962896347
obtained,0.25752922892570496,0.15716862678527832,0.0751044973731041,0.16534456610679626,0.1320905238389969,0.13659611344337463,0.13567693531513214,0.1910654455423355,0.113650843501091,0.31202685832977295,0.27235308289527893,0.1121600791811943,0.1059795618057251,0.23191341757774353,0.10347618907690048
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.17035865783691406,0.23491892218589783,0.1931198239326477,0.1503237932920456,0.23672111332416534,0.2726488411426544,0.5829201340675354,0.23105813562870026,0.21651263535022736,0.1728275567293167,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.1823510080575943,0.21795547008514404,0.2143024206161499,0.15971478819847107,0.17524634301662445,0.2434484362602234,0.4287874400615692,0.2210129350423813,0.16088122129440308,0.24726909399032593,0.18701928853988647
patent,0.18244080245494843,0.17095203697681427,0.12342982739210129,0.17086273431777954,0.09266608953475952,0.10535701364278793,0.13209161162376404,0.0663832500576973,0.12083403766155243,0.23818929493427277,0.23810072243213654,0.2789400815963745,0.3063247501850128,0.9999999403953552,0.13298413157463074
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.15696491301059723,0.15479344129562378,0.21623237431049347,0.13851650059223175,0.15163879096508026,0.31519460678100586,0.44038116931915283,0.19393667578697205,0.17779722809791565,0.23913012444972992,0.264628142118454
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.15593361854553223,0.19532008469104767,0.23582632839679718,0.1800517588853836,0.2180626392364502,0.25780048966407776,1.0,0.2141898274421692,0.24768835306167603,0.23810072243213654,0.23916715383529663
steam,0.19852672517299652,0.15672586858272552,0.12807929515838623,0.19902050495147705,0.10261587053537369,0.09886984527111053,0.1589377522468567,0.07366275042295456,0.16287195682525635,0.10166402161121368,0.2141898274421692,1.0000001192092896,0.4921848475933075,0.2789400815963745,0.113324373960495
engine,0.18885408341884613,0.18463268876075745,0.18775227665901184,0.1357124000787735,0.1457139551639557,0.0831836611032486,0.15821509063243866,0.09566500037908554,0.11329220980405807,0.10750573873519897,0.24768835306167603,0.4921848475933075,1.0,0.3063247501850128,0.17739196121692657
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.18312808871269226,0.24818959832191467,0.11600732058286667,0.14807109534740448,0.27074894309043884,0.19334688782691956,0.539380669593811,0.19852672517299652,0.18885408341884613,0.18244080245494843,0.20430970191955566
1606,0.09013926982879639,0.1221555843949318,0.12035225331783295,0.024219855666160583,0.07924933731555939,-0.002416609087958932,0.0475926510989666,0.04202799126505852,0.08694127202033997,0.11196041852235794,0.12868571281433105,-0.014767241664230824,0.02209915965795517,0.034411922097206116,0.11643918603658676
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.17920412123203278,0.2525182366371155,0.170870840549469,0.24694207310676575,0.26605653762817383,0.24563279747962952,0.50484299659729,0.22855372726917267,0.21814921498298645,0.19082264602184296,0.4130953550338745
