,what,impact,does,workers,working,harder,have,on,productivity,of,a,business,?
over,0.28007611632347107,0.22053730487823486,0.24276040494441986,0.22299927473068237,0.1958465874195099,0.2894585132598877,0.41283175349235535,0.39810362458229065,0.17068864405155182,0.36136594414711,0.32199642062187195,0.24006357789039612,0.25742942094802856
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.23066683113574982,0.25857484340667725,0.232576385140419,0.40389683842658997,0.5107308030128479,0.22987580299377441,0.733189046382904,0.5829201340675354,0.2389037162065506,0.22068053483963013
long-term,0.2285422384738922,0.1444912701845169,0.22178253531455994,0.2422216683626175,0.1262272298336029,0.22703863680362701,0.3116537034511566,0.2152891606092453,0.2989589273929596,0.341103732585907,0.3568371832370758,0.2418493628501892,0.2383396476507187
",",0.3087472915649414,0.2012101411819458,0.28617382049560547,0.17716385424137115,0.29007792472839355,0.25041988492012024,0.3541618287563324,0.49057599902153015,0.2500196099281311,0.4946078956127167,0.427140474319458,0.2952407896518707,0.31091248989105225
this,0.5489566326141357,0.2757592499256134,0.4166489243507385,0.21470068395137787,0.3341676890850067,0.32715973258018494,0.4660032093524933,0.4193967580795288,0.34139111638069153,0.45148900151252747,0.5422310829162598,0.23494896292686462,0.3155723512172699
trend,0.22732172906398773,0.2654649019241333,0.10906480997800827,0.10208678245544434,0.24898500740528107,0.17244340479373932,0.2734878659248352,0.22652873396873474,0.31757020950317383,0.17461234331130981,0.2678647041320801,0.2388322651386261,0.10325077921152115
increases,0.23849372565746307,0.2974887192249298,0.3296316862106323,0.20154961943626404,0.1505710929632187,0.36356469988822937,0.36174991726875305,0.22925710678100586,0.4236143231391907,0.3793904483318329,0.3119737505912781,0.14826734364032745,0.10270863026380539
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.23066683113574982,0.25857484340667725,0.232576385140419,0.40389683842658997,0.5107308030128479,0.22987580299377441,0.733189046382904,0.5829201340675354,0.2389037162065506,0.22068053483963013
organic,0.2020787000656128,0.2329256236553192,0.21717192232608795,0.24392655491828918,0.18258914351463318,0.23056629300117493,0.24969543516635895,0.194755420088768,0.36381518840789795,0.25553563237190247,0.20014724135398865,0.19345808029174805,0.18969349563121796
composition,0.2385338991880417,0.24763897061347961,0.16113372147083282,0.09519734978675842,0.2225121706724167,0.21186073124408722,0.2076018899679184,0.16822312772274017,0.3072481155395508,0.3104008734226227,0.25990504026412964,0.19496537744998932,0.12543568015098572
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.20827822387218475,0.19986772537231445,0.1802113950252533,0.3802283704280853,0.3966929316520691,0.2269303798675537,1.0,0.5052502155303955,0.23985227942466736,0.1826142966747284
capital,0.17967931926250458,0.07172868400812149,0.08225840330123901,0.169990673661232,0.07325049489736557,0.11266233026981354,0.07304227352142334,0.15679915249347687,0.20106995105743408,0.30823585391044617,0.16007359325885773,0.135894313454628,0.0907452180981636
",",0.3087472915649414,0.2012101411819458,0.28617382049560547,0.17716385424137115,0.29007792472839355,0.25041988492012024,0.3541618287563324,0.49057599902153015,0.2500196099281311,0.4946078956127167,0.427140474319458,0.2952407896518707,0.31091248989105225
meaning,0.24135559797286987,0.10831647366285324,0.2968333065509796,0.13521140813827515,0.10188257694244385,0.16998809576034546,0.29970523715019226,0.13912571966648102,0.18344739079475403,0.2447882443666458,0.3343478739261627,0.13200677931308746,0.20420892536640167
that,0.6297725439071655,0.3073127269744873,0.4764937460422516,0.22227567434310913,0.34541255235671997,0.32313862442970276,0.6182622313499451,0.42569106817245483,0.3320750594139099,0.41498205065727234,0.47537946701049805,0.25197073817253113,0.32716336846351624
less,0.31119704246520996,0.24018561840057373,0.33181050419807434,0.2483261674642563,0.21550270915031433,0.44795387983322144,0.4584900736808777,0.24623660743236542,0.350541889667511,0.30836719274520874,0.3475147485733032,0.1722760945558548,0.22418740391731262
workers,0.21390831470489502,0.16995735466480255,0.19339993596076965,1.0000001192092896,0.3975767493247986,0.22464314103126526,0.224677175283432,0.14091183245182037,0.2605060636997223,0.20827822387218475,0.25033822655677795,0.2444295585155487,0.1706571877002716
are,0.29724663496017456,0.20341451466083527,0.3126322329044342,0.21967428922653198,0.23492206633090973,0.2877737581729889,0.6577680706977844,0.268924742937088,0.26450344920158386,0.39081433415412903,0.265255331993103,0.16427041590213776,0.24591213464736938
required,0.2506856620311737,0.21084649860858917,0.36165857315063477,0.28760188817977905,0.2608795166015625,0.3190969228744507,0.3672355115413666,0.193476602435112,0.2754102647304535,0.26183071732521057,0.2891559302806854,0.22718560695648193,0.24962718784809113
in,0.30808621644973755,0.18933768570423126,0.214483380317688,0.2254374474287033,0.3062970042228699,0.13953028619289398,0.36843645572662354,0.46853652596473694,0.18360760807991028,0.5696388483047485,0.539380669593811,0.2298729121685028,0.20430970191955566
proportion,0.21334725618362427,0.28331631422042847,0.2511845529079437,0.20407243072986603,0.1909516602754593,0.17985154688358307,0.36424127221107483,0.1838841289281845,0.38709527254104614,0.326309472322464,0.2806292176246643,0.12379127740859985,0.16980072855949402
to,0.455847829580307,0.2031068354845047,0.4391997456550598,0.2307046800851822,0.28215980529785156,0.3694044053554535,0.4544740617275238,0.41031414270401,0.24733573198318481,0.41548454761505127,0.45503583550453186,0.28079214692115784,0.29463258385658264
capital,0.17967931926250458,0.07172868400812149,0.08225840330123901,0.169990673661232,0.07325049489736557,0.11266233026981354,0.07304227352142334,0.15679915249347687,0.20106995105743408,0.30823585391044617,0.16007359325885773,0.135894313454628,0.0907452180981636
inputs,0.2919771075248718,0.21561868488788605,0.2997375726699829,0.15933924913406372,0.18472689390182495,0.22907373309135437,0.23601646721363068,0.2115166187286377,0.39487388730049133,0.1601388305425644,0.22192415595054626,0.2599758207798004,0.22019177675247192
",",0.3087472915649414,0.2012101411819458,0.28617382049560547,0.17716385424137115,0.29007792472839355,0.25041988492012024,0.3541618287563324,0.49057599902153015,0.2500196099281311,0.4946078956127167,0.427140474319458,0.2952407896518707,0.31091248989105225
increasing,0.2066856026649475,0.30548566579818726,0.2398691326379776,0.2488943338394165,0.24890676140785217,0.3782879710197449,0.3759337067604065,0.23180285096168518,0.4240463972091675,0.3524707853794098,0.2511899173259735,0.21683470904827118,0.0681626945734024
unemployment,0.1712515503168106,0.2907015085220337,0.1738397479057312,0.40049493312835693,0.30947911739349365,0.1853971779346466,0.22382189333438873,0.18352682888507843,0.4029751121997833,0.2186087667942047,0.25060829520225525,0.34753310680389404,0.20707537233829498
(,0.2411840260028839,0.17425116896629333,0.2728188931941986,0.11125283688306808,0.18173585832118988,0.09559103101491928,0.23072676360607147,0.28656116127967834,0.16263160109519958,0.35032153129577637,0.3206180930137634,0.18105436861515045,0.40561532974243164
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.23066683113574982,0.25857484340667725,0.232576385140419,0.40389683842658997,0.5107308030128479,0.22987580299377441,0.733189046382904,0.5829201340675354,0.2389037162065506,0.22068053483963013
``,0.008517155423760414,-0.023065663874149323,0.06539655476808548,-0.04948477819561958,-0.031726498156785965,0.05539479851722717,0.1022237241268158,-0.03274054825305939,0.05414960905909538,0.06780257821083069,0.07272057235240936,-0.05304241552948952,0.0685480609536171
reserve,0.12638241052627563,0.21417617797851562,0.12023717164993286,0.1725548952817917,0.12213487923145294,0.10773654282093048,0.21528950333595276,0.14677664637565613,0.18059159815311432,0.19756636023521423,0.20719435811042786,0.20379668474197388,0.0967758372426033
army,0.1698741316795349,0.1127086654305458,0.1139552891254425,0.2198321521282196,0.11383233219385147,0.12915334105491638,0.1649724245071411,0.17614345252513885,0.08951177448034286,0.2669098675251007,0.20244213938713074,0.18846456706523895,0.180583193898201
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.20827822387218475,0.19986772537231445,0.1802113950252533,0.3802283704280853,0.3966929316520691,0.2269303798675537,1.0,0.5052502155303955,0.23985227942466736,0.1826142966747284
labour,0.11658018827438354,0.16987518966197968,0.15151739120483398,0.4122568666934967,0.21084661781787872,0.1976011097431183,0.17579306662082672,0.1710471659898758,0.22816526889801025,0.18614540994167328,0.19876667857170105,0.20269018411636353,0.15689024329185486
'',0.08143015950918198,-0.057152159512043,-0.004023602232336998,-0.03997763991355896,-0.02339978888630867,-0.09328557550907135,0.0312618687748909,0.04238596186041832,-0.07381707429885864,0.13035868108272552,0.04890415817499161,0.06789033114910126,0.018684765323996544
),0.26259949803352356,0.1697939932346344,0.2575884759426117,0.1238962784409523,0.19382897019386292,0.11901316046714783,0.22866283357143402,0.29937487840652466,0.1793261021375656,0.3680361211299896,0.3640355169773102,0.19904294610023499,0.42300865054130554
