,how,many,different,tv,networks,are,considered,to,be,the,principal,partners,",",when,it,comes,to,broadcasting,nfl,events,?
in,0.2601168751716614,0.41474202275276184,0.29409363865852356,0.17989183962345123,0.17525765299797058,0.3841303884983063,0.28591203689575195,0.45010748505592346,0.3481820821762085,0.6662389636039734,0.2094544768333435,0.20128825306892395,0.5201468467712402,0.4431333839893341,0.5130809545516968,0.18555757403373718,0.45010748505592346,0.27609771490097046,0.12599408626556396,0.2690284550189972,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.36412742733955383,0.20034731924533844,0.24705806374549866,0.40399202704429626,0.4028765559196472,0.535392165184021,0.4248143136501312,1.0,0.23882900178432465,0.13242726027965546,0.4933079481124878,0.5091903209686279,0.6251175999641418,0.32399529218673706,0.535392165184021,0.29916465282440186,0.15305201709270477,0.3102840185165405,0.22068053483963013
united,0.19034643471240997,0.2670816481113434,0.2241927534341812,0.14720642566680908,0.17808064818382263,0.16919764876365662,0.1966063380241394,0.2715383470058441,0.20382754504680634,0.34367692470550537,0.16477885842323303,0.14357465505599976,0.3053959608078003,0.2490900456905365,0.28033962845802307,0.12993253767490387,0.2715383470058441,0.27987051010131836,0.20913691818714142,0.1944989413022995,0.17266890406608582
states,0.20841296017169952,0.29976361989974976,0.2435360699892044,0.15015509724617004,0.20595283806324005,0.1846873015165329,0.22931645810604095,0.2828785181045532,0.24637973308563232,0.3463578522205353,0.15757550299167633,0.1421555131673813,0.3315127193927765,0.24639196693897247,0.3072223365306854,0.1485110968351364,0.2828785181045532,0.2642228603363037,0.19746074080467224,0.18222488462924957,0.16272737085819244
",",0.22659391164779663,0.40610817074775696,0.32220861315727234,0.2778550088405609,0.20105446875095367,0.4062570035457611,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.2394111454486847,0.2323409467935562,1.0000001192092896,0.36674630641937256,0.48329564929008484,0.289667546749115,0.44245919585227966,0.2411014288663864,0.18939071893692017,0.16838376224040985,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.36412742733955383,0.20034731924533844,0.24705806374549866,0.40399202704429626,0.4028765559196472,0.535392165184021,0.4248143136501312,1.0,0.23882900178432465,0.13242726027965546,0.4933079481124878,0.5091903209686279,0.6251175999641418,0.32399529218673706,0.535392165184021,0.29916465282440186,0.15305201709270477,0.3102840185165405,0.22068053483963013
game,0.215279221534729,0.21957436203956604,0.2241707593202591,0.32472875714302063,0.2536124587059021,0.2047397643327713,0.18346378207206726,0.2540906071662903,0.24152140319347382,0.285271555185318,0.0862690657377243,0.1653314083814621,0.2653886377811432,0.22596776485443115,0.23708535730838776,0.09624378383159637,0.2540906071662903,0.2531163692474365,0.3143478333950043,0.18014346063137054,0.1829071193933487
was,0.16678167879581451,0.260356068611145,0.16638538241386414,0.1889979988336563,0.169170543551445,0.3076191842556,0.384328156709671,0.3636345863342285,0.42228707671165466,0.48711544275283813,0.1818326860666275,0.1373923420906067,0.45456063747406006,0.37326499819755554,0.4577186405658722,0.2611335217952728,0.3636345863342285,0.25895166397094727,0.20145657658576965,0.19392384588718414,0.18412111699581146
televised,0.20968028903007507,0.2613069713115692,0.1997312754392624,0.5090182423591614,0.39105942845344543,0.1829366683959961,0.16454802453517914,0.23923970758914948,0.21121026575565338,0.32855433225631714,0.19952403008937836,0.18608149886131287,0.23756082355976105,0.2600478231906891,0.19512531161308289,0.07780031859874725,0.23923970758914948,0.5477466583251953,0.22658388316631317,0.27778160572052,0.12888526916503906
by,0.34370526671409607,0.3409687578678131,0.2739490568637848,0.11470241099596024,0.24484656751155853,0.37842893600463867,0.23957760632038116,0.33534231781959534,0.43158695101737976,0.4408751428127289,0.17730090022087097,0.2076435685157776,0.3680937886238098,0.4376842677593231,0.40926623344421387,0.14446964859962463,0.33534231781959534,0.21592620015144348,0.12338410317897797,0.2042161077260971,0.17966607213020325
cbs,0.2092750519514084,0.1890554130077362,0.18403752148151398,0.5679857730865479,0.4230174720287323,0.1351245790719986,0.15435338020324707,0.16981691122055054,0.1712784618139267,0.2283918708562851,0.20412279665470123,0.16971208155155182,0.18569420278072357,0.19047732651233673,0.1871480643749237,0.10819599777460098,0.16981691122055054,0.5507926344871521,0.4192144572734833,0.20612195134162903,0.14594407379627228
",",0.22659391164779663,0.40610817074775696,0.32220861315727234,0.2778550088405609,0.20105446875095367,0.4062570035457611,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.2394111454486847,0.2323409467935562,1.0000001192092896,0.36674630641937256,0.48329564929008484,0.289667546749115,0.44245919585227966,0.2411014288663864,0.18939071893692017,0.16838376224040985,0.31091248989105225
