,what,ctenophore,was,accidentally,introduced,into,the,black,sea,?
one,0.376489520072937,0.21649321913719177,0.3752199709415436,0.2395966798067093,0.21464288234710693,0.31758198142051697,0.5514441132545471,0.1628401279449463,0.20915639400482178,0.2673267424106598
ctenophore,0.2381439507007599,1.0,0.08484132587909698,0.17910942435264587,0.20592758059501648,0.1800595074892044,0.2813475728034973,0.24124380946159363,0.3315829038619995,0.2190871685743332
",",0.3087472915649414,0.18335451185703278,0.45456063747406006,0.2545335292816162,0.22034090757369995,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.31091248989105225
mnemiopsis,0.3030424118041992,0.5738357901573181,0.14610148966312408,0.168192058801651,0.14781096577644348,0.12074291706085205,0.23440246284008026,0.20939147472381592,0.24282921850681305,0.3170430064201355
",",0.3087472915649414,0.18335451185703278,0.45456063747406006,0.2545335292816162,0.22034090757369995,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.31091248989105225
has,0.20338068902492523,0.1627219319343567,0.40313825011253357,0.21159544587135315,0.18661446869373322,0.29681676626205444,0.4177538752555847,0.21553783118724823,0.15683573484420776,0.15994466841220856
accidentally,0.24162557721138,0.17910942435264587,0.2852036654949188,0.9999999403953552,0.2518576383590698,0.3200051486492157,0.2573339343070984,0.1625044345855713,0.12145590782165527,0.2163393795490265
been,0.2567804455757141,0.18147744238376617,0.518218457698822,0.3087320029735565,0.3029422163963318,0.23746316134929657,0.3563927710056305,0.1587599813938141,0.1618814766407013,0.24354910850524902
introduced,0.09417270123958588,0.20592758059501648,0.32667654752731323,0.2518576383590698,1.0,0.26064932346343994,0.242969810962677,0.087015800178051,0.15340259671211243,0.16386865079402924
into,0.2180619090795517,0.1800595074892044,0.2322220653295517,0.3200051486492157,0.26064932346343994,1.0,0.39493247866630554,0.0980280339717865,0.2345193475484848,0.15662476420402527
the,0.42745697498321533,0.2813475728034973,0.48711544275283813,0.2573339343070984,0.242969810962677,0.39493247866630554,1.0,0.28466513752937317,0.30363768339157104,0.22068053483963013
black,0.12054000794887543,0.24124380946159363,0.1419273465871811,0.1625044345855713,0.087015800178051,0.0980280339717865,0.28466513752937317,1.0,0.1989918053150177,0.15159966051578522
sea,0.19525039196014404,0.3315829038619995,0.18031850457191467,0.12145590782165527,0.15340259671211243,0.2345193475484848,0.30363768339157104,0.1989918053150177,1.0,0.15551945567131042
",",0.3087472915649414,0.18335451185703278,0.45456063747406006,0.2545335292816162,0.22034090757369995,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.31091248989105225
where,0.4457937180995941,0.1630910038948059,0.20731619000434875,0.2959579527378082,0.16159963607788086,0.335035502910614,0.5003893971443176,0.1594732403755188,0.18630823493003845,0.24793872237205505
it,0.45803478360176086,0.20204877853393555,0.4577186405658722,0.2874394357204437,0.20284441113471985,0.33015328645706177,0.6251175999641418,0.2078537493944168,0.2367796152830124,0.25732165575027466
is,0.28837618231773376,0.23042532801628113,0.5810302495956421,0.22281010448932648,0.18314895033836365,0.2619607150554657,0.5823672413825989,0.20887219905853271,0.22288988530635834,0.22961433231830597
blamed,0.21846549212932587,0.11911779642105103,0.3108411133289337,0.31895729899406433,0.16338440775871277,0.1773349940776825,0.2461363822221756,0.11724064499139786,0.1522158533334732,0.14765259623527527
for,0.3017193675041199,0.1643882542848587,0.3863949179649353,0.20696485042572021,0.2018822282552719,0.231735959649086,0.4739971458911896,0.2090286761522293,0.17241841554641724,0.264628142118454
causing,0.24770919978618622,0.16817405819892883,0.1618882715702057,0.35924530029296875,0.1672491580247879,0.3227423429489136,0.2816545367240906,0.1155744343996048,0.1976320743560791,0.1852436512708664
fish,0.18598103523254395,0.43588101863861084,0.10527832061052322,0.19101758301258087,0.20949895679950714,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.1945318728685379
stocks,0.18014369904994965,0.3088317811489105,0.16049103438854218,0.2657362222671509,0.19264912605285645,0.19025278091430664,0.19247931241989136,0.19531480967998505,0.19054527580738068,0.17080073058605194
to,0.455847829580307,0.19780312478542328,0.3636345863342285,0.31573331356048584,0.22615164518356323,0.38810545206069946,0.535392165184021,0.23292754590511322,0.2749888300895691,0.29463258385658264
collapse,0.24220240116119385,0.2303977608680725,0.18394240736961365,0.2318544238805771,0.09015017747879028,0.22879375517368317,0.31475353240966797,0.1704835742712021,0.17096355557441711,0.11913932114839554
by,0.2455483376979828,0.14537595212459564,0.4752357602119446,0.33006060123443604,0.2554222345352173,0.30473223328590393,0.4408751428127289,0.1966358721256256,0.19145366549491882,0.17966607213020325
eating,0.2731613218784332,0.3505547046661377,0.11704089492559433,0.20144551992416382,0.20064763724803925,0.13534878194332123,0.2264447957277298,0.14428521692752838,0.23818005621433258,0.24161317944526672
both,0.3361809551715851,0.20463450253009796,0.2990766167640686,0.27580752968788147,0.22054380178451538,0.2806639075279236,0.4931981563568115,0.20485025644302368,0.21250498294830322,0.19455738365650177
fish,0.18598103523254395,0.43588101863861084,0.10527832061052322,0.19101758301258087,0.20949895679950714,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.1945318728685379
larvae,0.186910018324852,0.5904150605201721,0.11080852150917053,0.1869596689939499,0.13062603771686554,0.20824170112609863,0.22907966375350952,0.19294065237045288,0.32635697722435,0.18174287676811218
and,0.31309178471565247,0.19002923369407654,0.3740963041782379,0.2419019192457199,0.27894338965415955,0.36597734689712524,0.5171257257461548,0.24407927691936493,0.30105236172676086,0.20544172823429108
organisms,0.22214920818805695,0.5801313519477844,0.13126005232334137,0.14660990238189697,0.18799328804016113,0.19404879212379456,0.22463196516036987,0.12354951351881027,0.3303220272064209,0.22621455788612366
that,0.6297725439071655,0.28476929664611816,0.33670201897621155,0.3419102728366852,0.2056519091129303,0.3239944875240326,0.5473989248275757,0.22347763180732727,0.2267688512802124,0.32716336846351624
would,0.45766422152519226,0.18591202795505524,0.41663143038749695,0.31342509388923645,0.2076328545808792,0.2832599878311157,0.4133751392364502,0.1652536243200302,0.17596907913684845,0.37178951501846313
otherwise,0.39239436388015747,0.301215261220932,0.1923503428697586,0.28052473068237305,0.092874675989151,0.20215897262096405,0.2968122065067291,0.16614605486392975,0.15130341053009033,0.29367905855178833
have,0.39808809757232666,0.33760952949523926,0.2863433063030243,0.2593857944011688,0.2228332906961441,0.3038242757320404,0.40389683842658997,0.22332455217838287,0.19277073442935944,0.32991164922714233
fed,0.18619252741336823,0.25045058131217957,0.1126611977815628,0.18587589263916016,0.18376603722572327,0.2671738862991333,0.2067604511976242,0.09791003912687302,0.19041097164154053,0.17320656776428223
the,0.42745697498321533,0.2813475728034973,0.48711544275283813,0.2573339343070984,0.242969810962677,0.39493247866630554,1.0,0.28466513752937317,0.30363768339157104,0.22068053483963013
fish,0.18598103523254395,0.43588101863861084,0.10527832061052322,0.19101758301258087,0.20949895679950714,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.1945318728685379
.,0.3567904531955719,0.2398306131362915,0.40146201848983765,0.27998849749565125,0.2799728810787201,0.26250120997428894,0.5934505462646484,0.24577875435352325,0.2680719196796417,0.4130953550338745
