,what,soap,operas,did,abc,cancel,in,2011,?
on,0.34226128458976746,0.18588966131210327,0.177606463432312,0.2670976221561432,0.2862928807735443,0.27477315068244934,0.46853652596473694,0.08962488919496536,0.2714994251728058
april,0.21502700448036194,0.12837496399879456,0.12200266867876053,0.2925565242767334,0.1727592945098877,0.13926424086093903,0.2882915735244751,-0.019769201055169106,0.25704094767570496
14,0.050140514969825745,0.08855921030044556,0.02329106628894806,-0.0011860481463372707,0.04168788716197014,0.05941048637032509,0.07915190607309341,-0.049839358776807785,0.11697390675544739
",",0.3087472915649414,0.18956468999385834,0.27272358536720276,0.3015086054801941,0.2097204476594925,0.19993051886558533,0.5201468467712402,0.08851227909326553,0.31091248989105225
2011,0.04286744073033333,0.05897939205169678,-0.01294637005776167,-0.03760814294219017,-0.02057783305644989,0.04465784132480621,0.08290185779333115,1.0,0.005212190095335245
",",0.3087472915649414,0.18956468999385834,0.27272358536720276,0.3015086054801941,0.2097204476594925,0.19993051886558533,0.5201468467712402,0.08851227909326553,0.31091248989105225
abc,0.1317344456911087,0.30289196968078613,0.23779888451099396,0.13353709876537323,1.0000001192092896,0.20842468738555908,0.1697147786617279,-0.02057783305644989,0.19065172970294952
canceled,0.20596422255039215,0.11822942644357681,0.16725806891918182,0.3174590766429901,0.29547441005706787,0.7483804225921631,0.22414077818393707,-0.013967246748507023,0.15313391387462616
the,0.42745697498321533,0.19385820627212524,0.24942722916603088,0.34736719727516174,0.2068762183189392,0.2552810311317444,0.6662389636039734,0.07811610400676727,0.22068053483963013
long-running,0.2873658537864685,0.2504986524581909,0.28045177459716797,0.2840735912322998,0.30377086997032166,0.20158685743808746,0.347667932510376,0.012904243543744087,0.23421622812747955
soap,0.17847999930381775,0.9999999403953552,0.47884896397590637,0.12407860159873962,0.30289196968078613,0.1083216443657875,0.27619147300720215,0.05897939205169678,0.1800997406244278
operas,0.22246046364307404,0.47884896397590637,1.0,0.2164948731660843,0.23779888451099396,0.1502910852432251,0.2928618788719177,-0.01294637005776167,0.16741734743118286
all,0.41981086134910583,0.11729696393013,0.21713636815547943,0.33943864703178406,0.18112415075302124,0.3429429829120636,0.3335905969142914,0.08477666974067688,0.29575422406196594
my,0.3588488698005676,0.20749950408935547,0.23867690563201904,0.2537900507450104,0.24335843324661255,0.2077566385269165,0.17660009860992432,-0.010680238716304302,0.4195883572101593
children,0.22469459474086761,0.24881477653980255,0.2434123158454895,0.2211388200521469,0.1666025072336197,0.06317062675952911,0.2065156251192093,0.009592555463314056,0.21788206696510315
and,0.31309178471565247,0.1829628199338913,0.2702268958091736,0.34479495882987976,0.16453155875205994,0.2417221963405609,0.4954058527946472,0.0998905599117279,0.20544172823429108
one,0.376489520072937,0.154017373919487,0.26433733105659485,0.27659472823143005,0.1300981342792511,0.19536830484867096,0.4129433035850525,0.10516269505023956,0.2673267424106598
life,0.24693015217781067,0.17105063796043396,0.23168647289276123,0.22298283874988556,0.20232120156288147,0.158411905169487,0.27054134011268616,0.03455230966210365,0.21677987277507782
to,0.455847829580307,0.16551382839679718,0.20823907852172852,0.4452643394470215,0.1762417107820511,0.347001850605011,0.45010748505592346,0.03410811722278595,0.29463258385658264
live,0.20532001554965973,0.1426546275615692,0.20127743482589722,0.2321666032075882,0.20379731059074402,0.07519329339265823,0.3068392276763916,-0.005618393886834383,0.19481121003627777
after,0.21973377466201782,0.153289332985878,0.1833198219537735,0.30330467224121094,0.20314010977745056,0.22340312600135803,0.44050168991088867,-0.07170265913009644,0.16608688235282898
41,-0.08256904035806656,-0.04424430429935455,-0.04251917079091072,-0.09649815410375595,0.04106677696108818,0.008262790739536285,0.17217706143856049,0.10195427387952805,-0.08073537796735764
and,0.31309178471565247,0.1829628199338913,0.2702268958091736,0.34479495882987976,0.16453155875205994,0.2417221963405609,0.4954058527946472,0.0998905599117279,0.20544172823429108
43,0.038966357707977295,0.11455900222063065,-0.02130999229848385,-0.021801143884658813,0.054237235337495804,0.10277996212244034,-0.01301285158842802,-0.05696723237633705,0.06043510511517525
years,0.1981470286846161,0.11786267161369324,0.24134975671768188,0.2695724070072174,0.2423967868089676,0.11322350054979324,0.33554986119270325,-0.07223974168300629,0.1914375126361847
on,0.34226128458976746,0.18588966131210327,0.177606463432312,0.2670976221561432,0.2862928807735443,0.27477315068244934,0.46853652596473694,0.08962488919496536,0.2714994251728058
the,0.42745697498321533,0.19385820627212524,0.24942722916603088,0.34736719727516174,0.2068762183189392,0.2552810311317444,0.6662389636039734,0.07811610400676727,0.22068053483963013
air,0.10361403971910477,0.2522575557231903,0.17863725125789642,0.12297173589468002,0.17400608956813812,0.2103516161441803,0.22172939777374268,0.10120457410812378,0.1491677612066269
",",0.3087472915649414,0.18956468999385834,0.27272358536720276,0.3015086054801941,0.2097204476594925,0.19993051886558533,0.5201468467712402,0.08851227909326553,0.31091248989105225
respectively,0.13204659521579742,0.05193539708852768,0.07857655733823776,0.1659265011548996,0.11194461584091187,0.18584541976451874,0.25961264967918396,0.11893707513809204,0.1307799071073532
(,0.2411840260028839,0.15112730860710144,0.2010018229484558,0.18979617953300476,0.183883935213089,0.16327792406082153,0.3087427020072937,-0.03467067703604698,0.40561532974243164
following,0.2506418824195862,0.1113658994436264,0.15835127234458923,0.28040066361427307,0.1467348337173462,0.2253107726573944,0.355264812707901,0.05677084997296333,0.1555173695087433
backlash,0.21780739724636078,0.11633995920419693,0.11432638019323349,0.19885307550430298,0.22519005835056305,0.2954017221927643,0.1751181036233902,-0.005376032087951899,0.1843646764755249
from,0.2737620174884796,0.10265012085437775,0.09461399912834167,0.20248863101005554,0.12159302085638046,0.13182199001312256,0.4274188280105591,0.035411104559898376,0.19969791173934937
fans,0.17731891572475433,0.14488323032855988,0.24148830771446228,0.2945730984210968,0.104229636490345,0.204243004322052,0.17539580166339874,0.04781843721866608,0.09329766035079956
",",0.3087472915649414,0.18956468999385834,0.27272358536720276,0.3015086054801941,0.2097204476594925,0.19993051886558533,0.5201468467712402,0.08851227909326553,0.31091248989105225
abc,0.1317344456911087,0.30289196968078613,0.23779888451099396,0.13353709876537323,1.0000001192092896,0.20842468738555908,0.1697147786617279,-0.02057783305644989,0.19065172970294952
sold,0.16570822894573212,0.17831572890281677,0.17708991467952728,0.22639408707618713,0.15177004039287567,0.13982273638248444,0.2828634977340698,0.039566345512866974,0.14943712949752808
the,0.42745697498321533,0.19385820627212524,0.24942722916603088,0.34736719727516174,0.2068762183189392,0.2552810311317444,0.6662389636039734,0.07811610400676727,0.22068053483963013
rights,0.2386135458946228,0.10566998273134232,0.12391810864210129,0.2525300085544586,0.16774038970470428,0.21334941685199738,0.17772755026817322,0.010333117097616196,0.21814769506454468
to,0.455847829580307,0.16551382839679718,0.20823907852172852,0.4452643394470215,0.1762417107820511,0.347001850605011,0.45010748505592346,0.03410811722278595,0.29463258385658264
both,0.3361809551715851,0.12726718187332153,0.1897110491991043,0.34255191683769226,0.1231609657406807,0.23225398361682892,0.3960166871547699,0.08423738181591034,0.19455738365650177
shows,0.30282244086265564,0.23132741451263428,0.2457040250301361,0.22659285366535187,0.3304527997970581,0.2735755145549774,0.3289647698402405,0.04799028858542442,0.2040930688381195
to,0.455847829580307,0.16551382839679718,0.20823907852172852,0.4452643394470215,0.1762417107820511,0.347001850605011,0.45010748505592346,0.03410811722278595,0.29463258385658264
prospect,0.2233356237411499,0.10405283421278,0.14003102481365204,0.19046460092067719,0.13984154164791107,0.15549738705158234,0.2274644523859024,-0.13835717737674713,0.20128807425498962
park,0.13500720262527466,0.06196010112762451,0.06251100450754166,0.12431816756725311,0.16592466831207275,0.007863789796829224,0.22758090496063232,-0.057338897138834,0.13508929312229156
",",0.3087472915649414,0.18956468999385834,0.27272358536720276,0.3015086054801941,0.2097204476594925,0.19993051886558533,0.5201468467712402,0.08851227909326553,0.31091248989105225
which,0.5261979103088379,0.20322954654693604,0.2475467026233673,0.2750149369239807,0.1991286277770996,0.3092550039291382,0.4840516746044159,0.13200733065605164,0.25814583897590637
eventually,0.28470873832702637,0.14834697544574738,0.16684798896312714,0.36719876527786255,0.1462729126214981,0.20020541548728943,0.3575967252254486,-0.005466917064040899,0.13642115890979767
revived,0.1789238303899765,0.26544302701950073,0.33629170060157776,0.26464715600013733,0.211515873670578,0.18066471815109253,0.2954840660095215,-0.01611703261733055,0.1299351006746292
the,0.42745697498321533,0.19385820627212524,0.24942722916603088,0.34736719727516174,0.2068762183189392,0.2552810311317444,0.6662389636039734,0.07811610400676727,0.22068053483963013
soaps,0.26041311025619507,0.7728526592254639,0.3693081736564636,0.17516306042671204,0.22872160375118256,0.14053882658481598,0.2793893814086914,0.12210357189178467,0.23185338079929352
on,0.34226128458976746,0.18588966131210327,0.177606463432312,0.2670976221561432,0.2862928807735443,0.27477315068244934,0.46853652596473694,0.08962488919496536,0.2714994251728058
