,what,has,recently,undergone,extensive,restoration,?
the,0.42745697498321533,0.4177538752555847,0.2774651348590851,0.29906165599823,0.2952674925327301,0.3766564130783081,0.22068053483963013
city,0.17493832111358643,0.2476206123828888,0.14215371012687683,0.1528756320476532,0.11507904529571533,0.22176165878772736,0.13423943519592285
has,0.20338068902492523,1.0,0.49323567748069763,0.35409659147262573,0.250327467918396,0.19839949905872345,0.15994466841220856
an,0.2821882665157318,0.2991473078727722,0.20510031282901764,0.2206266224384308,0.24856609106063843,0.20969688892364502,0.19793890416622162
extensive,0.24088335037231445,0.250327467918396,0.36899837851524353,0.4399471580982208,1.0,0.3296733498573303,0.16032595932483673
neoclassical,0.23971682786941528,0.12676310539245605,0.2237900197505951,0.18876522779464722,0.23439903557300568,0.32330211997032166,0.19664928317070007
centre,0.12324132025241852,0.2634802460670471,0.15022827684879303,0.23066119849681854,0.21530203521251678,0.23722119629383087,0.019365152344107628
referred,0.16724665462970734,0.12378878146409988,0.16937598586082458,0.24446803331375122,0.16850580275058746,0.16194039583206177,0.06677805632352829
to,0.455847829580307,0.3619994819164276,0.36710911989212036,0.25433623790740967,0.26931023597717285,0.23322175443172455,0.29463258385658264
as,0.31749409437179565,0.351646363735199,0.3720467984676361,0.2794550657272339,0.24885810911655426,0.23916301131248474,0.27043893933296204
tyneside,0.22811484336853027,0.2436932921409607,0.22003397345542908,0.2089552879333496,0.22156479954719543,0.23385083675384521,0.10805024206638336
classical,0.22816240787506104,0.1701432466506958,0.23512589931488037,0.16061483323574066,0.20932573080062866,0.2202204316854477,0.18862907588481903
largely,0.25660550594329834,0.24962030351161957,0.3279263973236084,0.29871660470962524,0.3272164762020111,0.3330390155315399,0.08185246586799622
developed,0.15555569529533386,0.2396264225244522,0.2036736011505127,0.29890260100364685,0.2241002768278122,0.20704612135887146,0.10763012617826462
in,0.30808621644973755,0.4173259735107422,0.32725074887275696,0.24893659353256226,0.3108808398246765,0.2518605589866638,0.20430970191955566
the,0.42745697498321533,0.4177538752555847,0.2774651348590851,0.29906165599823,0.2952674925327301,0.3766564130783081,0.22068053483963013
1830s,-0.0945517048239708,0.024917973205447197,0.05101886764168739,-0.07442527264356613,0.012156663462519646,0.03275702893733978,-0.08238382637500763
by,0.2455483376979828,0.3254803419113159,0.32355746626853943,0.16439466178417206,0.17346592247486115,0.2539930045604706,0.17966607213020325
richard,0.19329693913459778,0.08406994491815567,0.15604987740516663,0.08164185285568237,0.20722287893295288,0.1246788427233696,0.15003317594528198
grainger,0.19038473069667816,0.12680231034755707,0.15646310150623322,0.1101185604929924,0.1484421044588089,0.1388590931892395,0.14470532536506653
and,0.31309178471565247,0.43716782331466675,0.3316797614097595,0.22034253180027008,0.2675752341747284,0.2590578496456146,0.20544172823429108
john,0.18237407505512238,0.0911921039223671,0.18793226778507233,0.06135090813040733,0.12583647668361664,0.16024574637413025,0.13162356615066528
dobson,0.20525628328323364,0.20204788446426392,0.31897279620170593,0.19741280376911163,0.2596946060657501,0.1531483381986618,0.21061807870864868
",",0.3087472915649414,0.3734780251979828,0.3094431459903717,0.17090114951133728,0.23814105987548828,0.2286204993724823,0.31091248989105225
and,0.31309178471565247,0.43716782331466675,0.3316797614097595,0.22034253180027008,0.2675752341747284,0.2590578496456146,0.20544172823429108
recently,0.2653191089630127,0.49323567748069763,0.9999998807907104,0.3910024166107178,0.36899837851524353,0.22642141580581665,0.18352322280406952
extensively,0.2273685187101364,0.33284294605255127,0.46190547943115234,0.397656112909317,0.7884431481361389,0.24410498142242432,0.13884057104587555
restored,0.23375621438026428,0.20727768540382385,0.3419192135334015,0.25680121779441833,0.25391554832458496,0.6288171410560608,0.1778445541858673
.,0.3567904531955719,0.4105546176433563,0.2900089621543884,0.24800708889961243,0.20579655468463898,0.2780206799507141,0.4130953550338745
,what,has,recently,undergone,extensive,restoration,?
broadcaster,0.13187484443187714,0.15976540744304657,0.12502454221248627,0.05959320813417435,0.08647133409976959,0.12062301486730576,0.13187550008296967
and,0.31309178471565247,0.43716782331466675,0.3316797614097595,0.22034253180027008,0.2675752341747284,0.2590578496456146,0.20544172823429108
writer,0.16903695464134216,0.14145736396312714,0.09436679631471634,0.0033911149948835373,0.14295823872089386,0.1483331024646759,0.1860569268465042
stuart,0.1897827833890915,0.07210390269756317,0.10845448821783066,0.027927711606025696,0.12150909751653671,0.19458533823490143,0.10747454315423965
maconie,0.17904067039489746,0.21237365901470184,0.18468420207500458,0.09768732637166977,0.17758621275424957,0.24254262447357178,0.06403406709432602
described,0.22590412199497223,0.24291560053825378,0.1810033768415451,0.28375929594039917,0.21019776165485382,0.09074725210666656,0.1374269425868988
