,who,was,the,announcer,for,westwood,one,'s,super,bowl,50,coverage,?
westwood,0.18958885967731476,0.2863626480102539,0.289829283952713,0.35294216871261597,0.2745876908302307,1.0,0.16160333156585693,0.0468071810901165,0.2721847593784332,0.2946203351020813,-0.012989267706871033,0.23694206774234772,0.17119714617729187
one,0.40083858370780945,0.3752199709415436,0.5514441132545471,0.1672205924987793,0.384836345911026,0.16160333156585693,1.0000001192092896,0.06913424283266068,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2662618160247803,0.2673267424106598
will,0.24651563167572021,0.22588570415973663,0.3635469079017639,0.2673320770263672,0.3647450804710388,0.19338947534561157,0.3305911421775818,0.00371179124340415,0.1544499397277832,0.1507955938577652,0.07188837975263596,0.2153923511505127,0.35046905279159546
carry,0.20254260301589966,0.1526157259941101,0.26752355694770813,0.161343514919281,0.2858029901981354,0.1362718790769577,0.2303367257118225,0.016908660531044006,0.13824884593486786,0.11297586560249329,0.049357637763023376,0.13951171934604645,0.17171701788902283
the,0.3733934462070465,0.48711544275283813,1.0,0.2399389147758484,0.4739971458911896,0.289829283952713,0.5514441132545471,-0.01540423184633255,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2704935073852539,0.22068053483963013
game,0.2523840069770813,0.2568269371986389,0.285271555185318,0.3478502333164215,0.2608485519886017,0.2980734705924988,0.2554377615451813,0.07448072731494904,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.24938496947288513,0.1829071193933487
throughout,0.22343657910823822,0.2373686283826828,0.4158564507961273,0.21392063796520233,0.31491008400917053,0.16354329884052277,0.30948054790496826,0.002080083591863513,0.1474054902791977,0.14524398744106293,0.025604495778679848,0.284963458776474,0.12665234506130219
north,0.11026738584041595,0.29020047187805176,0.36298373341560364,0.16061589121818542,0.17560088634490967,0.2549668848514557,0.2486860305070877,0.06196961551904678,0.13652047514915466,0.19743962585926056,-0.03675512596964836,0.17977260053157806,0.11829731613397598
america,0.1830417811870575,0.2850865423679352,0.37090015411376953,0.21081584692001343,0.243271604180336,0.26917198300361633,0.2418144941329956,0.04083184897899628,0.17941345274448395,0.1506969928741455,-0.013632474467158318,0.22183124721050262,0.19333907961845398
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2645071744918823,0.4464869201183319,0.29910868406295776,0.3696635365486145,-0.0016132977325469255,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2504524886608124,0.31091248989105225
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.18609726428985596,0.39140474796295166,0.1647321730852127,0.3855307400226593,-0.04624466598033905,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.1812182366847992,0.2433311939239502
kevin,0.2511484920978546,0.185037299990654,0.179534912109375,0.25396063923835754,0.17402775585651398,0.2982544004917145,0.16309618949890137,0.03235311806201935,0.0660184919834137,0.10027378052473068,-0.06674400717020035,0.14115828275680542,0.1176677793264389
harlan,0.2475024312734604,0.2720777094364166,0.22123396396636963,0.2765277624130249,0.19328321516513824,0.31846699118614197,0.1680660843849182,0.03725084289908409,0.1475001871585846,0.21491509675979614,-0.12556062638759613,0.20267918705940247,0.1691509187221527
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2503291666507721,0.44774648547172546,0.28776946663856506,0.3954789340496063,-0.05775856226682663,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.22092190384864807,0.27043893933296204
play-by-play,0.2488287091255188,0.2506074905395508,0.2794552743434906,0.43089863657951355,0.318437397480011,0.37586426734924316,0.23875470459461212,0.08638317883014679,0.2638408839702606,0.25221535563468933,0.048839230090379715,0.30121755599975586,0.2925850749015808
announcer,0.1876700222492218,0.21223637461662292,0.2399389147758484,0.9999999403953552,0.2682378590106964,0.35294216871261597,0.1672205924987793,-0.039789747446775436,0.22207166254520416,0.27816489338874817,0.0390816256403923,0.2926708459854126,0.18424807488918304
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2645071744918823,0.4464869201183319,0.29910868406295776,0.3696635365486145,-0.0016132977325469255,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2504524886608124,0.31091248989105225
boomer,0.2918093502521515,0.19610509276390076,0.19121207296848297,0.3818313181400299,0.2562083303928375,0.38323289155960083,0.23178045451641083,0.019521791487932205,0.28085359930992126,0.15165552496910095,-0.028964795172214508,0.1572023630142212,0.1773107945919037
esiason,0.276216596364975,0.30860641598701477,0.3538505434989929,0.2850573658943176,0.2885971963405609,0.3512040078639984,0.2448311299085617,0.04530690982937813,0.2183491736650467,0.24717429280281067,-0.006694031413644552,0.27100682258605957,0.276677668094635
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.20351378619670868,0.5064792633056641,0.24328935146331787,0.42438167333602905,0.06895173341035843,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.19886082410812378,0.20544172823429108
dan,0.24452054500579834,0.21436449885368347,0.21507468819618225,0.2237996906042099,0.18688315153121948,0.16283684968948364,0.12329176068305969,-0.05473118647933006,0.11594721674919128,0.08622924238443375,-0.08093809336423874,0.15243777632713318,0.12045673280954361
fouts,0.27286213636398315,0.25633949041366577,0.28466182947158813,0.2622453272342682,0.24684353172779083,0.22817279398441315,0.2757849395275116,0.11994125694036484,0.2410377562046051,0.29108619689941406,0.07878292351961136,0.26997995376586914,0.22210446000099182
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2503291666507721,0.44774648547172546,0.28776946663856506,0.3954789340496063,-0.05775856226682663,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.22092190384864807,0.27043893933296204
color,0.1621498465538025,0.15961390733718872,0.21895472705364227,0.23553913831710815,0.2378578633069992,0.14488482475280762,0.16016504168510437,-0.02538621611893177,0.16928184032440186,0.21894660592079163,0.027622278779745102,0.2129790186882019,0.21299609541893005
analysts,0.23764149844646454,0.2535303831100464,0.23779353499412537,0.31621095538139343,0.28698185086250305,0.2120276391506195,0.219713032245636,0.042212966829538345,0.15391482412815094,0.19882456958293915,-0.04468019679188728,0.35752907395362854,0.18784141540527344
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2645071744918823,0.4464869201183319,0.29910868406295776,0.3696635365486145,-0.0016132977325469255,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2504524886608124,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.20351378619670868,0.5064792633056641,0.24328935146331787,0.42438167333602905,0.06895173341035843,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.19886082410812378,0.20544172823429108
james,0.2562035918235779,0.2958067059516907,0.22481533885002136,0.19301848113536835,0.2054290771484375,0.30983006954193115,0.15985621511936188,0.043919146060943604,0.1383729726076126,0.09522265940904617,-0.06515784561634064,0.18242643773555756,0.12139993160963058
lofton,0.2292756289243698,0.26826947927474976,0.23757049441337585,0.27314436435699463,0.22132039070129395,0.5548362731933594,0.14600710570812225,0.1115366742014885,0.16454368829727173,0.1976945400238037,-0.028549594804644585,0.16900253295898438,0.12585721909999847
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.20351378619670868,0.5064792633056641,0.24328935146331787,0.42438167333602905,0.06895173341035843,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.19886082410812378,0.20544172823429108
mark,0.1636335253715515,0.19058461487293243,0.2235521525144577,0.21868300437927246,0.19964812695980072,0.21123018860816956,0.17211125791072845,-0.0162014439702034,0.04788510128855705,0.11411845684051514,-0.032445695251226425,0.13486577570438385,0.11634156107902527
malone,0.2876465618610382,0.23494553565979004,0.23672804236412048,0.3103165030479431,0.2918151617050171,0.4790048897266388,0.2127087265253067,0.05551321059465408,0.08998797833919525,0.1633603870868683,-0.04873355105519295,0.15928150713443756,0.15293700993061066
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2503291666507721,0.44774648547172546,0.28776946663856506,0.3954789340496063,-0.05775856226682663,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.22092190384864807,0.27043893933296204
sideline,0.25843048095703125,0.23175807297229767,0.2606579065322876,0.5297086238861084,0.27458781003952026,0.49073898792266846,0.19887381792068481,0.05034257844090462,0.2961301803588867,0.33748066425323486,0.005377794615924358,0.43451428413391113,0.2637002468109131
reporters,0.30018317699432373,0.2445359081029892,0.20859824120998383,0.3366215229034424,0.25040218234062195,0.22393454611301422,0.17934350669384003,-0.011841952800750732,0.13268212974071503,0.18018838763237,0.04347098246216774,0.395751416683197,0.20937705039978027
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.18682871758937836,0.4726039469242096,0.29225394129753113,0.4123194217681885,-0.003708066651597619,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.24490486085414886,0.4130953550338745
