,in,which,cardinal,direction,from,los,angeles,is,san,diego,?
to,0.45010748505592346,0.5345056653022766,0.15679647028446198,0.32930055260658264,0.4069952368736267,0.19904789328575134,0.20994949340820312,0.42745086550712585,0.21651452779769897,0.17890489101409912,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.16243581473827362,0.28851455450057983,0.40150508284568787,0.2502395510673523,0.24588194489479065,0.5823672413825989,0.2858080565929413,0.20885010063648224,0.22068053483963013
south,0.33642083406448364,0.24635352194309235,0.15986251831054688,0.26201215386390686,0.308648020029068,0.1859157234430313,0.1761409193277359,0.27680471539497375,0.23492614924907684,0.14463230967521667,0.12336621433496475
and,0.4954058527946472,0.506277859210968,0.17662973701953888,0.2529398798942566,0.3601827025413513,0.22504177689552307,0.2403915673494339,0.3859752118587494,0.23541347682476044,0.2412230372428894,0.20544172823429108
with,0.4080928862094879,0.46403205394744873,0.10017995536327362,0.15570828318595886,0.26272761821746826,0.2318117916584015,0.2410994917154312,0.3250955045223236,0.20429159700870514,0.1760377287864685,0.2433311939239502
a,0.539380669593811,0.56894451379776,0.15551695227622986,0.22025705873966217,0.322764128446579,0.19324564933776855,0.183808833360672,0.658733606338501,0.19931553304195404,0.202764630317688,0.23916715383529663
population,0.3268454372882843,0.2151837795972824,0.11332423239946365,0.1308773159980774,0.22323650121688843,0.13543154299259186,0.1328454464673996,0.2727566361427307,0.1830071359872818,0.1303311139345169,0.14449454843997955
of,0.5696388483047485,0.5011631846427917,0.19607509672641754,0.18922415375709534,0.4249346852302551,0.17343297600746155,0.16643567383289337,0.4854315221309662,0.25237205624580383,0.1941702961921692,0.1826142966747284
"1,307,402",0.16792328655719757,0.13801297545433044,0.0715446025133133,0.238352432847023,0.15663295984268188,0.2153976410627365,0.22432199120521545,0.07522958517074585,0.19959428906440735,0.21985597908496857,0.0428515300154686
is,0.5394441485404968,0.4457404911518097,0.14578475058078766,0.2159055918455124,0.27355384826660156,0.17008589208126068,0.1558004766702652,1.0,0.1594623327255249,0.1608497053384781,0.22961433231830597
san,0.2617562413215637,0.190042182803154,0.2690802812576294,0.16450229287147522,0.21135306358337402,0.45418909192085266,0.4276162087917328,0.1594623327255249,0.9999999403953552,0.6883842349052429,0.10952327400445938
diego,0.2255222201347351,0.12495049089193344,0.22220252454280853,0.20024089515209198,0.17939509451389313,0.5052679181098938,0.46809855103492737,0.1608497053384781,0.6883842349052429,0.9999999403953552,0.11438121646642685
",",0.5201468467712402,0.3658004403114319,0.19293777644634247,0.23287029564380646,0.39760664105415344,0.242568701505661,0.23721925914287567,0.4691906273365021,0.25561806559562683,0.25578492879867554,0.31091248989105225
the,0.6662389636039734,0.6521818041801453,0.16243581473827362,0.28851455450057983,0.40150508284568787,0.2502395510673523,0.24588194489479065,0.5823672413825989,0.2858080565929413,0.20885010063648224,0.22068053483963013
second,0.34510284662246704,0.336174339056015,0.1237856075167656,0.17247888445854187,0.222062349319458,0.161736398935318,0.16591382026672363,0.3161451518535614,0.14524942636489868,0.05455264821648598,0.17239587008953094
most,0.41416558623313904,0.4637843072414398,0.1378384679555893,0.130137637257576,0.28580769896507263,0.20435473322868347,0.20661821961402893,0.41165053844451904,0.19508418440818787,0.1866137683391571,0.2107497900724411
populous,0.35825732350349426,0.21441498398780823,0.11903136968612671,0.08018110692501068,0.256259560585022,0.15872564911842346,0.15873296558856964,0.3188974857330322,0.1893279254436493,0.13782332837581635,0.1949436515569687
city,0.3911624252796173,0.22264601290225983,0.19476577639579773,0.14949780702590942,0.3118290305137634,0.3013180196285248,0.2831977605819702,0.3186660706996918,0.32193511724472046,0.2495635747909546,0.13423943519592285
in,1.0,0.4840516746044159,0.14613784849643707,0.17485231161117554,0.4274188280105591,0.2795681953430176,0.23927895724773407,0.5394441485404968,0.2617562413215637,0.2255222201347351,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.16243581473827362,0.28851455450057983,0.40150508284568787,0.2502395510673523,0.24588194489479065,0.5823672413825989,0.2858080565929413,0.20885010063648224,0.22068053483963013
state,0.33316072821617126,0.27248382568359375,0.18803441524505615,0.14570946991443634,0.29024070501327515,0.16002918779850006,0.16862811148166656,0.2627358138561249,0.20369088649749756,0.22886620461940765,0.1160883978009224
and,0.4954058527946472,0.506277859210968,0.17662973701953888,0.2529398798942566,0.3601827025413513,0.22504177689552307,0.2403915673494339,0.3859752118587494,0.23541347682476044,0.2412230372428894,0.20544172823429108
the,0.6662389636039734,0.6521818041801453,0.16243581473827362,0.28851455450057983,0.40150508284568787,0.2502395510673523,0.24588194489479065,0.5823672413825989,0.2858080565929413,0.20885010063648224,0.22068053483963013
eighth,0.2596733272075653,0.19658172130584717,0.12979979813098907,0.13084344565868378,0.21426741778850555,0.1986040472984314,0.19387352466583252,0.29349127411842346,0.09821362048387527,0.11026722937822342,0.06661298125982285
most,0.41416558623313904,0.4637843072414398,0.1378384679555893,0.130137637257576,0.28580769896507263,0.20435473322868347,0.20661821961402893,0.41165053844451904,0.19508418440818787,0.1866137683391571,0.2107497900724411
populous,0.35825732350349426,0.21441498398780823,0.11903136968612671,0.08018110692501068,0.256259560585022,0.15872564911842346,0.15873296558856964,0.3188974857330322,0.1893279254436493,0.13782332837581635,0.1949436515569687
in,1.0,0.4840516746044159,0.14613784849643707,0.17485231161117554,0.4274188280105591,0.2795681953430176,0.23927895724773407,0.5394441485404968,0.2617562413215637,0.2255222201347351,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.16243581473827362,0.28851455450057983,0.40150508284568787,0.2502395510673523,0.24588194489479065,0.5823672413825989,0.2858080565929413,0.20885010063648224,0.22068053483963013
nation,0.24983231723308563,0.28205931186676025,0.09398016333580017,0.18859244883060455,0.2036208063364029,0.16502119600772858,0.16736701130867004,0.2303507775068283,0.18363498151302338,0.1569223403930664,0.17865248024463654
.,0.5591574311256409,0.45942068099975586,0.16996289789676666,0.23911777138710022,0.41536515951156616,0.2471826672554016,0.26720499992370605,0.4569662809371948,0.24563752114772797,0.2188110053539276,0.4130953550338745
