,what,team,was,the,winner,of,super,bowl,xxxiii,?
the,0.42745697498321533,0.22564226388931274,0.48711544275283813,1.0,0.25965070724487305,0.733189046382904,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
past,0.3538547456264496,0.1536279171705246,0.17324605584144592,0.2747827172279358,0.16336171329021454,0.27417802810668945,0.15902681648731232,0.17576618492603302,0.16145405173301697,0.2598046660423279
record,0.1772487461566925,0.19106104969978333,0.2787264287471771,0.23569516837596893,0.25059258937835693,0.19289259612560272,0.2505435347557068,0.24389338493347168,0.2655649185180664,0.14407116174697876
was,0.22111038863658905,0.13986483216285706,1.0000001192092896,0.48711544275283813,0.23175270855426788,0.4069072902202606,0.21420986950397491,0.21915455162525177,0.2836242914199829,0.18412111699581146
held,0.0974166989326477,0.13826723396778107,0.30231067538261414,0.32185450196266174,0.2519460916519165,0.28960686922073364,0.1602509617805481,0.1913566142320633,0.25991690158843994,0.14103956520557404
by,0.2455483376979828,0.12826743721961975,0.4752357602119446,0.4408751428127289,0.18717055022716522,0.3646814823150635,0.15233319997787476,0.12992306053638458,0.20287960767745972,0.17966607213020325
john,0.18237407505512238,0.13164077699184418,0.2875721752643585,0.2230520099401474,0.1851632297039032,0.2407056987285614,0.1567493975162506,0.19344750046730042,0.2142796516418457,0.13162356615066528
elway,0.2192334681749344,0.2936027944087982,0.24907957017421722,0.2985321283340454,0.25361645221710205,0.2248365581035614,0.2389257848262787,0.3023669123649597,0.32840511202812195,0.2248448133468628
",",0.3087472915649414,0.21287471055984497,0.45456063747406006,0.4933079481124878,0.29428431391716003,0.4946078956127167,0.22322475910186768,0.1810409277677536,0.28180480003356934,0.31091248989105225
who,0.40942975878715515,0.22248858213424683,0.3318818509578705,0.3733934462070465,0.2246360182762146,0.2827862501144409,0.1819351613521576,0.09189514070749283,0.1448201686143875,0.26220351457595825
led,0.12112844735383987,0.2298295497894287,0.34443995356559753,0.3267505168914795,0.1538916379213333,0.32918456196784973,0.12589675188064575,0.16275393962860107,0.19710756838321686,0.09273858368396759
the,0.42745697498321533,0.22564226388931274,0.48711544275283813,1.0,0.25965070724487305,0.733189046382904,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
broncos,0.1787765771150589,0.32797038555145264,0.23574475944042206,0.25985947251319885,0.2863049805164337,0.19310332834720612,0.36141330003738403,0.4351775348186493,0.46111395955085754,0.18377114832401276
to,0.455847829580307,0.23889471590518951,0.3636345863342285,0.535392165184021,0.1321336328983307,0.41548454761505127,0.17783479392528534,0.16993016004562378,0.22661873698234558,0.29463258385658264
victory,0.12667348980903625,0.24240046739578247,0.28069007396698,0.2795662581920624,0.2758474349975586,0.21037539839744568,0.2620534598827362,0.25666385889053345,0.2753390073776245,0.15412560105323792
in,0.30808621644973755,0.18841172754764557,0.45514053106307983,0.6662389636039734,0.2491646409034729,0.5696388483047485,0.18576006591320038,0.17236235737800598,0.23179616034030914,0.20430970191955566
super,0.13651713728904724,0.23339706659317017,0.21420986950397491,0.21959073841571808,0.2215203493833542,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.521435022354126,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.21915455162525177,0.21576224267482758,0.17700685560703278,0.2243070751428604,0.4848237931728363,1.0,0.5332549810409546,0.21118052303791046
xxxiii,0.13784337043762207,0.26799407601356506,0.2836242914199829,0.3131234347820282,0.3062722086906433,0.2492917776107788,0.521435022354126,0.5332549810409546,1.0,0.19756333529949188
at,0.2838611304759979,0.22562791407108307,0.36707764863967896,0.457212895154953,0.1698586344718933,0.42558613419532776,0.11449114978313446,0.2709662914276123,0.1722499430179596,0.21978627145290375
age,0.1895245760679245,0.12194960564374924,0.27072176337242126,0.24711290001869202,0.14561308920383453,0.2372717410326004,0.1118914783000946,0.0928628072142601,0.10175532102584839,0.16859300434589386
38,0.027150537818670273,0.031144192442297935,0.0077925487421453,0.054539695382118225,0.08792608976364136,0.02749749645590782,0.0008700569742359221,0.02592012658715248,-0.07181275635957718,0.014457103796303272
and,0.31309178471565247,0.22394508123397827,0.3740963041782379,0.5171257257461548,0.2266683727502823,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.20544172823429108
is,0.28837618231773376,0.14871908724308014,0.5810302495956421,0.5823672413825989,0.16638970375061035,0.4854315221309662,0.15390309691429138,0.14233897626399994,0.18968330323696136,0.22961433231830597
currently,0.21436211466789246,0.2737255096435547,0.27591681480407715,0.2945235073566437,0.1544959396123886,0.2655649185180664,0.2192588597536087,0.09355533123016357,0.18602928519248962,0.1861555278301239
denver,0.1275133192539215,0.18347741663455963,0.2766761779785156,0.2052404284477234,0.18252386152744293,0.14595118165016174,0.24589714407920837,0.2861449718475342,0.3136270344257355,0.1520889848470688
's,0.02692362666130066,0.04450521618127823,0.008974763564765453,-0.01540423184633255,-0.03157759830355644,-0.03817026689648628,0.09726737439632416,-0.02838491089642048,0.017510170117020607,-0.023395681753754616
executive,0.13765592873096466,0.15305441617965698,0.26019418239593506,0.2402946650981903,0.18481957912445068,0.23221425712108612,0.1542377471923828,0.09344751387834549,0.20046161115169525,0.12134998291730881
vice,0.13314306735992432,0.2112635225057602,0.22215546667575836,0.2412198781967163,0.22695152461528778,0.21141734719276428,0.12336721271276474,0.09809011220932007,0.20911744236946106,0.1369185745716095
president,0.1870913952589035,0.22187405824661255,0.2505730390548706,0.24330610036849976,0.2613620162010193,0.21610750257968903,0.11904861032962799,0.17701053619384766,0.220467209815979,0.14148259162902832
of,0.33290785551071167,0.20352502167224884,0.4069072902202606,0.733189046382904,0.1759829819202423,1.0,0.14718765020370483,0.2243070751428604,0.2492917776107788,0.1826142966747284
football,0.21136903762817383,0.5201307535171509,0.23601193726062775,0.18794101476669312,0.22648340463638306,0.2184123694896698,0.295350581407547,0.3109349310398102,0.3162022531032562,0.14957410097122192
operations,0.1829104721546173,0.2263319492340088,0.17603980004787445,0.2928410470485687,0.12877722084522247,0.28191348910331726,0.15616489946842194,0.0534176342189312,0.14895670115947723,0.13622350990772247
and,0.31309178471565247,0.22394508123397827,0.3740963041782379,0.5171257257461548,0.2266683727502823,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.20544172823429108
general,0.24928055703639984,0.14976000785827637,0.2445744127035141,0.28634732961654663,0.12540826201438904,0.28352999687194824,0.04521964490413666,0.07438556104898453,0.14834512770175934,0.1972234547138214
manager,0.14875216782093048,0.33836352825164795,0.22753120958805084,0.18262924253940582,0.2524462342262268,0.14671361446380615,0.10942146927118301,0.10839234292507172,0.2111770659685135,0.11875338107347488
.,0.3567904531955719,0.26467522978782654,0.40146201848983765,0.5934505462646484,0.22186151146888733,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.24740536510944366,0.4130953550338745
