,who,did,carolina,beat,in,the,nfc,championship,game,?
they,0.47879111766815186,0.4879390597343445,0.19257405400276184,0.23725149035453796,0.4330179989337921,0.49925389885902405,0.26658985018730164,0.15806850790977478,0.2399950921535492,0.2753053903579712
defeated,0.24426424503326416,0.23103484511375427,0.17297308146953583,0.4585265815258026,0.24813973903656006,0.2833898365497589,0.3095690608024597,0.39041653275489807,0.20683228969573975,0.1413237303495407
the,0.3733934462070465,0.34736719727516174,0.24749229848384857,0.24951939284801483,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
arizona,0.18629911541938782,0.1684030294418335,0.43068161606788635,0.09316831082105637,0.2594328224658966,0.22572119534015656,0.29782453179359436,0.14675039052963257,0.14382030069828033,0.14315035939216614
cardinals,0.2145349085330963,0.1666116863489151,0.2545091211795807,0.2004200518131256,0.19347693026065826,0.2451406717300415,0.44831347465515137,0.29463377594947815,0.25987708568573,0.13200661540031433
49–15,-0.018790461122989655,-0.03175068646669388,-0.03483651950955391,-0.10831217467784882,0.03759656473994255,0.09043944627046585,-0.014515412040054798,-0.0035784251522272825,-0.0603368878364563,-0.055436357855796814
in,0.2792111933231354,0.2593238651752472,0.2380082756280899,0.16871558129787445,1.0,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.24749229848384857,0.24951939284801483,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
nfc,0.17579996585845947,0.11289361864328384,0.3309314548969269,0.31179726123809814,0.20630285143852234,0.2545439600944519,1.0,0.4293152987957001,0.4089287221431732,0.15073348581790924
championship,0.15638136863708496,0.18663130700588226,0.1809738576412201,0.3523143529891968,0.20047812163829803,0.2540402412414551,0.4293152987957001,1.0000001192092896,0.24432945251464844,0.1390383541584015
game,0.2523840069770813,0.19789010286331177,0.1679076999425888,0.30160796642303467,0.23986028134822845,0.285271555185318,0.4089287221431732,0.24432945251464844,0.9999998807907104,0.1829071193933487
and,0.41279885172843933,0.34479495882987976,0.22423055768013,0.2474934160709381,0.4954058527946472,0.5171257257461548,0.24502897262573242,0.22004875540733337,0.25192898511886597,0.20544172823429108
advanced,0.18064400553703308,0.18464945256710052,0.18143180012702942,0.20489558577537537,0.2200557142496109,0.2635994255542755,0.20275263488292694,0.1570519357919693,0.2193482518196106,0.1806638389825821
to,0.42656609416007996,0.4452643394470215,0.23296888172626495,0.24239139258861542,0.45010748505592346,0.535392165184021,0.23611298203468323,0.18725894391536713,0.2540906071662903,0.29463258385658264
their,0.3767721951007843,0.38078752160072327,0.16664347052574158,0.21771855652332306,0.34976133704185486,0.516537070274353,0.19696703553199768,0.12631161510944366,0.2491205334663391,0.1898253709077835
second,0.21920166909694672,0.20727969706058502,0.16378067433834076,0.3104352355003357,0.34510284662246704,0.4620301127433777,0.22875475883483887,0.2837103009223938,0.2241026759147644,0.17239587008953094
super,0.1819351613521576,0.16038043797016144,0.12624233961105347,0.2586536407470703,0.18576006591320038,0.21959073841571808,0.373574823141098,0.28836938738822937,0.3480181396007538,0.166326642036438
bowl,0.09189514070749283,0.18569406867027283,0.2087959349155426,0.2160097360610962,0.17236235737800598,0.21576224267482758,0.47588562965393066,0.3428266644477844,0.2413962334394455,0.21118052303791046
appearance,0.18138431012630463,0.21570497751235962,0.061276257038116455,0.13943134248256683,0.26000332832336426,0.2678116261959076,0.14711400866508484,0.15728028118610382,0.22146093845367432,0.17315366864204407
since,0.27765995264053345,0.27613121271133423,0.1732138842344284,0.16513852775096893,0.4325680434703827,0.4054957628250122,0.23966443538665771,0.23287005722522736,0.19464720785617828,0.2876587212085724
the,0.3733934462070465,0.34736719727516174,0.24749229848384857,0.24951939284801483,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
franchise,0.26402056217193604,0.1293107569217682,0.19974973797798157,0.23196522891521454,0.29437172412872314,0.30872398614883423,0.4253854751586914,0.2733076810836792,0.44029700756073,0.13445523381233215
was,0.3318818509578705,0.41399896144866943,0.26687008142471313,0.20154671370983124,0.45514053106307983,0.48711544275283813,0.18001268804073334,0.2460748702287674,0.2568269371986389,0.18412111699581146
founded,0.2723641097545624,0.15014135837554932,0.14978715777397156,0.2084919661283493,0.24877111613750458,0.2840350568294525,0.17233921587467194,0.22369453310966492,0.11984056234359741,0.09119737893342972
in,0.2792111933231354,0.2593238651752472,0.2380082756280899,0.16871558129787445,1.0,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
1995,0.1870681494474411,0.16752305626869202,-0.12549559772014618,-0.03698696568608284,-0.06584297865629196,-0.025311529636383057,-0.13626520335674286,-0.03151125833392143,-0.06384149193763733,0.14293554425239563
.,0.3541337847709656,0.35288307070732117,0.2702518403530121,0.2967934012413025,0.5591574311256409,0.5934505462646484,0.23085859417915344,0.23509643971920013,0.2581658959388733,0.4130953550338745
