,where,did,the,congregation,at,st.,george,'s,initially,meet,in,1767,?
the,0.5003893971443176,0.34736719727516174,1.0,0.2882172167301178,0.457212895154953,0.18141359090805054,0.2510760426521301,-0.01540423184633255,0.2997018098831177,0.312436044216156,0.6662389636039734,0.1633806973695755,0.22068053483963013
congregation,0.16756610572338104,0.16762135922908783,0.2882172167301178,1.0000001192092896,0.17031335830688477,0.22925640642642975,0.10400513559579849,0.03743434324860573,0.12001226097345352,0.1810511201620102,0.21616820991039276,0.14048320055007935,0.1875634491443634
was,0.20731619000434875,0.41399896144866943,0.48711544275283813,0.21125055849552155,0.36707764863967896,0.17142929136753082,0.2601471245288849,0.008974763564765453,0.3788634240627289,0.14274883270263672,0.45514053106307983,0.02403239719569683,0.18412111699581146
founded,0.15950660407543182,0.15014135837554932,0.2840350568294525,0.19732192158699036,0.20260940492153168,0.13324718177318573,0.17789949476718903,0.011454867199063301,0.20510759949684143,0.13975447416305542,0.24877111613750458,0.1453360617160797,0.09119737893342972
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.21616820991039276,0.4374977946281433,0.15931649506092072,0.18167929351329803,-0.037580832839012146,0.2391221970319748,0.21700093150138855,1.0,0.15572315454483032,0.20430970191955566
1767,0.10531771183013916,-0.015446553938090801,0.1633806973695755,0.14048320055007935,0.15704478323459625,-0.09043148159980774,-0.05648203194141388,0.011205190792679787,0.007073559332638979,0.08832736313343048,0.15572315454483032,1.0,0.0780709832906723
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2149576097726822,0.38314947485923767,0.26603782176971436,0.24972979724407196,-0.0016132977325469255,0.23403345048427582,0.31995680928230286,0.5201468467712402,0.13822488486766815,0.31091248989105225
meeting,0.28857988119125366,0.18026037514209747,0.3390691578388214,0.3400495648384094,0.2620472311973572,0.1974058747291565,0.14916200935840607,0.013799736276268959,0.2417859435081482,0.5591189861297607,0.24940791726112366,0.10701493918895721,0.1329771876335144
initially,0.24913983047008514,0.2628418803215027,0.2997018098831177,0.12001226097345352,0.27775415778160095,0.04501903057098389,0.21065343916416168,0.019572511315345764,1.0,0.1881498247385025,0.2391221970319748,0.007073559332638979,0.0699334517121315
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.21616820991039276,0.4374977946281433,0.15931649506092072,0.18167929351329803,-0.037580832839012146,0.2391221970319748,0.21700093150138855,1.0,0.15572315454483032,0.20430970191955566
a,0.40997210144996643,0.2552328109741211,0.5829201340675354,0.2073277086019516,0.3095070421695709,0.23918339610099792,0.19503153860569,0.04866964742541313,0.25532233715057373,0.14505931735038757,0.539380669593811,0.06662711501121521,0.23916715383529663
sail,0.14520475268363953,0.17531731724739075,0.21861271560192108,0.20375752449035645,0.12982454895973206,0.228486567735672,0.17952851951122284,0.03779730945825577,0.1401495337486267,0.13935624063014984,0.1868172138929367,0.02926785871386528,0.1215064600110054
loft,0.2939049005508423,0.23758015036582947,0.20651432871818542,0.1638650745153427,0.24711045622825623,0.25692641735076904,0.1966981440782547,0.09921234846115112,0.208713099360466,0.12624549865722656,0.23262213170528412,0.022651126608252525,0.088058702647686
on,0.37630224227905273,0.2670976221561432,0.5107308030128479,0.20858170092105865,0.4806317389011383,0.19196833670139313,0.1973860114812851,0.0026888418942689896,0.23948808014392853,0.23745818436145782,0.46853652596473694,0.08813463151454926,0.2714994251728058
dock,0.2332172989845276,0.11714953184127808,0.20573590695858002,0.15002869069576263,0.22182044386863708,0.19956141710281372,0.19930246472358704,-0.06613343954086304,0.18773071467876434,0.17450153827667236,0.1735570728778839,0.09368708729743958,0.151079922914505
street,0.2266174852848053,0.13786788284778595,0.20947860181331635,0.21620303392410278,0.17524904012680054,0.27855098247528076,0.18250654637813568,0.06000900641083717,0.16516652703285217,0.18112893402576447,0.2281111478805542,0.06975547969341278,0.07315441966056824
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2149576097726822,0.38314947485923767,0.26603782176971436,0.24972979724407196,-0.0016132977325469255,0.23403345048427582,0.31995680928230286,0.5201468467712402,0.13822488486766815,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.25943896174430847,0.3571503460407257,0.22686052322387695,0.22245058417320251,0.06895173341035843,0.3013203740119934,0.31950852274894714,0.4954058527946472,0.12194494903087616,0.20544172823429108
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.21616820991039276,0.4374977946281433,0.15931649506092072,0.18167929351329803,-0.037580832839012146,0.2391221970319748,0.21700093150138855,1.0,0.15572315454483032,0.20430970191955566
1769,0.09145805984735489,0.10039107501506805,0.1880301684141159,0.1836351603269577,0.09834468364715576,0.036025356501340866,0.02011866308748722,0.09221208095550537,0.178463876247406,0.08313270658254623,0.1427137702703476,0.6111270189285278,0.1290908008813858
it,0.36972272396087646,0.2993364930152893,0.6251175999641418,0.2037014216184616,0.36473900079727173,0.11486785858869553,0.16266757249832153,0.06608816236257553,0.28118249773979187,0.2318160980939865,0.5130809545516968,0.14369061589241028,0.25732165575027466
purchased,0.19298864901065826,0.19566655158996582,0.21101699769496918,0.1644483208656311,0.19288551807403564,0.11765848845243454,0.1606636345386505,0.09375522285699844,0.2822699546813965,0.15267413854599,0.18043512105941772,0.0925675481557846,0.04121813923120499
the,0.5003893971443176,0.34736719727516174,1.0,0.2882172167301178,0.457212895154953,0.18141359090805054,0.2510760426521301,-0.01540423184633255,0.2997018098831177,0.312436044216156,0.6662389636039734,0.1633806973695755,0.22068053483963013
shell,0.20827075839042664,0.14270244538784027,0.2078770399093628,0.13487085700035095,0.15430866181850433,0.19709928333759308,0.09402310848236084,-0.001721187261864543,0.20371916890144348,0.044616181403398514,0.1960415095090866,0.06612495332956314,0.13932502269744873
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.28139111399650574,0.42558613419532776,0.19887582957744598,0.22097964584827423,-0.03817026689648628,0.21367986500263214,0.25706547498703003,0.5696388483047485,0.18476785719394684,0.1826142966747284
a,0.40997210144996643,0.2552328109741211,0.5829201340675354,0.2073277086019516,0.3095070421695709,0.23918339610099792,0.19503153860569,0.04866964742541313,0.25532233715057373,0.14505931735038757,0.539380669593811,0.06662711501121521,0.23916715383529663
building,0.2663278877735138,0.14995639026165009,0.3159640431404114,0.26123496890068054,0.2514413893222809,0.2061094045639038,0.05992960184812546,0.004743766970932484,0.19124658405780792,0.19535784423351288,0.3256937265396118,0.12067921459674835,0.13549931347370148
which,0.5477990508079529,0.2750149369239807,0.6521818041801453,0.2841872274875641,0.3286694884300232,0.16463634371757507,0.16627563536167145,0.03856118768453598,0.38102278113365173,0.24354198575019836,0.4840516746044159,0.1094287559390068,0.25814583897590637
had,0.2596948444843292,0.540525496006012,0.3875846862792969,0.20538920164108276,0.3288320302963257,0.16887514293193817,0.22182245552539825,-0.004401352722197771,0.33252349495887756,0.22196385264396667,0.385026752948761,0.07822555303573608,0.20728366076946259
been,0.24669882655143738,0.2835664749145508,0.3563927710056305,0.16971074044704437,0.2504468560218811,0.11860956996679306,0.14754058420658112,-0.10734795778989792,0.36522001028060913,0.21851156651973724,0.3515113592147827,0.08693540096282959,0.24354910850524902
erected,0.21509937942028046,0.16319355368614197,0.23663264513015747,0.23066478967666626,0.24845150113105774,0.3106624186038971,0.19006654620170593,-0.07482609897851944,0.18200525641441345,0.12112435698509216,0.24550780653953552,0.0901370644569397,0.08063657581806183
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.21616820991039276,0.4374977946281433,0.15931649506092072,0.18167929351329803,-0.037580832839012146,0.2391221970319748,0.21700093150138855,1.0,0.15572315454483032,0.20430970191955566
1763,0.0710480585694313,0.024344369769096375,0.08999345451593399,0.15018215775489807,0.1192682757973671,-0.07672183215618134,-0.05199771746993065,-0.006485112011432648,0.029008949175477028,0.1069561019539833,0.11189299076795578,0.7178114056587219,0.1296161562204361
by,0.2641284465789795,0.18574509024620056,0.4408751428127289,0.1507270336151123,0.2368064820766449,0.22391770780086517,0.22194799780845642,-0.010884488001465797,0.3889850080013275,0.17229828238487244,0.370934396982193,0.1014309749007225,0.17966607213020325
a,0.40997210144996643,0.2552328109741211,0.5829201340675354,0.2073277086019516,0.3095070421695709,0.23918339610099792,0.19503153860569,0.04866964742541313,0.25532233715057373,0.14505931735038757,0.539380669593811,0.06662711501121521,0.23916715383529663
german,0.12907783687114716,0.2048940509557724,0.256483793258667,0.13836655020713806,0.13090145587921143,0.2788151204586029,0.2291075438261032,0.07066776603460312,0.2421690672636032,0.16655169427394867,0.21098364889621735,0.05392862483859062,0.13978645205497742
reformed,0.15223421156406403,0.20599664747714996,0.24013365805149078,0.48231351375579834,0.1003691777586937,0.1325027346611023,0.10727375745773315,0.052462395280599594,0.23822471499443054,0.1178160086274147,0.20742768049240112,0.17128607630729675,0.11769431829452515
congregation,0.16756610572338104,0.16762135922908783,0.2882172167301178,1.0000001192092896,0.17031335830688477,0.22925640642642975,0.10400513559579849,0.03743434324860573,0.12001226097345352,0.1810511201620102,0.21616820991039276,0.14048320055007935,0.1875634491443634
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.27044418454170227,0.4549728035926819,0.2214197814464569,0.26540547609329224,-0.003708066651597619,0.23941664397716522,0.26616400480270386,0.5591574311256409,0.1661282330751419,0.4130953550338745
