,what,does,legend,say,genghis,khan,used,to,obliterate,the,kharezmid,emporer,'s,place,of,birth,?
according,0.2776208221912384,0.22564846277236938,0.32551461458206177,0.4232216477394104,0.25313591957092285,0.12182368338108063,0.223187655210495,0.28520727157592773,0.3324699103832245,0.3202974498271942,0.20817410945892334,0.2178642451763153,-0.0037221983075141907,0.22666050493717194,0.3307822346687317,0.20893356204032898,0.21173474192619324
to,0.455847829580307,0.4391997456550598,0.17162109911441803,0.38071900606155396,0.2294713407754898,0.18221943080425262,0.40058770775794983,1.0,0.33913859724998474,0.535392165184021,0.22627973556518555,0.24776040017604828,0.03782717138528824,0.3346366882324219,0.41548454761505127,0.22512221336364746,0.29463258385658264
legend,0.1718679517507553,0.0892585963010788,0.9999999403953552,0.20557740330696106,0.33802154660224915,0.14088506996631622,0.13291126489639282,0.17162109911441803,0.19709086418151855,0.19108377397060394,0.13600683212280273,0.16800615191459656,0.01219833642244339,0.13023872673511505,0.22387516498565674,0.16946084797382355,0.1287047564983368
",",0.3087472915649414,0.28617382049560547,0.22192493081092834,0.35129812359809875,0.2891939878463745,0.19700400531291962,0.3120402991771698,0.44245919585227966,0.23964421451091766,0.4933079481124878,0.32142403721809387,0.31662288308143616,-0.0016132977325469255,0.34068408608436584,0.4946078956127167,0.21100591123104095,0.31091248989105225
genghis,0.24369274079799652,0.11269689351320267,0.33802154660224915,0.14951521158218384,1.0,0.5896923542022705,0.08568748086690903,0.2294713407754898,0.3031942546367645,0.3448939025402069,0.5701591372489929,0.22467611730098724,0.031423866748809814,0.2081439197063446,0.2938849925994873,0.23190996050834656,0.18813461065292358
khan,0.16476042568683624,0.09885948151350021,0.14088506996631622,0.1146652102470398,0.5896923542022705,1.0,0.07771505415439606,0.18221943080425262,0.21564926207065582,0.21067845821380615,0.6563253998756409,0.17365828156471252,0.05307086929678917,0.10522624850273132,0.17124508321285248,0.12805815041065216,0.12862591445446014
even,0.40872135758399963,0.4671286940574646,0.16395974159240723,0.42014142870903015,0.22711509466171265,0.17017365992069244,0.363117516040802,0.46467068791389465,0.3805994987487793,0.37996912002563477,0.21155093610286713,0.2431723177433014,0.0353488028049469,0.26479214429855347,0.34735506772994995,0.20824499428272247,0.30082517862319946
went,0.20164033770561218,0.19470731914043427,0.11128076910972595,0.22095252573490143,0.22875241935253143,0.1784958690404892,0.21330757439136505,0.33234721422195435,0.18395136296749115,0.3345835506916046,0.19679448008537292,0.1702585518360138,0.0411166250705719,0.25391876697540283,0.2527906000614166,0.14578117430210114,0.12109432369470596
so,0.539469838142395,0.46022099256515503,0.1254717856645584,0.5394450426101685,0.17460107803344727,0.13054393231868744,0.37017104029655457,0.5091881155967712,0.40037044882774353,0.4296516180038452,0.1989930421113968,0.1652950942516327,0.04364320635795593,0.3167739808559418,0.3184450566768646,0.1738453507423401,0.43163934350013733
far,0.34794166684150696,0.2871477007865906,0.09090042114257812,0.34259065985679626,0.20873212814331055,0.17200538516044617,0.15294793248176575,0.3375735878944397,0.3071388900279999,0.38564538955688477,0.21755997836589813,0.1471986472606659,-0.04955904185771942,0.2710241675376892,0.3005201518535614,0.14872854948043823,0.2170870453119278
as,0.31749409437179565,0.31202155351638794,0.09394288808107376,0.3316376805305481,0.17543354630470276,0.22500167787075043,0.35160550475120544,0.42092081904411316,0.2678121030330658,0.48381632566452026,0.23589584231376648,0.2777749300003052,-0.05775856226682663,0.24125029146671295,0.3886612355709076,0.14966467022895813,0.27043893933296204
to,0.455847829580307,0.4391997456550598,0.17162109911441803,0.38071900606155396,0.2294713407754898,0.18221943080425262,0.40058770775794983,1.0,0.33913859724998474,0.535392165184021,0.22627973556518555,0.24776040017604828,0.03782717138528824,0.3346366882324219,0.41548454761505127,0.22512221336364746,0.29463258385658264
divert,0.1819566786289215,0.1957264095544815,0.05965064838528633,0.1616019606590271,0.22406122088432312,0.19597095251083374,0.18635141849517822,0.2937791645526886,0.2768206000328064,0.23905237019062042,0.29602041840553284,0.17044973373413086,0.02222800999879837,0.16920828819274902,0.15920887887477875,0.1328233778476715,0.10722190886735916
a,0.3320399522781372,0.38201746344566345,0.21192191541194916,0.3464781641960144,0.194350928068161,0.1743650734424591,0.3864384889602661,0.45503583550453186,0.2534945011138916,0.5829201340675354,0.24594657123088837,0.22080224752426147,0.04866964742541313,0.3079278767108917,0.5052502155303955,0.20554059743881226,0.23916715383529663
river,0.13815869390964508,0.14026834070682526,0.12813152372837067,0.15368200838565826,0.29427242279052734,0.16848056018352509,0.08789447695016861,0.13636653125286102,0.1873713582754135,0.2894456386566162,0.22656002640724182,0.15927453339099884,-0.03599277883768082,0.22756974399089813,0.19903257489204407,0.19922758638858795,0.15390869975090027
through,0.23167094588279724,0.21495459973812103,0.11843542754650116,0.15837298333644867,0.20685775578022003,0.12210649251937866,0.20277023315429688,0.4062686562538147,0.1939980834722519,0.44071322679519653,0.1551745980978012,0.24175149202346802,-0.020649312064051628,0.2524924576282501,0.3647414743900299,0.09754668176174164,0.16913433372974396
the,0.42745697498321533,0.35928019881248474,0.19108377397060394,0.3200206458568573,0.3448939025402069,0.21067845821380615,0.3718377649784088,0.535392165184021,0.27950114011764526,1.0,0.2811950147151947,0.3007393181324005,-0.01540423184633255,0.4179787337779999,0.733189046382904,0.21280217170715332,0.22068053483963013
khwarezmid,0.281156063079834,0.22787223756313324,0.22515243291854858,0.2487839162349701,0.5728946328163147,0.6121191382408142,0.24067805707454681,0.2811152935028076,0.37342336773872375,0.342690110206604,0.8309486508369446,0.3681318759918213,0.04129724204540253,0.1973925083875656,0.30776864290237427,0.20024420320987701,0.25827765464782715
emperor,0.1879471391439438,0.09377621114253998,0.23739689588546753,0.20447517931461334,0.46260014176368713,0.30382612347602844,0.1420661360025406,0.2257286012172699,0.19742412865161896,0.2871226370334625,0.2783949673175812,0.3412094712257385,-0.03835967555642128,0.20049816370010376,0.2615426778793335,0.1446876972913742,0.19661661982536316
's,0.02692362666130066,-0.02895052544772625,0.01219833642244339,0.02346254698932171,0.031423866748809814,0.05307086929678917,0.00600846204906702,0.03782717138528824,0.04020661860704422,-0.01540423184633255,0.026036089286208153,-0.11526316404342651,0.9999999403953552,-0.03236493840813637,-0.03817026689648628,-0.017712045460939407,-0.023395681753754616
birthplace,0.16259154677391052,0.1057230606675148,0.23528242111206055,0.20561645925045013,0.22238415479660034,0.13287800550460815,0.2213747650384903,0.202181875705719,0.11839567869901657,0.24668103456497192,0.22958892583847046,0.26008909940719604,-0.057574838399887085,0.3730858862400055,0.29584696888923645,0.4742940664291382,0.08009099215269089
",",0.3087472915649414,0.28617382049560547,0.22192493081092834,0.35129812359809875,0.2891939878463745,0.19700400531291962,0.3120402991771698,0.44245919585227966,0.23964421451091766,0.4933079481124878,0.32142403721809387,0.31662288308143616,-0.0016132977325469255,0.34068408608436584,0.4946078956127167,0.21100591123104095,0.31091248989105225
erasing,0.39055943489074707,0.31643563508987427,0.17795430123806,0.3794170022010803,0.20310154557228088,0.1582789123058319,0.2570873498916626,0.3441806137561798,0.4090399146080017,0.3221047520637512,0.24229787290096283,0.24671293795108795,0.050205063074827194,0.23012256622314453,0.31226593255996704,0.1671198010444641,0.352225124835968
it,0.45803478360176086,0.34188351035118103,0.18246175348758698,0.34911516308784485,0.2149120718240738,0.13704395294189453,0.3575260639190674,0.513711154460907,0.2749793529510498,0.6251175999641418,0.17612382769584656,0.17954345047473907,0.06608816236257553,0.3763352930545807,0.38761502504348755,0.19075928628444672,0.25732165575027466
from,0.2737620174884796,0.1777622550725937,0.17132768034934998,0.2877751290798187,0.19071364402770996,0.10581372678279877,0.25821518898010254,0.4069952368736267,0.17579062283039093,0.40150508284568787,0.23133321106433868,0.22682562470436096,-0.01936490088701248,0.31214648485183716,0.4249346852302551,0.16608008742332458,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,0.19108377397060394,0.3200206458568573,0.3448939025402069,0.21067845821380615,0.3718377649784088,0.535392165184021,0.27950114011764526,1.0,0.2811950147151947,0.3007393181324005,-0.01540423184633255,0.4179787337779999,0.733189046382904,0.21280217170715332,0.22068053483963013
map,0.23936687409877777,0.17324800789356232,0.08480262011289597,0.1313898116350174,0.20434460043907166,0.08833944797515869,0.22366933524608612,0.19639305770397186,0.17176447808742523,0.2702621817588806,0.11760043352842331,0.14416083693504333,0.08651875704526901,0.22118043899536133,0.22708505392074585,0.10788888484239578,0.1548176109790802
.,0.3567904531955719,0.3022993505001068,0.17981120944023132,0.33481550216674805,0.25373268127441406,0.19819748401641846,0.33111312985420227,0.4645031690597534,0.1904580146074295,0.5934505462646484,0.2929554879665375,0.3009512424468994,-0.003708066651597619,0.2844318151473999,0.5352458953857422,0.18902461230754852,0.4130953550338745
