,what,is,christian,perfection,?
sanctifying,0.36257094144821167,0.23813189566135406,0.2143878936767578,0.30810463428497314,0.29888850450515747
grace,0.16722138226032257,0.17061445116996765,0.26604607701301575,0.2952154576778412,0.16775278747081757
is,0.28837618231773376,1.0,0.1473853588104248,0.26475611329078674,0.22961433231830597
that,0.6297725439071655,0.3995479643344879,0.18580004572868347,0.30975186824798584,0.32716336846351624
grace,0.16722138226032257,0.17061445116996765,0.26604607701301575,0.2952154576778412,0.16775278747081757
of,0.33290785551071167,0.4854315221309662,0.23494116961956024,0.23496948182582855,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.27349409461021423,0.3134988248348236,0.23396754264831543
which,0.5261979103088379,0.4457404911518097,0.13629037141799927,0.28901204466819763,0.25814583897590637
sustains,0.21029198169708252,0.217471644282341,0.17412103712558746,0.2789759039878845,0.19291158020496368
the,0.42745697498321533,0.5823672413825989,0.19930796325206757,0.2264310121536255,0.22068053483963013
believers,0.32188862562179565,0.25462213158607483,0.46957162022590637,0.3584359586238861,0.2148078978061676
in,0.30808621644973755,0.5394441485404968,0.17218929529190063,0.241786926984787,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.19930796325206757,0.2264310121536255,0.22068053483963013
journey,0.1740729808807373,0.18803170323371887,0.09977143257856369,0.24572041630744934,0.06391996890306473
toward,0.2619364559650421,0.20858484506607056,0.10576184839010239,0.29780054092407227,0.09989774227142334
christian,0.17849333584308624,0.1473853588104248,1.0,0.17539721727371216,0.1508396863937378
perfection,0.2403440624475479,0.26475611329078674,0.17539721727371216,1.0,0.1882336586713791
:,-0.12022944539785385,-0.07222653180360794,0.030650561675429344,-0.017411258071660995,-0.07156077772378922
a,0.3320399522781372,0.658733606338501,0.1843954622745514,0.28832826018333435,0.23916715383529663
genuine,0.32851019501686096,0.2102500945329666,0.21974453330039978,0.3167678117752075,0.2639915645122528
love,0.2620820701122284,0.12761151790618896,0.17766399681568146,0.33575478196144104,0.24261747300624847
of,0.33290785551071167,0.4854315221309662,0.23494116961956024,0.23496948182582855,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.27349409461021423,0.3134988248348236,0.23396754264831543
with,0.2464839518070221,0.3250955045223236,0.14147578179836273,0.20692114531993866,0.2433311939239502
heart,0.18515849113464355,0.21632468700408936,0.13942131400108337,0.26054447889328003,0.11825142055749893
",",0.3087472915649414,0.4691906273365021,0.23595517873764038,0.23037490248680115,0.31091248989105225
soul,0.23502515256404877,0.1911991834640503,0.2129030078649521,0.2583235204219818,0.2029775083065033
",",0.3087472915649414,0.4691906273365021,0.23595517873764038,0.23037490248680115,0.31091248989105225
mind,0.305233895778656,0.16031856834888458,0.15998683869838715,0.2839464545249939,0.22109316289424896
",",0.3087472915649414,0.4691906273365021,0.23595517873764038,0.23037490248680115,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.210403174161911,0.28258058428764343,0.20544172823429108
strength,0.23972263932228088,0.17222268879413605,0.1070779338479042,0.2657082676887512,0.09558156877756119
",",0.3087472915649414,0.4691906273365021,0.23595517873764038,0.23037490248680115,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.210403174161911,0.28258058428764343,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.1843954622745514,0.28832826018333435,0.23916715383529663
genuine,0.32851019501686096,0.2102500945329666,0.21974453330039978,0.3167678117752075,0.2639915645122528
love,0.2620820701122284,0.12761151790618896,0.17766399681568146,0.33575478196144104,0.24261747300624847
of,0.33290785551071167,0.4854315221309662,0.23494116961956024,0.23496948182582855,0.1826142966747284
our,0.3871900141239166,0.21384528279304504,0.15472054481506348,0.23358748853206635,0.2894428074359894
neighbors,0.21172936260700226,0.18150940537452698,0.14405591785907745,0.1885339468717575,0.051071129739284515
as,0.31749409437179565,0.43216490745544434,0.23712071776390076,0.20971761643886566,0.27043893933296204
ourselves,0.4149954319000244,0.15238800644874573,0.15666593611240387,0.24236609041690826,0.3727979063987732
.,0.3567904531955719,0.4569662809371948,0.2474701702594757,0.20545408129692078,0.4130953550338745
,what,is,christian,perfection,?
sanctifying,0.36257094144821167,0.23813189566135406,0.2143878936767578,0.30810463428497314,0.29888850450515747
grace,0.16722138226032257,0.17061445116996765,0.26604607701301575,0.2952154576778412,0.16775278747081757
enables,0.2261471003293991,0.19195404648780823,0.07085152715444565,0.2067512720823288,0.18923234939575195
us,0.32081687450408936,0.1808239072561264,0.16782456636428833,0.13389675319194794,0.2742428481578827
to,0.455847829580307,0.42745086550712585,0.19438040256500244,0.20287242531776428,0.29463258385658264
respond,0.42141762375831604,0.18442408740520477,0.07512029260396957,0.1937892585992813,0.2554577887058258
to,0.455847829580307,0.42745086550712585,0.19438040256500244,0.20287242531776428,0.29463258385658264
god,0.3127830922603607,0.2211674600839615,0.27349409461021423,0.3134988248348236,0.23396754264831543
by,0.2455483376979828,0.3899846076965332,0.1705523282289505,0.1910678893327713,0.17966607213020325
leading,0.197072371840477,0.18661020696163177,0.1458272486925125,0.237463116645813,0.1360926628112793
a,0.3320399522781372,0.658733606338501,0.1843954622745514,0.28832826018333435,0.23916715383529663
spirit-filled,0.23367680609226227,0.21544978022575378,0.2942706346511841,0.334139347076416,0.2639252543449402
and,0.31309178471565247,0.3859752118587494,0.210403174161911,0.28258058428764343,0.20544172823429108
christ-like,0.31651079654693604,0.21252305805683136,0.6359677314758301,0.2794862389564514,0.22315233945846558
life,0.24693015217781067,0.2110576033592224,0.1497078835964203,0.3581077754497528,0.21677987277507782
aimed,0.2549166977405548,0.16567008197307587,0.13548937439918518,0.2700854539871216,0.2069684863090515
toward,0.2619364559650421,0.20858484506607056,0.10576184839010239,0.29780054092407227,0.09989774227142334
love,0.2620820701122284,0.12761151790618896,0.17766399681568146,0.33575478196144104,0.24261747300624847
.,0.3567904531955719,0.4569662809371948,0.2474701702594757,0.20545408129692078,0.4130953550338745
