,what,is,the,rankine,cycle,sometimes,called,?
the,0.42745697498321533,0.5823672413825989,1.0,0.22060109674930573,0.2701641917228699,0.35816407203674316,0.489897221326828,0.22068053483963013
rankine,0.14446263015270233,0.19099628925323486,0.22060109674930573,1.0000001192092896,0.2285865843296051,0.15581417083740234,0.1341439187526703,0.15256094932556152
cycle,0.17920038104057312,0.20626789331436157,0.2701641917228699,0.2285865843296051,1.0000001192092896,0.1914670467376709,0.2504095733165741,0.07156776636838913
is,0.28837618231773376,1.0,0.5823672413825989,0.19099628925323486,0.20626789331436157,0.3757973313331604,0.430266410112381,0.22961433231830597
sometimes,0.34229418635368347,0.3757973313331604,0.35816407203674316,0.15581417083740234,0.1914670467376709,1.0,0.575774610042572,0.1751544177532196
referred,0.16724665462970734,0.3144040107727051,0.3088674545288086,0.14211691915988922,0.1023406982421875,0.4759858548641205,0.5142771601676941,0.06677805632352829
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.15547960996627808,0.17373278737068176,0.4055429697036743,0.2987143397331238,0.29463258385658264
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.25652822852134705,0.13709931075572968,0.3959874212741852,0.2827680706977844,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.18306823074817657,0.21741491556167603,0.3788676857948303,0.4868806302547455,0.23916715383529663
practical,0.32826119661331177,0.1970025897026062,0.22487887740135193,0.25579696893692017,0.16120584309101105,0.2604028582572937,0.2122163623571396,0.19861027598381042
carnot,0.16825038194656372,0.25844618678092957,0.24170513451099396,0.3368340730667114,0.19106033444404602,0.17029638588428497,0.18365371227264404,0.18029625713825226
cycle,0.17920038104057312,0.20626789331436157,0.2701641917228699,0.2285865843296051,1.0000001192092896,0.1914670467376709,0.2504095733165741,0.07156776636838913
because,0.46729007363319397,0.4047735333442688,0.44596394896507263,0.1314224749803543,0.2087005078792572,0.47810056805610657,0.4350281059741974,0.2528740465641022
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2938905656337738,0.16122886538505554,0.26600122451782227,0.26549121737480164,0.31091248989105225
when,0.4700249433517456,0.3471449911594391,0.5091903209686279,0.17013244330883026,0.2033594697713852,0.412046879529953,0.39188069105148315,0.22841128706932068
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.20557273924350739,0.18539637327194214,0.2139018326997757,0.2858632802963257,0.19793890416622162
efficient,0.22662539780139923,0.19970080256462097,0.22032952308654785,0.28038567304611206,0.22542746365070343,0.23035551607608795,0.16634097695350647,0.18034493923187256
turbine,0.1404699683189392,0.20463748276233673,0.1799832284450531,0.3358900249004364,0.26501625776290894,0.15599407255649567,0.16035404801368713,0.16315746307373047
is,0.28837618231773376,1.0,0.5823672413825989,0.19099628925323486,0.20626789331436157,0.3757973313331604,0.430266410112381,0.22961433231830597
used,0.27546408772468567,0.3288823366165161,0.3718377649784088,0.14842726290225983,0.15923969447612762,0.4974112808704376,0.46930378675460815,0.22430120408535004
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2938905656337738,0.16122886538505554,0.26600122451782227,0.26549121737480164,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.22060109674930573,0.2701641917228699,0.35816407203674316,0.489897221326828,0.22068053483963013
ts,0.1840434968471527,0.1889970600605011,0.12711898982524872,0.1521461308002472,0.1312793791294098,0.19117869436740875,0.15753842890262604,0.2468102127313614
diagram,0.243132546544075,0.27817416191101074,0.23597903549671173,0.24547390639781952,0.2487248331308365,0.23048080503940582,0.18582645058631897,0.1382811963558197
begins,0.1788426637649536,0.25563162565231323,0.3446018099784851,0.07201988250017166,0.2255517989397049,0.16256943345069885,0.2628510892391205,0.09518900513648987
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.15547960996627808,0.17373278737068176,0.4055429697036743,0.2987143397331238,0.29463258385658264
resemble,0.2502787411212921,0.2267945259809494,0.25901395082473755,0.07094651460647583,0.1423404961824417,0.36366578936576843,0.3087782859802246,0.09784040600061417
the,0.42745697498321533,0.5823672413825989,1.0,0.22060109674930573,0.2701641917228699,0.35816407203674316,0.489897221326828,0.22068053483963013
carnot,0.16825038194656372,0.25844618678092957,0.24170513451099396,0.3368340730667114,0.19106033444404602,0.17029638588428497,0.18365371227264404,0.18029625713825226
cycle,0.17920038104057312,0.20626789331436157,0.2701641917228699,0.2285865843296051,1.0000001192092896,0.1914670467376709,0.2504095733165741,0.07156776636838913
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24286073446273804,0.19143328070640564,0.24956031143665314,0.300344854593277,0.4130953550338745
