,historically,",",which,movement,has,the,methodist,church,supported,?
historically,1.0000001192092896,0.23128527402877808,0.3545386791229248,0.1857590228319168,0.24491237103939056,0.3502887785434723,0.23109310865402222,0.22033415734767914,0.1688346564769745,0.10566957294940948
",",0.23128527402877808,1.0000001192092896,0.3658004403114319,0.1862073689699173,0.3734780251979828,0.4933079481124878,0.2960420250892639,0.2707274258136749,0.2703314423561096,0.31091248989105225
the,0.3502887785434723,0.4933079481124878,0.6521818041801453,0.339571475982666,0.4177538752555847,1.0,0.21922016143798828,0.23846197128295898,0.27276676893234253,0.22068053483963013
methodist,0.23109310865402222,0.2960420250892639,0.16454297304153442,0.28493544459342957,0.18049748241901398,0.21922016143798828,1.0,0.6119816899299622,0.20353496074676514,0.1436992734670639
church,0.22033415734767914,0.2707274258136749,0.20821009576320648,0.2679787874221802,0.19444791972637177,0.23846197128295898,0.6119816899299622,0.9999999403953552,0.16316622495651245,0.18081501126289368
has,0.24491237103939056,0.3734780251979828,0.4350704550743103,0.18491831421852112,1.0,0.4177538752555847,0.18049748241901398,0.19444791972637177,0.2179286926984787,0.15994466841220856
supported,0.1688346564769745,0.2703314423561096,0.22740553319454193,0.26862379908561707,0.2179286926984787,0.27276676893234253,0.20353496074676514,0.16316622495651245,1.0000001192092896,0.11593948304653168
the,0.3502887785434723,0.4933079481124878,0.6521818041801453,0.339571475982666,0.4177538752555847,1.0,0.21922016143798828,0.23846197128295898,0.27276676893234253,0.22068053483963013
temperance,0.2627244293689728,0.24424321949481964,0.2433512955904007,0.3275335729122162,0.18167097866535187,0.29233518242836,0.42443087697029114,0.3832535147666931,0.2245033085346222,0.1426113098859787
movement,0.1857590228319168,0.1862073689699173,0.3471234440803528,1.0,0.18491831421852112,0.339571475982666,0.28493544459342957,0.2679787874221802,0.26862379908561707,0.1423349231481552
.,0.20293954014778137,0.6812511086463928,0.45942068099975586,0.22796523571014404,0.4105546176433563,0.5934505462646484,0.30669423937797546,0.28898224234580994,0.29144924879074097,0.4130953550338745
