,along,with,non-governmental,and,nonstate,schools,",",what,is,another,name,for,private,schools,?
private,0.13822825253009796,0.20792533457279205,0.32090720534324646,0.2557651102542877,0.2977983057498932,0.4158569872379303,0.1899166703224182,0.16778090596199036,0.1420905888080597,0.18571069836616516,0.09414568543434143,0.22242696583271027,1.0,0.4158569872379303,0.14389030635356903
schools,0.19221381843090057,0.13740696012973785,0.3469877243041992,0.29319998621940613,0.2588921785354614,1.0,0.2760516405105591,0.1820785105228424,0.2022145688533783,0.16504782438278198,0.12527719140052795,0.2320515662431717,0.4158569872379303,1.0,0.18349280953407288
",",0.29824912548065186,0.4120737314224243,0.28734540939331055,0.6633074283599854,0.3134083151817322,0.2760516405105591,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.31091248989105225
also,0.3395622968673706,0.44397303462028503,0.31326359510421753,0.5755972862243652,0.33617696166038513,0.3129073679447174,0.4717654287815094,0.42747777700424194,0.5012649297714233,0.4885459244251251,0.34663957357406616,0.5373267531394958,0.23910270631313324,0.3129073679447174,0.21848613023757935
known,0.2537233829498291,0.23440474271774292,0.18730776011943817,0.3468935489654541,0.22608157992362976,0.11933183670043945,0.3604377806186676,0.20381177961826324,0.41921812295913696,0.21254785358905792,0.3659360110759735,0.363901823759079,0.13440756499767303,0.11933183670043945,0.18314571678638458
as,0.31813573837280273,0.40387406945228577,0.22543825209140778,0.49487000703811646,0.34495967626571655,0.21233005821704865,0.48816442489624023,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.2851914167404175,0.44774648547172546,0.22101859748363495,0.21233005821704865,0.27043893933296204
independent,0.15416312217712402,0.15262502431869507,0.31698688864707947,0.22274264693260193,0.19043593108654022,0.22231550514698029,0.24115799367427826,0.28752967715263367,0.19700974225997925,0.2084541916847229,0.155190110206604,0.22318588197231293,0.21767279505729675,0.22231550514698029,0.11902587860822678
schools,0.19221381843090057,0.13740696012973785,0.3469877243041992,0.29319998621940613,0.2588921785354614,1.0,0.2760516405105591,0.1820785105228424,0.2022145688533783,0.16504782438278198,0.12527719140052795,0.2320515662431717,0.4158569872379303,1.0,0.18349280953407288
",",0.29824912548065186,0.4120737314224243,0.28734540939331055,0.6633074283599854,0.3134083151817322,0.2760516405105591,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.31091248989105225
non-governmental,0.18670006096363068,0.2365328073501587,1.0,0.32258743047714233,0.42284438014030457,0.3469877243041992,0.28734540939331055,0.22915460169315338,0.21368014812469482,0.19278591871261597,0.07378830760717392,0.29639801383018494,0.32090720534324646,0.3469877243041992,0.2302026003599167
",",0.29824912548065186,0.4120737314224243,0.28734540939331055,0.6633074283599854,0.3134083151817322,0.2760516405105591,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.31091248989105225
or,0.2587498426437378,0.38158315420150757,0.27646785974502563,0.4713204801082611,0.25580504536628723,0.23524631559848785,0.3769497275352478,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.19621294736862183,0.4111599624156952,0.21888144314289093,0.23524631559848785,0.32389625906944275
nonstate,0.21957935392856598,0.25357553362846375,0.42284438014030457,0.29384827613830566,0.9999999403953552,0.2588921785354614,0.3134083151817322,0.22288276255130768,0.19453494250774384,0.19652624428272247,0.2256118804216385,0.2973077595233917,0.2977983057498932,0.2588921785354614,0.2595658004283905
schools,0.19221381843090057,0.13740696012973785,0.3469877243041992,0.29319998621940613,0.2588921785354614,1.0,0.2760516405105591,0.1820785105228424,0.2022145688533783,0.16504782438278198,0.12527719140052795,0.2320515662431717,0.4158569872379303,1.0,0.18349280953407288
",",0.29824912548065186,0.4120737314224243,0.28734540939331055,0.6633074283599854,0.3134083151817322,0.2760516405105591,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.31091248989105225
are,0.28655800223350525,0.38996943831443787,0.24904043972492218,0.48576638102531433,0.22405754029750824,0.30816179513931274,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.23159852623939514,0.17349179089069366,0.3895993232727051,0.1694057136774063,0.30816179513931274,0.24591213464736938
not,0.21075627207756042,0.3409014642238617,0.2830105125904083,0.39099299907684326,0.3370490074157715,0.2299577295780182,0.3769696354866028,0.5449194312095642,0.3776007890701294,0.3786204159259796,0.2188112437725067,0.39280617237091064,0.181801438331604,0.2299577295780182,0.41942933201789856
administered,0.16513176262378693,0.19587333500385284,0.42637988924980164,0.2802276909351349,0.30299803614616394,0.22404460608959198,0.2262915074825287,0.22505685687065125,0.23213163018226624,0.13603687286376953,0.12898822128772736,0.19311875104904175,0.23204773664474487,0.22404460608959198,0.11263694614171982
by,0.34227433800697327,0.39731505513191223,0.2542456090450287,0.4289871156215668,0.21828272938728333,0.1415957361459732,0.3680937886238098,0.2455483376979828,0.3899846076965332,0.36873918771743774,0.25480157136917114,0.3248702883720398,0.18554414808750153,0.1415957361459732,0.17966607213020325
local,0.1462877243757248,0.16601361334323883,0.3323403298854828,0.2468787580728531,0.23802302777767181,0.22340239584445953,0.20673875510692596,0.18981902301311493,0.13173899054527283,0.19225594401359558,0.17083096504211426,0.23619583249092102,0.22325782477855682,0.22340239584445953,0.15022775530815125
",",0.29824912548065186,0.4120737314224243,0.28734540939331055,0.6633074283599854,0.3134083151817322,0.2760516405105591,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.31091248989105225
state,0.14338186383247375,0.2062043994665146,0.38421139121055603,0.2653750479221344,0.510435938835144,0.2832874357700348,0.29481780529022217,0.24273863434791565,0.2627358138561249,0.18883290886878967,0.19896633923053741,0.19460363686084747,0.3059387505054474,0.2832874357700348,0.1160883978009224
or,0.2587498426437378,0.38158315420150757,0.27646785974502563,0.4713204801082611,0.25580504536628723,0.23524631559848785,0.3769497275352478,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.19621294736862183,0.4111599624156952,0.21888144314289093,0.23524631559848785,0.32389625906944275
national,0.13040964305400848,0.15206176042556763,0.37830209732055664,0.2608908712863922,0.2395334541797638,0.21169473230838776,0.23933029174804688,0.16882304847240448,0.23413582146167755,0.1686444729566574,0.12491574138402939,0.36267757415771484,0.16998161375522614,0.21169473230838776,0.15643028914928436
governments,0.20264610648155212,0.2209618091583252,0.7928211688995361,0.31577762961387634,0.32992827892303467,0.405094176530838,0.259052038192749,0.2814749777317047,0.203748419880867,0.1960032433271408,0.10758188366889954,0.2445342242717743,0.34619805216789246,0.405094176530838,0.18805137276649475
;,0.04494662955403328,0.12944702804088593,0.0776555985212326,0.08403264731168747,0.01003415696322918,0.006539041642099619,0.04938793554902077,0.10986888408660889,0.05324986204504967,0.013220119290053844,0.01776505447924137,0.0293948445469141,0.07344416528940201,0.006539041642099619,0.10349778085947037
thus,0.20166707038879395,0.32907700538635254,0.15569224953651428,0.3723181188106537,0.241765558719635,0.13484472036361694,0.3071325421333313,0.30745524168014526,0.244685098528862,0.3803355395793915,0.17687201499938965,0.35466766357421875,0.13982300460338593,0.13484472036361694,0.18769288063049316
",",0.29824912548065186,0.4120737314224243,0.28734540939331055,0.6633074283599854,0.3134083151817322,0.2760516405105591,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.31091248989105225
they,0.2803424000740051,0.42091572284698486,0.2117699533700943,0.5073080658912659,0.23923233151435852,0.2753114104270935,0.390799880027771,0.4431931674480438,0.330102801322937,0.40819409489631653,0.20157702267169952,0.3466525673866272,0.23686249554157257,0.2753114104270935,0.2753053903579712
retain,0.15044163167476654,0.24071331322193146,0.2320122867822647,0.3038410544395447,0.20441289246082306,0.0964733436703682,0.2342095971107483,0.178955540060997,0.2052660584449768,0.27597180008888245,0.2057570070028305,0.24533411860466003,0.14127056300640106,0.0964733436703682,0.10032857954502106
the,0.39495137333869934,0.4223487675189972,0.28830572962760925,0.5171257257461548,0.27058130502700806,0.22905772924423218,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.18291357159614563,0.22905772924423218,0.22068053483963013
right,0.2399611622095108,0.19092322885990143,0.2018478512763977,0.27311667799949646,0.20555470883846283,0.14779479801654816,0.24165019392967224,0.38502591848373413,0.22718656063079834,0.27841994166374207,0.121669702231884,0.25850585103034973,0.17115983366966248,0.14779479801654816,0.27135515213012695
to,0.2976071536540985,0.4239959120750427,0.2558363080024719,0.48971283435821533,0.30393290519714355,0.2362271547317505,0.44245919585227966,0.455847829580307,0.42745086550712585,0.48769932985305786,0.27806994318962097,0.4451248347759247,0.18892748653888702,0.2362271547317505,0.29463258385658264
select,0.13789115846157074,0.16159012913703918,0.1939060240983963,0.24211421608924866,0.1855473667383194,0.14086371660232544,0.16609342396259308,0.2594083249568939,0.11184723675251007,0.24586260318756104,0.144497349858284,0.35784855484962463,0.11320453882217407,0.14086371660232544,0.2362300455570221
their,0.30045241117477417,0.4258328378200531,0.2595798969268799,0.45114588737487793,0.24391119182109833,0.22621867060661316,0.3045167922973633,0.35142919421195984,0.2101074606180191,0.3561564087867737,0.18092210590839386,0.3406745493412018,0.24537235498428345,0.22621867060661316,0.1898253709077835
