,where,did,luther,say,that,the,soul,does,n't,sleep,",",but,rather,has,visions,?
luther,0.15538732707500458,0.23667675256729126,1.0,0.1719883233308792,0.21746599674224854,0.1759674996137619,0.1514018028974533,0.14081993699073792,0.04510631039738655,0.11771473288536072,0.23255878686904907,0.20694120228290558,0.19670958817005157,0.11117470264434814,0.2183283120393753,0.1732746809720993
's,0.0007701900321990252,0.05069678649306297,-0.009990512393414974,0.02346254698932171,0.04397977516055107,-0.01540423184633255,0.08064237982034683,-0.02895052544772625,-0.06347019225358963,-0.020166225731372833,-0.0016132977325469255,0.04136733338236809,0.08959644287824631,-0.040683966130018234,0.04491797462105751,-0.023395681753754616
commentary,0.16007542610168457,0.1733681857585907,0.18811537325382233,0.30237656831741333,0.2635365426540375,0.2209595888853073,0.16750146448612213,0.13989126682281494,0.2506006062030792,0.1420007199048996,0.2477271854877472,0.1842913180589676,0.16318581998348236,0.15973593294620514,0.25001972913742065,0.20364898443222046
on,0.37630224227905273,0.2670976221561432,0.19090485572814941,0.2754344344139099,0.42569106817245483,0.5107308030128479,0.17487207055091858,0.2568802833557129,0.023764533922076225,0.2753455936908722,0.49057599902153015,0.3584071099758148,0.2960607409477234,0.34604379534721375,0.24719087779521942,0.2714994251728058
genesis,0.16406165063381195,0.19734889268875122,0.21890456974506378,0.27861982583999634,0.27699390053749084,0.2291790246963501,0.2860048711299896,0.1959473043680191,0.06199188530445099,0.14739423990249634,0.16255353391170502,0.13324682414531708,0.1585468351840973,0.16211916506290436,0.22300423681735992,0.2113482803106308
contains,0.2167215347290039,0.12733715772628784,0.1464063823223114,0.23026630282402039,0.2712160646915436,0.2846323549747467,0.15265139937400818,0.30033645033836365,-0.02568238228559494,0.09558390825986862,0.2243606001138687,0.22744140028953552,0.2635740637779236,0.40637892484664917,0.17449897527694702,0.15215006470680237
a,0.40997210144996643,0.2552328109741211,0.17967689037322998,0.3464781641960144,0.47537946701049805,0.5829201340675354,0.18477685749530792,0.38201746344566345,0.013574101030826569,0.1731252670288086,0.427140474319458,0.44750767946243286,0.4061340093612671,0.4670248031616211,0.167376309633255,0.23916715383529663
passage,0.2853952646255493,0.16222122311592102,0.19547998905181885,0.17294873297214508,0.2814699709415436,0.3817729353904724,0.13069792091846466,0.15568150579929352,-0.05258091539144516,0.16271699965000153,0.18721908330917358,0.19380821287631989,0.2503388822078705,0.14450255036354065,0.126348078250885,0.11149881780147552
which,0.5477990508079529,0.2750149369239807,0.17501473426818848,0.34116342663764954,0.6894589066505432,0.6521818041801453,0.22030168771743774,0.39111801981925964,-0.17106275260448456,0.21158389747142792,0.3658004403114319,0.55336993932724,0.45570456981658936,0.4350704550743103,0.26353752613067627,0.25814583897590637
concludes,0.14148418605327606,0.2583135962486267,0.17790108919143677,0.32216230034828186,0.33099642395973206,0.3040708303451538,0.12774312496185303,0.24442920088768005,-0.008225934579968452,0.14792098104953766,0.25500860810279846,0.2962805926799774,0.304197758436203,0.19414806365966797,0.20991873741149902,0.1386803537607193
that,0.4876193106174469,0.47518548369407654,0.21746599674224854,0.5852095484733582,1.0,0.5473989248275757,0.2695053815841675,0.4764937460422516,-0.130638986825943,0.22555981576442719,0.4137537479400635,0.7244205474853516,0.4945213496685028,0.41272613406181335,0.2704857885837555,0.32716336846351624
``,0.020612511783838272,-0.029888948425650597,-0.013964727520942688,0.062410302460193634,0.05285148695111275,0.029072100296616554,-0.06180202215909958,0.06539655476808548,0.1096503809094429,-0.02220669388771057,0.09681109338998795,0.09151377528905869,0.11114675551652908,0.06254398077726364,-0.0690564513206482,0.0685480609536171
the,0.5003893971443176,0.34736719727516174,0.1759674996137619,0.3200206458568573,0.5473989248275757,1.0,0.2054273635149002,0.35928019881248474,-0.11449059844017029,0.20454104244709015,0.4933079481124878,0.4859698414802551,0.31983619928359985,0.4177538752555847,0.21976052224636078,0.22068053483963013
soul,0.19503650069236755,0.13049879670143127,0.1514018028974533,0.15454526245594025,0.2695053815841675,0.2054273635149002,1.0000001192092896,0.14913393557071686,0.055314529687166214,0.2241225391626358,0.27691033482551575,0.2011018842458725,0.15808700025081635,0.14806248247623444,0.2837061285972595,0.2029775083065033
does,0.2965966761112213,0.5457901358604431,0.14081993699073792,0.39987829327583313,0.4764937460422516,0.35928019881248474,0.14913393557071686,1.0,-0.049544673413038254,0.18153198063373566,0.28617382049560547,0.4353378415107727,0.39748668670654297,0.42885294556617737,0.21963874995708466,0.338003009557724
not,0.3820744752883911,0.6481515765190125,0.21636232733726501,0.5230055451393127,0.6600887179374695,0.4310511648654938,0.1655241847038269,0.6355478763580322,-0.11552248895168304,0.27492988109588623,0.3769696354866028,0.6553761959075928,0.4821464419364929,0.32239022850990295,0.19594310224056244,0.41942933201789856
sleep,0.2307962030172348,0.20785151422023773,0.11771473288536072,0.24368765950202942,0.22555981576442719,0.20454104244709015,0.2241225391626358,0.18153198063373566,0.007576287258416414,0.9999999403953552,0.22850069403648376,0.21441909670829773,0.1737688183784485,0.12826509773731232,0.31147393584251404,0.20425266027450562
(,0.1970011591911316,0.18979617953300476,0.1677781045436859,0.23915322124958038,0.2264307141304016,0.33289089798927307,0.19696387648582458,0.2728188931941986,0.15345674753189087,0.23403185606002808,0.6363511681556702,0.26263320446014404,0.16365185379981995,0.2498389035463333,0.1694408804178238,0.40561532974243164
anima,0.10154204070568085,0.08007457107305527,0.21758417785167694,0.11300478875637054,0.12946973741054535,0.15556439757347107,0.20132163166999817,0.07797041535377502,0.12215925753116608,0.10131748020648956,0.18034620583057404,0.12390538305044174,0.10889153927564621,0.123979352414608,0.16636741161346436,0.17474709451198578
non,0.167549729347229,0.176275834441185,0.07194280624389648,0.2853561341762543,0.2571088671684265,0.21640649437904358,0.07480485737323761,0.25433704257011414,0.07794194668531418,0.12702755630016327,0.2072257250547409,0.27151069045066833,0.2847813069820404,0.15961021184921265,0.0966213047504425,0.1993027776479721
sic,0.11716043949127197,0.1600538194179535,0.0982472226023674,0.24049881100654602,0.26179081201553345,0.1860533207654953,0.18131031095981598,0.2029937505722046,0.14954529702663422,0.1973225474357605,0.3151591122150421,0.2426542043685913,0.22689954936504364,0.15882135927677155,0.0700894221663475,0.3474702835083008
dormit,0.2166076898574829,0.14095650613307953,0.18825149536132812,0.18549375236034393,0.16474875807762146,0.23716072738170624,0.09075295925140381,0.1528751254081726,0.04979505017399788,0.3251537084579468,0.2578749656677246,0.18445010483264923,0.1412554681301117,0.143277108669281,0.1585332602262497,0.12675099074840546
),0.20711064338684082,0.18584993481636047,0.18587662279605865,0.23793987929821014,0.23478686809539795,0.3456730246543884,0.20014768838882446,0.2575884759426117,0.16805793344974518,0.2250489443540573,0.63033527135849,0.2897340953350067,0.1804419457912445,0.26944878697395325,0.1787959486246109,0.42300865054130554
