,who,was,abc,'s,vice-president,of,engineering,?
these,0.34544891119003296,0.19784674048423767,0.11797529458999634,0.026068098843097687,0.12191230803728104,0.42684608697891235,0.20018835365772247,0.2571668326854706
applications,0.12625572085380554,0.18077130615711212,0.21265660226345062,-0.001581235439516604,0.13424819707870483,0.24918507039546967,0.40777942538261414,0.19125857949256897
all,0.3698336184024811,0.23179835081100464,0.18112415075302124,0.03181743621826172,0.19978006184101105,0.42798417806625366,0.20347847044467926,0.29575422406196594
requested,0.32294291257858276,0.24532678723335266,0.2524041533470154,0.018166447058320045,0.24445918202400208,0.24680906534194946,0.12159336358308792,0.3419589698314667
for,0.37110671401023865,0.3863949179649353,0.22510288655757904,-0.07241261005401611,0.21066752076148987,0.4185989499092102,0.25135883688926697,0.264628142118454
the,0.3733934462070465,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.2680828869342804,0.733189046382904,0.23901307582855225,0.22068053483963013
stations,0.18933221697807312,0.15012863278388977,0.23858611285686493,0.029389679431915283,0.14144675433635712,0.20414425432682037,0.19280193746089935,0.13192185759544373
to,0.42656609416007996,0.3636345863342285,0.1762417107820511,0.03782717138528824,0.22238098084926605,0.41548454761505127,0.21773739159107208,0.29463258385658264
broadcast,0.18632595241069794,0.24068336188793182,0.4876510202884674,0.0797032043337822,0.2560594081878662,0.20155203342437744,0.13165023922920227,0.15760008990764618
on,0.2340552806854248,0.3909217119216919,0.2862928807735443,0.0026888418942689896,0.2004932016134262,0.3966929316520691,0.16422677040100098,0.2714994251728058
vhf,0.14968590438365936,0.16781459748744965,0.3092333674430847,0.09976141899824142,0.16579800844192505,0.26242321729660034,0.24670089781284332,0.22005349397659302
channel,0.17347675561904907,0.15624403953552246,0.4020179808139801,0.10094652324914932,0.15094393491744995,0.1671900898218155,0.20359183847904205,0.20176179707050323
7,-0.12122417241334915,0.002381215337663889,-0.025838254019618034,0.09292176365852356,0.04323901608586311,-0.04983885586261749,-0.038639187812805176,-0.15092156827449799
",",0.3365725874900818,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.32773149013519287,0.4946078956127167,0.24572694301605225,0.31091248989105225
as,0.3923053741455078,0.3677520453929901,0.2286096066236496,-0.05775856226682663,0.254731684923172,0.3886612355709076,0.230675607919693,0.27043893933296204
frank,0.21223169565200806,0.28389421105384827,0.1615080088376999,0.03106875717639923,0.20927117764949799,0.15825092792510986,0.18248024582862854,0.14052411913871765
marx,0.22507008910179138,0.24843013286590576,0.13635118305683136,0.1129729226231575,0.2140529304742813,0.1766645908355713,0.1806226670742035,0.22370392084121704
",",0.3365725874900818,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.32773149013519287,0.4946078956127167,0.24572694301605225,0.31091248989105225
then,0.29952746629714966,0.27044644951820374,0.1812727302312851,0.010921895503997803,0.1897609978914261,0.2937326431274414,0.18388710916042328,0.2884598970413208
abc,0.14673753082752228,0.21565799415111542,1.0000001192092896,0.06670809537172318,0.25006434321403503,0.14607268571853638,0.10833588987588882,0.19065172970294952
's,0.05599616840481758,0.008974763564765453,0.06670809537172318,0.9999999403953552,-0.07184788584709167,-0.03817026689648628,0.022579053416848183,-0.023395681753754616
vice-president,0.26538777351379395,0.2840290367603302,0.25006434321403503,-0.07184788584709167,0.9999998807907104,0.2506135106086731,0.16040365397930145,0.18823425471782684
of,0.2827862501144409,0.4069072902202606,0.14607268571853638,-0.03817026689648628,0.2506135106086731,1.0,0.2630712687969208,0.1826142966747284
engineering,0.14024005830287933,0.21916431188583374,0.10833588987588882,0.022579053416848183,0.16040365397930145,0.2630712687969208,0.9999999403953552,0.16555240750312805
",",0.3365725874900818,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.32773149013519287,0.4946078956127167,0.24572694301605225,0.31091248989105225
thought,0.38083821535110474,0.42560186982154846,0.10785313695669174,0.04379833862185478,0.17504559457302094,0.34673458337783813,0.12030460685491562,0.2600135803222656
that,0.45444270968437195,0.33670201897621155,0.17440107464790344,0.04397977516055107,0.19068142771720886,0.41498205065727234,0.23158018290996552,0.32716336846351624
the,0.3733934462070465,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.2680828869342804,0.733189046382904,0.23901307582855225,0.22068053483963013
low-band,0.2389083355665207,0.2910398542881012,0.22256304323673248,0.09094902127981186,0.3440644145011902,0.27188006043434143,0.21107564866542816,0.1604941338300705
vhf,0.14968590438365936,0.16781459748744965,0.3092333674430847,0.09976141899824142,0.16579800844192505,0.26242321729660034,0.24670089781284332,0.22005349397659302
frequencies,0.17371989786624908,0.10179530084133148,0.24018147587776184,0.0448223240673542,0.06240629777312279,0.20707261562347412,0.2759581208229065,0.17605476081371307
(,0.2443375140428543,0.2980341613292694,0.183883935213089,0.0012731997994706035,0.2818053662776947,0.35032153129577637,0.16645148396492004,0.40561532974243164
corresponding,0.0980224683880806,0.1531939059495926,0.16456852853298187,-0.04573509842157364,0.13496409356594086,0.3214208483695984,0.19225165247917175,0.21760094165802002
to,0.42656609416007996,0.3636345863342285,0.1762417107820511,0.03782717138528824,0.22238098084926605,0.41548454761505127,0.21773739159107208,0.29463258385658264
channels,0.13797876238822937,0.11888814717531204,0.3453997075557709,0.09595498442649841,0.10121733695268631,0.17560617625713348,0.22606630623340607,0.19657258689403534
2,-0.0748172402381897,-0.013097384944558144,0.055081967264413834,0.10492397099733353,-0.025160139426589012,-0.013777675107121468,-0.05173860862851143,0.001977203879505396
through,0.17793183028697968,0.21752823889255524,0.1861964464187622,-0.020649312064051628,0.1383308470249176,0.3647414743900299,0.18811331689357758,0.16913433372974396
6,0.06694239377975464,0.021614471450448036,0.07212936878204346,0.06298240274190903,0.05938567966222763,0.055943556129932404,0.09037719666957855,0.045001473277807236
),0.2457384318113327,0.3267642855644226,0.18381085991859436,0.021107977256178856,0.2686421573162079,0.3680361211299896,0.19402268528938293,0.42300865054130554
would,0.3632977604866028,0.41663143038749695,0.13780725002288818,0.036968596279621124,0.21339158713817596,0.3353942930698395,0.15781250596046448,0.37178951501846313
be,0.3371641933917999,0.42228707671165466,0.14780379831790924,0.025217169895768166,0.1676182895898819,0.33904364705085754,0.1699679046869278,0.3324260413646698
requisitioned,0.19288033246994019,0.2757212221622467,0.13087721168994904,-0.06350092589855194,0.2214883416891098,0.3236880600452423,0.2714489996433258,0.18675771355628967
from,0.27839982509613037,0.31171464920043945,0.12159302085638046,-0.01936490088701248,0.17447052896022797,0.4249346852302551,0.1431255042552948,0.19969791173934937
broadcasting,0.16948257386684418,0.25895166397094727,0.45669859647750854,0.10137476027011871,0.25737902522087097,0.25924646854400635,0.2771415114402771,0.10870421677827835
use,0.2265424281358719,0.17744606733322144,0.1775941103696823,0.004619393963366747,0.12202432006597519,0.2750902473926544,0.19414393603801727,0.32795652747154236
and,0.41279885172843933,0.3740963041782379,0.16453155875205994,0.06895173341035843,0.2964693307876587,0.5116966962814331,0.2482127696275711,0.20544172823429108
reallocated,0.26567137241363525,0.23401103913784027,0.17012350261211395,-0.013848044909536839,0.21358975768089294,0.3707605302333832,0.32430723309516907,0.28857141733169556
for,0.37110671401023865,0.3863949179649353,0.22510288655757904,-0.07241261005401611,0.21066752076148987,0.4185989499092102,0.25135883688926697,0.264628142118454
the,0.3733934462070465,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.2680828869342804,0.733189046382904,0.23901307582855225,0.22068053483963013
u.s.,0.19341465830802917,0.06837434321641922,0.042879559099674225,-0.015024582855403423,-0.016330622136592865,0.011562774889171124,-0.07344194501638412,0.07886100560426712
army,0.2866576313972473,0.30177709460258484,0.16640110313892365,0.03417222201824188,0.3135218620300293,0.2669098675251007,0.18881958723068237,0.180583193898201
.,0.3541337847709656,0.40146201848983765,0.2567209303379059,-0.003708066651597619,0.30943578481674194,0.5352458953857422,0.18122120201587677,0.4130953550338745
