,what,is,the,area,called,where,one,plate,subducts,under,another,?
arcs,0.2433299869298935,0.27391132712364197,0.2629014253616333,0.25066742300987244,0.2789064645767212,0.265707403421402,0.24369999766349792,0.2172362506389618,0.32239264249801636,0.18754175305366516,0.18765738606452942,0.13464148342609406
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3409860134124756,0.4222904443740845,0.38066378235816956,0.4999135136604309,0.18672886490821838,0.2850099802017212,0.32766106724739075,0.38147079944610596,0.1826142966747284
volcanoes,0.20542682707309723,0.27510157227516174,0.26139745116233826,0.2631646990776062,0.13015054166316986,0.24900390207767487,0.28970903158187866,0.30909648537635803,0.45072269439697266,0.1594710499048233,0.20695924758911133,0.1603207290172577
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3044000566005707,0.3251761794090271,0.43859338760375977,0.42438167333602905,0.1928771287202835,0.2845853567123413,0.3005301356315613,0.3214244842529297,0.20544172823429108
earthquakes,0.233647421002388,0.22263570129871368,0.2725606858730316,0.2206539660692215,0.19838058948516846,0.18781661987304688,0.24562588334083557,0.2809034287929535,0.40459614992141724,0.14545868337154388,0.22359886765480042,0.18716849386692047
were,0.22298263013362885,0.29386836290359497,0.3906462490558624,0.2544567286968231,0.30364301800727844,0.2363632768392563,0.3453167676925659,0.14064553380012512,0.19887927174568176,0.28293636441230774,0.18328039348125458,0.17890112102031708
explained,0.4148936867713928,0.22149337828159332,0.2738569974899292,0.07444096356630325,0.26181909441947937,0.27896547317504883,0.259944349527359,0.12692777812480927,0.1624051332473755,0.220757856965065,0.3158320486545563,0.31240519881248474
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2407972663640976,0.2827680706977844,0.35409465432167053,0.3954789340496063,0.13557575643062592,0.1796441227197647,0.29018887877464294,0.3282026946544647,0.27043893933296204
convergent,0.27333205938339233,0.24193601310253143,0.2782052755355835,0.23643705248832703,0.2416379451751709,0.26699838042259216,0.22330895066261292,0.31411972641944885,0.4457080364227295,0.17366372048854828,0.24168400466442108,0.1645277887582779
boundaries,0.27773579955101013,0.22585651278495789,0.34339386224746704,0.4121263921260834,0.26626646518707275,0.25347715616226196,0.22098758816719055,0.3379978537559509,0.37671294808387756,0.267244815826416,0.1453496515750885,0.13039568066596985
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2664283812046051,0.26549121737480164,0.3149496018886566,0.3696635365486145,0.1725088655948639,0.18729469180107117,0.24875585734844208,0.3283841907978058,0.31091248989105225
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.3338260352611542,0.3857341706752777,0.9999999403953552,0.3907615840435028,0.22674590349197388,0.28380364179611206,0.35552138090133667,0.42079871892929077,0.24793872237205505
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.22590439021587372,0.3550408184528351,0.3907615840435028,1.0000001192092896,0.15273742377758026,0.2690407931804657,0.1822032481431961,0.5444791913032532,0.2673267424106598
plate,0.16980557143688202,0.20087085664272308,0.2611875832080841,0.13115856051445007,0.18216685950756073,0.22674590349197388,0.15273742377758026,1.0000001192092896,0.3844980001449585,0.20165956020355225,0.2203822284936905,0.17674463987350464
subducts,0.22244127094745636,0.26392632722854614,0.32465994358062744,0.29549890756607056,0.280699759721756,0.28380364179611206,0.2690407931804657,0.3844980001449585,1.0,0.25064441561698914,0.2116546332836151,0.08097938448190689
under,0.20154598355293274,0.21294879913330078,0.3348022699356079,0.23120976984500885,0.22955714166164398,0.35552138090133667,0.1822032481431961,0.20165956020355225,0.25064441561698914,0.9999999403953552,0.203950434923172,0.18233340978622437
another,0.4190070629119873,0.41278526186943054,0.5019711852073669,0.18496209383010864,0.4362754225730896,0.42079871892929077,0.5444791913032532,0.2203822284936905,0.2116546332836151,0.203950434923172,1.0000001192092896,0.295511931180954
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2760866582393646,0.300344854593277,0.41390106081962585,0.4123194217681885,0.21695120632648468,0.15659725666046143,0.2901604175567627,0.3817248046398163,0.4130953550338745
