,how,did,the,2001,ipcc,report,compare,to,reality,for,2001-2006,?
on,0.32655060291290283,0.2670976221561432,0.5107308030128479,-0.08765829354524612,0.24879392981529236,0.29382312297821045,0.23829372227191925,0.41031414270401,0.26691460609436035,0.36199691891670227,-0.0011368818813934922,0.2714994251728058
1,-0.28593507409095764,-0.2815930247306824,-0.1554475575685501,-0.006492342334240675,-0.12149538099765778,-0.1435120403766632,-0.2614307403564453,-0.2769182622432709,-0.2348051369190216,-0.31088897585868835,-0.13912715017795563,-0.249979168176651
february,0.1331711709499359,0.25426602363586426,0.26483774185180664,-0.09065747261047363,0.1285850554704666,0.18492063879966736,0.13789786398410797,0.20325583219528198,0.18600189685821533,0.2791854739189148,-0.07986085116863251,0.29594847559928894
2007,-0.09095048904418945,-0.2447822093963623,-0.23657195270061493,0.28128597140312195,-0.10205449908971786,-0.10589112341403961,-0.007566187530755997,-0.1738293468952179,-0.13302667438983917,-0.15897968411445618,0.20562635362148285,-0.1664225310087204
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,-0.19191312789916992,0.15590040385723114,0.250803142786026,0.22873489558696747,0.44245919585227966,0.2389596849679947,0.4464869201183319,-0.030225610360503197,0.31091248989105225
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.4739971458911896,0.08967050164937973,0.22068053483963013
eve,0.21123149991035461,0.15375399589538574,0.21724742650985718,-0.0961969792842865,0.18264608085155487,0.1400688886642456,0.1367338001728058,0.17965903878211975,0.21924684941768646,0.12257280200719833,-0.03241885080933571,0.23469486832618713
of,0.2480744868516922,0.2513895630836487,0.733189046382904,-0.08535187691450119,0.20174051821231842,0.22992923855781555,0.27714359760284424,0.41548454761505127,0.22407591342926025,0.4185989499092102,0.05119660496711731,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.4739971458911896,0.08967050164937973,0.22068053483963013
publication,0.2183396816253662,0.1799519658088684,0.24080322682857513,0.002547758398577571,0.37535402178764343,0.37659838795661926,0.18848833441734314,0.1878795325756073,0.13116256892681122,0.26349180936813354,0.09992043673992157,0.2191428393125534
of,0.2480744868516922,0.2513895630836487,0.733189046382904,-0.08535187691450119,0.20174051821231842,0.22992923855781555,0.27714359760284424,0.41548454761505127,0.22407591342926025,0.4185989499092102,0.05119660496711731,0.1826142966747284
ipcc,0.3693348467350006,0.2459706962108612,0.24925659596920013,-0.032272763550281525,1.0000001192092896,0.4727894961833954,0.2826744019985199,0.25466105341911316,0.19797255098819733,0.19251582026481628,0.1342562735080719,0.22295254468917847
's,-0.026164190843701363,0.05069678649306297,-0.01540423184633255,-0.11581677943468094,0.010160183534026146,-0.0383719876408577,-0.0016840395983308554,0.03782717138528824,0.10772097110748291,-0.07241261005401611,-0.06409657746553421,-0.023395681753754616
major,0.12500809133052826,0.20997437834739685,0.31775903701782227,-0.1055578961968422,0.19455642998218536,0.1734425574541092,0.11405246704816818,0.19240309298038483,0.12049166113138199,0.23592928051948547,-0.04698629304766655,0.19788557291030884
report,0.2084086388349533,0.2986995279788971,0.2556745111942291,-0.1508273035287857,0.4727894961833954,0.9999998807907104,0.3181764781475067,0.2559358477592468,0.1591617912054062,0.2216007560491562,-0.034164898097515106,0.3138936758041382
on,0.32655060291290283,0.2670976221561432,0.5107308030128479,-0.08765829354524612,0.24879392981529236,0.29382312297821045,0.23829372227191925,0.41031414270401,0.26691460609436035,0.36199691891670227,-0.0011368818813934922,0.2714994251728058
climate,0.23680974543094635,0.1748235523700714,0.2693597674369812,-0.14139007031917572,0.5031722187995911,0.26226359605789185,0.17678578197956085,0.3023298978805542,0.15995356440544128,0.17355333268642426,-0.011318239383399487,0.19998492300510406
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,-0.19191312789916992,0.15590040385723114,0.250803142786026,0.22873489558696747,0.44245919585227966,0.2389596849679947,0.4464869201183319,-0.030225610360503197,0.31091248989105225
a,0.29312583804130554,0.2552328109741211,0.5829201340675354,-0.14780431985855103,0.12244262546300888,0.2148611694574356,0.26195162534713745,0.45503583550453186,0.2078995257616043,0.44038116931915283,0.07064574956893921,0.23916715383529663
study,0.2640102803707123,0.21215762197971344,0.2533665597438812,0.052347179502248764,0.31419894099235535,0.29571110010147095,0.34630638360977173,0.3326032757759094,0.17398586869239807,0.18700449168682098,0.04485283046960831,0.15902167558670044
was,0.16678167879581451,0.41399896144866943,0.48711544275283813,-0.1705034077167511,0.16744299232959747,0.19926786422729492,0.09800519049167633,0.3636345863342285,0.19640132784843445,0.3863949179649353,-0.005380796268582344,0.18412111699581146
published,0.17517933249473572,0.17877818644046783,0.22017472982406616,-0.00268853479065001,0.33862897753715515,0.3798125088214874,0.15462592244148254,0.12403073906898499,0.16965119540691376,0.21304498612880707,-0.0010277205146849155,0.16280238330364227
suggesting,0.3845008611679077,0.2925739884376526,0.3232928216457367,-0.14027844369411469,0.2899152338504791,0.28020790219306946,0.3407469689846039,0.35274428129196167,0.1621210277080536,0.3498551547527313,0.09223917871713638,0.3712358772754669
that,0.557814359664917,0.47518548369407654,0.5473989248275757,-0.17465241253376007,0.3323146402835846,0.30103304982185364,0.322277307510376,0.5436353087425232,0.3472827672958374,0.4137635827064514,0.09896891564130783,0.32716336846351624
temperatures,0.2543736696243286,0.16462133824825287,0.27544233202934265,-0.10032371431589127,0.3539794385433197,0.2261490374803543,0.1813768893480301,0.28822293877601624,0.18912534415721893,0.19703829288482666,0.13457389175891876,0.1895846426486969
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,-0.1767612248659134,0.20790739357471466,0.20391902327537537,0.3096909821033478,0.48971283435821533,0.2674713730812073,0.5064792633056641,0.010617260821163654,0.20544172823429108
sea,0.16549281775951385,0.1665116548538208,0.30363768339157104,-0.12401077151298523,0.20078325271606445,0.15907305479049683,0.051682647317647934,0.2749888300895691,0.12399653345346451,0.17241841554641724,-0.05784830078482628,0.15551945567131042
levels,0.30174899101257324,0.16511613130569458,0.286034494638443,-0.055449988692998886,0.2907012104988098,0.18308784067630768,0.2665249705314636,0.29053324460983276,0.21562816202640533,0.24535854160785675,0.2241821438074112,0.1541307419538498
have,0.4370637536048889,0.3783526122570038,0.40389683842658997,-0.16456520557403564,0.28303688764572144,0.2797522246837616,0.3803609013557434,0.4544740617275238,0.2236863374710083,0.41175219416618347,0.13054515421390533,0.32991164922714233
been,0.26456597447395325,0.2835664749145508,0.3563927710056305,-0.20503081381320953,0.23632609844207764,0.3124206066131592,0.1955367475748062,0.34945759177207947,0.17016136646270752,0.39068686962127686,0.07165632396936417,0.24354910850524902
rising,0.22623053193092346,0.1817520558834076,0.34945452213287354,-0.1272479146718979,0.26317545771598816,0.18070009350776672,0.08645539730787277,0.21663394570350647,0.14494171738624573,0.20961570739746094,0.04911182448267937,0.07955946773290634
at,0.2154216170310974,0.28390252590179443,0.457212895154953,-0.06349894404411316,0.21482627093791962,0.2458806037902832,0.26127904653549194,0.36524343490600586,0.12651781737804413,0.34237727522850037,-0.0011522071436047554,0.21978627145290375
or,0.3378981947898865,0.28211739659309387,0.4174870550632477,-0.09707551449537277,0.16065728664398193,0.20151855051517487,0.3122234344482422,0.38921234011650085,0.1800835132598877,0.4111599624156952,0.10155752301216125,0.32389625906944275
above,0.23468554019927979,0.20278730988502502,0.33988961577415466,-0.15455055236816406,0.27213147282600403,0.21451237797737122,0.23316989839076996,0.30495497584342957,0.15153297781944275,0.23925727605819702,0.007115265820175409,0.2521739900112152
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.4739971458911896,0.08967050164937973,0.22068053483963013
maximum,0.2148227095603943,0.10565699636936188,0.228700190782547,-0.043689046055078506,0.3106398284435272,0.2203223705291748,0.29810020327568054,0.27501562237739563,0.12941297888755798,0.2296343743801117,0.09641869366168976,0.10959649085998535
rates,0.28929662704467773,0.16058027744293213,0.25867342948913574,-0.0885494202375412,0.31151795387268066,0.2801054120063782,0.29553118348121643,0.25232431292533875,0.13646547496318817,0.24851617217063904,0.11370022594928741,0.13808594644069672
proposed,0.24661403894424438,0.30101871490478516,0.23840250074863434,-0.1423163115978241,0.24550652503967285,0.26396289467811584,0.20110604166984558,0.28162798285484314,0.1352272778749466,0.24884271621704102,-0.0026427851989865303,0.24553193151950836
during,0.26830652356147766,0.30679523944854736,0.4838213622570038,-0.01109029445797205,0.20905284583568573,0.1805049628019333,0.1296669840812683,0.2828781306743622,0.21378450095653534,0.3448435664176941,0.1128416582942009,0.1325719803571701
the,0.33890387415885925,0.34736719727516174,1.0,-0.07246288657188416,0.24925659596920013,0.2556745111942291,0.26994526386260986,0.535392165184021,0.2677460014820099,0.4739971458911896,0.08967050164937973,0.22068053483963013
last,0.24577783048152924,0.30895525217056274,0.3698786795139313,0.034828923642635345,0.14106114208698273,0.2106960415840149,0.24122574925422668,0.30156898498535156,0.1692797839641571,0.3043119013309479,0.08842789381742477,0.22371746599674225
ipcc,0.3693348467350006,0.2459706962108612,0.24925659596920013,-0.032272763550281525,1.0000001192092896,0.4727894961833954,0.2826744019985199,0.25466105341911316,0.19797255098819733,0.19251582026481628,0.1342562735080719,0.22295254468917847
report,0.2084086388349533,0.2986995279788971,0.2556745111942291,-0.1508273035287857,0.4727894961833954,0.9999998807907104,0.3181764781475067,0.2559358477592468,0.1591617912054062,0.2216007560491562,-0.034164898097515106,0.3138936758041382
in,0.2601168751716614,0.2593238651752472,0.6662389636039734,-0.10387769341468811,0.1257958561182022,0.204250767827034,0.1632516235113144,0.45010748505592346,0.22399139404296875,0.4322226941585541,0.0010739463614299893,0.20430970191955566
2001,-0.07048824429512024,-0.12195117026567459,-0.07246288657188416,1.0,-0.032272763550281525,-0.1508273035287857,0.005977993831038475,-0.1482970118522644,-0.12973307073116302,-0.09015791118144989,0.4538594186306,-0.08740651607513428
.,0.3287222981452942,0.35288307070732117,0.5934505462646484,-0.17065654695034027,0.20098818838596344,0.277835488319397,0.24470208585262299,0.4645031690597534,0.20469018816947937,0.4726039469242096,-0.03665288910269737,0.4130953550338745
