,which,player,was,criticized,for,not,jumping,into,the,pile,to,recover,the,ball,?
on,0.4245251417160034,0.2081262320280075,0.3909217119216919,0.21107524633407593,0.36199691891670227,0.3516409695148468,0.24370542168617249,0.30585673451423645,0.5107308030128479,0.24955976009368896,0.41031414270401,0.19057044386863708,0.5107308030128479,0.1605052351951599,0.2714994251728058
the,0.6521818041801453,0.19900773465633392,0.48711544275283813,0.21370236575603485,0.4739971458911896,0.4310511648654938,0.21105395257472992,0.39493247866630554,1.0,0.2174106389284134,0.535392165184021,0.2766178250312805,1.0,0.18895584344863892,0.22068053483963013
next,0.3187560439109802,0.1591053307056427,0.25374743342399597,0.051995810121297836,0.24420638382434845,0.22786620259284973,0.1629234105348587,0.21883177757263184,0.35833123326301575,0.1909831315279007,0.3416391611099243,0.18199481070041656,0.35833123326301575,0.10990821570158005,0.167460098862648
play,0.24836887419223785,0.4391340911388397,0.23784595727920532,0.19780568778514862,0.27811455726623535,0.23099683225154877,0.14723531901836395,0.14213018119335175,0.24793598055839539,0.15901365876197815,0.272149920463562,0.20427338778972626,0.24793598055839539,0.31826484203338623,0.11059518158435822
",",0.3658004403114319,0.25826331973075867,0.45456063747406006,0.20557846128940582,0.4464869201183319,0.3769696354866028,0.2508000135421753,0.2826121151447296,0.4933079481124878,0.24452824890613556,0.44245919585227966,0.24869678914546967,0.4933079481124878,0.2170172780752182,0.31091248989105225
miller,0.1501988172531128,0.19664442539215088,0.23326176404953003,0.17820793390274048,0.21116214990615845,0.1354265958070755,0.12792372703552246,0.13884180784225464,0.21601076424121857,0.11939024180173874,0.21796442568302155,0.15662159025669098,0.21601076424121857,0.1518518477678299,0.1295081228017807
stripped,0.23790493607521057,-0.008109216578304768,0.28134846687316895,0.236812561750412,0.22055916488170624,0.274732768535614,0.21596986055374146,0.256824254989624,0.24013200402259827,0.20871730148792267,0.2253113090991974,0.19536983966827393,0.24013200402259827,0.14687755703926086,0.1636997014284134
the,0.6521818041801453,0.19900773465633392,0.48711544275283813,0.21370236575603485,0.4739971458911896,0.4310511648654938,0.21105395257472992,0.39493247866630554,1.0,0.2174106389284134,0.535392165184021,0.2766178250312805,1.0,0.18895584344863892,0.22068053483963013
ball,0.24626874923706055,0.38931089639663696,0.16079293191432953,0.12446034699678421,0.1708642989397049,0.14079158008098602,0.3204438388347626,0.17536590993404388,0.18895584344863892,0.3037300109863281,0.2563202381134033,0.13409794867038727,0.18895584344863892,1.0,0.1766241192817688
away,0.29619041085243225,0.13653969764709473,0.1712075024843216,0.12789678573608398,0.2117016613483429,0.27046191692352295,0.20389758050441742,0.31627118587493896,0.29030847549438477,0.2685278654098511,0.36056286096572876,0.3262211084365845,0.29030847549438477,0.18551963567733765,0.15156377851963043
from,0.38755592703819275,0.1775142401456833,0.31171464920043945,0.1568938046693802,0.314039945602417,0.2567668557167053,0.16233445703983307,0.3410196900367737,0.40150508284568787,0.07837679237127304,0.4069952368736267,0.2689698338508606,0.40150508284568787,0.21110084652900696,0.19969791173934937
newton,0.1681050956249237,0.1307481974363327,0.25264593958854675,0.09351546317338943,0.18168501555919647,0.21876533329486847,0.21730154752731323,0.08120981603860855,0.1876603662967682,0.17889255285263062,0.2176830768585205,0.13898377120494843,0.1876603662967682,0.18903715908527374,0.09645649790763855
",",0.3658004403114319,0.25826331973075867,0.45456063747406006,0.20557846128940582,0.4464869201183319,0.3769696354866028,0.2508000135421753,0.2826121151447296,0.4933079481124878,0.24452824890613556,0.44245919585227966,0.24869678914546967,0.4933079481124878,0.2170172780752182,0.31091248989105225
and,0.506277859210968,0.22685286402702332,0.3740963041782379,0.21213674545288086,0.5064792633056641,0.39099299907684326,0.19908541440963745,0.36597734689712524,0.5171257257461548,0.2038061022758484,0.48971283435821533,0.2781561613082886,0.5171257257461548,0.19981779158115387,0.20544172823429108
after,0.3217443823814392,0.18601439893245697,0.49306565523147583,0.20185311138629913,0.3650246858596802,0.3115830719470978,0.15125223994255066,0.36954155564308167,0.4565047025680542,0.2175876647233963,0.37890323996543884,0.3487544357776642,0.4565047025680542,0.13842351734638214,0.16608688235282898
