,why,was,this,bill,nessecary,?
in,0.23227278888225555,0.45514053106307983,0.45205554366111755,0.1447519063949585,0.29491400718688965,0.20430970191955566
december,0.16465680301189423,0.41127854585647583,0.24418525397777557,0.2011519968509674,0.3008195161819458,0.2480352818965912
2014,0.03656256943941116,0.1446884423494339,-0.04217007756233215,0.2062290906906128,0.23851968348026276,0.058127544820308685
",",0.2827242314815521,0.45456063747406006,0.4316047728061676,0.2472437173128128,0.36353468894958496,0.31091248989105225
president,0.11662251502275467,0.2505730390548706,0.19502170383930206,0.26540154218673706,0.36023563146591187,0.14148259162902832
uhuru,0.1447191834449768,0.28737133741378784,0.18035435676574707,0.21323367953300476,0.3753485679626465,0.19283939898014069
kenyatta,0.1964343637228012,0.2962837517261505,0.1951182633638382,0.1446792632341385,0.39529985189437866,0.1456252485513687
signed,0.11773073673248291,0.2625274360179901,0.13896159827709198,0.24355687201023102,0.29822561144828796,0.14003296196460724
a,0.2667238116264343,0.4508470594882965,0.5422310829162598,0.24716360867023468,0.31842368841171265,0.23916715383529663
security,0.17236489057540894,0.17761321365833282,0.1841418296098709,0.18248559534549713,0.34965530037879944,0.13810279965400696
laws,0.22738422453403473,0.21506984531879425,0.24818551540374756,0.25408822298049927,0.3103303611278534,0.17911791801452637
amendment,0.2040870636701584,0.2147892415523529,0.3109600245952606,0.42488160729408264,0.30484285950660706,0.24295969307422638
bill,0.1613926887512207,0.18893268704414368,0.1531486064195633,0.9999999403953552,0.31949636340141296,0.12855131924152374
",",0.2827242314815521,0.45456063747406006,0.4316047728061676,0.2472437173128128,0.36353468894958496,0.31091248989105225
which,0.4444611668586731,0.2830964922904968,0.6719430088996887,0.17367671430110931,0.31775280833244324,0.25814583897590637
supporters,0.2347266972064972,0.27598485350608826,0.23379166424274445,0.14756828546524048,0.2812142074108124,0.135813906788826
of,0.28464117646217346,0.4069072902202606,0.45148900151252747,0.17127205431461334,0.33261948823928833,0.1826142966747284
the,0.30742117762565613,0.48711544275283813,0.6274310946464539,0.24155211448669434,0.32158198952674866,0.22068053483963013
law,0.18942931294441223,0.21553055942058563,0.1943822205066681,0.25551638007164,0.2749629616737366,0.1528988480567932
suggested,0.31862786412239075,0.30712512135505676,0.40907755494117737,0.1640697419643402,0.2795318365097046,0.2549840807914734
was,0.23341619968414307,1.0000001192092896,0.3638818562030792,0.18893268704414368,0.33452191948890686,0.18412111699581146
necessary,0.43087977170944214,0.14205975830554962,0.453542560338974,0.16920694708824158,0.29480934143066406,0.3430270850658417
to,0.4100138247013092,0.3636345863342285,0.5759071707725525,0.17981381714344025,0.2983688712120056,0.29463258385658264
guard,0.14047537744045258,0.21039271354675293,0.18051955103874207,0.2394436001777649,0.2951692044734955,0.11036597937345505
against,0.21670548617839813,0.22972732782363892,0.27292028069496155,0.11587899178266525,0.1935371458530426,0.18095137178897858
armed,0.1866004914045334,0.25942692160606384,0.21566635370254517,0.21933342516422272,0.2356441169977188,0.18816959857940674
groups,0.15471938252449036,0.10153285413980484,0.22982828319072723,0.07313330471515656,0.2306208312511444,0.14349548518657684
.,0.32909876108169556,0.40146201848983765,0.500583827495575,0.2289014607667923,0.3196668028831482,0.4130953550338745
