,some,of,the,objects,held,in,the,jameel,gallery,of,islamic,art,come,from,which,european,country,?
the,0.4566698372364044,0.733189046382904,1.0,0.24716724455356598,0.32185450196266174,0.6662389636039734,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.36020293831825256,0.40150508284568787,0.6521818041801453,0.3423081040382385,0.30432501435279846,0.22068053483963013
displays,0.2421106994152069,0.25520673394203186,0.287814199924469,0.30864834785461426,0.18601271510124207,0.23497463762760162,0.287814199924469,0.1747538298368454,0.36107510328292847,0.25520673394203186,0.11597766727209091,0.2755057215690613,0.11749222874641418,0.12375916540622711,0.3360707461833954,0.11650043725967407,0.10971380770206451,0.13452474772930145
in,0.4010399878025055,0.5696388483047485,0.6662389636039734,0.23406893014907837,0.3127288818359375,1.0,0.6662389636039734,0.23460082709789276,0.21665531396865845,0.5696388483047485,0.19633598625659943,0.2282189577817917,0.26272067427635193,0.4274188280105591,0.4840516746044159,0.23319172859191895,0.3040012717247009,0.20430970191955566
this,0.5247883796691895,0.45148900151252747,0.6274310946464539,0.29637277126312256,0.20280437171459198,0.45205554366111755,0.6274310946464539,0.26560795307159424,0.17661002278327942,0.45148900151252747,0.23587149381637573,0.23056387901306152,0.34015509486198425,0.3469814360141754,0.6719430088996887,0.2504124343395233,0.2617904841899872,0.3155723512172699
gallery,0.25290462374687195,0.1971534639596939,0.19251246750354767,0.24054859578609467,0.24883949756622314,0.21665531396865845,0.19251246750354767,0.1521780788898468,1.0,0.1971534639596939,0.12468046694993973,0.5883238911628723,0.13268044590950012,0.16936369240283966,0.19994710385799408,0.1299472451210022,0.09493860602378845,0.18202216923236847
cover,0.2719619870185852,0.26416900753974915,0.26727065443992615,0.22569134831428528,0.16888856887817383,0.19227565824985504,0.26727065443992615,0.2243814915418625,0.18035010993480682,0.26416900753974915,0.182429701089859,0.2190026342868805,0.22040343284606934,0.19020850956439972,0.2708751857280731,0.13190105557441711,0.22987674176692963,0.18414615094661713
objects,0.34703126549720764,0.23814009130001068,0.24716724455356598,1.0000001192092896,0.1583113670349121,0.23406893014907837,0.24716724455356598,0.09795662760734558,0.24054859578609467,0.23814009130001068,0.16345582902431488,0.27836379408836365,0.2685967683792114,0.22604778409004211,0.30641767382621765,0.14352573454380035,0.10823401063680649,0.15479016304016113
from,0.35210713744163513,0.4249346852302551,0.40150508284568787,0.22604778409004211,0.2241152971982956,0.4274188280105591,0.40150508284568787,0.1833551973104477,0.16936369240283966,0.4249346852302551,0.17753800749778748,0.2182932198047638,0.32651904225349426,1.0,0.38755592703819275,0.2091801017522812,0.21630296111106873,0.19969791173934937
spain,0.17741835117340088,0.2591174840927124,0.259463906288147,0.16405363380908966,0.1456482708454132,0.29744213819503784,0.259463906288147,0.1923997402191162,0.17223447561264038,0.2591174840927124,0.23674049973487854,0.171914741396904,0.12035083770751953,0.19613607227802277,0.19385381042957306,0.2660047113895416,0.30879852175712585,0.16814002394676208
",",0.42400437593460083,0.4946078956127167,0.4933079481124878,0.21213118731975555,0.2880980372428894,0.5201468467712402,0.4933079481124878,0.29433247447013855,0.21593497693538666,0.4946078956127167,0.20175659656524658,0.2700960636138916,0.350309282541275,0.39760664105415344,0.3658004403114319,0.19684812426567078,0.27878350019454956,0.31091248989105225
north,0.18648658692836761,0.3604778051376343,0.36298373341560364,0.13261575996875763,0.1939498633146286,0.39050599932670593,0.36298373341560364,0.2544238567352295,0.17783495783805847,0.3604778051376343,0.2012992948293686,0.13842333853244781,0.17680928111076355,0.3180590271949768,0.2384447455406189,0.24949796497821808,0.2221440225839615,0.11829731613397598
africa,0.266912043094635,0.2694264054298401,0.2903064787387848,0.16759876906871796,0.1305980384349823,0.27806714177131653,0.2903064787387848,0.2806965112686157,0.16107936203479767,0.2694264054298401,0.2611997723579407,0.1344956010580063,0.21745803952217102,0.18330752849578857,0.23808510601520538,0.32828131318092346,0.3477110266685486,0.12926554679870605
",",0.42400437593460083,0.4946078956127167,0.4933079481124878,0.21213118731975555,0.2880980372428894,0.5201468467712402,0.4933079481124878,0.29433247447013855,0.21593497693538666,0.4946078956127167,0.20175659656524658,0.2700960636138916,0.350309282541275,0.39760664105415344,0.3658004403114319,0.19684812426567078,0.27878350019454956,0.31091248989105225
the,0.4566698372364044,0.733189046382904,1.0,0.24716724455356598,0.32185450196266174,0.6662389636039734,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.36020293831825256,0.40150508284568787,0.6521818041801453,0.3423081040382385,0.30432501435279846,0.22068053483963013
middle,0.21445779502391815,0.2799445688724518,0.3405749201774597,0.22217683494091034,0.1835833638906479,0.26767921447753906,0.3405749201774597,0.18153958022594452,0.07229110598564148,0.2799445688724518,0.22080999612808228,0.11133845895528793,0.19418957829475403,0.26505398750305176,0.22406704723834991,0.23620420694351196,0.154677152633667,0.13139553368091583
