,what,religion,'s,schools,were,integrated,into,new,zealand,public,schools,between,1979,and,1984,?
the,0.42745697498321533,0.2757669985294342,-0.01540423184633255,0.22905772924423218,0.3906462490558624,0.2578928470611572,0.39493247866630554,0.3845241069793701,0.18368712067604065,0.22857438027858734,0.22905772924423218,0.39067012071609497,0.3323744237422943,0.5171257257461548,-0.007670710328966379,0.22068053483963013
largest,0.13463157415390015,0.14089646935462952,-0.02050611935555935,0.19201259315013885,0.15248949825763702,0.18011534214019775,0.1507633775472641,0.19267795979976654,0.14106562733650208,0.19790329039096832,0.19201259315013885,0.213475301861763,0.311915785074234,0.24602696299552917,0.20026448369026184,0.12401245534420013
decline,0.2257683128118515,0.3088163733482361,0.008252079598605633,0.22295525670051575,0.21752965450286865,0.12220965325832367,0.13076432049274445,0.13395413756370544,0.0596240758895874,0.22300174832344055,0.22295525670051575,0.10289407521486282,0.18398545682430267,0.2899770438671112,0.04514077305793762,0.131937175989151
in,0.30808621644973755,0.2462482750415802,-0.037580832839012146,0.2632134258747101,0.3815755248069763,0.22797954082489014,0.38021373748779297,0.3758552670478821,0.2644186019897461,0.29074716567993164,0.2632134258747101,0.41100412607192993,0.26264503598213196,0.4954058527946472,0.006334475241601467,0.20430970191955566
private,0.16778090596199036,0.23142394423484802,0.08433578908443451,0.4158569872379303,0.16483961045742035,0.11605622619390488,0.10298430174589157,0.15541495382785797,0.1425226330757141,0.5126727223396301,0.4158569872379303,0.12549267709255219,0.06424634158611298,0.2557651102542877,-0.009054078720510006,0.14389030635356903
school,0.18774057924747467,0.1739436537027359,-0.017113132402300835,0.7602541446685791,0.16513954102993011,0.14691810309886932,0.14218322932720184,0.21397776901721954,0.15201540291309357,0.3342896103858948,0.7602541446685791,0.09230586886405945,0.028630714863538742,0.2752758264541626,0.026406370103359222,0.15091250836849213
numbers,0.24586999416351318,0.16312959790229797,0.02789759822189808,0.18050387501716614,0.31236323714256287,0.24495790898799896,0.18468491733074188,0.24533575773239136,0.17672094702720642,0.19135786592960358,0.18050387501716614,0.16534480452537537,0.11118263751268387,0.24053069949150085,-0.0038208214100450277,0.19297972321510315
occurred,0.22118957340717316,0.16844052076339722,-0.034319814294576645,0.17978549003601074,0.2785240113735199,0.12143824249505997,0.13789647817611694,0.1690266728401184,0.1473933607339859,0.2008560597896576,0.17978549003601074,0.3227251172065735,0.19740967452526093,0.21147121489048004,0.0499751903116703,0.15880417823791504
between,0.2462156116962433,0.15017779171466827,0.006096371449530125,0.08330926299095154,0.27047741413116455,0.12291949987411499,0.30393290519714355,0.20217913389205933,0.17048437893390656,0.13557976484298706,0.08330926299095154,0.9999999403953552,0.21764422953128815,0.40645647048950195,0.008771602064371109,0.12887074053287506
1979,0.17707666754722595,0.1628165990114212,0.08197584748268127,0.06911426037549973,0.2046610713005066,0.13138501346111298,0.2192443609237671,0.17602945864200592,0.22011205554008484,0.034483835101127625,0.06911426037549973,0.21764422953128815,1.0000001192092896,0.23599638044834137,0.3479570150375366,0.09159877151250839
and,0.31309178471565247,0.2620435655117035,0.06895173341035843,0.29319998621940613,0.42175528407096863,0.25982868671417236,0.36597734689712524,0.31402453780174255,0.29318365454673767,0.3227643668651581,0.29319998621940613,0.40645647048950195,0.23599638044834137,1.0,0.01118233148008585,0.20544172823429108
1984,-0.09343484789133072,-0.08204527944326401,0.06487888097763062,-0.030333010479807854,-0.019520478323101997,-0.02940005622804165,-0.0713234469294548,0.0946877971291542,0.26619312167167664,-0.06616213917732239,-0.030333010479807854,0.008771602064371109,0.3479570150375366,0.01118233148008585,1.0,0.07765956968069077
",",0.3087472915649414,0.2679629921913147,-0.0016132977325469255,0.2760516405105591,0.36755475401878357,0.25210872292518616,0.2826121151447296,0.36073189973831177,0.25323209166526794,0.2588968276977539,0.2760516405105591,0.27714940905570984,0.24932532012462616,0.6633074283599854,0.1623975932598114,0.31091248989105225
when,0.4700249433517456,0.16804519295692444,-0.03368149697780609,0.16826190054416656,0.29649975895881653,0.1850268691778183,0.389646977186203,0.257220059633255,0.17220303416252136,0.18564704060554504,0.16826190054416656,0.38258615136146545,0.20640838146209717,0.4716290831565857,-0.1407046914100647,0.22841128706932068
the,0.42745697498321533,0.2757669985294342,-0.01540423184633255,0.22905772924423218,0.3906462490558624,0.2578928470611572,0.39493247866630554,0.3845241069793701,0.18368712067604065,0.22857438027858734,0.22905772924423218,0.39067012071609497,0.3323744237422943,0.5171257257461548,-0.007670710328966379,0.22068053483963013
nation,0.21990635991096497,0.3179556727409363,0.033554114401340485,0.24927479028701782,0.18785551190376282,0.21819809079170227,0.12819989025592804,0.17010165750980377,0.2003900110721588,0.2421358972787857,0.24927479028701782,0.18237636983394623,0.18025431036949158,0.2466844916343689,-0.014940878376364708,0.17865248024463654
's,0.02692362666130066,0.022218767553567886,0.9999999403953552,0.003616944421082735,0.007088581565767527,0.05615255609154701,0.00961404386907816,-0.008355522528290749,0.051274433732032776,0.060657959431409836,0.003616944421082735,0.006096371449530125,0.08197584748268127,0.06895173341035843,0.06487888097763062,-0.023395681753754616
then-private,0.2678285837173462,0.2801849842071533,0.07970647513866425,0.4315217137336731,0.24332423508167267,0.1906910538673401,0.21527057886123657,0.20378416776657104,0.16992832720279694,0.5089708566665649,0.4315217137336731,0.21092136204242706,0.0864102840423584,0.35001298785209656,-0.0724082663655281,0.1881454586982727
catholic,0.1882777214050293,0.49107977747917175,0.06979791074991226,0.3252324163913727,0.2294636070728302,0.116805300116539,0.15209968388080597,0.20539364218711853,0.14630116522312164,0.2732763886451721,0.3252324163913727,0.16042029857635498,0.08531852066516876,0.2147825062274933,0.07739420980215073,0.16609853506088257
school,0.18774057924747467,0.1739436537027359,-0.017113132402300835,0.7602541446685791,0.16513954102993011,0.14691810309886932,0.14218322932720184,0.21397776901721954,0.15201540291309357,0.3342896103858948,0.7602541446685791,0.09230586886405945,0.028630714863538742,0.2752758264541626,0.026406370103359222,0.15091250836849213
system,0.23557309806346893,0.1654435247182846,0.04329425096511841,0.22995531558990479,0.1800099015235901,0.3630879819393158,0.219827339053154,0.20223183929920197,0.10598692297935486,0.2795582115650177,0.22995531558990479,0.1696578860282898,0.08972002565860748,0.231138214468956,-0.0209756288677454,0.15556083619594574
integrated,0.16303282976150513,0.1644977480173111,0.05615255609154701,0.20117276906967163,0.17163866758346558,0.9999998807907104,0.29833534359931946,0.22548891603946686,0.14269526302814484,0.18264934420585632,0.20117276906967163,0.12291949987411499,0.13138501346111298,0.25982868671417236,-0.02940005622804165,0.13383129239082336
.,0.3567904531955719,0.28897368907928467,-0.003708066651597619,0.2752705216407776,0.3378238379955292,0.274791419506073,0.26250120997428894,0.35031336545944214,0.22469598054885864,0.21888655424118042,0.2752705216407776,0.30295518040657043,0.21473710238933563,0.588965117931366,0.08901527523994446,0.4130953550338745
