,what,is,another,name,for,a,coal,supply,bin,?
when,0.4700249433517456,0.3471449911594391,0.48569372296333313,0.24618172645568848,0.43402108550071716,0.44397395849227905,0.17124615609645844,0.30050337314605713,0.17870834469795227,0.22841128706932068
coal,0.15859243273735046,0.2040661871433258,0.19873663783073425,0.12943746149539948,0.18694157898426056,0.21951504051685333,1.0,0.3101528286933899,0.14815747737884521,0.10339318215847015
is,0.28837618231773376,1.0,0.41278526186943054,0.3359788954257965,0.43268078565597534,0.658733606338501,0.2040661871433258,0.23221483826637268,0.1937895268201828,0.22961433231830597
used,0.27546408772468567,0.3288823366165161,0.2980952560901642,0.275164932012558,0.4236139953136444,0.3864384889602661,0.2525128424167633,0.27509570121765137,0.1835203319787979,0.22430120408535004
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.427140474319458,0.2299477756023407,0.24017441272735596,0.213236004114151,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.26421117782592773,0.44038116931915283,1.0,0.21951504051685333,0.2115103155374527,0.21338048577308655,0.23916715383529663
chain,0.14724448323249817,0.20325429737567902,0.18928121030330658,0.1104668527841568,0.18970941007137299,0.1936972439289093,0.1733587384223938,0.22299356758594513,0.08610021322965622,0.09208294749259949
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.19621294736862183,0.4111599624156952,0.48853766918182373,0.2256544530391693,0.23428037762641907,0.18368414044380188,0.32389625906944275
screw,0.25344499945640564,0.1591976284980774,0.23620262742042542,0.08574330061674118,0.17912591993808746,0.21032947301864624,0.19743181765079498,0.1421026885509491,0.1646367907524109,0.23121829330921173
stoking,0.2746734619140625,0.25861239433288574,0.30275729298591614,0.1675255000591278,0.3711507022380829,0.3241077661514282,0.2578332722187042,0.28302842378616333,0.16436824202537537,0.23241432011127472
mechanism,0.2635997533798218,0.21533295512199402,0.27606499195098877,0.06840437650680542,0.2507864236831665,0.2361949384212494,0.1320512294769287,0.21120063960552216,0.21694128215312958,0.1732848435640335
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.5064792633056641,0.3739250600337982,0.23463141918182373,0.3190653324127197,0.16574224829673767,0.20544172823429108
its,0.30393704771995544,0.4447362422943115,0.3607913851737976,0.317160964012146,0.2992613911628723,0.4424409866333008,0.22441719472408295,0.26599693298339844,0.11859004199504852,0.15103481709957123
drive,0.21679377555847168,0.20462195575237274,0.2585357129573822,0.08992477506399155,0.2716398239135742,0.24929353594779968,0.15293599665164948,0.23411673307418823,0.07681422680616379,0.11447915434837341
engine,0.18463268876075745,0.18856970965862274,0.22974760830402374,0.16538943350315094,0.17779722809791565,0.24768835306167603,0.2546955347061157,0.27593082189559937,0.09821896255016327,0.17739196121692657
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.19621294736862183,0.4111599624156952,0.48853766918182373,0.2256544530391693,0.23428037762641907,0.18368414044380188,0.32389625906944275
motor,0.18952611088752747,0.21910050511360168,0.1851307600736618,0.12110716849565506,0.19755128026008606,0.23198452591896057,0.2302158921957016,0.2534286379814148,0.09597761929035187,0.0637441948056221
may,0.25739946961402893,0.322792649269104,0.2963435649871826,0.1821857988834381,0.29255861043930054,0.29255667328834534,0.20180197060108185,0.17048664391040802,0.1586533635854721,0.2768254578113556
be,0.3929833769798279,0.4819129705429077,0.42243969440460205,0.19639723002910614,0.3801851272583008,0.39883795380592346,0.21048322319984436,0.280020534992218,0.19417820870876312,0.3324260413646698
included,0.2288810908794403,0.23363345861434937,0.21617576479911804,0.17476937174797058,0.3889397978782654,0.23032639920711517,0.12786035239696503,0.22179287672042847,0.13891763985157013,0.14385655522346497
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.27806994318962097,0.4451248347759247,0.45503583550453186,0.20023773610591888,0.29291704297065735,0.23488257825374603,0.29463258385658264
move,0.30861297249794006,0.2520518898963928,0.3259005546569824,0.14016561210155487,0.21230614185333252,0.2925316393375397,0.0963006466627121,0.23905488848686218,0.1632130891084671,0.24440962076187134
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.5829201340675354,0.23263108730316162,0.31942567229270935,0.15085823833942413,0.22068053483963013
fuel,0.1848171502351761,0.1733948439359665,0.18587633967399597,0.13844023644924164,0.19778265058994293,0.199651837348938,0.5253993272781372,0.39927566051483154,0.1537584364414215,0.10583324730396271
from,0.2737620174884796,0.27355384826660156,0.31349602341651917,0.2635002136230469,0.314039945602417,0.322764128446579,0.22152844071388245,0.21366941928863525,0.11463204026222229,0.19969791173934937
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.26421117782592773,0.44038116931915283,1.0,0.21951504051685333,0.2115103155374527,0.21338048577308655,0.23916715383529663
supply,0.20549191534519196,0.23221483826637268,0.23941664397716522,0.11589755117893219,0.2697718143463135,0.2115103155374527,0.3101528286933899,0.9999998807907104,0.1312922090291977,0.14298182725906372
bin,0.1520003378391266,0.1937895268201828,0.13196398317813873,0.16170062124729156,0.10836167633533478,0.21338048577308655,0.14815747737884521,0.1312922090291977,1.0,0.18378846347332
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.2706909477710724,0.3357032239437103,0.3206180930137634,0.11681224405765533,0.15459595620632172,0.13726255297660828,0.40561532974243164
bunker,0.11877675354480743,0.16454654932022095,0.20253795385360718,0.10935615003108978,0.15130189061164856,0.2261364758014679,0.24459944665431976,0.2789270579814911,0.13724736869335175,0.14173196256160736
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.2638341188430786,0.3639558255672455,0.3640355169773102,0.11545689404010773,0.15316253900527954,0.145399808883667,0.42300865054130554
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.27806994318962097,0.4451248347759247,0.45503583550453186,0.20023773610591888,0.29291704297065735,0.23488257825374603,0.29463258385658264
