,which,other,empires,or,dynasties,did,genghis,khan,conquer,?
these,0.5959210991859436,0.6478539705276489,0.28652140498161316,0.5009458661079407,0.2728310823440552,0.38755595684051514,0.1986008733510971,0.11746466159820557,0.15470604598522186,0.2571668326854706
included,0.319993793964386,0.35057735443115234,0.255243718624115,0.241337850689888,0.25977426767349243,0.32908451557159424,0.21025343239307404,0.1213107630610466,0.14003156125545502,0.14385655522346497
raids,0.243235781788826,0.2753400206565857,0.3420005738735199,0.18777383863925934,0.3424796164035797,0.1849043220281601,0.40912961959838867,0.2552732825279236,0.4379011392593384,0.12132129818201065
or,0.5105096101760864,0.5325124859809875,0.2540554106235504,1.0000001192092896,0.19568835198879242,0.28211739659309387,0.1795828640460968,0.20532798767089844,0.09920508414506912,0.32389625906944275
invasions,0.25195473432540894,0.22256100177764893,0.5018928050994873,0.20096558332443237,0.4211850166320801,0.18643422424793243,0.41366249322891235,0.2538023591041565,0.5699262619018555,0.18656694889068604
of,0.5011631846427917,0.38583824038505554,0.2870881259441376,0.3792596757411957,0.3041822910308838,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.2176499366760254,0.1826142966747284
the,0.6521818041801453,0.44152235984802246,0.33908694982528687,0.4174870550632477,0.30397531390190125,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.2652769386768341,0.22068053483963013
qara,0.28763097524642944,0.19055727124214172,0.27651259303092957,0.24195034801959991,0.4038103520870209,0.11710090935230255,0.4967550039291382,0.46546587347984314,0.21678152680397034,0.1857597380876541
khitai,0.22950057685375214,0.19563071429729462,0.4168991446495056,0.24530336260795593,0.48460325598716736,0.1650427281856537,0.6462006568908691,0.5671424269676208,0.31784453988075256,0.20356783270835876
",",0.3658004403114319,0.4446498453617096,0.2838084399700165,0.3769497275352478,0.20739701390266418,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.1963682323694229,0.31091248989105225
caucasus,0.1771067976951599,0.16421128809452057,0.33904874324798584,0.2202782928943634,0.27145031094551086,0.14950554072856903,0.37774935364723206,0.2731010913848877,0.3119027614593506,0.13771438598632812
",",0.3658004403114319,0.4446498453617096,0.2838084399700165,0.3769497275352478,0.20739701390266418,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.1963682323694229,0.31091248989105225
khwarezmid,0.3916093707084656,0.282209575176239,0.41222113370895386,0.3320861756801605,0.41118523478507996,0.22991929948329926,0.5728946328163147,0.6121191382408142,0.3797518312931061,0.25827765464782715
empire,0.1975056380033493,0.17392708361148834,0.8189548850059509,0.17538774013519287,0.4533478021621704,0.18850058317184448,0.42237505316734314,0.38083162903785706,0.4874548316001892,0.14909450709819794
",",0.3658004403114319,0.4446498453617096,0.2838084399700165,0.3769497275352478,0.20739701390266418,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.1963682323694229,0.31091248989105225
western,0.23897536098957062,0.25917482376098633,0.33090221881866455,0.17466816306114197,0.22460944950580597,0.15773870050907135,0.28880131244659424,0.1462325006723404,0.1365930587053299,0.17439141869544983
xia,0.17028124630451202,0.19419768452644348,0.3111872971057892,0.2737777531147003,0.4346545338630676,0.15695606172084808,0.42225655913352966,0.2651960253715515,0.23529933393001556,0.26388657093048096
and,0.506277859210968,0.5504306554794312,0.3538569211959839,0.4713204801082611,0.23739749193191528,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.2562946677207947,0.20544172823429108
jin,0.17571210861206055,0.16516417264938354,0.24274297058582306,0.18256740272045135,0.36169809103012085,0.12242958694696426,0.4345949590206146,0.3794151246547699,0.26050636172294617,0.12195159494876862
dynasties,0.20121733844280243,0.21769681572914124,0.4877261221408844,0.19568835198879242,0.9999999403953552,0.17571403086185455,0.4945160150527954,0.3010781407356262,0.28988808393478394,0.14213824272155762
.,0.45942068099975586,0.41511186957359314,0.2821316719055176,0.36683785915374756,0.17955225706100464,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.1665143370628357,0.4130953550338745
,which,other,empires,or,dynasties,did,genghis,khan,conquer,?
these,0.5959210991859436,0.6478539705276489,0.28652140498161316,0.5009458661079407,0.2728310823440552,0.38755595684051514,0.1986008733510971,0.11746466159820557,0.15470604598522186,0.2571668326854706
campaigns,0.2189890295267105,0.24241383373737335,0.34661033749580383,0.20599953830242157,0.23924261331558228,0.19866736233234406,0.2836119830608368,0.20651781558990479,0.36126670241355896,0.13006390631198883
were,0.2807837128639221,0.4041554927825928,0.3236834406852722,0.3389680087566376,0.27859777212142944,0.4162326455116272,0.25783681869506836,0.12865866720676422,0.18582557141780853,0.17890112102031708
often,0.5498976707458496,0.4479043185710907,0.21280336380004883,0.5791526436805725,0.14886941015720367,0.26973026990890503,0.16341225802898407,0.14198026061058044,0.10288416594266891,0.23748154938220978
accompanied,0.33597803115844727,0.264019250869751,0.11136843264102936,0.31666848063468933,0.1635853499174118,0.19585031270980835,0.20062655210494995,0.17003440856933594,0.11275499314069748,0.14135776460170746
by,0.40543368458747864,0.3321913778781891,0.24326086044311523,0.30274316668510437,0.1689487099647522,0.18574509024620056,0.22102472186088562,0.13558374345302582,0.19041268527507782,0.17966607213020325
wholesale,0.3008609712123871,0.2704285979270935,0.1674959510564804,0.3121945559978485,0.16039274632930756,0.18972039222717285,0.13120245933532715,0.17146539688110352,0.18644997477531433,0.29312044382095337
massacres,0.16907867789268494,0.17283004522323608,0.3042839467525482,0.17824585735797882,0.3495396077632904,0.16713634133338928,0.29200950264930725,0.16458146274089813,0.2338121235370636,0.20204561948776245
of,0.5011631846427917,0.38583824038505554,0.2870881259441376,0.3792596757411957,0.3041822910308838,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.2176499366760254,0.1826142966747284
the,0.6521818041801453,0.44152235984802246,0.33908694982528687,0.4174870550632477,0.30397531390190125,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.2652769386768341,0.22068053483963013
civilian,0.1849890649318695,0.24579615890979767,0.21860839426517487,0.19573825597763062,0.18474425375461578,0.16910691559314728,0.19349044561386108,0.1886126548051834,0.21333375573158264,0.10538440197706223
populations,0.2758159041404724,0.3286047577857971,0.2929251492023468,0.2640133202075958,0.2229616791009903,0.10798442363739014,0.18565700948238373,0.08389148116111755,0.19344262778759003,0.17519071698188782
–,0.12425179779529572,0.0895596519112587,0.16785947978496552,0.1658950001001358,0.1774427592754364,0.2259434312582016,0.2720588743686676,0.15863238275051117,0.1847473531961441,0.2714554965496063
especially,0.4690455496311188,0.47340822219848633,0.2913813889026642,0.4209681451320648,0.1896689236164093,0.26305219531059265,0.18757009506225586,0.1246158555150032,0.1670420914888382,0.19751401245594025
in,0.4840516746044159,0.39989137649536133,0.23194746673107147,0.3586423695087433,0.18620218336582184,0.2593238651752472,0.224680557847023,0.1527150720357895,0.2089083045721054,0.20430970191955566
the,0.6521818041801453,0.44152235984802246,0.33908694982528687,0.4174870550632477,0.30397531390190125,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.2652769386768341,0.22068053483963013
khwarezmian,0.3381865918636322,0.25945648550987244,0.3818834125995636,0.28032031655311584,0.45754560828208923,0.18365859985351562,0.6046951413154602,0.6125281453132629,0.3130302131175995,0.19198301434516907
and,0.506277859210968,0.5504306554794312,0.3538569211959839,0.4713204801082611,0.23739749193191528,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.2562946677207947,0.20544172823429108
xia,0.17028124630451202,0.19419768452644348,0.3111872971057892,0.2737777531147003,0.4346545338630676,0.15695606172084808,0.42225655913352966,0.2651960253715515,0.23529933393001556,0.26388657093048096
controlled,0.3308013081550598,0.23031185567378998,0.3336976170539856,0.250156432390213,0.24294638633728027,0.22843453288078308,0.17708024382591248,0.07953987270593643,0.3735344111919403,0.1105743944644928
lands,0.20246481895446777,0.16374224424362183,0.42468371987342834,0.2389208823442459,0.27988842129707336,0.16305740177631378,0.2540726661682129,0.13215027749538422,0.33251264691352844,0.10082722455263138
.,0.45942068099975586,0.41511186957359314,0.2821316719055176,0.36683785915374756,0.17955225706100464,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.1665143370628357,0.4130953550338745
