,even,in,large,firms,",",architects,",",interior,designers,",",engineers,",",developers,",",construction,managers,",",and,general,contractors,were,more,likely,to,be,what,?
in,0.29146435856819153,1.0,0.2841601073741913,0.2437836080789566,0.5201468467712402,0.193654865026474,0.5201468467712402,0.1942717432975769,0.19176839292049408,0.5201468467712402,0.20390598475933075,0.5201468467712402,0.15732751786708832,0.5201468467712402,0.3031303882598877,0.23715339601039886,0.5201468467712402,0.4954058527946472,0.259066641330719,0.20235131680965424,0.3815755248069763,0.32563260197639465,0.21680790185928345,0.45010748505592346,0.3481820821762085,0.30808621644973755,0.20430970191955566
the,0.37996912002563477,0.6662389636039734,0.3828733265399933,0.2687743306159973,0.4933079481124878,0.20176702737808228,0.4933079481124878,0.30233609676361084,0.25445735454559326,0.4933079481124878,0.25282254815101624,0.4933079481124878,0.2380460649728775,0.4933079481124878,0.2671978175640106,0.24112285673618317,0.4933079481124878,0.5171257257461548,0.28634732961654663,0.2715458869934082,0.3906462490558624,0.39758381247520447,0.28129076957702637,0.535392165184021,0.4248143136501312,0.42745697498321533,0.22068053483963013
past,0.42792820930480957,0.24275542795658112,0.16514264047145844,0.20242130756378174,0.25483980774879456,0.15776078402996063,0.25483980774879456,0.07478626072406769,0.18827615678310394,0.25483980774879456,0.21273736655712128,0.25483980774879456,0.23754486441612244,0.25483980774879456,0.1772097796201706,0.2172640860080719,0.25483980774879456,0.2684100568294525,0.11729665845632553,0.1615498960018158,0.2800306975841522,0.2879045605659485,0.3145494759082794,0.3031400740146637,0.23647238314151764,0.3538547456264496,0.2598046660423279
",",0.34610581398010254,0.5201468467712402,0.2263888567686081,0.20413024723529816,1.0000001192092896,0.19375400245189667,1.0000001192092896,0.2132241129875183,0.18042756617069244,1.0000001192092896,0.20086117088794708,1.0000001192092896,0.22541633248329163,1.0000001192092896,0.23704268038272858,0.24532629549503326,1.0000001192092896,0.6633074283599854,0.3022127151489258,0.23319727182388306,0.36755475401878357,0.3696524500846863,0.22176046669483185,0.44245919585227966,0.39254459738731384,0.3087472915649414,0.31091248989105225
architects,0.10970970243215561,0.193654865026474,0.16811808943748474,0.33834847807884216,0.19375400245189667,1.0,0.19375400245189667,0.3340096175670624,0.5820509791374207,0.19375400245189667,0.4680759906768799,0.19375400245189667,0.29567912220954895,0.19375400245189667,0.4032451808452606,0.2725679278373718,0.19375400245189667,0.22015763819217682,0.13182973861694336,0.3371981382369995,0.2130448818206787,0.1409662961959839,0.10773563385009766,0.20771479606628418,0.11106232553720474,0.1787957400083542,0.1260584592819214
",",0.34610581398010254,0.5201468467712402,0.2263888567686081,0.20413024723529816,1.0000001192092896,0.19375400245189667,1.0000001192092896,0.2132241129875183,0.18042756617069244,1.0000001192092896,0.20086117088794708,1.0000001192092896,0.22541633248329163,1.0000001192092896,0.23704268038272858,0.24532629549503326,1.0000001192092896,0.6633074283599854,0.3022127151489258,0.23319727182388306,0.36755475401878357,0.3696524500846863,0.22176046669483185,0.44245919585227966,0.39254459738731384,0.3087472915649414,0.31091248989105225
interior,0.1591685265302658,0.1942717432975769,0.22041140496730804,0.1779768168926239,0.2132241129875183,0.3340096175670624,0.2132241129875183,1.0,0.2697279751300812,0.2132241129875183,0.14640091359615326,0.2132241129875183,0.06541112065315247,0.2132241129875183,0.27280527353286743,0.11239776015281677,0.2132241129875183,0.22730383276939392,0.25018855929374695,0.21314944326877594,0.19920916855335236,0.15057878196239471,0.035126738250255585,0.17605601251125336,0.1374797523021698,0.15294553339481354,0.07520901411771774
designers,0.21636967360973358,0.19176839292049408,0.23670858144760132,0.3550140857696533,0.18042756617069244,0.5820509791374207,0.18042756617069244,0.2697279751300812,1.0000001192092896,0.18042756617069244,0.5040556788444519,0.18042756617069244,0.46354109048843384,0.18042756617069244,0.33307167887687683,0.3613135814666748,0.18042756617069244,0.24519307911396027,0.17520204186439514,0.36035341024398804,0.27430200576782227,0.25611451268196106,0.19970718026161194,0.2781951427459717,0.2054399996995926,0.22550532221794128,0.15633709728717804
",",0.34610581398010254,0.5201468467712402,0.2263888567686081,0.20413024723529816,1.0000001192092896,0.19375400245189667,1.0000001192092896,0.2132241129875183,0.18042756617069244,1.0000001192092896,0.20086117088794708,1.0000001192092896,0.22541633248329163,1.0000001192092896,0.23704268038272858,0.24532629549503326,1.0000001192092896,0.6633074283599854,0.3022127151489258,0.23319727182388306,0.36755475401878357,0.3696524500846863,0.22176046669483185,0.44245919585227966,0.39254459738731384,0.3087472915649414,0.31091248989105225
engineers,0.16891269385814667,0.20390598475933075,0.2356232851743698,0.32848095893859863,0.20086117088794708,0.4680759906768799,0.20086117088794708,0.14640091359615326,0.5040556788444519,0.20086117088794708,1.0,0.20086117088794708,0.3855816721916199,0.20086117088794708,0.36703354120254517,0.37661105394363403,0.20086117088794708,0.23259219527244568,0.24786843359470367,0.45484375953674316,0.3026007413864136,0.23335640132427216,0.1281822770833969,0.2772461175918579,0.19294743239879608,0.259060800075531,0.18139411509037018
