,what,was,the,name,of,the,hotel,the,panthers,chose,to,stay,in,during,super,bowl,50,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.22439035773277283,1.0,0.2602776288986206,0.3029356896877289,0.535392165184021,0.2869375944137573,0.6662389636039734,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
broncos,0.1787765771150589,0.23574475944042206,0.25985947251319885,0.11482545733451843,0.19310332834720612,0.25985947251319885,0.20121020078659058,0.25985947251319885,0.5347585678100586,0.19183622300624847,0.23674264550209045,0.09497296065092087,0.20316283404827118,0.2564375102519989,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
practiced,0.19797801971435547,0.2840479016304016,0.20430389046669006,0.08649489283561707,0.24753569066524506,0.20430389046669006,0.15675993263721466,0.20430389046669006,0.18304696679115295,0.19625604152679443,0.21371574699878693,0.13399751484394073,0.290182888507843,0.3018512427806854,0.1582890897989273,0.0968894362449646,-0.02269597351551056,0.07469849288463593
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.2675158977508545,0.457212895154953,0.21283596754074097,0.19865328073501587,0.36524343490600586,0.23286797106266022,0.4374977946281433,0.372769296169281,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
stanford,0.20460334420204163,0.249673992395401,0.2224142998456955,0.05647650733590126,0.29502779245376587,0.2224142998456955,0.1410304456949234,0.2224142998456955,0.2642538547515869,0.15255582332611084,0.2419261783361435,0.17153790593147278,0.26389890909194946,0.20045620203018188,0.052280448377132416,0.18563611805438995,-0.12461279332637787,0.14956782758235931
university,0.20256435871124268,0.290752112865448,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.24577596783638,0.263973206281662,0.3375431001186371,0.16729819774627686,0.20192374289035797,0.15583083033561707,0.3201795518398285,0.17872242629528046,0.1637851893901825,0.19439272582530975,-0.050331298261880875,0.11887256056070328
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.236335888504982,0.5171257257461548,0.2230100929737091,0.21694043278694153,0.48971283435821533,0.279899924993515,0.4954058527946472,0.36462149024009705,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
stayed,0.19541862607002258,0.4724358022212982,0.3768083155155182,0.16256143152713776,0.29672738909721375,0.3768083155155182,0.2624438405036926,0.3768083155155182,0.17210689187049866,0.27955424785614014,0.2782430946826935,0.5232035517692566,0.29930081963539124,0.39826929569244385,0.11240817606449127,0.09769733995199203,-0.018136022612452507,0.06590735167264938
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.2675158977508545,0.457212895154953,0.21283596754074097,0.19865328073501587,0.36524343490600586,0.23286797106266022,0.4374977946281433,0.372769296169281,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.22439035773277283,1.0,0.2602776288986206,0.3029356896877289,0.535392165184021,0.2869375944137573,0.6662389636039734,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
