,how,do,private,schools,in,ireland,differ,from,most,?
in,0.2601168751716614,0.23402775824069977,0.21135757863521576,0.2632134258747101,1.0,0.24362659454345703,0.15099379420280457,0.4274188280105591,0.41416558623313904,0.20430970191955566
ireland,0.17181240022182465,0.122647725045681,0.11470258235931396,0.17011353373527527,0.24362659454345703,1.0,0.07597429305315018,0.1863773763179779,0.17788568139076233,0.10685748606920242
",",0.22659391164779663,0.3283645510673523,0.1899166703224182,0.2760516405105591,0.5201468467712402,0.24259544909000397,0.2638989984989166,0.39760664105415344,0.3636029064655304,0.31091248989105225
private,0.08935344964265823,0.15537725389003754,1.0,0.4158569872379303,0.21135757863521576,0.11470258235931396,0.08008286356925964,0.18150165677070618,0.20440927147865295,0.14389030635356903
schools,0.12874440848827362,0.19505831599235535,0.4158569872379303,1.0,0.2632134258747101,0.17011353373527527,0.09369999915361404,0.1357884258031845,0.19526082277297974,0.18349280953407288
(,0.1676948219537735,0.24216170608997345,0.162434384226799,0.15322564542293549,0.3087427020072937,0.14810581505298615,0.17152971029281616,0.25806233286857605,0.20654040575027466,0.40561532974243164
irish,0.1544826775789261,0.11880005151033401,0.11875453591346741,0.11805520206689835,0.17023150622844696,0.6727026104927063,0.0879017785191536,0.19540151953697205,0.13643738627433777,0.09232300519943237
:,-0.11215605586767197,-0.09021914005279541,-0.12167070806026459,-0.052466921508312225,0.020521078258752823,-0.08609848469495773,-0.1570362001657486,-0.056502215564250946,0.01611955277621746,-0.07156077772378922
scoil,0.23871131241321564,0.14322997629642487,0.18921281397342682,0.16735510528087616,0.2082037627696991,0.2851429879665375,0.1379011869430542,0.2088155746459961,0.19856907427310944,0.1564885377883911
phríobháideach,0.41336581110954285,0.41694000363349915,0.2901466190814972,0.3702697455883026,0.3942141830921173,0.33727362751960754,0.3591063618659973,0.35648488998413086,0.3306306004524231,0.3806242346763611
),0.17939934134483337,0.24460165202617645,0.16768941283226013,0.16219249367713928,0.3326910734176636,0.1457798182964325,0.14655447006225586,0.2672361731529236,0.23620007932186127,0.42300865054130554
are,0.311818927526474,0.41111594438552856,0.1694057136774063,0.30816179513931274,0.3841303884983063,0.15786117315292358,0.40023794770240784,0.2674213647842407,0.48698675632476807,0.24591213464736938
unusual,0.26341062784194946,0.2063746452331543,0.14460332691669464,0.1517990380525589,0.2632738947868347,0.1147947832942009,0.3326667547225952,0.19033895432949066,0.38040465116500854,0.1398017257452011
because,0.48179173469543457,0.39530807733535767,0.17698708176612854,0.2368755340576172,0.37423941493034363,0.2515054941177368,0.27384695410728455,0.35139670968055725,0.47049811482429504,0.2528740465641022
a,0.29312583804130554,0.26237669587135315,0.20346391201019287,0.2118925303220749,0.539380669593811,0.18418891727924347,0.16566063463687897,0.322764128446579,0.3508910834789276,0.23916715383529663
certain,0.47261449694633484,0.3747329115867615,0.2100144773721695,0.22338947653770447,0.2942397892475128,0.21906477212905884,0.4588346779346466,0.27161097526550293,0.4156824052333832,0.2516106069087982
number,0.2725796401500702,0.21539703011512756,0.11955348402261734,0.1390722692012787,0.3024539053440094,0.1729143261909485,0.2383611500263214,0.24833418428897858,0.31398043036460876,0.19256845116615295
of,0.2480744868516922,0.26150479912757874,0.18706899881362915,0.265506386756897,0.5696388483047485,0.2551186680793762,0.3024460971355438,0.4249346852302551,0.4178851246833801,0.1826142966747284
teacher,0.20506705343723297,0.1752667874097824,0.22162912786006927,0.40885695815086365,0.22632350027561188,0.13814520835876465,0.10368239879608154,0.17958809435367584,0.13949039578437805,0.1797819435596466
's,-0.026164190843701363,-0.01994597539305687,0.08433578908443451,0.003616944421082735,-0.037580832839012146,-0.008679965510964394,0.07286630570888519,-0.01936490088701248,0.024445664137601852,-0.023395681753754616
salaries,0.2523110508918762,0.25359976291656494,0.2676355242729187,0.29875466227531433,0.23869653046131134,0.1933991014957428,0.18949370086193085,0.2605859339237213,0.20664231479167938,0.23913246393203735
are,0.311818927526474,0.41111594438552856,0.1694057136774063,0.30816179513931274,0.3841303884983063,0.15786117315292358,0.40023794770240784,0.2674213647842407,0.48698675632476807,0.24591213464736938
paid,0.19544272124767303,0.25318819284439087,0.3137347400188446,0.20898695290088654,0.1910562664270401,0.19026704132556915,0.0899612233042717,0.16606421768665314,0.218547061085701,0.20964482426643372
by,0.34370526671409607,0.1481526494026184,0.18554414808750153,0.1415957361459732,0.370934396982193,0.15041139721870422,0.20322513580322266,0.3373257517814636,0.270847886800766,0.17966607213020325
the,0.33890387415885925,0.30239659547805786,0.18291357159614563,0.22905772924423218,0.6662389636039734,0.2573983073234558,0.274601012468338,0.40150508284568787,0.47635307908058167,0.22068053483963013
state,0.15028610825538635,0.21297907829284668,0.3059387505054474,0.2832874357700348,0.33316072821617126,0.18845678865909576,0.2147120088338852,0.29024070501327515,0.24461878836154938,0.1160883978009224
.,0.3287222981452942,0.3613996207714081,0.2534593939781189,0.2752705216407776,0.5591574311256409,0.25703296065330505,0.1655583530664444,0.41536515951156616,0.35404038429260254,0.4130953550338745
