,starting,in,what,year,has,harvard,topped,the,academic,rankings,of,world,universities,?
in,0.3013272285461426,1.0,0.30808621644973755,0.3359307050704956,0.4173259735107422,0.26072487235069275,0.2228401154279709,0.6662389636039734,0.1914365142583847,0.20997197926044464,0.5696388483047485,0.3038199245929718,0.2965206503868103,0.20430970191955566
particular,0.32392850518226624,0.3090636432170868,0.4548671245574951,0.1930088996887207,0.31179314851760864,0.2150680124759674,0.15116599202156067,0.4066357910633087,0.24622449278831482,0.2501002848148346,0.3490585684776306,0.19664707779884338,0.1990535408258438,0.2741454839706421
",",0.2485944926738739,0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3734780251979828,0.2719281017780304,0.23658742010593414,0.4933079481124878,0.3273942470550537,0.26946723461151123,0.4946078956127167,0.26091980934143066,0.2774002254009247,0.31091248989105225
it,0.2854841351509094,0.5130809545516968,0.45803478360176086,0.2363913208246231,0.41962623596191406,0.1871805340051651,0.21152153611183167,0.6251175999641418,0.13023914396762848,0.24032925069332123,0.38761502504348755,0.2775384485721588,0.23677049577236176,0.25732165575027466
has,0.1744593232870102,0.4173259735107422,0.20338068902492523,0.2526876926422119,1.0,0.16033083200454712,0.2566242814064026,0.4177538752555847,0.22090037167072296,0.2542092800140381,0.3909035325050354,0.21706144511699677,0.2231019288301468,0.15994466841220856
consistently,0.230054572224617,0.24490007758140564,0.37857121229171753,0.2485889196395874,0.3339836001396179,0.1932847499847412,0.20904645323753357,0.2695158123970032,0.20374558866024017,0.374139666557312,0.2553209662437439,0.26118147373199463,0.21173761785030365,0.2656213045120239
topped,0.15343205630779266,0.2228401154279709,0.12444852292537689,0.22674967348575592,0.2566242814064026,0.09126957505941391,0.9999999403953552,0.2803736627101898,0.12221270054578781,0.33844122290611267,0.20905661582946777,0.21444521844387054,0.20447254180908203,0.1289501190185547
the,0.37272053956985474,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.4177538752555847,0.24496200680732727,0.2803736627101898,1.0,0.15387672185897827,0.2874792516231537,0.733189046382904,0.33604270219802856,0.2619408071041107,0.22068053483963013
academic,0.19088712334632874,0.1914365142583847,0.10352335125207901,0.21132908761501312,0.22090037167072296,0.41330868005752563,0.12221270054578781,0.15387672185897827,0.9999998807907104,0.3982924222946167,0.20802809298038483,0.2199455052614212,0.45179879665374756,0.11011603474617004
ranking,0.16755558550357819,0.23205991089344025,0.16402585804462433,0.206325963139534,0.20727863907814026,0.1996505856513977,0.31903621554374695,0.3187980651855469,0.3762166202068329,0.8852249979972839,0.2959146499633789,0.39459267258644104,0.36064469814300537,0.18589437007904053
of,0.23960795998573303,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.3909035325050354,0.25842633843421936,0.20905661582946777,0.733189046382904,0.20802809298038483,0.281094491481781,1.0,0.2828933000564575,0.29948264360427856,0.1826142966747284
world,0.19377093017101288,0.3038199245929718,0.21669597923755646,0.25931429862976074,0.21706144511699677,0.2200595736503601,0.21444521844387054,0.33604270219802856,0.2199455052614212,0.41067349910736084,0.2828933000564575,1.0000001192092896,0.26004111766815186,0.17579582333564758
universities,0.18855279684066772,0.2965206503868103,0.1630716770887375,0.1832089126110077,0.2231019288301468,0.42459505796432495,0.20447254180908203,0.2619408071041107,0.45179879665374756,0.4117825925350189,0.29948264360427856,0.26004111766815186,0.9999999403953552,0.16836881637573242
(,0.22412662208080292,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2498389035463333,0.2132066786289215,0.11489297449588776,0.33289089798927307,0.2657874524593353,0.19383032619953156,0.35032153129577637,0.22099611163139343,0.18685288727283478,0.40561532974243164
arwu,0.1295301616191864,0.30704766511917114,0.17806394398212433,0.22645600140094757,0.27295833826065063,0.3908384442329407,0.16057521104812622,0.3366483449935913,0.4146624803543091,0.30596235394477844,0.38958418369293213,0.26772138476371765,0.3694688081741333,0.21856456995010376
),0.25594380497932434,0.3326910734176636,0.26259949803352356,0.24282371997833252,0.26944878697395325,0.226204052567482,0.12206456810235977,0.3456730246543884,0.2605568766593933,0.21123772859573364,0.3680361211299896,0.22386978566646576,0.19644148647785187,0.42300865054130554
