,who,was,keeping,pressure,and,showing,disagreements,for,the,lor,",",even,in,front,of,the,president,?
wiesner,0.2924979329109192,0.30600506067276,0.13736143708229065,0.11354430019855499,0.346465140581131,0.062278371304273605,0.16295859217643738,0.23178799450397491,0.27002912759780884,0.3400769531726837,0.37364280223846436,0.19836926460266113,0.2684754431247711,0.15035180747509003,0.2243858128786087,0.27002912759780884,0.2713540494441986,0.2351539433002472
kept,0.20781061053276062,0.2936630845069885,0.5247477889060974,0.2316552698612213,0.2932930588722229,0.1631290167570114,0.24294336140155792,0.29963481426239014,0.3135738670825958,-0.008060931228101254,0.2797359526157379,0.3470115065574646,0.2662917971611023,0.26493653655052185,0.25036442279815674,0.3135738670825958,0.1489485502243042,0.15157312154769897
up,0.26056501269340515,0.24070115387439728,0.27787265181541443,0.2256598025560379,0.4032393991947174,0.21138198673725128,0.26130911707878113,0.342966228723526,0.38423117995262146,0.1285434365272522,0.34193792939186096,0.2810244560241699,0.3120773434638977,0.2566736042499542,0.32945773005485535,0.38423117995262146,0.0953093096613884,0.1819818764925003
the,0.3733934462070465,0.48711544275283813,0.271767258644104,0.28285476565361023,0.5171257257461548,0.34540408849716187,0.28415536880493164,0.4739971458911896,1.0,0.19965508580207825,0.4933079481124878,0.37996912002563477,0.6662389636039734,0.3733479380607605,0.733189046382904,1.0,0.24330610036849976,0.22068053483963013
pressure,0.14312592148780823,0.17634209990501404,0.24032287299633026,1.0000001192092896,0.2595808804035187,0.16804848611354828,0.1912035495042801,0.16119280457496643,0.28285476565361023,0.050451867282390594,0.21867604553699493,0.24435436725616455,0.16116683185100555,0.2891010344028473,0.22627468407154083,0.28285476565361023,0.16195547580718994,0.142023503780365
",",0.3365725874900818,0.45456063747406006,0.2560509443283081,0.21867604553699493,0.6633074283599854,0.20210640132427216,0.3239748775959015,0.4464869201183319,0.4933079481124878,0.23221434652805328,1.0000001192092896,0.34610581398010254,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.4933079481124878,0.26552814245224,0.31091248989105225
even,0.33644744753837585,0.27441510558128357,0.35175707936286926,0.24435436725616455,0.4625037908554077,0.290788471698761,0.26099300384521484,0.39184510707855225,0.37996912002563477,0.0787612572312355,0.34610581398010254,0.9999999403953552,0.29146435856819153,0.22956056892871857,0.34735506772994995,0.37996912002563477,0.10567878186702728,0.30082517862319946
making,0.2312910407781601,0.28285154700279236,0.4426678419113159,0.24018023908138275,0.38677045702934265,0.3645654618740082,0.2001987099647522,0.4092673361301422,0.35185980796813965,0.028748227283358574,0.3254455029964447,0.40792375802993774,0.280230849981308,0.192800372838974,0.3250596821308136,0.35185980796813965,0.12806975841522217,0.2539324164390564
the,0.3733934462070465,0.48711544275283813,0.271767258644104,0.28285476565361023,0.5171257257461548,0.34540408849716187,0.28415536880493164,0.4739971458911896,1.0,0.19965508580207825,0.4933079481124878,0.37996912002563477,0.6662389636039734,0.3733479380607605,0.733189046382904,1.0,0.24330610036849976,0.22068053483963013
disagreement,0.3405916094779968,0.26212406158447266,0.2327624410390854,0.22103923559188843,0.2777720093727112,0.1839331090450287,0.9216068387031555,0.22012442350387573,0.2860313653945923,0.03652508556842804,0.2868121862411499,0.2526976466178894,0.24037350714206696,0.16793853044509888,0.263144850730896,0.2860313653945923,0.19334962964057922,0.24755416810512543
public,0.18950407207012177,0.2513592839241028,0.21027438342571259,0.18101070821285248,0.3227643668651581,0.12617424130439758,0.20713962614536285,0.3092794418334961,0.22857438027858734,0.07659424096345901,0.2588968276977539,0.2285946160554886,0.29074716567993164,0.09808775037527084,0.2391265481710434,0.22857438027858734,0.2186642289161682,0.19872993230819702
during,0.30551859736442566,0.4470829963684082,0.17051322758197784,0.17324750125408173,0.36462149024009705,0.214961439371109,0.2493995875120163,0.3448435664176941,0.4838213622570038,0.06264589726924896,0.3225448727607727,0.2949271500110626,0.4627237319946289,0.17290957272052765,0.3869180977344513,0.4838213622570038,0.19422510266304016,0.1325719803571701
a,0.36608949303627014,0.4508470594882965,0.22280260920524597,0.23459996283054352,0.3739250600337982,0.32278648018836975,0.18171727657318115,0.44038116931915283,0.5829201340675354,0.225738063454628,0.427140474319458,0.3278432786464691,0.539380669593811,0.3073227107524872,0.5052502155303955,0.5829201340675354,0.16959697008132935,0.23916715383529663
two-day,0.25159305334091187,0.2650320827960968,0.2505606710910797,0.1356663554906845,0.26278865337371826,0.18460491299629211,0.24986158311367035,0.2928921580314636,0.29279303550720215,0.13823358714580536,0.32929521799087524,0.3180338442325592,0.26299431920051575,0.09483858197927475,0.17824417352676392,0.29279303550720215,0.1707237809896469,0.2771150767803192
september,0.21365830302238464,0.4425655007362366,0.13867510855197906,0.15270167589187622,0.2902049422264099,0.14669102430343628,0.21842508018016815,0.2689499855041504,0.2516939043998718,0.16701412200927734,0.4139758348464966,0.12742064893245697,0.25402772426605225,0.13393710553646088,0.16787530481815338,0.2516939043998718,0.2901487946510315,0.2665146589279175
visit,0.2555354833602905,0.1841222643852234,0.10722114145755768,0.12435661256313324,0.25392410159111023,0.2167438417673111,0.24303454160690308,0.22724522650241852,0.28665876388549805,0.08386506140232086,0.2669648230075836,0.2456848919391632,0.2627917230129242,0.17194414138793945,0.2779003083705902,0.28665876388549805,0.22164343297481537,0.1747637540102005
by,0.39727845788002014,0.4752357602119446,0.1552201509475708,0.22995758056640625,0.4289871156215668,0.2291090041399002,0.2839156687259674,0.3248702883720398,0.4408751428127289,0.1708003580570221,0.3680937886238098,0.2642922103404999,0.370934396982193,0.15058107674121857,0.3646814823150635,0.4408751428127289,0.18304786086082458,0.17966607213020325
the,0.3733934462070465,0.48711544275283813,0.271767258644104,0.28285476565361023,0.5171257257461548,0.34540408849716187,0.28415536880493164,0.4739971458911896,1.0,0.19965508580207825,0.4933079481124878,0.37996912002563477,0.6662389636039734,0.3733479380607605,0.733189046382904,1.0,0.24330610036849976,0.22068053483963013
president,0.22565458714962006,0.2505730390548706,0.07513120025396347,0.16195547580718994,0.23286236822605133,0.1060079038143158,0.19043776392936707,0.17469504475593567,0.24330610036849976,0.16192001104354858,0.26552814245224,0.10567878186702728,0.18811661005020142,0.1257871389389038,0.21610750257968903,0.24330610036849976,1.0000001192092896,0.14148259162902832
to,0.42656609416007996,0.3636345863342285,0.2579748034477234,0.30812981724739075,0.48971283435821533,0.2401157021522522,0.3165186047554016,0.4451248347759247,0.535392165184021,0.17278125882148743,0.44245919585227966,0.46467068791389465,0.45010748505592346,0.26463037729263306,0.41548454761505127,0.535392165184021,0.21247753500938416,0.29463258385658264
marshall,0.20374739170074463,0.2693496644496918,0.15224415063858032,0.16868992149829865,0.2677270174026489,0.10965912789106369,0.19130444526672363,0.14276862144470215,0.22928133606910706,0.210624560713768,0.28719857335090637,0.10421724617481232,0.2483098953962326,0.05509021133184433,0.20384931564331055,0.22928133606910706,0.2914486825466156,0.18167579174041748
space,0.1441284865140915,0.14677780866622925,0.20153675973415375,0.21622900664806366,0.22901733219623566,0.15988299250602722,0.18364733457565308,0.24232043325901031,0.24495907127857208,0.11033384501934052,0.2285580337047577,0.22496618330478668,0.17648501694202423,0.15887176990509033,0.21300287544727325,0.24495907127857208,0.13849757611751556,0.1885536164045334
flight,0.07788171619176865,0.19139665365219116,0.13777132332324982,0.19202768802642822,0.1828005611896515,0.14781023561954498,0.14824983477592468,0.13066017627716064,0.2498224973678589,0.15961165726184845,0.23669111728668213,0.16445374488830566,0.24918575584888458,0.14206743240356445,0.2070007622241974,0.2498224973678589,0.16820788383483887,0.20568472146987915
center,0.09184163808822632,0.19517986476421356,0.10457149893045425,0.18373580276966095,0.28670641779899597,0.16036516427993774,0.125646710395813,0.1980270892381668,0.29064592719078064,0.16863223910331726,0.1905742734670639,0.14737588167190552,0.27253323793411255,0.17336784303188324,0.24526838958263397,0.29064592719078064,0.18408335745334625,0.12538520991802216
.,0.3541337847709656,0.40146201848983765,0.23620791733264923,0.22055423259735107,0.588965117931366,0.2555331587791443,0.25399547815322876,0.4726039469242096,0.5934505462646484,0.23552289605140686,0.6812511086463928,0.3729337155818939,0.5591574311256409,0.28043535351753235,0.5352458953857422,0.5934505462646484,0.26255303621292114,0.4130953550338745
