,what,day,of,the,week,was,media,day,held,on,for,super,bowl,50,?
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.48711544275283813,0.19221965968608856,0.3062323033809662,0.32185450196266174,0.5107308030128479,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.2246788740158081,0.19963723421096802,0.2298848181962967,0.285271555185318,0.29780805110931396,0.2568269371986389,0.24786706268787384,0.19963723421096802,0.172162726521492,0.22967135906219482,0.2608485519886017,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
's,0.02692362666130066,0.03448042273521423,-0.03817026689648628,-0.01540423184633255,-0.04274718090891838,0.008974763564765453,0.07690927386283875,0.03448042273521423,0.02657921425998211,0.0026888418942689896,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
media,0.18292108178138733,0.06667249649763107,0.19700391590595245,0.19221965968608856,0.1473962664604187,0.17841780185699463,0.9999999403953552,0.06667249649763107,0.16542178392410278,0.19591841101646423,0.2442343533039093,0.2023422122001648,0.10416857153177261,-0.04522654041647911,0.1571006178855896
day,0.2990210950374603,1.0,0.2934032380580902,0.3062323033809662,0.4913124740123749,0.24314451217651367,0.06667249649763107,1.0,0.26760637760162354,0.3332281708717346,0.23720888793468475,0.12438684701919556,0.17859336733818054,-0.10610661655664444,0.2141837179660797
",",0.3087472915649414,0.30821847915649414,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.45456063747406006,0.23135341703891754,0.30821847915649414,0.2880980372428894,0.49057599902153015,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
which,0.5261979103088379,0.2760511040687561,0.5011631846427917,0.6521818041801453,0.24782997369766235,0.2830964922904968,0.21947839856147766,0.2760511040687561,0.2626747488975525,0.4245251417160034,0.44095608592033386,0.25759580731391907,0.23468568921089172,0.022181637585163116,0.25814583897590637
was,0.22111038863658905,0.24314451217651367,0.4069072902202606,0.48711544275283813,0.24251437187194824,1.0000001192092896,0.17841780185699463,0.24314451217651367,0.30231067538261414,0.3909217119216919,0.3863949179649353,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
typically,0.2460547685623169,0.1290440857410431,0.28964799642562866,0.33345210552215576,0.15118193626403809,0.15949344635009766,0.16736355423927307,0.1290440857410431,0.19831152260303497,0.22215910255908966,0.3479194939136505,0.19588299095630646,0.20918312668800354,0.013828562572598457,0.14485043287277222
held,0.0974166989326477,0.26760637760162354,0.28960686922073364,0.32185450196266174,0.2821366786956787,0.30231067538261414,0.16542178392410278,0.26760637760162354,1.0,0.2410694807767868,0.2495253086090088,0.1602509617805481,0.1913566142320633,0.018389368429780006,0.14103956520557404
on,0.34226128458976746,0.3332281708717346,0.3966929316520691,0.5107308030128479,0.3680826723575592,0.3909217119216919,0.19591841101646423,0.3332281708717346,0.2410694807767868,0.9999999403953552,0.36199691891670227,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.48711544275283813,0.19221965968608856,0.3062323033809662,0.32185450196266174,0.5107308030128479,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
tuesday,0.1987089216709137,0.3562348186969757,0.08020071685314178,0.20012995600700378,0.36669835448265076,0.1511131078004837,0.1602354645729065,0.3562348186969757,0.278711199760437,0.2984199523925781,0.15058089792728424,0.23240308463573456,0.18528230488300323,-0.004970556125044823,0.18223229050636292
afternoon,0.15643343329429626,0.4275512099266052,0.16693705320358276,0.2482905238866806,0.40476566553115845,0.30226626992225647,0.08114715665578842,0.4275512099266052,0.2945902943611145,0.34778741002082825,0.19603902101516724,0.14347326755523682,0.2340344786643982,-0.05015093460679054,0.15454228222370148
prior,0.2537507116794586,0.21696196496486664,0.3183474540710449,0.33782097697257996,0.29570311307907104,0.29096508026123047,0.18034997582435608,0.21696196496486664,0.20017679035663605,0.3162264823913574,0.31561535596847534,0.22880366444587708,0.22557669878005981,0.06129007041454315,0.16978254914283752
to,0.455847829580307,0.21753256022930145,0.41548454761505127,0.535392165184021,0.27498435974121094,0.3636345863342285,0.21723589301109314,0.21753256022930145,0.22177374362945557,0.41031414270401,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.48711544275283813,0.19221965968608856,0.3062323033809662,0.32185450196266174,0.5107308030128479,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.2246788740158081,0.19963723421096802,0.2298848181962967,0.285271555185318,0.29780805110931396,0.2568269371986389,0.24786706268787384,0.19963723421096802,0.172162726521492,0.22967135906219482,0.2608485519886017,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
