,d'olier,street,is,named,after,whom,?
examples,0.07745511084794998,0.1447691172361374,0.29282552003860474,0.12449878454208374,0.16571158170700073,0.08155875653028488,0.19976599514484406
include,0.0826132521033287,0.12463614344596863,0.28863582015037537,0.185586079955101,0.18613721430301666,0.08940200507640839,0.14925788342952728
the,0.17545907199382782,0.20947860181331635,0.5823672413825989,0.3521348536014557,0.4565047025680542,0.23752936720848083,0.22068053483963013
huguenot,0.41886472702026367,0.1992882937192917,0.12706810235977173,0.1712815910577774,0.26476725935935974,0.3511159121990204,0.1359742432832718
district,0.10702911764383316,0.24673990905284882,0.2656395733356476,0.1413998007774353,0.17999887466430664,0.1327565759420395,0.06725285202264786
and,0.1814263015985489,0.30381542444229126,0.3859752118587494,0.23097854852676392,0.3765919506549835,0.3148667514324188,0.20544172823429108
french,0.43516674637794495,0.13359862565994263,0.19312386214733124,0.16437038779258728,0.18600507080554962,0.23527853190898895,0.1386883556842804
church,0.22608232498168945,0.23748625814914703,0.203276589512825,0.08120343834161758,0.12355173379182816,0.19075725972652435,0.18081501126289368
street,0.24046558141708374,1.0000001192092896,0.1302390694618225,0.1972842812538147,0.20836135745048523,0.16775469481945038,0.07315441966056824
in,0.1948154717683792,0.2281111478805542,0.5394441485404968,0.28130269050598145,0.44050168991088867,0.20012985169887543,0.20430970191955566
cork,0.21524828672409058,0.1872154325246811,0.21974433958530426,0.11390100419521332,0.18674051761627197,0.04894452542066574,0.0914512425661087
city,0.19588501751422882,0.3091639280319214,0.3186660706996918,0.20384898781776428,0.2613813877105713,0.1523703783750534,0.13423943519592285
;,0.06972233951091766,0.10010850429534912,0.05324986204504967,0.034511178731918335,-0.01834123209118843,0.07843722403049469,0.10349778085947037
and,0.1814263015985489,0.30381542444229126,0.3859752118587494,0.23097854852676392,0.3765919506549835,0.3148667514324188,0.20544172823429108
d'olier,0.9999999403953552,0.24046558141708374,0.16632261872291565,0.17943088710308075,0.15682056546211243,0.23514331877231598,0.17856183648109436
street,0.24046558141708374,1.0000001192092896,0.1302390694618225,0.1972842812538147,0.20836135745048523,0.16775469481945038,0.07315441966056824
in,0.1948154717683792,0.2281111478805542,0.5394441485404968,0.28130269050598145,0.44050168991088867,0.20012985169887543,0.20430970191955566
dublin,0.18647629022598267,0.2824280560016632,0.11435501277446747,0.18164895474910736,0.21314114332199097,0.10061322897672653,0.06738798320293427
",",0.2243220955133438,0.22759395837783813,0.4691906273365021,0.2530003488063812,0.38860568404197693,0.25587570667266846,0.31091248989105225
named,0.17943088710308075,0.1972842812538147,0.28335005044937134,1.0,0.4528660774230957,0.28758057951927185,0.1297498345375061
after,0.15682056546211243,0.20836135745048523,0.2835143506526947,0.4528660774230957,1.0,0.26001983880996704,0.16608688235282898
a,0.20326271653175354,0.18956080079078674,0.658733606338501,0.3292267918586731,0.3831600844860077,0.21455949544906616,0.23916715383529663
high,0.1028059720993042,0.25391656160354614,0.2383800595998764,0.14908362925052643,0.14164119958877563,0.06429899483919144,0.11137914657592773
sheriff,0.11415725946426392,0.18828651309013367,0.1952647566795349,0.19191843271255493,0.20790430903434753,0.27083176374435425,0.10718891024589539
and,0.1814263015985489,0.30381542444229126,0.3859752118587494,0.23097854852676392,0.3765919506549835,0.3148667514324188,0.20544172823429108
one,0.17415538430213928,0.18605993688106537,0.4544198513031006,0.3621094226837158,0.3593756854534149,0.35118117928504944,0.2673267424106598
of,0.18594558537006378,0.18984536826610565,0.4854315221309662,0.2820465862751007,0.3867455720901489,0.2070929855108261,0.1826142966747284
the,0.17545907199382782,0.20947860181331635,0.5823672413825989,0.3521348536014557,0.4565047025680542,0.23752936720848083,0.22068053483963013
founders,0.17884893715381622,0.17462597787380219,0.19440969824790955,0.2939567267894745,0.20948593318462372,0.21412880718708038,0.13401734828948975
of,0.18594558537006378,0.18984536826610565,0.4854315221309662,0.2820465862751007,0.3867455720901489,0.2070929855108261,0.1826142966747284
the,0.17545907199382782,0.20947860181331635,0.5823672413825989,0.3521348536014557,0.4565047025680542,0.23752936720848083,0.22068053483963013
bank,0.12512490153312683,0.2746604084968567,0.21801011264324188,0.14939062297344208,0.22923770546913147,0.1778147667646408,0.09656643867492676
of,0.18594558537006378,0.18984536826610565,0.4854315221309662,0.2820465862751007,0.3867455720901489,0.2070929855108261,0.1826142966747284
ireland,0.09334538131952286,0.19148188829421997,0.174745574593544,0.127232164144516,0.1923658698797226,0.11068080365657806,0.10685748606920242
.,0.23386085033416748,0.2408841997385025,0.4569662809371948,0.24760639667510986,0.35870397090911865,0.26115289330482483,0.4130953550338745
