,what,year,was,the,new,bus,station,in,newcastle,officially,opened,?
a,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.3214259147644043,0.21492983400821686,0.21760036051273346,0.539380669593811,0.21405641734600067,0.2489907592535019,0.20146222412586212,0.23916715383529663
new,0.2130378633737564,0.25045546889305115,0.2748313844203949,0.3845241069793701,0.9999999403953552,0.12333090603351593,0.12154681980609894,0.3758552670478821,0.30626022815704346,0.23530681431293488,0.24727210402488708,0.14782847464084625
bus,0.17615832388401031,0.1994958370923996,0.16818593442440033,0.19768238067626953,0.12333090603351593,1.0,0.3797439932823181,0.19241473078727722,0.11108064651489258,0.08879053592681885,0.2108539640903473,0.10113320499658585
station,0.1613752841949463,0.18827493488788605,0.18833480775356293,0.23609806597232819,0.12154681980609894,0.3797439932823181,1.0,0.21784305572509766,0.26673999428749084,0.21024571359157562,0.35745832324028015,0.12574981153011322
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.36073189973831177,0.17964951694011688,0.2482491284608841,0.5201468467712402,0.251589834690094,0.27735915780067444,0.24598844349384308,0.31091248989105225
replacing,0.1711706519126892,0.14447036385536194,0.23676848411560059,0.29703330993652344,0.22542929649353027,0.19568176567554474,0.16735327243804932,0.19875891506671906,0.10030850023031235,0.20675240457057953,0.20636102557182312,0.16467362642288208
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.3845241069793701,0.19768238067626953,0.23609806597232819,0.6662389636039734,0.2253497689962387,0.36343514919281006,0.28544309735298157,0.22068053483963013
old,0.22117848694324493,0.3157127797603607,0.2867572605609894,0.31849798560142517,0.3384166657924652,0.17564895749092102,0.09969933331012726,0.2865324318408966,0.17287375032901764,0.1524607241153717,0.23703858256340027,0.20577076077461243
underground,0.162822887301445,0.11324708163738251,0.1876053512096405,0.24716822803020477,0.21571940183639526,0.26392823457717896,0.4139954149723053,0.22231480479240417,0.19143064320087433,0.12838631868362427,0.26253020763397217,0.1097135841846466
bus,0.17615832388401031,0.1994958370923996,0.16818593442440033,0.19768238067626953,0.12333090603351593,1.0,0.3797439932823181,0.19241473078727722,0.11108064651489258,0.08879053592681885,0.2108539640903473,0.10113320499658585
station,0.1613752841949463,0.18827493488788605,0.18833480775356293,0.23609806597232819,0.12154681980609894,0.3797439932823181,1.0,0.21784305572509766,0.26673999428749084,0.21024571359157562,0.35745832324028015,0.12574981153011322
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.36073189973831177,0.17964951694011688,0.2482491284608841,0.5201468467712402,0.251589834690094,0.27735915780067444,0.24598844349384308,0.31091248989105225
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.2748313844203949,0.16818593442440033,0.18833480775356293,0.45514053106307983,0.25710436701774597,0.4353274703025818,0.31916534900665283,0.18412111699581146
officially,0.17107035219669342,0.21622373163700104,0.4353274703025818,0.36343514919281006,0.23530681431293488,0.08879053592681885,0.21024571359157562,0.33332085609436035,0.1453050673007965,1.0000001192092896,0.32335224747657776,0.15603435039520264
opened,0.14500318467617035,0.17148488759994507,0.31916534900665283,0.28544309735298157,0.24727210402488708,0.2108539640903473,0.35745832324028015,0.2972770035266876,0.1954149454832077,0.32335224747657776,1.0,0.1934700310230255
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.3758552670478821,0.19241473078727722,0.21784305572509766,1.0,0.19270820915699005,0.33332085609436035,0.2972770035266876,0.20430970191955566
march,0.20529508590698242,0.27447643876075745,0.4297752380371094,0.2680487632751465,0.28389039635658264,0.10622942447662354,0.1679333746433258,0.29730337858200073,0.23398080468177795,0.3245214819908142,0.1800640970468521,0.2802562415599823
2007,-0.15549811720848083,-0.20763340592384338,-0.29168957471847534,-0.23657195270061493,-0.1927516609430313,-0.11239482462406158,-0.12708353996276855,-0.2201838344335556,-0.20566880702972412,-0.2899537682533264,-0.2144174873828888,-0.1664225310087204
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.35031336545944214,0.2277638167142868,0.20999185740947723,0.5591574311256409,0.2714749276638031,0.2769482433795929,0.26111578941345215,0.4130953550338745
