,who,won,the,competition,to,get,a,free,super,bowl,commercial,aired,?
quickbooks,0.2593551576137543,0.19560450315475464,0.31170687079429626,0.2651563584804535,0.388448566198349,0.2990782856941223,0.3290599584579468,0.3495238125324249,0.2533237636089325,0.24517272412776947,0.28941214084625244,0.2540830969810486,0.33220136165618896
sponsored,0.22509317100048065,0.307773232460022,0.2539086937904358,0.3407268226146698,0.1753130853176117,0.11146035045385361,0.18844401836395264,0.20167304575443268,0.1619618982076645,0.15806248784065247,0.28658050298690796,0.25455060601234436,0.12262218445539474
a,0.36608949303627014,0.22534137964248657,0.5829201340675354,0.2435162365436554,0.45503583550453186,0.27948489785194397,1.0,0.23877057433128357,0.26005712151527405,0.19533146917819977,0.2696971893310547,0.1767585724592209,0.23916715383529663
``,0.02397952415049076,0.03902672603726387,0.029072100296616554,0.017966635525226593,0.06720756739377975,0.035047225654125214,0.07272057235240936,-0.03257644176483154,0.012585706077516079,-0.004176590591669083,-0.07633309066295624,-0.037323497235774994,0.0685480609536171
small,0.23894593119621277,0.09573879092931747,0.39655908942222595,0.15835730731487274,0.3054737150669098,0.26541900634765625,0.41262131929397583,0.2059100866317749,0.18981891870498657,0.1552436202764511,0.21057932078838348,0.118197001516819,0.13914890587329865
business,0.25227707624435425,0.13081887364387512,0.2389037162065506,0.2570091784000397,0.28079214692115784,0.19155992567539215,0.2670866549015045,0.16774776577949524,0.09769033640623093,0.08380642533302307,0.3763678967952728,0.167976513504982,0.1545659303665161
big,0.2366105318069458,0.1538180261850357,0.308749794960022,0.20319539308547974,0.25193607807159424,0.21205681562423706,0.29998910427093506,0.15658064186573029,0.21466001868247986,0.25230276584625244,0.2387457937002182,0.1484070122241974,0.20497842133045197
game,0.2523840069770813,0.23046883940696716,0.285271555185318,0.29931432008743286,0.2540906071662903,0.19948551058769226,0.23211604356765747,0.12691602110862732,0.3480181396007538,0.2413962334394455,0.20594170689582825,0.3074551820755005,0.1829071193933487
'',0.024401003494858742,0.01372323464602232,0.041273195296525955,-0.06682099401950836,-0.009905828163027763,-0.03981677442789078,0.04890415817499161,-0.018491532653570175,-0.02655862085521221,-0.008809788152575493,-0.03676767647266388,-0.001198898651637137,0.018684765323996544
contest,0.22248178720474243,0.4077208638191223,0.25173527002334595,0.5203558802604675,0.20070356130599976,0.17834807932376862,0.229091614484787,0.15106257796287537,0.16601161658763885,0.20366907119750977,0.1535993218421936,0.23271557688713074,0.18081821501255035
